Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,29,369,343,67,137,1,175,82,26,0,4,.399,.442,.510,.952,.436,5.87
"<a href=""https://www.baseball-reference.com/players/b/barnero01.shtml"">Ross Barnes</a>",BSN,31,311,295,42,80,0,96,17,16,0,16,.271,.309,.325,.634,.296,1.36
"<a href=""https://www.baseball-reference.com/players/b/bennech01.shtml"">Charlie Bennett</a>",DTN,26,317,299,44,90,7,143,64,18,0,37,.301,.341,.478,.819,.370,4.27
"<a href=""https://www.baseball-reference.com/players/b/bondto01.shtml"">Tommy Bond</a>",BSN,25,10,10,0,2,0,2,0,0,0,0,.200,.200,.200,.400,.186,-.03
"<a href=""https://www.baseball-reference.com/players/b/bradlge01.shtml"">George Bradley</a>",2,28,249,245,21,60,2,78,18,4,0,25,.245,.257,.318,.575,.264,-.07
"<a href=""https://www.baseball-reference.com/players/b/broutda01.shtml"">Dan Brouthers</a>",BFN,23,288,270,60,86,8,146,45,18,0,22,.319,.361,.541,.902,.404,2.48
"<a href=""https://www.baseball-reference.com/players/b/brownle01.shtml"">Lew Brown</a>",2,23,190,183,25,44,3,63,24,7,0,29,.240,.268,.344,.613,.271,-.07
"<a href=""https://www.baseball-reference.com/players/b/burdoja01.shtml"">Jack Burdock</a>",BSN,29,289,282,36,67,1,90,24,7,0,18,.238,.256,.319,.575,.264,.00
"<a href=""https://www.baseball-reference.com/players/b/burnsto01.shtml"">Tom Burns</a>",CHN,24,356,342,41,95,4,133,42,14,0,22,.278,.306,.389,.695,.318,2.43
"<a href=""https://www.baseball-reference.com/players/b/bushodo01.shtml"">Doc Bushong</a>",WOR,24,296,275,35,64,0,79,21,21,0,23,.233,.287,.287,.574,.272,1.49
"<a href=""https://www.baseball-reference.com/players/c/carpehi01.shtml"">Hick Carpenter</a>",WOR,25,350,347,40,75,2,97,31,3,0,19,.216,.223,.280,.502,.230,-.78
"<a href=""https://www.baseball-reference.com/players/c/caskied01.shtml"">Ed Caskin</a>",TRN,29,247,234,33,53,0,62,21,13,0,29,.226,.267,.265,.532,.251,.74
"<a href=""https://www.baseball-reference.com/players/c/cassijo01.shtml"">John Cassidy</a>",TRN,?,388,370,57,82,1,104,11,18,0,21,.222,.258,.281,.539,.252,-1.18
"<a href=""https://www.baseball-reference.com/players/c/clappjo01.shtml"">John Clapp</a>",CL2,29,296,261,47,66,0,82,25,35,0,6,.253,.341,.314,.655,.314,1.49
"<a href=""https://www.baseball-reference.com/players/c/connoro01.shtml"">Roger Connor</a>",TRN,23,382,367,55,107,2,142,31,15,0,20,.292,.319,.387,.706,.324,1.78
"<a href=""https://www.baseball-reference.com/players/c/corcola01.shtml"">Larry Corcoran</a>",CHN,21,194,189,25,42,0,50,9,5,0,22,.222,.242,.265,.507,.236,-.19
"<a href=""https://www.baseball-reference.com/players/c/coreyfr01.shtml"">Fred Corey</a>",WOR,?,208,203,22,45,0,61,10,5,0,10,.222,.240,.300,.541,.248,-.57
"<a href=""https://www.baseball-reference.com/players/c/creamge01.shtml"">George Creamer</a>",WOR,?,320,309,42,64,0,77,25,11,0,27,.207,.234,.249,.484,.226,-1.13
"<a href=""https://www.baseball-reference.com/players/c/crowlbi01.shtml"">Bill Crowley</a>",BSN,24,293,279,33,71,0,83,31,14,0,15,.254,.290,.297,.588,.276,.00
"<a href=""https://www.baseball-reference.com/players/d/dalryab01.shtml"">Abner Dalrymple</a>",CHN,23,377,362,72,117,1,150,37,15,0,22,.323,.350,.414,.764,.351,1.92
"<a href=""https://www.baseball-reference.com/players/d/deaslpa01.shtml"">Pat Deasley</a>",BSN,23,152,147,13,35,0,44,8,5,0,10,.238,.263,.299,.562,.260,.35
"<a href=""https://www.baseball-reference.com/players/d/dennyje01.shtml"">Jerry Denny</a>",PRO,22,325,320,38,77,1,100,24,5,0,44,.241,.252,.312,.565,.259,.00
"<a href=""https://www.baseball-reference.com/players/d/derbyge01.shtml"">George Derby</a>",DTN,23,240,236,17,44,0,49,12,4,0,29,.186,.200,.208,.408,.190,-1.18
"<a href=""https://www.baseball-reference.com/players/d/dickebu01.shtml"">Buttercup Dickerson</a>",WOR,22,375,367,48,116,1,149,31,8,0,8,.316,.331,.406,.737,.337,.00
"<a href=""https://www.baseball-reference.com/players/d/dorgami01.shtml"">Mike Dorgan</a>",2,27,263,254,41,69,0,75,23,9,0,4,.272,.297,.295,.592,.270,.41
"<a href=""https://www.baseball-reference.com/players/d/doschhe01.shtml"">Herm Doscher</a>",CL2,28,19,19,2,4,0,4,0,0,0,2,.211,.211,.211,.421,.195,-.04
"<a href=""https://www.baseball-reference.com/players/d/dunlafr01.shtml"">Fred Dunlap</a>",CL2,22,369,351,60,114,3,156,24,18,0,24,.325,.358,.444,.802,.367,.00
"<a href=""https://www.baseball-reference.com/players/e/evansja01.shtml"">Jake Evans</a>",TRN,24,329,315,35,76,0,97,28,14,0,30,.241,.274,.308,.581,.270,.81
"<a href=""https://www.baseball-reference.com/players/e/ewingbu01.shtml"">Buck Ewing</a>",TRN,21,279,272,40,68,0,96,25,7,0,8,.250,.269,.353,.622,.283,1.72
"<a href=""https://www.baseball-reference.com/players/f/farreja02.shtml"">Jack Farrell</a>",PRO,23,374,345,69,82,5,123,36,29,0,23,.238,.297,.357,.653,.303,1.75
"<a href=""https://www.baseball-reference.com/players/f/fergubo01.shtml"">Bob Ferguson</a>",TRN,36,368,339,56,96,1,122,35,29,0,12,.283,.340,.360,.700,.327,1.74
"<a href=""https://www.baseball-reference.com/players/f/flahema01.shtml"">Martin Flaherty</a>",WOR,27,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-.06
"<a href=""https://www.baseball-reference.com/players/f/flintsi01.shtml"">Silver Flint</a>",CHN,25,312,306,46,95,1,116,34,6,0,39,.310,.324,.379,.703,.323,2.45
"<a href=""https://www.baseball-reference.com/players/f/foleycu01.shtml"">Curry Foley</a>",BFN,25,382,375,58,96,1,123,25,7,0,27,.256,.270,.328,.598,.274,.02
"<a href=""https://www.baseball-reference.com/players/f/foleywi01.shtml"">Will Foley</a>",DTN,25,17,15,0,2,0,2,1,2,0,3,.133,.235,.133,.369,.194,-.16
"<a href=""https://www.baseball-reference.com/players/f/forceda01.shtml"">Davy Force</a>",BFN,31,289,278,21,50,0,61,15,11,0,29,.180,.211,.219,.430,.203,.36
"<a href=""https://www.baseball-reference.com/players/f/foxjo01.shtml"">John Fox</a>",BSN,22,118,118,8,21,0,21,4,0,0,11,.178,.178,.178,.356,.165,-.73
"<a href=""https://www.baseball-reference.com/players/g/galvipu01.shtml"">Pud Galvin</a>",BFN,24,239,236,19,50,0,70,21,3,0,70,.212,.222,.297,.518,.236,-.88
"<a href=""https://www.baseball-reference.com/players/g/gerhajo01.shtml"">Joe Gerhardt</a>",DTN,26,304,297,35,72,0,97,36,7,0,31,.242,.260,.327,.586,.268,.15
"<a href=""https://www.baseball-reference.com/players/g/gillepe01.shtml"">Patrick Gillespie</a>",TRN,29,357,348,43,96,0,116,41,9,0,24,.276,.294,.333,.627,.290,1.02
"<a href=""https://www.baseball-reference.com/players/g/gilliba01.shtml"">Barney Gilligan</a>",PRO,25,192,183,19,40,0,51,20,9,0,24,.219,.255,.279,.534,.249,.78
