Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abernwo01.shtml"">W. Abernathy</a>",NY1,31,8,8,0,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-0.14
"<a href=""https://www.baseball-reference.com/players/a/adamsbo03.shtml"">Bobby Adams</a>",CIN,24,346,311,35,76,4,107,24,18,16,32,.244,.292,.344,.636,.301,0.00
"<a href=""https://www.baseball-reference.com/players/a/adamsbu01.shtml"">Buster Adams</a>",SLN,31,209,173,21,32,5,53,22,29,3,27,.185,.312,.306,.619,.306,-0.16
"<a href=""https://www.baseball-reference.com/players/a/adamsre01.shtml"">Red Adams</a>",CHN,24,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.01
"<a href=""https://www.baseball-reference.com/players/a/albosed01.shtml"">Ed Albosta</a>",PIT,27,8,8,0,1,0,1,0,0,0,4,.125,.125,.125,.250,.118,-0.06
"<a href=""https://www.baseball-reference.com/players/a/anderal01.shtml"">Alf Anderson</a>",PIT,32,2,1,0,0,0,0,0,1,0,0,.000,.500,.000,.500,.364,-0.01
"<a href=""https://www.baseball-reference.com/players/a/anderfe01.shtml"">F. Anderson</a>",BRO,28,228,199,19,51,2,67,14,18,1,21,.256,.330,.337,.667,.321,0.11
"<a href=""https://www.baseball-reference.com/players/a/andreer01.shtml"">Ernie Andres</a>",BOS,28,44,41,0,4,0,6,1,3,0,5,.098,.159,.146,.305,.154,-0.43
"<a href=""https://www.baseball-reference.com/players/a/andrena01.shtml"">Nate Andrews</a>",2,32,21,16,0,2,0,3,4,2,0,8,.125,.222,.188,.410,.186,-0.02
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,39,659,582,59,180,1,220,55,71,6,41,.309,.384,.378,.762,.364,6.17
"<a href=""https://www.baseball-reference.com/players/a/archige01.shtml"">G. Archie</a>",SLA,32,11,11,1,2,0,3,0,0,0,1,.182,.182,.273,.455,.209,0.02
"<a href=""https://www.baseball-reference.com/players/a/armstge01.shtml"">G. Armstrong</a>",PHA,22,7,6,0,1,0,2,0,1,0,1,.167,.286,.333,.619,.298,0.02
"<a href=""https://www.baseball-reference.com/players/a/arnovmo01.shtml"">M. Arnovich</a>",NY1,35,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/a/astrojo01.shtml"">Joe Astroth</a>",PHA,23,7,7,0,1,0,1,0,0,0,2,.143,.143,.143,.286,.135,-0.12
"<a href=""https://www.baseball-reference.com/players/b/bagbyji02.shtml"">Jim Bagby</a>",BOS,29,44,42,2,5,0,6,2,2,0,9,.119,.159,.143,.302,.150,-0.24
"<a href=""https://www.baseball-reference.com/players/b/bahred01.shtml"">Ed Bahr</a>",PIT,26,46,45,2,8,0,10,5,0,0,10,.178,.178,.222,.400,.185,-0.12
"<a href=""https://www.baseball-reference.com/players/b/bakerbi01.shtml"">Bill Baker</a>",PIT,35,127,113,7,27,1,34,8,12,0,6,.239,.312,.301,.613,.297,-0.19
"<a href=""https://www.baseball-reference.com/players/b/bakerfl01.shtml"">Floyd Baker</a>",CHA,29,28,24,2,6,0,7,3,2,0,3,.250,.308,.292,.599,.290,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnere02.shtml"">Rex Barney</a>",BRO,21,19,17,1,4,0,4,0,2,0,5,.235,.316,.235,.551,.275,0.06
"<a href=""https://www.baseball-reference.com/players/b/barnhvi01.shtml"">Vic Barnhart</a>",PIT,23,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.01
"<a href=""https://www.baseball-reference.com/players/b/barrefr01.shtml"">F. Barrett</a>",BSN,32,6,6,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.10
"<a href=""https://www.baseball-reference.com/players/b/barrejo01.shtml"">J. Barrett</a>",2,30,134,114,10,22,0,28,12,20,1,12,.193,.313,.246,.559,.273,-0.84
"<a href=""https://www.baseball-reference.com/players/b/barrere01.shtml"">Red Barrett</a>",SLN,31,20,17,1,1,0,1,1,1,0,4,.059,.111,.059,.170,.093,-0.19
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",NY1,38,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bauerru01.shtml"">Russ Bauers</a>",CHN,32,12,10,1,3,0,4,2,2,0,1,.300,.417,.400,.817,.392,0.20
"<a href=""https://www.baseball-reference.com/players/b/beazljo01.shtml"">J. Beazley</a>",SLN,28,38,33,2,8,0,9,4,2,0,9,.242,.286,.273,.558,.269,0.16
"<a href=""https://www.baseball-reference.com/players/b/beckehe02.shtml"">Heinz Becker</a>",2,30,180,154,15,46,0,58,18,24,1,19,.299,.400,.377,.777,.374,0.90
"<a href=""https://www.baseball-reference.com/players/b/beggsjo01.shtml"">Joe Beggs</a>",CIN,35,74,63,4,14,0,16,2,4,0,17,.222,.269,.254,.523,.253,0.32
"<a href=""https://www.baseball-reference.com/players/b/behrmha01.shtml"">Hank Behrman</a>",BRO,25,48,42,1,4,0,4,2,2,0,23,.095,.136,.095,.232,.119,-0.37
"<a href=""https://www.baseball-reference.com/players/b/bensove01.shtml"">Vern Benson</a>",PHA,21,6,5,1,0,0,0,0,1,0,3,.000,.167,.000,.167,.121,-0.09
"<a href=""https://www.baseball-reference.com/players/b/bentoal01.shtml"">Al Benton</a>",DET,35,54,49,3,9,0,10,3,0,0,17,.184,.184,.204,.388,.182,-0.13
"<a href=""https://www.baseball-reference.com/players/b/berarjo01.shtml"">J. Berardino</a>",SLA,29,622,582,70,154,5,208,68,34,2,58,.265,.306,.357,.664,.313,0.14
"<a href=""https://www.baseball-reference.com/players/b/berrayo01.shtml"">Yogi Berra</a>",NYA,21,23,22,3,8,2,15,4,1,0,1,.364,.391,.682,1.073,.492,0.48
"<a href=""https://www.baseball-reference.com/players/b/berryjo03.shtml"">Joe Berry</a>",2,41,12,10,1,3,0,3,1,0,0,3,.300,.300,.300,.600,.283,0.03
"<a href=""https://www.baseball-reference.com/players/b/bessehe01.shtml"">Herman Besse</a>",PHA,34,6,5,0,0,0,0,0,1,0,2,.000,.167,.000,.167,.121,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bevenbi01.shtml"">Bill Bevens</a>",NYA,29,94,84,5,7,2,13,5,2,1,39,.083,.105,.155,.259,.124,-0.72
"<a href=""https://www.baseball-reference.com/players/b/binksge01.shtml"">George Binks</a>",WS1,31,141,134,13,26,0,29,12,6,1,16,.194,.229,.216,.445,.215,-1.05
"<a href=""https://www.baseball-reference.com/players/b/biscafr01.shtml"">Frank Biscan</a>",SLA,26,3,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.05
"<a href=""https://www.baseball-reference.com/players/b/bithohi01.shtml"">Hi Bithorn</a>",CHN,30,31,28,4,5,0,5,2,1,0,2,.179,.207,.179,.385,.188,-0.08
"<a href=""https://www.baseball-reference.com/players/b/blackdo01.shtml"">Don Black</a>",CLE,29,11,10,1,2,0,3,1,0,0,3,.200,.200,.300,.500,.230,0.05
"<a href=""https://www.baseball-reference.com/players/b/blackew01.shtml"">E. Blackwell</a>",CIN,23,63,56,2,6,0,7,2,1,0,12,.107,.123,.125,.248,.119,-0.36
"<a href=""https://www.baseball-reference.com/players/b/blattbu01.shtml"">B. Blattner</a>",NY1,26,488,420,63,107,11,170,49,56,12,52,.255,.351,.405,.755,.359,3.17
"<a href=""https://www.baseball-reference.com/players/b/blockcy01.shtml"">Cy Block</a>",CHN,27,17,13,2,3,0,3,0,4,0,0,.231,.412,.231,.643,.338,0.08
"<a href=""https://www.baseball-reference.com/players/b/bloodji01.shtml"">J. Bloodworth</a>",DET,28,271,249,25,61,5,86,36,12,3,26,.245,.285,.345,.631,.298,0.19
"<a href=""https://www.baseball-reference.com/players/b/bockmed01.shtml"">E. Bockman</a>",NYA,25,13,12,2,1,0,2,0,1,0,4,.083,.154,.167,.321,.160,-0.26
"<a href=""https://www.baseball-reference.com/players/b/bonhati01.shtml"">Tiny Bonham</a>",NYA,32,36,31,4,4,0,4,1,4,0,5,.129,.229,.129,.358,.191,0.01
"<a href=""https://www.baseball-reference.com/players/b/borowha01.shtml"">Hank Borowy</a>",CHN,30,80,72,9,13,0,19,8,1,0,18,.181,.192,.264,.456,.211,0.00
"<a href=""https://www.baseball-reference.com/players/b/boudrlo01.shtml"">Lou Boudreau</a>",CLE,28,571,515,51,151,6,211,62,40,6,14,.293,.345,.410,.755,.355,4.04
"<a href=""https://www.baseball-reference.com/players/b/bradlge02.shtml"">G. Bradley</a>",SLA,32,12,12,2,2,0,3,3,0,0,1,.167,.167,.250,.417,.192,-0.17
"<a href=""https://www.baseball-reference.com/players/b/bradybo01.shtml"">Bob Brady</a>",BSN,23,6,5,0,1,0,1,0,1,0,1,.200,.333,.200,.533,.278,0.00
"<a href=""https://www.baseball-reference.com/players/b/brancra01.shtml"">Ralph Branca</a>",BRO,20,23,18,3,2,0,2,0,5,0,8,.111,.304,.111,.415,.240,-0.02
"<a href=""https://www.baseball-reference.com/players/b/brazlal01.shtml"">Al Brazle</a>",SLN,32,54,52,5,11,0,11,2,0,0,2,.212,.212,.212,.423,.199,0.06
