Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abernte01.shtml"">Ted Abernathy</a>",PHA,22,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.02
"<a href=""https://www.baseball-reference.com/players/a/adamsac01.shtml"">Ace Adams</a>",NY1,34,35,29,2,3,0,3,0,2,0,3,.103,.161,.103,.265,.138,-.23
"<a href=""https://www.baseball-reference.com/players/a/adamsbu01.shtml"">Buster Adams</a>",PHI,29,682,584,86,165,17,257,64,74,2,74,.283,.370,.440,.810,.382,4.97
"<a href=""https://www.baseball-reference.com/players/a/aderhmo01.shtml"">Morrie Aderholt</a>",BRO,28,63,59,9,16,0,24,10,4,0,4,.271,.317,.407,.724,.336,.12
"<a href=""https://www.baseball-reference.com/players/a/alderda01.shtml"">Dale Alderson</a>",CHN,26,4,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.07
"<a href=""https://www.baseball-reference.com/players/a/alenoch01.shtml"">Chuck Aleno</a>",CIN,27,147,127,10,21,1,27,15,15,0,15,.165,.259,.213,.471,.238,-1.01
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",NY1,39,24,24,2,2,0,2,0,0,0,9,.083,.083,.083,.167,.079,-.31
"<a href=""https://www.baseball-reference.com/players/a/andrena01.shtml"">Nate Andrews</a>",BSN,30,99,88,2,10,0,11,4,8,0,23,.114,.188,.125,.312,.163,-.49
"<a href=""https://www.baseball-reference.com/players/a/andrest01.shtml"">Stan Andrews</a>",BRO,27,9,8,1,1,0,1,1,1,0,2,.125,.222,.125,.347,.186,-.07
"<a href=""https://www.baseball-reference.com/players/a/ankenpa01.shtml"">Pat Ankenman</a>",BRO,31,25,24,1,6,0,7,3,0,0,2,.250,.250,.292,.542,.253,.04
"<a href=""https://www.baseball-reference.com/players/a/antoljo01.shtml"">Joe Antolick</a>",PHI,28,7,6,1,2,0,2,0,1,0,0,.333,.429,.333,.762,.374,.07
"<a href=""https://www.baseball-reference.com/players/a/antonjo01.shtml"">John Antonelli</a>",SLN,28,21,21,0,4,0,5,1,0,0,4,.190,.190,.238,.429,.199,.00
"<a href=""https://www.baseball-reference.com/players/b/bagbyji02.shtml"">Jim Bagby</a>",CLE,27,31,31,2,7,1,10,1,0,0,0,.226,.226,.323,.548,.255,.17
"<a href=""https://www.baseball-reference.com/players/b/bakerfl01.shtml"">Floyd Baker</a>",SLA,27,110,97,10,17,0,20,5,11,2,5,.175,.259,.206,.465,.234,.00
"<a href=""https://www.baseball-reference.com/players/b/barnhvi01.shtml"">Vic Barnhart</a>",PIT,21,3,2,0,1,0,1,0,1,0,1,.500,.667,.500,1.167,.558,.06
"<a href=""https://www.baseball-reference.com/players/b/barredi01.shtml"">Dick Barrett</a>",PHI,37,85,74,4,16,0,19,9,4,0,2,.216,.266,.257,.523,.253,.33
"<a href=""https://www.baseball-reference.com/players/b/barrefr01.shtml"">Frank Barrett</a>",BOS,30,29,28,0,4,0,5,1,0,0,9,.143,.143,.179,.321,.149,-.15
"<a href=""https://www.baseball-reference.com/players/b/barrejo01.shtml"">Johnny Barrett</a>",PIT,28,661,568,99,153,7,236,83,86,28,56,.269,.366,.415,.782,.369,.00
"<a href=""https://www.baseball-reference.com/players/b/barrere01.shtml"">Red Barrett</a>",BSN,29,89,75,5,13,0,16,7,2,0,16,.173,.195,.213,.408,.194,-.19
"<a href=""https://www.baseball-reference.com/players/b/basined01.shtml"">Eddie Basinski</a>",BRO,21,120,105,13,27,0,33,9,6,1,10,.257,.310,.314,.624,.299,-.34
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">Boom-Boom Beck</a>",DET,39,23,22,3,7,0,10,3,0,0,2,.318,.318,.455,.773,.356,.25
"<a href=""https://www.baseball-reference.com/players/b/beelejo01.shtml"">Jodie Beeler</a>",CIN,23,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-.08
"<a href=""https://www.baseball-reference.com/players/b/beggsjo01.shtml"">Joe Beggs</a>",CIN,33,4,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.05
"<a href=""https://www.baseball-reference.com/players/b/bergaau01.shtml"">Augie Bergamo</a>",SLN,27,231,192,35,55,2,73,19,35,0,23,.286,.399,.380,.779,.375,.93
"<a href=""https://www.baseball-reference.com/players/b/berrera01.shtml"">Ray Berres</a>",NY1,36,19,17,4,8,1,11,2,1,0,0,.471,.526,.647,1.173,.544,.46
"<a href=""https://www.baseball-reference.com/players/b/berryjo03.shtml"">Joe Berry</a>",PHA,39,30,25,1,3,0,3,1,2,0,8,.120,.185,.120,.305,.159,.00
"<a href=""https://www.baseball-reference.com/players/b/bevenbi01.shtml"">Bill Bevens</a>",NYA,27,17,16,0,1,0,1,0,0,0,5,.062,.062,.062,.125,.059,-.27
"<a href=""https://www.baseball-reference.com/players/b/binksge01.shtml"">George Binks</a>",WS1,29,12,12,0,3,0,3,0,0,0,1,.250,.250,.250,.500,.236,-.06
"<a href=""https://www.baseball-reference.com/players/b/birasst01.shtml"">Steve Biras</a>",CLE,27,2,2,0,2,0,2,2,0,0,0,1.000,1.000,1.000,2.000,.943,.11
"<a href=""https://www.baseball-reference.com/players/b/blackdo01.shtml"">Don Black</a>",PHA,27,64,59,2,11,0,12,4,2,0,13,.186,.213,.203,.417,.201,-.05
"<a href=""https://www.baseball-reference.com/players/b/bolaned01.shtml"">Ed Boland</a>",WS1,36,59,59,4,16,0,20,14,0,0,6,.271,.271,.339,.610,.284,-.30
"<a href=""https://www.baseball-reference.com/players/b/bollija01.shtml"">Jack Bolling</a>",BRO,27,147,131,21,46,1,65,25,14,0,4,.351,.418,.496,.914,.426,1.55
"<a href=""https://www.baseball-reference.com/players/b/bonhati01.shtml"">Tiny Bonham</a>",NYA,30,85,75,5,10,0,11,3,5,1,12,.133,.188,.147,.334,.169,-.30
"<a href=""https://www.baseball-reference.com/players/b/bonnebi01.shtml"">Bill Bonness</a>",CLE,20,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-.05
"<a href=""https://www.baseball-reference.com/players/b/bordafr01.shtml"">Frenchy Bordagaray</a>",BRO,34,548,501,85,141,6,193,51,36,3,22,.281,.331,.385,.716,.338,.37
"<a href=""https://www.baseball-reference.com/players/b/boromre01.shtml"">Red Borom</a>",DET,28,17,14,1,1,0,1,1,2,0,2,.071,.188,.071,.259,.150,-.06
"<a href=""https://www.baseball-reference.com/players/b/borowha01.shtml"">Hank Borowy</a>",NYA,28,100,90,5,12,0,17,7,3,0,17,.133,.161,.189,.350,.166,.00
"<a href=""https://www.baseball-reference.com/players/b/boudrlo01.shtml"">Lou Boudreau</a>",CLE,26,681,584,91,191,3,255,67,73,11,39,.327,.406,.437,.843,.398,8.06
"<a href=""https://www.baseball-reference.com/players/b/bowmajo01.shtml"">Joe Bowman</a>",BOS,34,105,100,7,20,0,29,16,5,1,19,.200,.238,.290,.528,.249,.34
"<a href=""https://www.baseball-reference.com/players/b/bragabo01.shtml"">Bobby Bragan</a>",BRO,26,288,266,26,71,0,87,17,13,2,14,.267,.304,.327,.631,.299,-.25
"<a href=""https://www.baseball-reference.com/players/b/brancra01.shtml"">Ralph Branca</a>",BRO,18,6,6,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-.11
"<a href=""https://www.baseball-reference.com/players/b/brechha01.shtml"">Harry Brecheen</a>",SLN,29,81,68,8,11,0,13,4,9,0,12,.162,.260,.191,.451,.230,.07
"<a href=""https://www.baseball-reference.com/players/b/breweja01.shtml"">Jack Brewer</a>",NY1,26,19,19,2,4,0,5,1,0,0,4,.211,.211,.263,.474,.220,-.03
"<a href=""https://www.baseball-reference.com/players/b/brewsch01.shtml"">Charlie Brewster</a>",CHN,27,49,44,4,11,0,13,2,5,0,7,.250,.327,.295,.622,.303,-.23
"<a href=""https://www.baseball-reference.com/players/b/brondke01.shtml"">Ken Brondell</a>",NY1,22,4,4,1,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-.07
"<a href=""https://www.baseball-reference.com/players/b/brownto02.shtml"">Tommy Brown</a>",BRO,16,160,146,17,24,0,28,8,8,0,17,.164,.208,.192,.400,.196,.00
"<a href=""https://www.baseball-reference.com/players/b/bucheji01.shtml"">Jim Bucher</a>",BOS,33,302,277,39,76,4,101,31,19,3,13,.274,.326,.365,.690,.327,.81
