Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenbo01.shtml"">Bob Allen</a>",CIN,32,16,15,0,2,0,3,1,0,0,4,.133,.188,.200,.388,.193,-.11
"<a href=""https://www.baseball-reference.com/players/b/baileha01.shtml"">Harvey Bailey</a>",BSN,23,9,9,2,2,0,4,1,0,0,2,.222,.222,.444,.667,.293,.00
"<a href=""https://www.baseball-reference.com/players/b/barreji01.shtml"">Jimmy Barrett</a>",CIN,25,632,545,114,172,5,212,42,72,44,63,.316,.400,.389,.789,.384,3.18
"<a href=""https://www.baseball-reference.com/players/b/barrysh01.shtml"">Shad Barry</a>",BSN,21,277,254,40,66,1,93,37,13,9,16,.260,.301,.366,.667,.315,.00
"<a href=""https://www.baseball-reference.com/players/b/beaumgi01.shtml"">Ginger Beaumont</a>",PIT,23,632,567,105,158,5,205,50,40,27,34,.279,.331,.362,.692,.332,.34
"<a href=""https://www.baseball-reference.com/players/b/becklja01.shtml"">Jake Beckley</a>",CIN,32,614,558,98,190,2,242,94,40,23,18,.341,.389,.434,.822,.391,4.47
"<a href=""https://www.baseball-reference.com/players/b/bernacu01.shtml"">Curt Bernard</a>",NY1,22,80,71,9,18,0,20,8,6,1,4,.254,.329,.282,.611,.306,-.10
"<a href=""https://www.baseball-reference.com/players/b/bernhbi01.shtml"">Bill Bernhard</a>",PHI,29,94,91,7,14,0,15,6,3,0,18,.154,.181,.165,.346,.171,.00
"<a href=""https://www.baseball-reference.com/players/b/bowerfr01.shtml"">Frank Bowerman</a>",NY1,31,282,270,25,65,1,79,42,6,10,22,.241,.268,.293,.560,.269,.74
"<a href=""https://www.baseball-reference.com/players/b/bradlbi01.shtml"">Bill Bradley</a>",CHN,22,483,444,63,125,5,177,49,27,14,61,.282,.330,.399,.728,.344,2.19
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">Theodore Breitenstein</a>",CIN,31,136,126,12,24,2,33,12,9,0,18,.190,.244,.262,.506,.246,-.38
"<a href=""https://www.baseball-reference.com/players/b/bresnro01.shtml"">Roger Bresnahan</a>",CHN,21,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.12
"<a href=""https://www.baseball-reference.com/players/b/buelofr01.shtml"">Fritz Buelow</a>",SLN,24,17,17,2,4,0,4,3,0,0,7,.235,.235,.235,.471,.226,.00
"<a href=""https://www.baseball-reference.com/players/b/burkeje01.shtml"">Jesse Burkett</a>",SLN,31,643,559,88,203,7,265,68,62,32,35,.363,.429,.474,.904,.428,5.49
"<a href=""https://www.baseball-reference.com/players/c/callani01.shtml"">Jimmy Callahan</a>",CHN,26,126,115,16,27,0,34,9,6,5,13,.235,.273,.296,.568,.273,.18
"<a href=""https://www.baseball-reference.com/players/c/carribi01.shtml"">Bill Carrick</a>",NY1,26,128,115,14,20,0,23,5,9,1,38,.174,.234,.200,.434,.219,-.48
"<a href=""https://www.baseball-reference.com/players/c/caseydo01.shtml"">Doc Casey</a>",BRO,30,4,3,0,1,0,1,1,0,0,0,.333,.500,.333,.833,.439,.04
"<a href=""https://www.baseball-reference.com/players/c/chambro01.shtml"">Rome Chambers</a>",BSN,24,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.02
"<a href=""https://www.baseball-reference.com/players/c/chancfr01.shtml"">Frank Chance</a>",CHN,23,187,149,26,44,0,59,13,15,8,12,.295,.413,.396,.809,.397,1.66
"<a href=""https://www.baseball-reference.com/players/c/chesbja01.shtml"">Jack Chesbro</a>",PIT,26,91,85,10,15,0,21,9,6,1,17,.176,.231,.247,.478,.233,.00
"<a href=""https://www.baseball-reference.com/players/c/childcu01.shtml"">Cupid Childs</a>",CHN,32,615,531,67,128,0,152,44,57,15,23,.241,.323,.286,.609,.304,1.12
"<a href=""https://www.baseball-reference.com/players/c/chilepe01.shtml"">Pearce Chiles</a>",PHI,33,120,111,13,24,1,37,23,6,4,6,.216,.256,.333,.590,.277,-.21
"<a href=""https://www.baseball-reference.com/players/c/clarkbo02.shtml"">Boileryard Clarke</a>",BSN,31,291,270,35,85,1,97,30,9,0,16,.315,.344,.359,.703,.338,.90
"<a href=""https://www.baseball-reference.com/players/c/clarkfr01.shtml"">Fred Clarke</a>",PIT,27,466,399,84,110,3,158,32,51,21,20,.276,.368,.396,.764,.367,2.45
"<a href=""https://www.baseball-reference.com/players/c/clemeja01.shtml"">Jack Clements</a>",BSN,35,46,42,6,13,1,17,10,3,0,0,.310,.370,.405,.774,.371,.07
"<a href=""https://www.baseball-reference.com/players/c/clingbi01.shtml"">Billy Clingman</a>",CHN,30,179,159,15,33,0,39,11,17,6,18,.208,.292,.245,.537,.273,-.62
"<a href=""https://www.baseball-reference.com/players/c/cogandi01.shtml"">Dick Cogan</a>",NY1,28,9,8,0,1,0,1,0,1,0,1,.125,.222,.125,.347,.192,-.04
"<a href=""https://www.baseball-reference.com/players/c/colliji01.shtml"">Jimmy Collins</a>",BSN,30,639,586,104,178,6,231,95,34,23,13,.304,.352,.394,.747,.356,3.24
"<a href=""https://www.baseball-reference.com/players/c/connbe01.shtml"">Bert Conn</a>",PHI,20,9,9,4,3,0,4,1,0,0,0,.333,.333,.444,.778,.362,.07
"<a href=""https://www.baseball-reference.com/players/c/connojo03.shtml"">Joe Connor</a>",BSN,25,21,19,2,4,0,4,4,2,1,2,.211,.286,.211,.496,.256,.00
"<a href=""https://www.baseball-reference.com/players/c/cooledu01.shtml"">Duff Cooley</a>",PIT,27,275,249,30,50,0,60,22,14,9,21,.201,.243,.241,.484,.237,-1.38
"<a href=""https://www.baseball-reference.com/players/c/corcoto01.shtml"">Tommy Corcoran</a>",CIN,31,562,523,64,128,1,170,54,22,27,18,.245,.278,.325,.603,.286,.43
"<a href=""https://www.baseball-reference.com/players/c/crawfsa01.shtml"">Sam Crawford</a>",CIN,20,424,389,68,101,7,167,59,28,14,35,.260,.314,.429,.744,.345,1.61
"<a href=""https://www.baseball-reference.com/players/c/crigelo01.shtml"">Lou Criger</a>",SLN,28,294,288,31,78,2,104,38,4,5,4,.271,.286,.361,.647,.303,.94
"<a href=""https://www.baseball-reference.com/players/c/crossla01.shtml"">Lave Cross</a>",2,34,557,522,79,153,4,192,73,26,21,7,.293,.329,.368,.697,.331,.23
"<a href=""https://www.baseball-reference.com/players/c/crossmo01.shtml"">Monte Cross</a>",PHI,30,530,466,59,94,3,120,62,51,19,51,.202,.289,.258,.546,.275,-1.18
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">Bert Cunningham</a>",CHN,34,29,27,5,4,0,5,1,1,1,5,.148,.207,.185,.392,.199,-.12
"<a href=""https://www.baseball-reference.com/players/c/cuppyni01.shtml"">Nig Cuppy</a>",BSN,30,46,42,7,11,0,14,6,4,0,4,.262,.326,.333,.659,.320,.15
"<a href=""https://www.baseball-reference.com/players/d/dahlebi01.shtml"">Bill Dahlen</a>",BRO,30,565,483,87,125,1,166,69,73,31,27,.259,.364,.344,.708,.349,3.19
"<a href=""https://www.baseball-reference.com/players/d/dalyto01.shtml"">Tom Daly</a>",BRO,34,400,343,72,107,4,142,55,46,27,18,.312,.403,.414,.817,.394,1.82
"<a href=""https://www.baseball-reference.com/players/d/davisge01.shtml"">George Davis</a>",NY1,29,472,426,69,136,3,173,61,35,29,23,.319,.376,.406,.782,.375,4.05
"<a href=""https://www.baseball-reference.com/players/d/delahed01.shtml"">Ed Delahanty</a>",PHI,32,601,539,82,174,2,232,109,41,16,36,.323,.378,.430,.809,.384,3.06
"<a href=""https://www.baseball-reference.com/players/d/demonge01.shtml"">Gene DeMontreville</a>",BRO,27,253,234,34,57,0,67,28,10,21,16,.244,.283,.286,.570,.277,-.76
"<a href=""https://www.baseball-reference.com/players/d/dextech01.shtml"">Charlie Dexter</a>",CHN,24,130,125,7,25,2,36,20,1,2,8,.200,.213,.288,.501,.234,.00
"<a href=""https://www.baseball-reference.com/players/d/dillapa01.shtml"">Pat Dillard</a>",SLN,27,198,183,24,42,0,51,12,13,7,17,.230,.284,.279,.563,.276,-.75
"<a href=""https://www.baseball-reference.com/players/d/dillopo01.shtml"">Pop Dillon</a>",PIT,26,18,18,3,2,0,3,1,0,0,0,.111,.111,.167,.278,.128,.00
"<a href=""https://www.baseball-reference.com/players/d/dinnebi01.shtml"">Bill Dinneen</a>",BSN,24,141,125,14,35,0,36,9,9,6,16,.280,.333,.288,.621,.308,.26
