Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ML1,20,509,468,58,131,13,209,69,28,2,39,.280,.322,.447,.769,.346,1.42
"<a href=""https://www.baseball-reference.com/players/a/aberal01.shtml"">Al Aber</a>",DET,26,45,39,3,5,0,5,3,2,0,17,.128,.167,.128,.295,.144,-0.11
"<a href=""https://www.baseball-reference.com/players/a/abramca01.shtml"">Cal Abrams</a>",2,30,558,465,73,130,6,187,27,82,1,76,.280,.391,.402,.793,.369,-0.28
"<a href=""https://www.baseball-reference.com/players/a/adamsbo03.shtml"">Bobby Adams</a>",CIN,32,454,390,69,105,3,151,23,55,2,46,.269,.362,.387,.749,.349,0.00
"<a href=""https://www.baseball-reference.com/players/a/adcocjo01.shtml"">Joe Adcock</a>",ML1,26,562,500,73,154,23,260,87,44,1,58,.308,.365,.520,.885,.396,3.53
"<a href=""https://www.baseball-reference.com/players/a/agganha01.shtml"">H. Agganis</a>",BOS,25,493,434,54,109,11,171,57,47,6,57,.251,.321,.394,.715,.327,-0.36
"<a href=""https://www.baseball-reference.com/players/a/alliega01.shtml"">Gair Allie</a>",PIT,22,482,418,38,83,3,112,30,56,1,84,.199,.294,.268,.562,.271,-1.36
"<a href=""https://www.baseball-reference.com/players/a/alstoto01.shtml"">Tom Alston</a>",SLN,28,271,244,28,60,4,90,34,24,3,41,.246,.317,.369,.686,.318,-0.06
"<a href=""https://www.baseball-reference.com/players/a/amalfjo01.shtml"">J. Amalfitano</a>",NY1,20,5,5,2,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,0.01
"<a href=""https://www.baseball-reference.com/players/a/amorosa01.shtml"">Sandy Amoros</a>",BRO,24,298,263,44,72,9,129,34,31,1,24,.274,.353,.490,.843,.380,0.00
"<a href=""https://www.baseball-reference.com/players/a/antonjo02.shtml"">J. Antonelli</a>",NY1,24,106,98,6,16,2,22,9,4,0,25,.163,.196,.224,.421,.197,0.03
"<a href=""https://www.baseball-reference.com/players/a/ashburi01.shtml"">R. Ashburn</a>",PHI,27,703,559,111,175,1,210,41,125,11,46,.313,.441,.376,.817,.390,7.06
"<a href=""https://www.baseball-reference.com/players/a/astrojo01.shtml"">Joe Astroth</a>",PHA,31,252,226,22,50,1,63,23,21,0,19,.221,.296,.279,.575,.275,-0.58
"<a href=""https://www.baseball-reference.com/players/a/atwelto01.shtml"">Toby Atwell</a>",PIT,30,340,287,36,83,3,108,26,43,2,21,.289,.384,.376,.760,.356,0.00
"<a href=""https://www.baseball-reference.com/players/a/avilabo01.shtml"">Bobby Avila</a>",CLE,30,638,555,112,189,15,265,67,59,9,31,.341,.402,.477,.880,.401,7.11
"<a href=""https://www.baseball-reference.com/players/b/baczefr01.shtml"">F. Baczewski</a>",CIN,28,49,42,1,3,0,3,0,1,0,19,.071,.093,.071,.164,.081,-0.56
"<a href=""https://www.baseball-reference.com/players/b/baileed01.shtml"">Ed Bailey</a>",CIN,23,222,183,21,36,9,71,20,35,1,34,.197,.324,.388,.712,.331,0.00
"<a href=""https://www.baseball-reference.com/players/b/bakerfl01.shtml"">Floyd Baker</a>",2,37,48,42,1,9,0,11,3,5,0,5,.214,.298,.262,.560,.254,-0.05
"<a href=""https://www.baseball-reference.com/players/b/bakerge02.shtml"">Gene Baker</a>",CHN,29,603,541,68,149,13,230,61,47,4,55,.275,.333,.425,.758,.345,2.22
"<a href=""https://www.baseball-reference.com/players/b/bankser01.shtml"">Ernie Banks</a>",CHN,23,649,593,70,163,19,253,79,40,6,50,.275,.326,.427,.753,.342,2.46
"<a href=""https://www.baseball-reference.com/players/b/battsma01.shtml"">Matt Batts</a>",2,32,203,179,17,42,3,61,24,19,0,19,.235,.303,.341,.644,.297,0.13
"<a href=""https://www.baseball-reference.com/players/b/bauerha01.shtml"">Hank Bauer</a>",NYA,31,423,377,73,111,12,173,54,40,4,42,.294,.360,.459,.818,.371,3.10
"<a href=""https://www.baseball-reference.com/players/b/baumhfr01.shtml"">F. Baumholtz</a>",CHN,35,327,303,38,90,4,126,28,20,1,15,.297,.340,.416,.756,.344,0.84
