Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbated01.shtml"">E. Abbaticchio</a>",PIT,31,590,500,43,125,1,158,61,58,22,49,.250,.336,.316,.652,.324,0.00
"<a href=""https://www.baseball-reference.com/players/a/alperwh01.shtml"">W. Alpermann</a>",BRO,28,238,213,17,42,1,50,15,9,2,32,.197,.253,.235,.488,.245,-0.83
"<a href=""https://www.baseball-reference.com/players/a/altizda01.shtml"">Dave Altizer</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotealtizda01"" style=""display:none;""></input><label for=""footnotealtizda01"" class=""footnoteLabel"">2</label><div id=""footnoteDivaltizda01"">WS1, CLE</div></span>",31,340,294,30,65,0,73,23,20,15,16,.221,.275,.248,.524,.256,0.40
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",CHA,31,52,49,6,10,0,12,3,0,1,8,.204,.235,.245,.480,.237,0.17
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,25,41,36,5,7,0,7,2,1,0,12,.194,.216,.194,.411,.202,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderjo01.shtml"">J. Anderson</a>",CHA,34,399,355,36,93,0,112,47,30,21,33,.262,.321,.315,.637,.313,1.36
"<a href=""https://www.baseball-reference.com/players/a/arellfr01.shtml"">F. Arellanes</a>",BOS,26,30,30,1,5,0,9,1,0,0,4,.167,.167,.300,.467,.221,0.05
"<a href=""https://www.baseball-reference.com/players/a/atzja01.shtml"">Jake Atz</a>",CHA,28,253,206,24,40,0,43,27,31,9,21,.194,.311,.209,.520,.271,0.92
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",SLA,20,38,34,3,3,0,3,4,2,0,13,.088,.139,.088,.227,.120,-0.26
"<a href=""https://www.baseball-reference.com/players/b/bakerfr01.shtml"">H. Baker</a>",PHA,22,33,31,5,9,0,12,2,0,0,2,.290,.290,.387,.677,.326,0.35
"<a href=""https://www.baseball-reference.com/players/b/baldwo.01.shtml"">O. Baldwin</a>",SLN,26,6,6,0,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-0.11
"<a href=""https://www.baseball-reference.com/players/b/ballji01.shtml"">Jim Ball</a>",BSN,24,17,15,1,1,0,1,0,1,0,5,.067,.125,.067,.192,.105,-0.31
"<a href=""https://www.baseball-reference.com/players/b/ballne01.shtml"">Neal Ball</a>",NYA,27,484,446,35,110,0,130,38,21,32,91,.247,.284,.291,.575,.282,0.00
"<a href=""https://www.baseball-reference.com/players/b/barreji01.shtml"">J. Barrett</a>",BOS,33,9,8,0,1,0,1,1,1,0,1,.125,.222,.125,.347,.187,-0.06
