Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ML1,29,714,631,121,201,44,370,130,78,31,94,.319,.391,.586,.977,.420,9.12
"<a href=""https://www.baseball-reference.com/players/a/aaronto01.shtml"">Tommie Aaron</a>",ML1,23,151,135,6,27,1,38,15,11,0,27,.200,.257,.281,.538,.242,-1.31
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",CLE,30,7,5,1,2,0,3,0,1,0,2,.400,.500,.600,1.100,.480,0.00
"<a href=""https://www.baseball-reference.com/players/a/acklefr01.shtml"">Fritz Ackley</a>",CHA,26,5,5,0,1,0,1,0,0,0,4,.200,.200,.200,.400,.179,0.00
"<a href=""https://www.baseball-reference.com/players/a/adairje01.shtml"">Jerry Adair</a>",BAL,26,401,382,34,87,6,132,30,9,3,51,.228,.246,.346,.592,.259,0.00
"<a href=""https://www.baseball-reference.com/players/a/adcocjo01.shtml"">Joe Adcock</a>",CLE,35,317,283,28,71,13,119,49,30,1,53,.251,.320,.420,.740,.326,0.00
"<a href=""https://www.baseball-reference.com/players/a/adlesda01.shtml"">Dave Adlesh</a>",HOU,19,8,8,0,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-0.32
"<a href=""https://www.baseball-reference.com/players/a/ageeto01.shtml"">Tommie Agee</a>",CLE,20,29,27,3,4,1,8,3,2,0,9,.148,.207,.296,.503,.229,-0.16
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",DET,32,81,76,5,10,0,13,6,3,1,48,.132,.165,.171,.336,.155,-0.24
"<a href=""https://www.baseball-reference.com/players/a/allenbe01.shtml"">Bernie Allen</a>",MIN,24,466,421,52,101,9,150,43,38,0,52,.240,.302,.356,.659,.290,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenbo04.shtml"">Bob Allen</a>",CLE,25,5,5,0,1,0,1,0,0,0,4,.200,.200,.200,.400,.179,-0.01
"<a href=""https://www.baseball-reference.com/players/a/allendi01.shtml"">Dick Allen</a>",PHI,21,25,24,6,7,0,11,2,0,0,5,.292,.280,.458,.738,.313,-0.05
"<a href=""https://www.baseball-reference.com/players/a/alleyge01.shtml"">Gene Alley</a>",PIT,22,56,51,3,11,0,12,0,2,0,12,.216,.245,.235,.481,.219,-0.12
"<a href=""https://www.baseball-reference.com/players/a/allisbo01.shtml"">Bob Allison</a>",MIN,28,626,527,99,143,35,281,91,90,6,109,.271,.378,.533,.911,.399,7.40
"<a href=""https://www.baseball-reference.com/players/a/aloufe01.shtml"">Felipe Alou</a>",SFN,28,607,565,75,159,20,268,82,27,11,87,.281,.319,.474,.793,.348,0.00
"<a href=""https://www.baseball-reference.com/players/a/alouje01.shtml"">Jesus Alou</a>",SFN,21,25,24,3,6,0,7,5,0,0,3,.250,.280,.292,.572,.260,-0.34
"<a href=""https://www.baseball-reference.com/players/a/alouma01.shtml"">Matty Alou</a>",SFN,24,80,76,4,11,0,12,2,2,0,13,.145,.177,.158,.335,.156,0.00
"<a href=""https://www.baseball-reference.com/players/a/altmage01.shtml"">G. Altman</a>",SLN,30,521,464,62,127,9,186,47,47,13,93,.274,.339,.401,.740,.329,2.88
"<a href=""https://www.baseball-reference.com/players/a/alusige01.shtml"">G. Alusik</a>",KC1,28,252,221,28,59,9,97,37,26,0,33,.267,.345,.439,.784,.351,0.87
"<a href=""https://www.baseball-reference.com/players/a/alvisma01.shtml"">Max Alvis</a>",CLE,25,660,602,81,165,22,277,67,36,9,109,.274,.324,.460,.784,.346,3.74
"<a href=""https://www.baseball-reference.com/players/a/amalfjo01.shtml"">J. Amalfitano</a>",SFN,29,153,137,11,24,1,30,7,12,2,18,.175,.245,.219,.464,.218,-0.41
"<a href=""https://www.baseball-reference.com/players/a/amaroru01.shtml"">Ruben Amaro</a>",PHI,27,245,217,25,47,2,66,19,19,0,31,.217,.276,.304,.580,.252,0.52
"<a href=""https://www.baseball-reference.com/players/a/anderbo01.shtml"">Bob Anderson</a>",DET,27,9,9,1,4,0,5,2,0,0,3,.444,.444,.556,1.000,.443,0.20
"<a href=""https://www.baseball-reference.com/players/a/andercr01.shtml"">C. Anderson</a>",NYN,24,3,3,0,1,0,1,0,0,0,0,.333,.333,.333,.667,.298,0.02
"<a href=""https://www.baseball-reference.com/players/a/aparilu01.shtml"">L. Aparicio</a>",BAL,29,651,601,73,150,5,199,45,36,40,35,.250,.291,.331,.623,.278,2.53
"<a href=""https://www.baseball-reference.com/players/a/arrigge01.shtml"">Gerry Arrigo</a>",MIN,22,4,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.07
"<a href=""https://www.baseball-reference.com/players/a/arroylu01.shtml"">Luis Arroyo</a>",NYA,36,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,0.01
"<a href=""https://www.baseball-reference.com/players/a/asprobo01.shtml"">B. Aspromonte</a>",HOU,25,514,468,42,100,8,143,49,40,3,57,.214,.276,.306,.581,.262,-1.18
"<a href=""https://www.baseball-reference.com/players/a/asproke01.shtml"">K. Aspromonte</a>",CHN,31,38,34,2,5,0,8,4,4,0,4,.147,.237,.235,.472,.209,0.04
