Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamssp01.shtml"">Sparky Adams</a>",SLN,37,142,127,22,35,0,40,13,14,0,5,0.2755905511811024,0.352112676056338,0.31496062992125984,0.6670733059775978,0,0
"<a href=""https://www.baseball-reference.com/players/a/akersbi01.shtml"">Bill Akers</a>",BSN,27,105,93,8,24,1,32,17,10,0,15,0.25806451612903225,0.3300970873786408,0.34408602150537637,0.6741831088840171,0,0.17
"<a href=""https://www.baseball-reference.com/players/a/alexada01.shtml"">Dale Alexander</a>",2,29,454,392,58,144,8,201,60,61,4,21,0.3673469387755102,0.45374449339207046,0.5127551020408163,0.9664995954328868,0,0.08
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",NY1,28,107,103,13,18,1,31,7,1,0,12,0.17475728155339806,0.19811320754716982,0.30097087378640774,0.49908408133357757,0,0
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",NYA,27,80,73,5,9,1,16,5,4,0,22,0.1232876712328767,0.16883116883116883,0.2191780821917808,0.38800925102294964,0,0
"<a href=""https://www.baseball-reference.com/players/a/anderha01.shtml"">Hal Anderson</a>",CHA,28,33,32,4,8,0,8,2,0,0,1,0.25,0.25,0.25,0.5,0,-0.23
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",2,25,65,60,6,9,0,11,5,2,0,13,0.15,0.1774193548387097,0.18333333333333332,0.360752688172043,0,0.1
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">Pete Appleton</a>",2,28,17,17,3,3,0,4,1,0,0,5,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.4117647058823529,0,0.0
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,25,532,489,66,134,3,183,63,40,9,36,0.2740286298568507,0.32892249527410206,0.37423312883435583,0.7031556241084579,0,1.88
"<a href=""https://www.baseball-reference.com/players/a/asbjoca01.shtml"">Casper Asbjornson</a>",CIN,23,61,58,5,10,1,15,4,0,0,15,0.1724137931034483,0.1864406779661017,0.25862068965517243,0.44506136762127413,0,-0.63
"<a href=""https://www.baseball-reference.com/players/a/averiea01.shtml"">Earl Averill</a>",CLE,30,712,631,116,198,32,359,124,75,5,40,0.31378763866877973,0.39185393258426965,0.5689381933438986,0.9607921259281682,0,5.14
"<a href=""https://www.baseball-reference.com/players/b/barbeda01.shtml"">Dave Barbee</a>",PIT,27,351,327,37,84,5,133,55,18,1,38,0.25688073394495414,0.29971181556195964,0.40672782874617736,0.706439644308137,0,0.58
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",PHI,24,719,614,118,189,1,254,53,64,8,47,0.30781758957654726,0.3786549707602339,0.41368078175895767,0.7923357525191916,0,4.38
"<a href=""https://www.baseball-reference.com/players/b/barthle01.shtml"">Les Bartholomew</a>",CHA,29,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,-0.02
"<a href=""https://www.baseball-reference.com/players/b/bartovi01.shtml"">Vince Barton</a>",CHN,24,144,134,19,30,3,47,15,8,0,22,0.22388059701492538,0.2727272727272727,0.35074626865671643,0.6234735413839891,0,-0.37
"<a href=""https://www.baseball-reference.com/players/b/bellhi01.shtml"">Hi Bell</a>",NY1,34,37,34,2,3,0,3,2,2,0,15,0.08823529411764706,0.1388888888888889,0.08823529411764706,0.22712418300653597,0,-0.24
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",PHI,30,78,75,2,13,0,14,2,1,0,7,0.17333333333333334,0.18421052631578946,0.18666666666666668,0.37087719298245614,0,-0.43
"<a href=""https://www.baseball-reference.com/players/b/bengobe01.shtml"">Benny Bengough</a>",SLA,33,151,139,13,35,0,44,15,12,0,4,0.2517985611510791,0.31125827814569534,0.31654676258992803,0.6278050407356234,0,-0.08
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",CIN,34,62,54,8,11,0,12,1,3,0,11,0.2037037037037037,0.24561403508771928,0.2222222222222222,0.4678362573099415,0,0.06
"<a href=""https://www.baseball-reference.com/players/b/bergebo01.shtml"">Boze Berger</a>",CLE,22,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bergewa01.shtml"">Wally Berger</a>",BSN,26,639,602,90,185,17,282,73,33,5,66,0.3073089700996678,0.3463949843260188,0.4684385382059801,0.8148335225319989,0,0
"<a href=""https://www.baseball-reference.com/players/b/bergmo01.shtml"">Moe Berg</a>",WS1,30,208,195,16,46,1,59,26,8,1,13,0.2358974358974359,0.2660098522167488,0.30256410256410254,0.5685739547808513,0,0
"<a href=""https://www.baseball-reference.com/players/b/berlyja01.shtml"">Jack Berly</a>",PHI,29,10,10,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,-0.18
"<a href=""https://www.baseball-reference.com/players/b/berrych02.shtml"">Charlie Berry</a>",2,29,285,258,33,75,4,117,37,24,3,25,0.29069767441860467,0.35106382978723405,0.45348837209302323,0.8045522018802573,0,1.84
"<a href=""https://www.baseball-reference.com/players/b/bettela01.shtml"">Larry Bettencourt</a>",SLA,26,37,30,4,4,1,8,3,7,1,6,0.13333333333333333,0.2972972972972973,0.26666666666666666,0.563963963963964,0,-0.12
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",BSN,35,83,79,5,19,0,19,3,3,0,7,0.24050632911392406,0.2682926829268293,0.24050632911392406,0.5087990120407533,0,0.2
"<a href=""https://www.baseball-reference.com/players/b/biggsch01.shtml"">Charlie Biggs</a>",CHA,25,10,9,1,1,0,1,1,1,0,2,0.1111111111111111,0.2,0.1111111111111111,0.3111111111111111,0,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bishoma01.shtml"">Max Bishop</a>",PHA,32,522,409,89,104,5,147,37,110,2,43,0.254278728606357,0.4123314065510597,0.3594132029339853,0.7717446094850451,0,3.69
"<a href=""https://www.baseball-reference.com/players/b/bladera01.shtml"">Ray Blades</a>",SLN,35,238,201,35,46,3,67,29,34,2,31,0.22885572139303484,0.3404255319148936,0.3333333333333333,0.6737588652482269,0,-0.27
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">George Blaeholder</a>",SLA,28,97,88,4,12,0,16,6,7,0,31,0.13636363636363635,0.2,0.18181818181818182,0.38181818181818183,0,0
"<a href=""https://www.baseball-reference.com/players/b/bluegos01.shtml"">Ossie Bluege</a>",WS1,31,614,507,64,131,5,176,64,83,9,41,0.2583826429980276,0.367003367003367,0.34714003944773175,0.7141434064510988,0,2.43
"<a href=""https://www.baseball-reference.com/players/b/bluelu01.shtml"">Lu Blue</a>",CHA,35,443,373,51,93,0,118,43,64,17,21,0.24932975871313673,0.36363636363636365,0.3163538873994638,0.6799902510358274,0,0.99
"<a href=""https://www.baseball-reference.com/players/b/boernla01.shtml"">Larry Boerner</a>",BOS,27,18,17,0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,0,-0.3
