Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbeybe01.shtml"">Bert Abbey</a>",WAS,22,84,75,5,9,0,10,3,9,2,27,.120,.214,.133,.348,.190,.00
"<a href=""https://www.baseball-reference.com/players/a/allenbo01.shtml"">Bob Allen</a>",PHI,24,625,563,77,128,2,182,64,61,15,60,.227,.304,.323,.627,.308,3.29
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,40,630,559,62,152,1,198,74,67,13,30,.272,.354,.354,.708,.348,3.43
"<a href=""https://www.baseball-reference.com/players/b/baldwma01.shtml"">Mark Baldwin</a>",PIT,28,191,178,11,18,1,23,13,13,1,60,.101,.162,.129,.292,.154,.00
"<a href=""https://www.baseball-reference.com/players/b/bassech01.shtml"">Charley Bassett</a>",2,29,466,443,45,94,2,123,51,21,16,30,.212,.251,.278,.529,.251,.18
"<a href=""https://www.baseball-reference.com/players/b/becklja01.shtml"">Jake Beckley</a>",PIT,24,659,614,102,145,10,234,96,31,30,44,.236,.288,.381,.669,.319,.00
"<a href=""https://www.baseball-reference.com/players/b/bennech01.shtml"">Charlie Bennett</a>",BSN,37,141,114,19,23,1,30,16,27,6,23,.202,.355,.263,.618,.324,.54
"<a href=""https://www.baseball-reference.com/players/b/bergetu01.shtml"">Tun Berger</a>",WAS,24,105,97,9,14,0,18,3,7,3,9,.144,.210,.186,.395,.202,-.71
"<a href=""https://www.baseball-reference.com/players/b/bierblo01.shtml"">Lou Bierbauer</a>",PIT,26,674,649,81,153,8,215,65,25,11,29,.236,.264,.331,.595,.285,2.77
"<a href=""https://www.baseball-reference.com/players/b/birdfr01.shtml"">Frank Bird</a>",SLN,23,56,50,9,10,1,18,1,6,2,11,.200,.286,.360,.646,.311,-.04
"<a href=""https://www.baseball-reference.com/players/b/boyleja01.shtml"">Jack Boyle</a>",NY1,26,476,436,52,80,0,104,32,36,10,41,.183,.252,.239,.491,.247,-.94
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">Theodore Breitenstein</a>",SLN,23,149,131,16,16,0,19,6,16,4,20,.122,.228,.145,.373,.204,-.73
"<a href=""https://www.baseball-reference.com/players/b/brigggr01.shtml"">Grant Briggs</a>",SLN,27,61,55,2,4,0,5,1,5,2,14,.073,.164,.091,.255,.146,-1.00
"<a href=""https://www.baseball-reference.com/players/b/brodist01.shtml"">Steve Brodie</a>",SLN,23,658,602,85,153,4,193,60,52,28,31,.254,.318,.321,.638,.314,.00
"<a href=""https://www.baseball-reference.com/players/b/broutda01.shtml"">Dan Brouthers</a>",BRO,34,688,588,121,197,5,282,124,84,31,30,.335,.432,.480,.911,.437,9.05
"<a href=""https://www.baseball-reference.com/players/b/brownpe01.shtml"">Pete Browning</a>",2,31,436,384,57,112,3,147,56,52,13,33,.292,.376,.383,.759,.368,.00
"<a href=""https://www.baseball-reference.com/players/b/brownto01.shtml"">Tom Brown</a>",LS3,31,712,660,105,150,2,188,45,47,78,94,.227,.284,.285,.569,.281,.36
"<a href=""https://www.baseball-reference.com/players/b/buckldi01.shtml"">Dick Buckley</a>",SLN,33,437,410,43,93,5,133,52,22,7,34,.227,.275,.324,.599,.290,.00
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">Charlie Buffinton</a>",BLN,31,46,43,7,15,0,18,4,3,1,6,.349,.391,.419,.810,.391,.44
"<a href=""https://www.baseball-reference.com/players/b/burkeda01.shtml"">Dan Burke</a>",BSN,23,4,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-.10
"<a href=""https://www.baseball-reference.com/players/b/burkeed01.shtml"">Eddie Burke</a>",2,25,464,404,87,100,6,139,45,55,44,41,.248,.345,.344,.689,.340,.00
"<a href=""https://www.baseball-reference.com/players/b/burkeje01.shtml"">Jesse Burkett</a>",CL4,23,676,608,119,167,6,228,66,67,36,59,.275,.348,.375,.723,.351,2.65
"<a href=""https://www.baseball-reference.com/players/b/burnsoy01.shtml"">Oyster Burns</a>",BRO,27,613,542,88,171,4,246,96,65,33,42,.315,.395,.454,.849,.407,4.77
"<a href=""https://www.baseball-reference.com/players/b/burnsto01.shtml"">Tom Burns</a>",PIT,35,42,39,7,8,0,8,4,3,1,8,.205,.262,.205,.467,.239,-.43
"<a href=""https://www.baseball-reference.com/players/c/campki01.shtml"">Kid Camp</a>",PIT,22,11,11,0,1,0,1,0,0,0,2,.091,.091,.091,.182,.088,-.12
"<a href=""https://www.baseball-reference.com/players/c/cample01.shtml"">Lew Camp</a>",SLN,24,163,145,19,30,2,41,13,17,12,27,.207,.294,.283,.577,.290,-.60
"<a href=""https://www.baseball-reference.com/players/c/canavji01.shtml"">Jim Canavan</a>",CHN,25,487,439,48,73,0,105,32,48,33,48,.166,.248,.239,.488,.246,-1.08
"<a href=""https://www.baseball-reference.com/players/c/cargobo01.shtml"">Bobby Cargo</a>",PIT,23,4,4,0,1,0,1,0,0,0,0,.250,.250,.250,.500,.242,-.09
"<a href=""https://www.baseball-reference.com/players/c/carpehi01.shtml"">Hick Carpenter</a>",SLN,36,4,3,0,1,0,1,0,1,0,1,.333,.500,.333,.833,.433,-.05
"<a href=""https://www.baseball-reference.com/players/c/carrocl01.shtml"">Cliff Carroll</a>",SLN,32,465,407,82,111,4,153,49,47,30,22,.273,.363,.376,.739,.363,1.86
"<a href=""https://www.baseball-reference.com/players/c/carseki01.shtml"">Kid Carsey</a>",PHI,19,140,131,8,20,1,27,10,9,1,24,.153,.207,.206,.413,.207,-.42
"<a href=""https://www.baseball-reference.com/players/c/carutbo01.shtml"">Bob Caruthers</a>",SLN,28,604,513,76,142,3,183,69,86,24,29,.277,.386,.357,.742,.370,1.89
"<a href=""https://www.baseball-reference.com/players/c/chambel01.shtml"">Ice Box Chamberlain</a>",CIN,24,167,160,13,36,2,47,15,7,1,17,.225,.257,.294,.551,.267,.32
"<a href=""https://www.baseball-reference.com/players/c/childcu01.shtml"">Cupid Childs</a>",CL4,24,684,558,136,177,3,222,53,117,26,20,.317,.443,.398,.841,.417,7.38
"<a href=""https://www.baseball-reference.com/players/c/clarkda02.shtml"">Dad Clarkson</a>",BSN,25,3,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,.00
"<a href=""https://www.baseball-reference.com/players/c/clarkjo01.shtml"">John Clarkson</a>",2,30,169,158,15,27,1,33,17,11,3,39,.171,.225,.209,.434,.212,-.55
"<a href=""https://www.baseball-reference.com/players/c/clausfr01.shtml"">Fritz Clausen</a>",LS3,23,90,84,4,13,0,14,3,5,0,11,.155,.211,.167,.378,.196,.00
"<a href=""https://www.baseball-reference.com/players/c/clemeja01.shtml"">Jack Clements</a>",PHI,27,448,402,50,106,8,167,76,43,7,40,.264,.339,.415,.755,.362,3.31
"<a href=""https://www.baseball-reference.com/players/c/cobbge01.shtml"">George Cobb</a>",BLN,26,194,172,20,36,1,53,13,22,2,37,.209,.299,.308,.607,.300,.52
"<a href=""https://www.baseball-reference.com/players/c/collibi01.shtml"">Bill Collins</a>",SLN,?,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-.06
"<a href=""https://www.baseball-reference.com/players/c/collihu01.shtml"">Hub Collins</a>",BRO,28,101,87,17,26,0,33,17,14,4,13,.299,.396,.379,.775,.382,.59
"<a href=""https://www.baseball-reference.com/players/c/comisch01.shtml"">Charlie Comiskey</a>",CIN,32,587,551,61,125,3,160,71,32,30,16,.227,.274,.290,.565,.277,.16
"<a href=""https://www.baseball-reference.com/players/c/connoje01.shtml"">Jerry Connors</a>",PHI,?,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.07
"<a href=""https://www.baseball-reference.com/players/c/connoji01.shtml"">Jim Connor</a>",CHN,29,36,34,0,2,0,2,0,1,0,7,.059,.111,.059,.170,.097,-.45
"<a href=""https://www.baseball-reference.com/players/c/connoro01.shtml"">Roger Connor</a>",PHI,34,686,564,123,166,12,261,73,116,22,39,.294,.420,.463,.883,.425,6.54
"<a href=""https://www.baseball-reference.com/players/c/cooneji01.shtml"">Jimmy Cooney</a>",2,26,291,263,23,45,0,48,24,27,11,8,.171,.251,.183,.433,.226,.05
"<a href=""https://www.baseball-reference.com/players/c/corcoto01.shtml"">Tommy Corcoran</a>",BRO,23,651,613,77,145,1,171,74,34,39,51,.237,.281,.279,.560,.276,1.97
