Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ATL,36,598,516,103,154,38,296,118,74,9,63,.298,.385,.574,.958,.412,4.99
"<a href=""https://www.baseball-reference.com/players/a/aaronto01.shtml"">Tommie Aaron</a>",ATL,30,66,63,3,13,2,21,7,3,0,10,.206,.242,.333,.576,.260,-0.78
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",3,37,20,17,1,3,0,3,2,0,0,7,.176,.176,.176,.353,.160,0.00
"<a href=""https://www.baseball-reference.com/players/a/adairje01.shtml"">Jerry Adair</a>",KCA,33,33,27,0,4,0,4,1,5,0,3,.148,.281,.148,.429,.209,-0.32
"<a href=""https://www.baseball-reference.com/players/a/ageeto01.shtml"">Tommie Agee</a>",NYN,27,696,636,107,182,24,298,75,55,31,156,.286,.344,.469,.812,.361,5.40
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",CHN,39,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>",NYA,29,17,16,0,1,0,1,1,0,0,6,.062,.062,.062,.125,.057,0.00
"<a href=""https://www.baseball-reference.com/players/a/alcarlu01.shtml"">Luis Alcaraz</a>",KCA,29,126,120,10,20,1,30,14,4,0,13,.167,.192,.250,.442,.199,-0.96
"<a href=""https://www.baseball-reference.com/players/a/allenbe01.shtml"">Bernie Allen</a>",WS2,31,305,261,31,61,8,94,29,43,0,21,.234,.342,.360,.702,.321,0.00
"<a href=""https://www.baseball-reference.com/players/a/allendi01.shtml"">Dick Allen</a>",SLN,28,533,459,88,128,34,257,101,71,5,118,.279,.377,.560,.937,.403,2.30
"<a href=""https://www.baseball-reference.com/players/a/allenha02.shtml"">Hank Allen</a>",2,29,112,99,7,22,0,28,8,12,0,14,.222,.304,.283,.586,.268,-0.34
"<a href=""https://www.baseball-reference.com/players/a/allenll01.shtml"">Lloyd Allen</a>",CAL,20,4,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/a/alleyge01.shtml"">Gene Alley</a>",PIT,29,466,426,46,104,8,154,41,31,7,70,.244,.297,.362,.659,.290,1.76
"<a href=""https://www.baseball-reference.com/players/a/allisbo01.shtml"">Bob Allison</a>",MIN,35,87,72,15,15,1,23,7,14,1,20,.208,.345,.319,.664,.315,0.24
"<a href=""https://www.baseball-reference.com/players/a/alomasa01.shtml"">Sandy Alomar</a>",CAL,26,735,672,82,169,2,197,36,49,35,65,.251,.302,.293,.596,.275,2.34
"<a href=""https://www.baseball-reference.com/players/a/aloufe01.shtml"">Felipe Alou</a>",OAK,35,618,575,70,156,8,211,55,32,10,31,.271,.308,.367,.675,.300,0.00
"<a href=""https://www.baseball-reference.com/players/a/alouje01.shtml"">Jesus Alou</a>",HOU,28,487,458,59,140,1,176,44,21,3,15,.306,.335,.384,.719,.320,0.43
"<a href=""https://www.baseball-reference.com/players/a/alouma01.shtml"">Matty Alou</a>",PIT,31,718,677,97,201,1,241,47,30,19,18,.297,.329,.356,.685,.309,0.00
"<a href=""https://www.baseball-reference.com/players/a/alvarlu01.shtml"">L. Alvarado</a>",BOS,21,196,183,19,41,1,55,10,9,1,30,.224,.258,.301,.558,.248,0.00
"<a href=""https://www.baseball-reference.com/players/a/alvisma01.shtml"">Max Alvis</a>",ML4,32,120,115,16,21,3,32,12,5,1,20,.183,.217,.278,.495,.221,-0.90
