Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbeybe01.shtml"">Bert Abbey</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteabbeybe01"" style=""display:none;""></input><label for=""footnoteabbeybe01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivabbeybe01"">CHN, BRO</div></span>",25,24,22,4,6,0,8,1,2,0,4,.273,.333,.364,.697,.332,0.00
"<a href=""https://www.baseball-reference.com/players/a/abbeych01.shtml"">C. Abbey</a>",WAS,28,571,516,102,142,8,200,84,43,28,43,.275,.339,.388,.727,.343,-0.10
"<a href=""https://www.baseball-reference.com/players/a/adkinhe01.shtml"">H. Atkinson</a>",SLN,21,5,5,1,2,0,2,0,0,0,2,.400,.400,.400,.800,.384,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderjo01.shtml"">J. Anderson</a>",BRO,21,441,423,77,122,10,191,89,12,24,29,.288,.316,.452,.767,.346,0.67
"<a href=""https://www.baseball-reference.com/players/a/anderva01.shtml"">V. Anderson</a>",WAS,29,110,97,22,28,0,36,16,10,0,9,.289,.361,.371,.732,.353,0.37
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,43,545,474,87,159,2,200,91,55,12,23,.335,.408,.422,.830,.398,2.22
"<a href=""https://www.baseball-reference.com/players/b/baileki01.shtml"">King Bailey</a>",CIN,25,4,4,2,2,0,3,1,0,1,1,.500,.500,.750,1.250,.562,0.06
"<a href=""https://www.baseball-reference.com/players/b/banksbi01.shtml"">Bill Yerrick</a>",BSN,21,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/b/bannoji01.shtml"">Jimmy Bannon</a>",BSN,24,564,493,101,171,6,234,74,54,28,31,.347,.417,.475,.891,.419,3.40
"<a href=""https://www.baseball-reference.com/players/b/bannoto01.shtml"">Tom Bannon</a>",NY1,26,169,159,33,43,0,53,8,7,20,8,.270,.301,.333,.635,.301,-0.45
"<a href=""https://www.baseball-reference.com/players/b/battala01.shtml"">Larry Battam</a>",NY1,19,6,4,0,1,0,1,0,2,0,1,.250,.500,.250,.750,.424,0.04
"<a href=""https://www.baseball-reference.com/players/b/beamer01.shtml"">Ernie Beam</a>",PHI,28,12,11,2,2,0,2,0,0,1,4,.182,.250,.182,.432,.228,-0.10
"<a href=""https://www.baseball-reference.com/players/b/becklja01.shtml"">Jake Beckley</a>",PIT,27,594,534,104,175,5,259,111,24,20,20,.328,.380,.485,.865,.399,0.00
"<a href=""https://www.baseball-reference.com/players/b/bierblo01.shtml"">L. Bierbauer</a>",PIT,29,504,470,54,122,1,160,71,19,18,8,.260,.291,.340,.632,.297,0.99
"<a href=""https://www.baseball-reference.com/players/b/blakeha01.shtml"">Harry Blake</a>",CL4,21,362,318,50,88,3,109,45,31,11,33,.277,.343,.343,.686,.333,-0.48
