Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adairji01.shtml"">Jimmy Adair</a>",CHN,24,79,76,9,21,0,26,3,1,1,8,.276,.286,.342,.628,.288,-0.15
"<a href=""https://www.baseball-reference.com/players/a/adamsbo02.shtml"">Bob Adams</a>",PHI,24,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.05
"<a href=""https://www.baseball-reference.com/players/a/adamssp01.shtml"">Sparky Adams</a>",SLN,36,658,608,97,178,1,237,40,42,16,24,.293,.340,.390,.730,.338,0.00
"<a href=""https://www.baseball-reference.com/players/a/akersbi01.shtml"">Bill Akers</a>",DET,26,73,66,5,13,0,19,3,7,0,6,.197,.274,.288,.562,.267,-0.49
"<a href=""https://www.baseball-reference.com/players/a/alexada01.shtml"">D. Alexander</a>",DET,28,583,517,75,168,3,230,87,64,5,35,.325,.401,.445,.846,.393,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",NY1,27,321,298,58,98,5,135,43,15,6,15,.329,.363,.453,.816,.373,0.00
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",WS1,54,1,0,0,0,0,0,0,1,0,0,.000,1.000,.000,1.000,.740,-0.01
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",NYA,24,13,11,2,2,0,2,2,2,0,2,.182,.308,.182,.490,.257,0.00
"<a href=""https://www.baseball-reference.com/players/a/andrubi01.shtml"">Bill Andrus</a>",WS1,23,7,7,0,0,0,0,1,0,0,1,.000,.000,.000,.000,.000,-0.18
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",CLE,27,26,24,1,5,0,7,1,1,0,3,.208,.240,.292,.532,.245,0.00
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,24,330,297,36,69,1,93,28,29,9,27,.232,.303,.313,.616,.292,-0.54
"<a href=""https://www.baseball-reference.com/players/a/arletbu01.shtml"">Buzz Arlett</a>",PHI,32,469,418,65,131,18,225,72,45,3,39,.313,.387,.538,.925,.417,2.27
"<a href=""https://www.baseball-reference.com/players/a/asbjoca01.shtml"">C. Asbjornson</a>",CIN,22,126,118,13,36,0,45,22,7,0,23,.305,.349,.381,.731,.340,0.27
"<a href=""https://www.baseball-reference.com/players/a/averiea01.shtml"">Earl Averill</a>",CLE,29,701,627,140,209,32,361,143,68,9,38,.333,.404,.576,.979,.439,6.42
"<a href=""https://www.baseball-reference.com/players/b/baeched01.shtml"">Ed Baecht</a>",CHN,24,21,18,3,5,0,5,2,0,0,3,.278,.278,.278,.556,.259,0.04
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",PHI,23,614,554,88,160,0,217,34,27,6,38,.289,.325,.392,.717,.330,0.90
"<a href=""https://www.baseball-reference.com/players/b/bartovi01.shtml"">Vince Barton</a>",CHN,23,270,239,45,57,13,108,50,21,1,40,.238,.323,.452,.775,.354,0.76
"<a href=""https://www.baseball-reference.com/players/b/beanbe01.shtml"">Belve Bean</a>",CLE,26,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/b/beckcl01.shtml"">Clyde Beck</a>",CIN,31,163,136,17,21,0,29,19,21,1,14,.154,.272,.213,.485,.246,-0.66
"<a href=""https://www.baseball-reference.com/players/b/bellle01.shtml"">Les Bell</a>",CHN,29,272,252,30,71,4,102,32,19,0,22,.282,.332,.405,.737,.340,0.97
"<a href=""https://www.baseball-reference.com/players/b/benesjo01.shtml"">Joe Benes</a>",SLN,30,15,12,1,2,0,2,0,2,0,1,.167,.333,.167,.500,.274,0.01
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",PHI,29,94,88,6,18,0,20,7,0,0,9,.205,.205,.227,.432,.199,-0.15
"<a href=""https://www.baseball-reference.com/players/b/bengobe01.shtml"">B. Bengough</a>",SLA,32,144,140,6,35,0,41,12,4,0,4,.250,.271,.293,.564,.263,-0.54
"<a href=""https://www.baseball-reference.com/players/b/bennefr02.shtml"">Fred Bennett</a>",PIT,29,97,89,6,25,1,33,7,7,0,4,.281,.333,.371,.704,.329,-0.20
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",CIN,33,71,66,2,11,0,13,1,3,0,13,.167,.203,.197,.400,.192,-0.10
"<a href=""https://www.baseball-reference.com/players/b/bergewa01.shtml"">Wally Berger</a>",BSN,25,678,617,94,199,19,316,84,55,13,70,.323,.380,.512,.892,.404,0.00
"<a href=""https://www.baseball-reference.com/players/b/bergmo01.shtml"">Moe Berg</a>",CLE,29,14,13,1,1,0,2,0,1,0,1,.077,.143,.154,.297,.146,0.00
"<a href=""https://www.baseball-reference.com/players/b/berlyja01.shtml"">Jack Berly</a>",NY1,28,36,35,2,6,0,6,3,1,0,9,.171,.194,.171,.366,.176,-0.09
"<a href=""https://www.baseball-reference.com/players/b/berrych02.shtml"">C. Berry</a>",BOS,28,387,357,41,101,6,139,49,29,4,38,.283,.337,.389,.726,.337,1.76
"<a href=""https://www.baseball-reference.com/players/b/bettela01.shtml"">L. Bettencourt</a>",SLA,25,239,206,27,53,3,75,26,31,4,35,.257,.357,.364,.721,.342,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bishoma01.shtml"">Max Bishop</a>",PHA,31,614,497,115,146,5,199,37,112,3,51,.294,.426,.400,.826,.394,5.98
"<a href=""https://www.baseball-reference.com/players/b/bissode01.shtml"">D. Bissonette</a>",BRO,31,649,587,90,170,12,253,87,59,4,53,.290,.354,.431,.785,.361,1.76
"<a href=""https://www.baseball-reference.com/players/b/bladera01.shtml"">Ray Blades</a>",SLN,34,81,67,10,19,1,26,5,10,1,7,.284,.392,.388,.780,.371,-0.07
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",SLA,27,86,77,5,11,0,15,6,6,1,28,.143,.205,.195,.400,.195,0.00
"<a href=""https://www.baseball-reference.com/players/b/blairfo01.shtml"">F. Blair</a>",CHN,30,258,240,31,62,3,98,29,14,1,26,.258,.302,.408,.710,.323,-0.17
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">S. Blake</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteblakesh01"" style=""display:none;""></input><label for=""footnoteblakesh01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivblakesh01"">CHN, PHI</div></span>",31,42,41,6,14,0,15,2,1,0,9,.341,.357,.366,.723,.338,0.29
"<a href=""https://www.baseball-reference.com/players/b/bluegos01.shtml"">Ossie Bluege</a>",WS1,30,634,570,82,155,8,218,98,50,16,39,.272,.336,.382,.718,.335,2.17
"<a href=""https://www.baseball-reference.com/players/b/bluelu01.shtml"">Lu Blue</a>",CHA,34,725,589,119,179,1,235,62,127,13,60,.304,.430,.399,.829,.395,5.17
"<a href=""https://www.baseball-reference.com/players/b/bolenst01.shtml"">Stew Bolen</a>",PHI,28,35,32,2,5,0,5,1,3,0,2,.156,.229,.156,.385,.197,-0.08
"<a href=""https://www.baseball-reference.com/players/b/boleyjo01.shtml"">Joe Boley</a>",PHA,34,244,224,26,51,0,66,20,15,1,13,.228,.282,.295,.577,.273,0.00
"<a href=""https://www.baseball-reference.com/players/b/boltocl01.shtml"">Cliff Bolton</a>",WS1,24,44,43,3,11,0,14,6,1,0,5,.256,.273,.326,.598,.275,-0.23
"<a href=""https://www.baseball-reference.com/players/b/boolal01.shtml"">Al Bool</a>",BSN,33,96,85,5,16,0,17,6,9,0,13,.188,.266,.200,.466,.234,-0.45
"<a href=""https://www.baseball-reference.com/players/b/booneik01.shtml"">Ike Boone</a>",BRO,34,6,5,0,1,0,1,0,1,0,1,.200,.333,.200,.533,.279,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bottoji01.shtml"">J. Bottomley</a>",SLN,31,419,382,73,133,9,204,75,34,3,24,.348,.403,.534,.937,.424,3.15
"<a href=""https://www.baseball-reference.com/players/b/bowlegr01.shtml"">Grant Bowler</a>",CHA,23,11,10,2,1,0,2,2,1,0,5,.100,.182,.200,.382,.186,-0.03
"<a href=""https://www.baseball-reference.com/players/b/brameer01.shtml"">Erv Brame</a>",PIT,29,99,95,6,26,0,32,15,4,0,16,.274,.303,.337,.640,.297,0.43
"<a href=""https://www.baseball-reference.com/players/b/branded01.shtml"">Ed Brandt</a>",BSN,26,98,82,11,21,0,23,8,9,1,5,.256,.330,.280,.610,.296,0.70
"<a href=""https://www.baseball-reference.com/players/b/braxtga01.shtml"">G. Braxton</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebraxtga01"" style=""display:none;""></input><label for=""footnotebraxtga01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbraxtga01"">CHA, SLA</div></span>",31,16,14,2,3,0,3,0,2,0,6,.214,.312,.214,.527,.267,0.02
"<a href=""https://www.baseball-reference.com/players/b/bressru01.shtml"">R. Bressler</a>",BRO,36,167,153,22,43,0,57,26,11,0,10,.281,.329,.373,.702,.325,-0.15
"<a href=""https://www.baseball-reference.com/players/b/brickfr01.shtml"">F. Brickell</a>",PHI,24,563,514,77,130,1,157,31,42,5,39,.253,.316,.305,.621,.296,-1.19
"<a href=""https://www.baseball-reference.com/players/b/bridgto01.shtml"">T. Bridges</a>",DET,24,64,54,4,8,0,8,1,5,0,23,.148,.220,.148,.368,.189,-0.32
"<a href=""https://www.baseball-reference.com/players/b/brillji01.shtml"">J. Brillheart</a>",BOS,27,4,4,2,2,1,5,2,0,0,2,.500,.500,1.250,1.750,.756,0.18
"<a href=""https://www.baseball-reference.com/players/b/browelo01.shtml"">Louis Brower</a>",DET,30,75,62,3,10,0,11,6,8,1,5,.161,.278,.177,.455,.238,-0.65
"<a href=""https://www.baseball-reference.com/players/b/brownbo02.shtml"">Bob Brown</a>",BSN,20,2,2,0,1,0,1,0,0,0,0,.500,.500,.500,1.000,.466,0.04
"<a href=""https://www.baseball-reference.com/players/b/browncl01.shtml"">Clint Brown</a>",CLE,27,98,87,8,15,0,18,9,7,0,6,.172,.242,.207,.449,.222,-0.15
"<a href=""https://www.baseball-reference.com/players/b/brownll01.shtml"">Lloyd Brown</a>",WS1,26,105,96,15,22,0,30,12,6,0,25,.229,.275,.312,.587,.273,0.00
"<a href=""https://www.baseball-reference.com/players/b/burkebo01.shtml"">Bobby Burke</a>",WS1,24,51,47,2,10,0,11,4,2,0,8,.213,.245,.234,.479,.228,-0.03
"<a href=""https://www.baseball-reference.com/players/b/burnejo01.shtml"">J. Burnett</a>",CLE,26,470,427,85,128,1,166,52,39,5,25,.300,.360,.389,.749,.349,1.71
"<a href=""https://www.baseball-reference.com/players/b/burnsja02.shtml"">Jack Burns</a>",SLA,23,631,580,75,148,4,201,70,42,19,58,.255,.307,.347,.653,.304,0.00
"<a href=""https://www.baseball-reference.com/players/b/bushgu01.shtml"">Guy Bush</a>",CHN,29,67,57,6,7,0,8,9,5,0,11,.123,.194,.140,.334,.171,0.00
"<a href=""https://www.baseball-reference.com/players/b/byrdsa01.shtml"">Samuel Byrd</a>",NYA,23,281,248,51,67,3,98,32,29,5,26,.270,.349,.395,.744,.347,0.37
"<a href=""https://www.baseball-reference.com/players/c/campbbr01.shtml"">B. Campbell</a>",CHA,21,18,17,4,7,2,15,5,0,0,4,.412,.444,.882,1.327,.576,0.32
"<a href=""https://www.baseball-reference.com/players/c/cantwbe01.shtml"">Ben Cantwell</a>",BSN,29,59,57,7,13,0,14,2,0,0,7,.228,.228,.246,.474,.219,0.00
"<a href=""https://www.baseball-reference.com/players/c/carawpa01.shtml"">Pat Caraway</a>",CHA,25,82,72,11,14,0,18,7,2,0,12,.194,.216,.250,.466,.216,0.04
"<a href=""https://www.baseball-reference.com/players/c/carroow01.shtml"">O. Carroll</a>",CIN,28,37,34,3,7,0,7,0,2,0,6,.206,.250,.206,.456,.223,0.01
"<a href=""https://www.baseball-reference.com/players/c/chaplti01.shtml"">Tiny Chaplin</a>",NY1,25,13,11,1,2,0,3,2,1,0,3,.182,.250,.273,.523,.248,0.05
