Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aasedo01.shtml"">Don Aase</a>",NYN,34,5,5,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-.07
"<a href=""https://www.baseball-reference.com/players/a/abnersh01.shtml"">Shawn Abner</a>",SDN,23,108,102,13,18,2,28,14,5,1,20,.176,.213,.275,.487,.213,.00
"<a href=""https://www.baseball-reference.com/players/a/ackerji01.shtml"">Jim Acker</a>",2,30,7,7,0,1,0,1,0,0,0,2,.143,.143,.143,.286,.130,-.05
"<a href=""https://www.baseball-reference.com/players/a/adducji01.shtml"">Jim Adduci</a>",PHI,29,19,19,1,7,0,8,0,0,0,4,.368,.368,.421,.789,.356,.12
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",HOU,31,5,5,0,1,0,1,0,0,0,2,.200,.200,.200,.400,.182,.01
"<a href=""https://www.baseball-reference.com/players/a/aguaylu01.shtml"">Luis Aguayo</a>",CLE,30,112,97,7,17,1,26,8,7,0,19,.175,.239,.268,.507,.234,-.22
"<a href=""https://www.baseball-reference.com/players/a/aguilri01.shtml"">Rick Aguilera</a>",2,27,8,7,1,0,0,0,0,1,0,2,.000,.125,.000,.125,.088,.00
"<a href=""https://www.baseball-reference.com/players/a/aldremi01.shtml"">Mike Aldrete</a>",MON,28,159,136,12,30,1,43,12,19,1,30,.221,.316,.316,.633,.295,.00
"<a href=""https://www.baseball-reference.com/players/a/aldrija01.shtml"">Jay Aldrich</a>",2,28,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.02
"<a href=""https://www.baseball-reference.com/players/a/allanan01.shtml"">Andy Allanson</a>",CLE,27,359,323,30,75,3,95,17,23,4,47,.232,.289,.294,.583,.268,.22
"<a href=""https://www.baseball-reference.com/players/a/allrebe01.shtml"">Beau Allred</a>",CLE,24,26,24,0,6,0,9,1,2,0,10,.250,.308,.375,.683,.310,.21
"<a href=""https://www.baseball-reference.com/players/a/alomaro01.shtml"">Roberto Alomar</a>",SDN,21,702,623,82,184,7,234,56,53,42,76,.295,.347,.376,.723,.327,.00
"<a href=""https://www.baseball-reference.com/players/a/alomasa02.shtml"">Sandy Alomar</a>",SDN,23,22,19,1,4,1,8,6,3,0,3,.211,.318,.421,.739,.320,.00
"<a href=""https://www.baseball-reference.com/players/a/alvarjo01.shtml"">Jose Alvarez</a>",ATL,33,5,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-.08
"<a href=""https://www.baseball-reference.com/players/a/anderal02.shtml"">Allan Anderson</a>",MIN,25,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.02
