Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamssp01.shtml"">Sparky Adams</a>",PIT,33,628,539,91,149,0,175,38,64,8,18,.276,.357,.325,.682,.328,0.00
"<a href=""https://www.baseball-reference.com/players/a/adkingr01.shtml"">Grady Adkins</a>",CHA,31,82,70,3,10,0,12,5,2,0,16,.143,.178,.171,.350,.169,-0.36
"<a href=""https://www.baseball-reference.com/players/a/aldrivi01.shtml"">Vic Aldridge</a>",NY1,34,42,40,7,11,1,14,4,0,0,6,.275,.275,.350,.625,.286,0.20
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",SLN,41,98,86,13,25,1,30,11,4,0,8,.291,.322,.349,.671,.314,0.67
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",CIN,24,527,485,55,148,1,195,62,27,6,29,.305,.343,.402,.745,.344,0.00
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",CIN,24,33,31,3,10,0,14,3,0,0,4,.323,.323,.452,.774,.349,0.00
"<a href=""https://www.baseball-reference.com/players/a/asbjoca01.shtml"">C. Asbjornson</a>",BOS,19,17,16,0,3,0,4,1,1,0,1,.188,.235,.250,.485,.230,-0.08
"<a href=""https://www.baseball-reference.com/players/a/ashke01.shtml"">Ken Ash</a>",CIN,26,16,14,0,1,0,1,0,1,0,2,.071,.133,.071,.205,.112,-0.15
"<a href=""https://www.baseball-reference.com/players/a/autrych02.shtml"">Chick Autry</a>",CLE,25,63,60,6,18,1,29,9,1,0,7,.300,.311,.483,.795,.356,0.00
"<a href=""https://www.baseball-reference.com/players/b/baeched01.shtml"">Ed Baecht</a>",PHI,21,7,7,0,1,0,1,0,0,0,1,.143,.143,.143,.286,.133,-0.05
"<a href=""https://www.baseball-reference.com/players/b/ballepe01.shtml"">P. Ballenger</a>",WS1,34,9,9,0,1,0,1,0,0,0,1,.111,.111,.111,.222,.104,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bancrda01.shtml"">D. Bancroft</a>",BRO,37,591,515,47,127,0,156,51,59,7,20,.247,.326,.303,.629,.303,0.90
"<a href=""https://www.baseball-reference.com/players/b/barnach01.shtml"">C. Barnabe</a>",CHA,28,8,8,3,4,1,8,6,0,0,0,.500,.500,1.000,1.500,.660,0.31
"<a href=""https://www.baseball-reference.com/players/b/barnere01.shtml"">Red Barnes</a>",WS1,24,485,417,82,127,6,197,51,55,7,38,.305,.391,.472,.863,.396,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnevi01.shtml"">V. Barnes</a>",2,31,42,39,1,3,0,3,0,1,0,15,.077,.100,.077,.177,.089,-0.27
"<a href=""https://www.baseball-reference.com/players/b/barnhcl01.shtml"">C. Barnhart</a>",PIT,32,211,196,18,58,4,80,30,11,3,9,.296,.333,.408,.741,.341,0.19
"<a href=""https://www.baseball-reference.com/players/b/barnhle01.shtml"">Les Barnhart</a>",CLE,23,2,2,0,1,0,1,0,0,0,1,.500,.500,.500,1.000,.467,0.03
"<a href=""https://www.baseball-reference.com/players/b/barrebi02.shtml"">Bill Barrett</a>",CHA,28,252,235,34,65,3,89,26,14,8,30,.277,.320,.379,.699,.324,0.00
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",PIT,20,271,233,27,71,1,90,36,21,4,18,.305,.377,.386,.763,.360,0.83
"<a href=""https://www.baseball-reference.com/players/b/barthle01.shtml"">L. Bartholomew</a>",PIT,25,7,7,0,1,0,2,1,0,0,4,.143,.143,.286,.429,.187,-0.04
"<a href=""https://www.baseball-reference.com/players/b/baynebi01.shtml"">Bill Bayne</a>",CLE,29,31,30,3,11,0,13,0,1,0,4,.367,.387,.433,.820,.380,0.34
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">B. Beck</a>",SLA,23,14,14,0,6,0,6,1,0,0,3,.429,.429,.429,.857,.400,0.19
"<a href=""https://www.baseball-reference.com/players/b/beckcl01.shtml"">Clyde Beck</a>",CHN,28,552,483,72,124,3,159,52,58,3,58,.257,.341,.329,.670,.321,1.42
"<a href=""https://www.baseball-reference.com/players/b/beckmji01.shtml"">Jim Beckman</a>",CIN,23,3,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bellle01.shtml"">Les Bell</a>",BSN,26,656,591,58,164,10,244,91,40,1,45,.277,.323,.413,.736,.337,1.64
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",PHI,26,69,58,1,12,0,13,2,4,0,6,.207,.258,.224,.482,.235,0.01
"<a href=""https://www.baseball-reference.com/players/b/bengobe01.shtml"">B. Bengough</a>",NYA,29,170,161,12,43,0,48,9,7,0,8,.267,.302,.298,.600,.284,0.34
"<a href=""https://www.baseball-reference.com/players/b/bennefr02.shtml"">Fred Bennett</a>",SLA,26,8,8,0,2,0,3,0,0,0,2,.250,.250,.375,.625,.280,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",NY1,30,123,112,12,16,0,20,8,5,0,17,.143,.179,.179,.358,.172,0.00
"<a href=""https://www.baseball-reference.com/players/b/bergmo01.shtml"">Moe Berg</a>",CHA,26,255,224,25,55,0,71,29,14,2,25,.246,.302,.317,.619,.293,0.00
"<a href=""https://www.baseball-reference.com/players/b/berrych02.shtml"">C. Berry</a>",BOS,25,202,177,18,46,1,62,19,21,1,19,.260,.342,.350,.692,.328,1.11
"<a href=""https://www.baseball-reference.com/players/b/bettela01.shtml"">L. Bettencourt</a>",SLA,22,188,159,30,45,4,74,24,22,2,19,.283,.377,.465,.842,.387,1.07
"<a href=""https://www.baseball-reference.com/players/b/billijo02.shtml"">J. Billings</a>",DET,20,42,35,7,10,0,14,5,3,0,6,.286,.342,.400,.742,.343,0.38
"<a href=""https://www.baseball-reference.com/players/b/bishoma01.shtml"">Max Bishop</a>",PHA,28,586,472,104,149,6,204,50,97,9,36,.316,.435,.432,.868,.409,4.97
"<a href=""https://www.baseball-reference.com/players/b/bissode01.shtml"">D. Bissonette</a>",BRO,28,669,587,90,188,25,319,106,70,5,75,.320,.396,.543,.940,.424,4.43
"<a href=""https://www.baseball-reference.com/players/b/blackge02.shtml"">G. Blackerby</a>",CHA,24,91,83,8,21,0,21,12,4,2,10,.253,.287,.253,.540,.259,-0.43
"<a href=""https://www.baseball-reference.com/players/b/bladera01.shtml"">Ray Blades</a>",SLN,31,111,85,9,20,1,32,19,20,0,26,.235,.393,.376,.769,.369,0.16
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",SLA,24,77,71,9,15,2,24,6,5,0,18,.211,.263,.338,.601,.278,0.00
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">S. Blake</a>",CHN,28,97,88,10,19,0,20,5,1,0,13,.216,.233,.227,.461,.218,-0.10
"<a href=""https://www.baseball-reference.com/players/b/blankho01.shtml"">H. Blankenship</a>",PIT,25,8,8,0,3,0,4,0,0,0,2,.375,.375,.500,.875,.397,0.10
"<a href=""https://www.baseball-reference.com/players/b/blankte01.shtml"">T. Blankenship</a>",CHA,27,62,59,4,10,0,14,7,0,0,17,.169,.169,.237,.407,.184,-0.21
"<a href=""https://www.baseball-reference.com/players/b/bluegos01.shtml"">Ossie Bluege</a>",WS1,27,588,518,78,154,2,207,75,46,18,27,.297,.364,.400,.763,.356,4.25
"<a href=""https://www.baseball-reference.com/players/b/bluelu01.shtml"">Lu Blue</a>",SLA,31,678,549,116,154,14,250,80,105,12,43,.281,.400,.455,.855,.396,4.70
"<a href=""https://www.baseball-reference.com/players/b/boleyjo01.shtml"">Joe Boley</a>",PHA,31,479,425,49,112,0,138,49,32,5,11,.264,.317,.325,.641,.303,0.00
"<a href=""https://www.baseball-reference.com/players/b/boltoce01.shtml"">Cecil Bolton</a>",CLE,24,15,13,1,2,0,6,0,2,0,2,.154,.267,.462,.728,.318,-0.10
