Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ML1,25,693,629,116,223,39,400,123,51,8,54,.355,.401,.636,1.037,.440,8.64
"<a href=""https://www.baseball-reference.com/players/a/ackerto01.shtml"">Tom Acker</a>",CIN,29,12,9,1,1,0,1,0,1,0,3,.111,.200,.111,.311,.161,0.04
"<a href=""https://www.baseball-reference.com/players/a/adairje01.shtml"">Jerry Adair</a>",BAL,22,36,35,3,11,0,13,2,1,0,5,.314,.333,.371,.705,.315,0.00
"<a href=""https://www.baseball-reference.com/players/a/adamsbo03.shtml"">Bobby Adams</a>",CHN,37,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.11
"<a href=""https://www.baseball-reference.com/players/a/adcocjo01.shtml"">Joe Adcock</a>",ML1,31,444,404,53,118,25,216,76,32,0,77,.292,.339,.535,.874,.375,3.84
"<a href=""https://www.baseball-reference.com/players/a/allisbo01.shtml"">Bob Allison</a>",WS1,24,639,570,83,149,30,275,85,60,13,92,.261,.333,.482,.815,.358,1.42
"<a href=""https://www.baseball-reference.com/players/a/aloufe01.shtml"">Felipe Alou</a>",SFN,24,268,247,38,68,10,115,33,17,5,38,.275,.318,.466,.784,.342,0.00
"<a href=""https://www.baseball-reference.com/players/a/altmage01.shtml"">G. Altman</a>",CHN,26,468,420,54,103,12,161,47,34,1,80,.245,.312,.383,.695,.310,2.34
"<a href=""https://www.baseball-reference.com/players/a/alvaros01.shtml"">O. Alvarez</a>",DET,25,2,2,0,1,0,1,0,0,0,1,.500,.500,.500,1.000,.451,0.04
"<a href=""https://www.baseball-reference.com/players/a/amorosa01.shtml"">Sandy Amoros</a>",LAN,29,5,5,1,1,0,1,1,0,0,1,.200,.200,.200,.400,.180,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderbo01.shtml"">Bob Anderson</a>",CHN,23,90,80,6,6,0,7,3,3,0,34,.075,.119,.088,.207,.103,-0.63
"<a href=""https://www.baseball-reference.com/players/a/anderha02.shtml"">H. Anderson</a>",PHI,27,561,508,50,122,14,204,63,43,1,95,.240,.304,.402,.706,.305,0.00
"<a href=""https://www.baseball-reference.com/players/a/andersp01.shtml"">S. Anderson</a>",PHI,25,527,477,42,104,0,119,34,42,6,53,.218,.282,.249,.531,.248,-1.20
"<a href=""https://www.baseball-reference.com/players/a/antonjo02.shtml"">J. Antonelli</a>",SFN,29,108,101,4,16,2,24,10,1,0,26,.158,.175,.238,.412,.185,-0.05
"<a href=""https://www.baseball-reference.com/players/a/aparilu01.shtml"">L. Aparicio</a>",CHA,25,686,612,98,157,6,203,51,53,56,40,.257,.316,.332,.647,.294,3.29
"<a href=""https://www.baseball-reference.com/players/a/ariasru01.shtml"">Rudy Arias</a>",CHA,28,4,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/a/arroylu01.shtml"">Luis Arroyo</a>",CIN,32,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/a/ashburi01.shtml"">R. Ashburn</a>",PHI,32,660,564,86,150,1,173,20,79,9,42,.266,.360,.307,.667,.310,-0.87
"<a href=""https://www.baseball-reference.com/players/a/asproke01.shtml"">K. Aspromonte</a>",WS1,27,255,225,31,55,2,73,14,26,2,39,.244,.321,.324,.646,.297,0.00
"<a href=""https://www.baseball-reference.com/players/a/averiea02.shtml"">Earl Averill</a>",CHN,27,205,186,22,44,10,84,34,15,0,39,.237,.298,.452,.749,.328,0.57
"<a href=""https://www.baseball-reference.com/players/a/avilabo01.shtml"">Bobby Avila</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteavilabo01"" style=""display:none;""></input><label for=""footnoteavilabo01"" class=""footnoteLabel"">3</label><div id=""footnoteDivavilabo01"">BAL, BOS, ML1</div></span>",35,306,264,37,60,6,85,25,34,3,47,.227,.314,.322,.636,.294,-0.06
"<a href=""https://www.baseball-reference.com/players/b/baileed01.shtml"">Ed Bailey</a>",CIN,28,447,379,43,100,12,149,40,62,2,53,.264,.370,.393,.763,.344,0.00
"<a href=""https://www.baseball-reference.com/players/b/baileji01.shtml"">Jim Bailey</a>",CIN,24,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.05
"<a href=""https://www.baseball-reference.com/players/b/bambege01.shtml"">G. Bamberger</a>",BAL,35,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bankser01.shtml"">Ernie Banks</a>",CHN,28,671,589,97,179,45,351,143,64,2,72,.304,.374,.596,.970,.409,10.23
"<a href=""https://www.baseball-reference.com/players/b/batteea01.shtml"">Earl Battey</a>",CHA,24,72,64,9,14,2,25,7,8,0,13,.219,.306,.391,.696,.312,0.14
"<a href=""https://www.baseball-reference.com/players/b/bauerha01.shtml"">Hank Bauer</a>",NYA,36,380,341,44,81,9,128,39,33,4,54,.238,.307,.375,.682,.306,-0.40
"<a href=""https://www.baseball-reference.com/players/b/baumafr01.shtml"">F. Baumann</a>",BOS,25,32,29,0,6,0,8,3,2,0,13,.207,.258,.276,.534,.243,0.14
"<a href=""https://www.baseball-reference.com/players/b/baxesji01.shtml"">Jim Baxes</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotebaxesji01"" style=""display:none;""></input><label for=""footnotebaxesji01"" class=""footnoteLabel"">2</label><div id=""footnoteDivbaxesji01"">LAN, CLE</div></span>",30,308,280,39,69,17,132,39,25,1,54,.246,.310,.471,.782,.344,0.34
"<a href=""https://www.baseball-reference.com/players/b/becquju01.shtml"">J. Becquer</a>",WS1,27,230,220,20,59,1,84,26,8,3,17,.268,.296,.382,.677,.296,0.28
"<a href=""https://www.baseball-reference.com/players/b/bellaze01.shtml"">Zeke Bella</a>",KC1,28,93,82,10,17,1,24,9,9,0,14,.207,.293,.293,.586,.273,-0.62
"<a href=""https://www.baseball-reference.com/players/b/bellga01.shtml"">Gary Bell</a>",CLE,22,86,75,8,18,0,20,6,3,0,19,.240,.269,.267,.536,.245,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellgu01.shtml"">Gus Bell</a>",CIN,30,620,580,59,170,19,258,115,29,2,44,.293,.325,.445,.770,.338,0.00
"<a href=""https://www.baseball-reference.com/players/b/berbelo01.shtml"">Lou Berberet</a>",DET,29,380,338,38,73,13,124,44,35,0,59,.216,.284,.367,.651,.290,0.34
"<a href=""https://www.baseball-reference.com/players/b/berrayo01.shtml"">Yogi Berra</a>",NYA,34,521,472,64,134,19,218,69,43,1,38,.284,.347,.462,.809,.356,3.93
"<a href=""https://www.baseball-reference.com/players/b/bertore01.shtml"">Reno Bertoia</a>",WS1,24,341,308,33,73,8,107,29,29,2,48,.237,.302,.347,.649,.291,0.00
"<a href=""https://www.baseball-reference.com/players/b/blackro01.shtml"">R. Blackburn</a>",PIT,24,5,5,1,1,1,4,1,0,0,2,.200,.200,.800,1.000,.420,0.09
"<a href=""https://www.baseball-reference.com/players/b/blancjo01.shtml"">J. Blanchard</a>",NYA,26,66,59,6,10,2,17,4,7,0,12,.169,.258,.288,.546,.254,0.00
"<a href=""https://www.baseball-reference.com/players/b/blasido01.shtml"">D. Blasingame</a>",SLN,27,691,615,90,178,1,221,24,67,15,42,.289,.361,.359,.720,.329,0.00
