Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/acostme01.shtml"">M. Acosta</a>",WS1,17,24,20,3,6,0,8,1,4,2,2,.300,.417,.400,.817,.396,0.00
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,31,118,114,13,33,0,43,13,1,0,16,.289,.296,.377,.673,.317,0.97
"<a href=""https://www.baseball-reference.com/players/a/adamswi01.shtml"">Willie Adams</a>",SLA,22,2,1,0,0,0,0,0,1,0,1,.000,.500,.000,.500,.368,0.02
"<a href=""https://www.baseball-reference.com/players/a/agnewsa01.shtml"">Sam Agnew</a>",SLA,26,344,307,27,64,2,89,24,20,11,49,.208,.272,.290,.562,.275,1.89
"<a href=""https://www.baseball-reference.com/players/a/ainsmed01.shtml"">E. Ainsmith</a>",WS1,23,246,229,26,49,2,67,20,12,17,41,.214,.262,.293,.555,.269,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",PHI,26,109,103,9,13,0,19,4,3,0,21,.126,.151,.184,.335,.162,-0.53
"<a href=""https://www.baseball-reference.com/players/a/alexawa01.shtml"">W. Alexander</a>",SLA,22,118,110,5,15,0,19,7,4,1,36,.136,.174,.173,.347,.172,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenfr01.shtml"">Frank Allen</a>",BRO,24,56,51,5,7,1,12,3,3,0,23,.137,.185,.235,.420,.205,-0.14
"<a href=""https://www.baseball-reference.com/players/a/allisma01.shtml"">Mack Allison</a>",SLA,26,14,14,0,0,0,0,0,0,0,9,.000,.000,.000,.000,.000,-0.27
"<a href=""https://www.baseball-reference.com/players/a/allismi01.shtml"">Milo Allison</a>",CHN,22,6,6,1,2,0,2,0,0,1,1,.333,.333,.333,.667,.319,0.02
"<a href=""https://www.baseball-reference.com/players/a/almeira01.shtml"">R. Almeida</a>",CIN,26,144,130,14,34,3,51,21,11,4,16,.262,.324,.392,.716,.344,0.51
