Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/albergu01.shtml"">Gus Alberts</a>",CL3,27,412,364,51,75,1,100,48,41,26,56,.206,.299,.275,.573,.282,1.22
"<a href=""https://www.baseball-reference.com/players/a/allenmy01.shtml"">Myron Allen</a>",KC2,34,146,136,23,29,0,43,10,9,4,14,.213,.267,.316,.583,.276,-0.02
"<a href=""https://www.baseball-reference.com/players/a/andreed01.shtml"">Ed Andrews</a>",PHI,29,552,528,75,126,3,157,44,21,35,41,.239,.272,.297,.569,.270,0.00
"<a href=""https://www.baseball-reference.com/players/a/andrewa01.shtml"">W. Andrews</a>",LS2,28,106,93,12,18,0,30,6,13,5,25,.194,.292,.323,.615,.295,0.35
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,36,563,515,101,177,12,257,84,47,28,24,.344,.400,.499,.899,.417,7.13
"<a href=""https://www.baseball-reference.com/players/a/arundtu01.shtml"">Tug Arundel</a>",WS8,26,56,51,2,10,0,12,3,5,1,10,.196,.268,.235,.503,.248,-0.41
"<a href=""https://www.baseball-reference.com/players/b/bakelje01.shtml"">J. Bakley</a>",CL3,24,221,194,19,26,1,31,9,26,1,68,.134,.240,.160,.400,.210,0.00
"<a href=""https://www.baseball-reference.com/players/b/baldwki01.shtml"">Kid Baldwin</a>",CN2,23,277,271,27,59,1,79,25,3,4,33,.218,.235,.292,.526,.246,0.16
"<a href=""https://www.baseball-reference.com/players/b/baldwla01.shtml"">Lady Baldwin</a>",DTN,29,26,23,5,6,0,6,3,3,0,3,.261,.346,.261,.607,.302,0.15
"<a href=""https://www.baseball-reference.com/players/b/baldwma01.shtml"">Mark Baldwin</a>",CHN,24,112,106,11,16,1,24,5,5,4,47,.151,.196,.226,.423,.203,0.00
"<a href=""https://www.baseball-reference.com/players/b/barklsa01.shtml"">Sam Barkley</a>",KC2,30,512,482,67,104,4,149,51,26,15,51,.216,.262,.309,.571,.270,-1.33
"<a href=""https://www.baseball-reference.com/players/b/bassech01.shtml"">C. Bassett</a>",IN3,25,519,481,58,116,2,148,60,32,24,41,.241,.297,.308,.604,.290,0.00
"<a href=""https://www.baseball-reference.com/players/b/bastich01.shtml"">C. Bastian</a>",PHI,30,309,275,30,53,1,62,17,27,12,41,.193,.282,.225,.507,.255,1.15
"<a href=""https://www.baseball-reference.com/players/b/beatied01.shtml"">Ed Beatin</a>",DTN,21,62,56,8,14,2,25,9,6,1,8,.250,.323,.446,.769,.356,0.49
"<a href=""https://www.baseball-reference.com/players/b/becklja01.shtml"">Jake Beckley</a>",PIT,20,292,283,35,97,0,118,27,7,20,22,.343,.363,.417,.780,.365,0.00
"<a href=""https://www.baseball-reference.com/players/b/bennech01.shtml"">C. Bennett</a>",DTN,33,291,258,32,68,5,103,29,31,4,40,.264,.347,.399,.746,.353,4.34
"<a href=""https://www.baseball-reference.com/players/b/bierblo01.shtml"">L. Bierbauer</a>",PH4,22,561,535,83,143,0,181,80,25,34,13,.267,.301,.338,.640,.301,2.53
"<a href=""https://www.baseball-reference.com/players/b/blairbi01.shtml"">Bill Blair</a>",PH4,24,14,13,1,4,0,5,1,1,0,4,.308,.357,.385,.742,.351,0.13
"<a href=""https://www.baseball-reference.com/players/b/blighne01.shtml"">Ned Bligh</a>",CN2,24,5,5,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.10
"<a href=""https://www.baseball-reference.com/players/b/borchge01.shtml"">G. Borchers</a>",CHN,19,34,33,3,2,0,4,2,1,1,13,.061,.088,.121,.209,.101,-0.41
"<a href=""https://www.baseball-reference.com/players/b/boylehe01.shtml"">Henry Boyle</a>",IN3,27,132,125,13,18,1,23,6,6,1,31,.144,.189,.184,.373,.183,-0.43
"<a href=""https://www.baseball-reference.com/players/b/boyleja01.shtml"">Jack Boyle</a>",SL4,22,273,257,33,62,1,75,23,13,11,40,.241,.286,.292,.578,.277,0.80
"<a href=""https://www.baseball-reference.com/players/b/bradlge01.shtml"">G. Bradley</a>",BL2,35,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.13
"<a href=""https://www.baseball-reference.com/players/b/brennji01.shtml"">Jack Brennan</a>",KC2,24,123,118,5,20,0,22,6,3,3,9,.169,.203,.186,.390,.190,-0.67
"<a href=""https://www.baseball-reference.com/players/b/briodfa01.shtml"">Fatty Briody</a>",KC2,29,49,48,1,10,0,11,8,1,0,6,.208,.224,.229,.454,.216,-0.22
"<a href=""https://www.baseball-reference.com/players/b/brougca01.shtml"">C. Broughton</a>",DTN,27,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.07
"<a href=""https://www.baseball-reference.com/players/b/broutda01.shtml"">D. Brouthers</a>",DTN,30,602,522,118,160,9,242,66,68,34,13,.307,.399,.464,.862,.404,6.74
"<a href=""https://www.baseball-reference.com/players/b/brownpe01.shtml"">P. Browning</a>",LS2,27,424,383,58,120,3,167,72,37,36,38,.313,.380,.436,.816,.383,0.00
"<a href=""https://www.baseball-reference.com/players/b/brownto01.shtml"">Tom Brown</a>",BSN,27,451,420,62,104,9,155,49,30,46,68,.248,.299,.369,.668,.314,1.20
"<a href=""https://www.baseball-reference.com/players/b/brownwi01.shtml"">W. Brown</a>",NY1,?,60,59,4,16,0,17,6,1,1,8,.271,.283,.288,.571,.270,-0.32
"<a href=""https://www.baseball-reference.com/players/b/brynato01.shtml"">Tod Brynan</a>",CHN,24,11,11,1,2,0,4,1,0,0,3,.182,.182,.364,.545,.242,0.00
"<a href=""https://www.baseball-reference.com/players/b/buckldi01.shtml"">Dick Buckley</a>",IN3,29,266,260,28,71,5,101,22,6,4,24,.273,.289,.388,.678,.314,0.00
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">C. Buffinton</a>",PHI,27,167,160,14,29,0,35,12,7,1,5,.181,.216,.219,.434,.209,-0.02
"<a href=""https://www.baseball-reference.com/players/b/burdibi01.shtml"">Bill Burdick</a>",IN3,28,72,68,6,10,0,10,1,2,0,11,.147,.194,.147,.342,.173,-0.26
"<a href=""https://www.baseball-reference.com/players/b/burdoja01.shtml"">Jack Burdock</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteburdoja01"" style=""display:none;""></input><label for=""footnoteburdoja01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivburdoja01"">BSN, BR3</div></span>",36,341,325,20,46,1,54,12,10,10,44,.142,.182,.166,.348,.172,-0.20
"<a href=""https://www.baseball-reference.com/players/b/burnehe01.shtml"">H. Burnett</a>",LS2,22,5,4,1,0,0,0,0,1,1,4,.000,.200,.000,.200,.146,-0.05
"<a href=""https://www.baseball-reference.com/players/b/burnsji01.shtml"">Jim Burns</a>",KC2,?,70,66,13,20,0,20,4,1,6,3,.303,.343,.303,.646,.313,0.10
"<a href=""https://www.baseball-reference.com/players/b/burnsoy01.shtml"">Oyster Burns</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteburnsoy01"" style=""display:none;""></input><label for=""footnoteburnsoy01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivburnsoy01"">BL2, BR3</div></span>",23,571,529,94,155,6,230,67,38,44,20,.293,.345,.435,.780,.338,3.33
