Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/ahearch01.shtml"">Bill Ahearn</a>",TRN,?,4,4,1,1,0,1,0,0,0,0,.250,.250,.250,.500,.228,-.16
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,28,370,356,54,120,1,149,74,14,0,12,.337,.362,.419,.781,.355,5.05
"<a href=""https://www.baseball-reference.com/players/b/bealsto01.shtml"">Tommy Beals</a>",CHN,29,47,46,4,7,0,7,3,1,0,6,.152,.170,.152,.322,.151,-.47
"<a href=""https://www.baseball-reference.com/players/b/bennech01.shtml"">Charlie Bennett</a>",WOR,25,203,193,20,44,0,59,18,10,0,30,.228,.266,.306,.572,.262,1.19
"<a href=""https://www.baseball-reference.com/players/b/berghjo01.shtml"">John Bergh</a>",BSN,22,42,40,2,8,0,11,0,2,0,5,.200,.238,.275,.513,.237,.03
"<a href=""https://www.baseball-reference.com/players/b/bondto01.shtml"">Tommy Bond</a>",BSN,24,290,282,27,62,0,68,24,8,0,14,.220,.241,.241,.483,.223,-.28
"<a href=""https://www.baseball-reference.com/players/b/bootham01.shtml"">Amos Booth</a>",CN1,31,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.03
"<a href=""https://www.baseball-reference.com/players/b/bradlge01.shtml"">George Bradley</a>",PRO,27,314,309,32,70,0,89,23,5,0,38,.227,.239,.288,.527,.239,.00
"<a href=""https://www.baseball-reference.com/players/b/briodfa01.shtml"">Fatty Briody</a>",TRN,21,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.22
"<a href=""https://www.baseball-reference.com/players/b/broutda01.shtml"">Dan Brouthers</a>",TRN,22,13,12,0,2,0,2,1,1,0,0,.167,.231,.167,.397,.194,-.13
"<a href=""https://www.baseball-reference.com/players/b/burdoja01.shtml"">Jack Burdock</a>",BSN,28,364,356,58,90,2,121,35,8,0,26,.253,.269,.340,.609,.276,.00
"<a href=""https://www.baseball-reference.com/players/b/burnsto01.shtml"">Tom Burns</a>",CHN,23,345,333,47,103,0,126,43,12,0,23,.309,.333,.378,.712,.324,2.56
"<a href=""https://www.baseball-reference.com/players/b/bushodo01.shtml"">Doc Bushong</a>",WOR,23,147,146,13,25,0,28,19,1,0,16,.171,.177,.192,.369,.168,.01
"<a href=""https://www.baseball-reference.com/players/c/carpehi01.shtml"">Hick Carpenter</a>",CN1,24,302,300,32,72,0,86,23,2,0,15,.240,.245,.287,.532,.241,-.01
"<a href=""https://www.baseball-reference.com/players/c/caskied01.shtml"">Ed Caskin</a>",TRN,28,340,333,36,75,0,88,28,7,0,24,.225,.241,.264,.505,.231,1.10
