Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ML1,26,664,590,102,172,40,334,126,60,16,63,.292,.352,.566,.919,.392,8.00
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",WS1,27,1,1,1,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,.905,0.00
"<a href=""https://www.baseball-reference.com/players/a/adairje01.shtml"">Jerry Adair</a>",BAL,23,5,5,1,1,1,4,1,0,0,0,.200,.200,.800,1.000,.425,0.00
"<a href=""https://www.baseball-reference.com/players/a/adcocjo01.shtml"">Joe Adcock</a>",ML1,32,570,514,55,153,25,257,91,46,2,86,.298,.354,.500,.854,.373,3.68
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",DET,29,30,28,0,1,0,1,0,0,0,19,.036,.036,.036,.071,.032,-0.48
"<a href=""https://www.baseball-reference.com/players/a/allisbo01.shtml"">Bob Allison</a>",WS1,25,604,501,79,126,15,207,69,92,11,94,.251,.367,.413,.780,.352,2.40
"<a href=""https://www.baseball-reference.com/players/a/aloufe01.shtml"">Felipe Alou</a>",SFN,25,347,322,48,85,8,132,44,16,10,42,.264,.299,.410,.709,.313,0.00
"<a href=""https://www.baseball-reference.com/players/a/alouma01.shtml"">Matty Alou</a>",SFN,21,3,3,1,1,0,1,0,0,0,0,.333,.333,.333,.667,.302,0.00
"<a href=""https://www.baseball-reference.com/players/a/altmage01.shtml"">G. Altman</a>",CHN,27,372,334,50,89,13,152,51,32,4,67,.266,.330,.455,.785,.342,1.18
"<a href=""https://www.baseball-reference.com/players/a/alvarro01.shtml"">R. Alvarez</a>",CIN,22,9,9,1,1,0,1,0,0,0,3,.111,.111,.111,.222,.101,-0.10
"<a href=""https://www.baseball-reference.com/players/a/amalfjo01.shtml"">J. Amalfitano</a>",SFN,26,361,328,47,91,1,115,27,26,2,31,.277,.335,.351,.686,.312,1.75
"<a href=""https://www.baseball-reference.com/players/a/amaroru01.shtml"">Ruben Amaro</a>",PHI,24,292,264,25,61,0,72,16,21,0,32,.231,.292,.273,.564,.260,-0.41
"<a href=""https://www.baseball-reference.com/players/a/amorosa01.shtml"">Sandy Amoros</a>",2,30,97,81,8,12,1,15,7,15,0,12,.148,.278,.185,.464,.229,-0.13
"<a href=""https://www.baseball-reference.com/players/a/anderbo01.shtml"">Bob Anderson</a>",CHN,24,82,71,4,12,0,12,1,4,0,26,.169,.221,.169,.390,.187,0.08
"<a href=""https://www.baseball-reference.com/players/a/anderha02.shtml"">H. Anderson</a>",2,28,184,159,16,34,6,57,21,21,0,39,.214,.311,.358,.670,.304,-0.20
"<a href=""https://www.baseball-reference.com/players/a/antonjo02.shtml"">J. Antonelli</a>",SFN,30,37,34,2,8,0,10,1,2,1,6,.235,.278,.294,.572,.261,0.19
"<a href=""https://www.baseball-reference.com/players/a/aparilu01.shtml"">L. Aparicio</a>",CHA,26,670,600,86,166,2,206,61,43,51,39,.277,.323,.343,.666,.301,5.55
"<a href=""https://www.baseball-reference.com/players/a/arroylu01.shtml"">Luis Arroyo</a>",NYA,33,6,5,0,0,0,0,1,1,0,1,.000,.167,.000,.167,.118,0.00
"<a href=""https://www.baseball-reference.com/players/a/ashburi01.shtml"">R. Ashburn</a>",CHN,33,672,547,99,159,0,185,40,116,16,50,.291,.415,.338,.753,.355,4.42
"<a href=""https://www.baseball-reference.com/players/a/asprobo01.shtml"">B. Aspromonte</a>",LAN,22,56,55,1,10,1,14,6,0,1,6,.182,.196,.255,.451,.203,-0.78
"<a href=""https://www.baseball-reference.com/players/a/asproke01.shtml"">K. Aspromonte</a>",2,28,524,462,65,133,10,185,48,53,4,33,.288,.362,.400,.762,.346,0.00
"<a href=""https://www.baseball-reference.com/players/a/averiea02.shtml"">Earl Averill</a>",2,28,135,116,16,27,1,34,15,15,1,18,.233,.321,.293,.614,.276,-0.32
"<a href=""https://www.baseball-reference.com/players/a/azcuejo01.shtml"">Joe Azcue</a>",CIN,20,33,31,1,3,0,3,3,2,0,6,.097,.152,.097,.248,.125,0.00
"<a href=""https://www.baseball-reference.com/players/b/baileed01.shtml"">Ed Bailey</a>",CIN,29,510,441,52,115,13,179,67,59,1,70,.261,.346,.406,.752,.333,0.00
"<a href=""https://www.baseball-reference.com/players/b/bakerge02.shtml"">Gene Baker</a>",PIT,35,40,37,5,9,0,9,4,2,0,9,.243,.275,.243,.518,.239,-0.30
"<a href=""https://www.baseball-reference.com/players/b/bankser01.shtml"">Ernie Banks</a>",CHN,29,678,597,94,162,41,331,117,71,1,69,.271,.350,.554,.904,.381,7.87
"<a href=""https://www.baseball-reference.com/players/b/barbest01.shtml"">Steve Barber</a>",BAL,22,63,54,1,3,0,3,1,5,0,32,.056,.136,.056,.191,.106,0.00
"<a href=""https://www.baseball-reference.com/players/b/barkera01.shtml"">Ray Barker</a>",BAL,24,6,6,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.19
"<a href=""https://www.baseball-reference.com/players/b/barnefr02.shtml"">Frank Barnes</a>",SLN,33,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.05
"<a href=""https://www.baseball-reference.com/players/b/barondi01.shtml"">Dick Barone</a>",PIT,27,6,6,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.16
"<a href=""https://www.baseball-reference.com/players/b/batteea01.shtml"">Earl Battey</a>",WS1,25,530,466,49,126,15,199,60,48,4,68,.270,.346,.427,.773,.344,3.19
"<a href=""https://www.baseball-reference.com/players/b/bauerha01.shtml"">Hank Bauer</a>",KC1,37,285,255,30,70,3,94,31,21,1,36,.275,.326,.369,.695,.312,-1.69
"<a href=""https://www.baseball-reference.com/players/b/baumafr01.shtml"">F. Baumann</a>",CHA,26,62,52,2,8,0,9,6,9,0,25,.154,.274,.173,.447,.226,0.00
"<a href=""https://www.baseball-reference.com/players/b/bautaed01.shtml"">Ed Bauta</a>",SLN,25,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,0.00
"<a href=""https://www.baseball-reference.com/players/b/becquju01.shtml"">J. Becquer</a>",WS1,28,314,298,41,75,4,116,35,12,1,35,.252,.282,.389,.671,.294,-1.09
"<a href=""https://www.baseball-reference.com/players/b/bellga01.shtml"">Gary Bell</a>",CLE,23,58,47,6,7,0,8,3,2,1,9,.149,.200,.170,.370,.177,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellgu01.shtml"">Gus Bell</a>",CIN,31,554,515,65,135,12,200,62,29,4,40,.262,.300,.388,.688,.305,0.00
"<a href=""https://www.baseball-reference.com/players/b/berbelo01.shtml"">Lou Berberet</a>",DET,30,278,232,18,45,5,64,23,41,2,31,.194,.313,.276,.589,.275,-0.03
"<a href=""https://www.baseball-reference.com/players/b/berrayo01.shtml"">Yogi Berra</a>",NYA,35,404,359,46,99,15,160,62,38,2,23,.276,.347,.446,.792,.349,2.22
