Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsbo04.shtml"">Bob Adams</a>",DET,25,24,24,2,6,2,13,2,0,0,5,.250,.250,.542,.792,.339,-.04
"<a href=""https://www.baseball-reference.com/players/a/adamsgl01.shtml"">Glenn Adams</a>",MIN,29,290,269,32,91,6,126,49,18,0,30,.338,.376,.468,.844,.370,1.37
"<a href=""https://www.baseball-reference.com/players/a/adamsmi02.shtml"">Mike Adams</a>",CHN,28,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.07
"<a href=""https://www.baseball-reference.com/players/a/aikenwi01.shtml"">Willie Aikens</a>",CAL,22,101,91,5,18,0,22,6,10,1,23,.198,.277,.242,.519,.236,-.65
"<a href=""https://www.baseball-reference.com/players/a/alcalsa01.shtml"">Santo Alcala</a>",2,24,30,28,1,2,1,5,2,0,0,15,.071,.071,.179,.250,.107,-.19
"<a href=""https://www.baseball-reference.com/players/a/alexaga01.shtml"">Gary Alexander</a>",SFN,24,143,119,17,36,5,59,20,20,3,33,.303,.406,.496,.901,.394,.00
"<a href=""https://www.baseball-reference.com/players/a/alexama01.shtml"">Matt Alexander</a>",OAK,30,47,42,24,10,0,11,2,4,26,6,.238,.304,.262,.566,.266,-.67
"<a href=""https://www.baseball-reference.com/players/a/allendi01.shtml"">Dick Allen</a>",OAK,35,200,171,19,41,5,60,31,24,1,36,.240,.330,.351,.681,.311,.24
"<a href=""https://www.baseball-reference.com/players/a/almonbi01.shtml"">Bill Almon</a>",SDN,24,670,613,75,160,2,206,43,37,20,114,.261,.303,.336,.639,.288,.00
"<a href=""https://www.baseball-reference.com/players/a/alomasa01.shtml"">Sandy Alomar</a>",TEX,33,97,83,21,22,1,28,11,8,4,13,.265,.333,.337,.671,.307,-.27
"<a href=""https://www.baseball-reference.com/players/a/alstode01.shtml"">Dell Alston</a>",NYA,24,45,40,10,13,1,20,4,3,3,4,.325,.364,.500,.864,.376,.18
"<a href=""https://www.baseball-reference.com/players/a/alvarlu01.shtml"">Luis Alvarado</a>",2,28,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.01
"<a href=""https://www.baseball-reference.com/players/a/andermi01.shtml"">Mike Anderson</a>",SLN,26,169,154,18,34,4,52,17,14,2,31,.221,.286,.338,.623,.283,.54
"<a href=""https://www.baseball-reference.com/players/a/andrefr01.shtml"">Fred Andrews</a>",PHI,25,25,23,3,4,0,6,2,1,1,5,.174,.200,.261,.461,.201,-.20
"<a href=""https://www.baseball-reference.com/players/a/andrero01.shtml"">Rob Andrews</a>",SFN,24,500,436,60,115,0,132,25,56,5,33,.264,.345,.303,.648,.302,-.16
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">Joaquin Andujar</a>",HOU,24,60,53,6,10,0,12,2,3,0,27,.189,.232,.226,.459,.212,.23
"<a href=""https://www.baseball-reference.com/players/a/apodabo01.shtml"">Bob Apodaca</a>",NYN,27,7,6,0,1,0,1,1,0,0,3,.167,.167,.167,.333,.150,-.03
"<a href=""https://www.baseball-reference.com/players/a/armasto01.shtml"">Tony Armas</a>",OAK,23,392,363,26,87,13,138,53,20,1,99,.240,.274,.380,.654,.285,.52
"<a href=""https://www.baseball-reference.com/players/a/armbred01.shtml"">Ed Armbrister</a>",CIN,28,91,78,12,20,1,33,5,10,5,21,.256,.337,.423,.760,.337,-.36
"<a href=""https://www.baseball-reference.com/players/a/ashbyal01.shtml"">Alan Ashby</a>",TOR,25,459,396,25,83,2,111,29,50,0,51,.210,.301,.280,.581,.269,.40
"<a href=""https://www.baseball-reference.com/players/a/ashfotu01.shtml"">Tucker Ashford</a>",SDN,22,277,249,25,54,3,81,24,21,2,35,.217,.278,.325,.604,.267,-.26
"<a href=""https://www.baseball-reference.com/players/a/asselbr01.shtml"">Brian Asselstine</a>",ATL,23,134,124,12,26,4,44,17,9,1,10,.210,.263,.355,.618,.273,-.32
"<a href=""https://www.baseball-reference.com/players/a/atkinbi01.shtml"">Bill Atkinson</a>",MON,22,6,5,0,1,0,1,0,0,0,1,.200,.200,.200,.400,.180,-.01
"<a href=""https://www.baseball-reference.com/players/a/auerbri01.shtml"">Rick Auerbach</a>",CIN,27,52,45,5,7,0,9,3,4,0,7,.156,.216,.200,.416,.194,-.41
"<a href=""https://www.baseball-reference.com/players/a/aultdo01.shtml"">Doug Ault</a>",TOR,27,494,445,44,109,11,170,64,39,4,68,.245,.310,.382,.692,.306,.47
"<a href=""https://www.baseball-reference.com/players/a/avilera01.shtml"">Ramon Aviles</a>",BOS,25,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.02
"<a href=""https://www.baseball-reference.com/players/a/ayalabe01.shtml"">Benny Ayala</a>",SLN,26,3,3,0,1,0,1,0,0,0,1,.333,.333,.333,.667,.301,.10
"<a href=""https://www.baseball-reference.com/players/b/baezjo01.shtml"">Jose Baez</a>",SEA,23,333,305,39,79,1,98,17,19,6,20,.259,.305,.321,.626,.284,1.56
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",2,32,49,42,0,5,0,7,7,3,0,18,.119,.178,.167,.344,.164,.00
"<a href=""https://www.baseball-reference.com/players/b/bailebo01.shtml"">Bob Bailey</a>",2,34,94,81,9,20,2,30,11,12,1,11,.247,.340,.370,.711,.307,-.09
"<a href=""https://www.baseball-reference.com/players/b/bailobo01.shtml"">Bob Bailor</a>",TOR,25,523,496,62,154,5,200,32,17,15,26,.310,.335,.403,.738,.328,2.07
"<a href=""https://www.baseball-reference.com/players/b/bakerdu01.shtml"">Dusty Baker</a>",LAN,28,604,533,86,155,30,273,86,58,2,89,.291,.364,.512,.876,.381,3.52
"<a href=""https://www.baseball-reference.com/players/b/bakerja01.shtml"">Jack Baker</a>",BOS,27,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.10
"<a href=""https://www.baseball-reference.com/players/b/baldwri01.shtml"">Rick Baldwin</a>",NYN,24,4,4,1,2,0,2,0,0,0,2,.500,.500,.500,1.000,.451,.12
"<a href=""https://www.baseball-reference.com/players/b/bandosa01.shtml"">Sal Bando</a>",ML4,33,666,580,65,145,17,229,82,75,4,89,.250,.336,.395,.731,.328,3.62
"<a href=""https://www.baseball-reference.com/players/b/bannial01.shtml"">Alan Bannister</a>",CHA,25,630,560,87,154,3,189,57,54,4,49,.275,.335,.338,.672,.305,-.44
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">Floyd Bannister</a>",HOU,22,55,48,4,9,0,9,1,1,0,14,.188,.204,.188,.392,.180,-.05
"<a href=""https://www.baseball-reference.com/players/b/barrji01.shtml"">Jim Barr</a>",SFN,29,92,76,2,10,0,12,9,2,0,22,.132,.165,.158,.322,.151,-.33
"<a href=""https://www.baseball-reference.com/players/b/bassra01.shtml"">Randy Bass</a>",MIN,23,19,19,0,2,0,2,0,0,0,5,.105,.105,.105,.211,.095,-.36
"<a href=""https://www.baseball-reference.com/players/b/baylodo01.shtml"">Don Baylor</a>",CAL,28,645,561,87,141,25,243,75,62,26,76,.251,.334,.433,.768,.337,.43
"<a href=""https://www.baseball-reference.com/players/b/beaslle01.shtml"">Lew Beasley</a>",TEX,28,37,32,5,7,0,8,3,2,1,2,.219,.257,.250,.507,.232,-.60
"<a href=""https://www.baseball-reference.com/players/b/belanma01.shtml"">Mark Belanger</a>",BAL,33,458,402,39,83,2,110,30,43,15,68,.206,.287,.274,.560,.260,2.66
"<a href=""https://www.baseball-reference.com/players/b/bellbu01.shtml"">Buddy Bell</a>",CLE,25,538,479,64,140,11,204,64,45,1,63,.292,.351,.426,.777,.343,.00
"<a href=""https://www.baseball-reference.com/players/b/bellke01.shtml"">Kevin Bell</a>",CHA,21,32,28,4,5,1,9,6,3,0,8,.179,.250,.321,.571,.256,-.20
"<a href=""https://www.baseball-reference.com/players/b/belloro01.shtml"">Rob Belloir</a>",ATL,28,1,1,2,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.01
"<a href=""https://www.baseball-reference.com/players/b/benchjo01.shtml"">Johnny Bench</a>",CIN,29,560,494,67,136,31,267,109,58,2,95,.275,.348,.540,.889,.380,4.98
"<a href=""https://www.baseball-reference.com/players/b/beniqju01.shtml"">Juan Beniquez</a>",TEX,27,478,424,56,114,10,175,50,43,26,43,.269,.336,.413,.749,.335,2.70
"<a href=""https://www.baseball-reference.com/players/b/bergmda01.shtml"">Dave Bergman</a>",NYA,24,5,4,1,1,0,1,1,0,0,0,.250,.200,.250,.450,.180,-.12
"<a href=""https://www.baseball-reference.com/players/b/bernavi01.shtml"">Victor Bernal</a>",SDN,23,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.02
