Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbeybe01.shtml"">Bert Abbey</a>",BRO,26,73,63,7,12,0,17,7,6,0,13,.190,.261,.270,.531,.259,-.09
"<a href=""https://www.baseball-reference.com/players/a/abbeych01.shtml"">Charlie Abbey</a>",WAS,29,342,301,47,79,1,106,49,27,16,20,.262,.331,.352,.683,.329,-.70
"<a href=""https://www.baseball-reference.com/players/a/anderjo01.shtml"">John Anderson</a>",BRO,22,451,430,70,135,1,195,55,18,37,23,.314,.344,.453,.798,.368,1.73
"<a href=""https://www.baseball-reference.com/players/a/anderva01.shtml"">Varney Anderson</a>",WAS,30,5,5,1,3,0,4,2,0,0,1,.600,.600,.800,1.400,.646,.12
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,44,459,402,72,133,2,161,90,49,24,10,.331,.407,.400,.808,.392,2.39
"<a href=""https://www.baseball-reference.com/players/b/banksbi01.shtml"">Bill Yerrick</a>",BSN,22,12,11,0,3,0,3,0,1,0,3,.273,.333,.273,.606,.305,.00
"<a href=""https://www.baseball-reference.com/players/b/bannoji01.shtml"">Jimmy Bannon</a>",BSN,25,385,344,53,87,0,106,50,32,16,23,.253,.318,.308,.626,.307,-.50
"<a href=""https://www.baseball-reference.com/players/b/bannoto01.shtml"">Tom Bannon</a>",NY1,27,8,7,1,1,0,2,0,1,0,1,.143,.250,.286,.536,.261,-.05
"<a href=""https://www.baseball-reference.com/players/b/becklja01.shtml"">Jake Beckley</a>",2,28,455,399,81,110,9,170,70,31,19,35,.276,.351,.426,.777,.352,.00
"<a href=""https://www.baseball-reference.com/players/b/bergema01.shtml"">Marty Bergen</a>",BSN,24,263,245,39,66,4,92,37,11,6,22,.269,.309,.376,.684,.321,.42
"<a href=""https://www.baseball-reference.com/players/b/bierblo01.shtml"">Lou Bierbauer</a>",PIT,30,265,258,33,74,0,96,39,5,7,7,.287,.300,.372,.672,.313,.75
"<a href=""https://www.baseball-reference.com/players/b/blakeha01.shtml"">Harry Blake</a>",CL4,22,438,383,66,92,1,117,43,46,10,30,.240,.322,.305,.627,.310,-.82
"<a href=""https://www.baseball-reference.com/players/b/bonnefr01.shtml"">Frank Bonner</a>",BRO,26,38,34,8,6,0,8,5,2,1,8,.176,.263,.235,.498,.254,.00
"<a href=""https://www.baseball-reference.com/players/b/bowency01.shtml"">Cy Bowen</a>",NY1,25,6,3,1,1,0,1,1,1,0,2,.333,.500,.333,.833,.436,.05
"<a href=""https://www.baseball-reference.com/players/b/bowerfr01.shtml"">Frank Bowerman</a>",BLN,27,17,16,0,2,0,2,4,1,0,0,.125,.176,.125,.301,.159,-.17
"<a href=""https://www.baseball-reference.com/players/b/boydja01.shtml"">Jake Boyd</a>",WAS,22,15,13,1,1,0,1,1,1,0,1,.077,.200,.077,.277,.170,-.11
"<a href=""https://www.baseball-reference.com/players/b/boyleed01.shtml"">Eddie Boyle</a>",2,22,16,14,0,0,0,0,0,2,0,3,.000,.125,.000,.125,.098,-.25
"<a href=""https://www.baseball-reference.com/players/b/boyleja01.shtml"">Jack Boyle</a>",PHI,30,158,145,17,43,1,52,28,6,3,7,.297,.346,.359,.705,.340,.07
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">Theodore Breitenstein</a>",SLN,27,182,162,21,42,0,51,12,13,8,26,.259,.314,.315,.629,.306,.24
"<a href=""https://www.baseball-reference.com/players/b/briggbu01.shtml"">Buttons Briggs</a>",CHN,20,85,78,5,10,0,14,6,7,0,14,.128,.200,.179,.379,.193,-.61
"<a href=""https://www.baseball-reference.com/players/b/brodist01.shtml"">Steve Brodie</a>",BLN,27,573,516,98,153,2,200,87,36,25,17,.297,.363,.388,.751,.361,.00
"<a href=""https://www.baseball-reference.com/players/b/broutda01.shtml"">Dan Brouthers</a>",PHI,38,267,218,42,75,1,97,41,44,7,11,.344,.462,.445,.907,.441,2.04
"<a href=""https://www.baseball-reference.com/players/b/brownto01.shtml"">Tom Brown</a>",WAS,35,513,435,87,128,2,163,59,58,28,49,.294,.385,.375,.759,.371,1.12
"<a href=""https://www.baseball-reference.com/players/b/burkeed01.shtml"">Eddie Burke</a>",CIN,29,575,521,120,177,1,222,52,41,53,29,.340,.392,.426,.818,.390,2.35
"<a href=""https://www.baseball-reference.com/players/b/burkeje01.shtml"">Jesse Burkett</a>",CL4,27,647,586,160,240,6,317,72,49,34,19,.410,.461,.541,1.002,.468,5.56
"<a href=""https://www.baseball-reference.com/players/b/burrebu01.shtml"">Buster Burrell</a>",BRO,29,225,206,19,62,0,79,23,15,1,13,.301,.348,.383,.732,.349,.54
"<a href=""https://www.baseball-reference.com/players/c/campfsa01.shtml"">Sal Campfield</a>",NY1,28,13,12,2,2,0,3,3,1,0,2,.167,.231,.250,.481,.235,-.04
"<a href=""https://www.baseball-reference.com/players/c/carseki01.shtml"">Kid Carsey</a>",PHI,23,95,81,13,18,0,24,7,11,1,12,.222,.315,.296,.612,.303,.15
"<a href=""https://www.baseball-reference.com/players/c/cartwed01.shtml"">Ed Cartwright</a>",WAS,36,561,499,76,138,1,176,62,54,28,44,.277,.350,.353,.702,.341,.30
"<a href=""https://www.baseball-reference.com/players/c/cassipe01.shtml"">Pete Cassidy</a>",LS3,23,198,184,16,39,0,42,12,7,5,7,.212,.256,.228,.485,.242,-1.19
"<a href=""https://www.baseball-reference.com/players/c/chambel01.shtml"">Ice Box Chamberlain</a>",CL4,28,4,3,1,0,0,0,0,1,0,1,.000,.250,.000,.250,.196,-.03
"<a href=""https://www.baseball-reference.com/players/c/childcu01.shtml"">Cupid Childs</a>",CL4,28,615,498,106,177,1,222,106,100,25,18,.355,.467,.446,.913,.443,6.50
"<a href=""https://www.baseball-reference.com/players/c/clarkbo02.shtml"">Boileryard Clarke</a>",BLN,27,330,300,48,89,2,123,71,14,7,12,.297,.345,.410,.755,.355,.96
"<a href=""https://www.baseball-reference.com/players/c/clarkda01.shtml"">Dad Clarke</a>",NY1,31,161,147,11,30,0,32,10,12,0,19,.204,.269,.218,.486,.248,.00
"<a href=""https://www.baseball-reference.com/players/c/clarkda02.shtml"">Dad Clarkson</a>",BLN,29,21,18,4,5,0,5,2,2,0,3,.278,.350,.278,.628,.318,.05
"<a href=""https://www.baseball-reference.com/players/c/clarkfr01.shtml"">Fred Clarke</a>",LS3,23,581,517,96,168,9,246,79,43,34,34,.325,.392,.476,.868,.405,3.20
"<a href=""https://www.baseball-reference.com/players/c/clarkwi01.shtml"">Willie Clark</a>",NY1,25,272,247,38,72,0,92,33,15,8,12,.291,.352,.372,.724,.349,.62
"<a href=""https://www.baseball-reference.com/players/c/clausfr01.shtml"">Fritz Clausen</a>",LS3,27,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.08
"<a href=""https://www.baseball-reference.com/players/c/clemeja01.shtml"">Jack Clements</a>",PHI,31,212,184,35,66,5,100,45,17,2,14,.359,.427,.543,.971,.447,2.51
"<a href=""https://www.baseball-reference.com/players/c/clingbi01.shtml"">Billy Clingman</a>",LS3,26,487,423,57,99,2,119,37,57,19,51,.234,.329,.281,.611,.308,.91
"<a href=""https://www.baseball-reference.com/players/c/colliji01.shtml"">Jimmy Collins</a>",BSN,26,350,304,48,90,1,121,46,30,10,12,.296,.374,.398,.772,.371,2.14
"<a href=""https://www.baseball-reference.com/players/c/connafr01.shtml"">Frank Connaughton</a>",NY1,27,347,315,53,82,2,95,43,25,22,7,.260,.319,.302,.620,.305,.28
"<a href=""https://www.baseball-reference.com/players/c/connoro01.shtml"">Roger Connor</a>",SLN,38,537,483,71,137,11,209,72,52,10,14,.284,.356,.433,.788,.369,2.95
"<a href=""https://www.baseball-reference.com/players/c/cooledu01.shtml"">Duff Cooley</a>",2,23,492,453,92,139,2,170,35,25,30,19,.307,.343,.375,.718,.334,.27
"<a href=""https://www.baseball-reference.com/players/c/corbejo01.shtml"">Joe Corbett</a>",BLN,20,22,22,0,6,0,9,3,0,0,4,.273,.273,.409,.682,.308,.02
"<a href=""https://www.baseball-reference.com/players/c/corcoto01.shtml"">Tommy Corcoran</a>",BRO,27,560,532,63,154,3,192,73,15,16,13,.289,.310,.361,.671,.316,2.30
"<a href=""https://www.baseball-reference.com/players/c/crigelo01.shtml"">Lou Criger</a>",CL4,24,6,5,0,0,0,0,0,1,1,0,.000,.167,.000,.167,.130,.01
"<a href=""https://www.baseball-reference.com/players/c/crookja01.shtml"">Jack Crooks</a>",2,30,250,206,39,53,5,78,35,36,10,16,.257,.376,.379,.754,.363,.42
"<a href=""https://www.baseball-reference.com/players/c/crossla01.shtml"">Lave Cross</a>",PHI,30,453,406,63,104,1,140,73,32,8,14,.256,.312,.345,.657,.314,.00
"<a href=""https://www.baseball-reference.com/players/c/crossmo01.shtml"">Monte Cross</a>",SLN,26,502,427,66,104,6,144,52,58,40,48,.244,.342,.337,.679,.333,.22
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">Bert Cunningham</a>",LS3,30,94,88,11,22,2,35,15,5,0,14,.250,.290,.398,.688,.316,.25
"<a href=""https://www.baseball-reference.com/players/c/cuppyni01.shtml"">Nig Cuppy</a>",CL4,26,166,141,29,38,1,50,20,20,1,21,.270,.364,.355,.719,.352,.67
"<a href=""https://www.baseball-reference.com/players/d/dahlebi01.shtml"">Bill Dahlen</a>",CHN,26,573,474,137,167,9,262,74,64,51,36,.352,.438,.553,.990,.456,6.80
"<a href=""https://www.baseball-reference.com/players/d/dailyco01.shtml"">Con Daily</a>",CHN,31,29,27,1,2,0,2,1,1,1,2,.074,.107,.074,.181,.097,-.53
"<a href=""https://www.baseball-reference.com/players/d/dalyto01.shtml"">Tom Daly</a>",BRO,30,262,224,43,63,3,97,29,33,19,25,.281,.385,.433,.819,.389,.96
