Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">B. Beck</a>",PHI,38,4,4,1,2,0,2,1,0,0,1,.500,.500,.500,1.000,.476,0.08
"<a href=""https://www.baseball-reference.com/players/b/beckehe02.shtml"">Heinz Becker</a>",CHN,27,78,69,5,10,0,10,2,9,0,6,.145,.244,.145,.389,.206,-0.67
"<a href=""https://www.baseball-reference.com/players/b/beggsjo01.shtml"">Joe Beggs</a>",CIN,32,39,35,4,5,0,5,4,2,0,10,.143,.189,.143,.332,.168,-0.11
"<a href=""https://www.baseball-reference.com/players/b/bensove01.shtml"">Vern Benson</a>",PHA,18,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/b/berrera01.shtml"">Ray Berres</a>",NY1,35,31,28,1,4,0,5,0,1,0,2,.143,.172,.179,.351,.171,-0.16
"<a href=""https://www.baseball-reference.com/players/b/bessehe01.shtml"">Herman Besse</a>",PHA,31,8,8,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.14
"<a href=""https://www.baseball-reference.com/players/b/bithohi01.shtml"">Hi Bithorn</a>",CHN,27,102,92,7,16,0,19,8,4,0,10,.174,.216,.207,.423,.208,0.01
"<a href=""https://www.baseball-reference.com/players/b/blackdo01.shtml"">Don Black</a>",PHA,26,73,69,5,13,0,13,2,2,1,16,.188,.211,.188,.400,.195,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bloodji01.shtml"">J. Bloodworth</a>",DET,25,519,474,41,114,6,163,52,29,4,59,.241,.289,.344,.632,.303,0.43
"<a href=""https://www.baseball-reference.com/players/b/bonhati01.shtml"">Tiny Bonham</a>",NYA,29,85,76,5,15,0,16,2,4,0,15,.197,.238,.211,.448,.220,0.03
"<a href=""https://www.baseball-reference.com/players/b/bordafr01.shtml"">F. Bordagaray</a>",BRO,33,302,268,47,81,0,103,19,30,6,15,.302,.379,.384,.763,.368,1.23
"<a href=""https://www.baseball-reference.com/players/b/borowha01.shtml"">Hank Borowy</a>",NYA,27,87,74,2,15,0,21,7,5,0,17,.203,.253,.284,.537,.259,0.00
"<a href=""https://www.baseball-reference.com/players/b/boudrlo01.shtml"">Lou Boudreau</a>",CLE,25,649,539,69,154,3,209,67,90,4,31,.286,.388,.388,.776,.375,8.05
"<a href=""https://www.baseball-reference.com/players/b/bowlech01.shtml"">C. Bowles</a>",PHA,26,8,8,0,1,0,1,1,0,0,1,.125,.125,.125,.250,.119,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bradfvi01.shtml"">Vic Bradford</a>",NY1,28,6,5,1,1,0,1,1,1,0,1,.200,.333,.200,.533,.280,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bragabo01.shtml"">Bobby Bragan</a>",BRO,25,242,220,17,58,2,75,24,15,0,16,.264,.311,.341,.652,.313,0.30
"<a href=""https://www.baseball-reference.com/players/b/brandbi01.shtml"">Bill Brandt</a>",PIT,28,8,7,0,1,0,1,0,0,0,0,.143,.143,.143,.286,.136,-0.05
"<a href=""https://www.baseball-reference.com/players/b/brazlal01.shtml"">Al Brazle</a>",SLN,29,32,32,4,9,0,12,4,0,0,2,.281,.281,.375,.656,.307,0.19
"<a href=""https://www.baseball-reference.com/players/b/brechha01.shtml"">H. Brecheen</a>",SLN,28,49,42,4,8,0,10,3,2,0,8,.190,.244,.238,.483,.238,0.13
"<a href=""https://www.baseball-reference.com/players/b/breuema01.shtml"">Marv Breuer</a>",NYA,29,4,3,0,1,0,1,0,1,0,0,.333,.500,.333,.833,.420,0.05
"<a href=""https://www.baseball-reference.com/players/b/brewsch01.shtml"">C. Brewster</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotebrewsch01"" style=""display:none;""></input><label for=""footnotebrewsch01"" class=""footnoteLabel"">2</label><div id=""footnoteDivbrewsch01"">CIN, PHI</div></span>",26,184,167,13,36,0,38,12,10,1,20,.216,.268,.228,.496,.246,-0.74
"<a href=""https://www.baseball-reference.com/players/b/bridgto01.shtml"">T. Bridges</a>",DET,36,73,64,4,14,0,17,3,5,0,14,.219,.275,.266,.541,.265,0.26
"<a href=""https://www.baseball-reference.com/players/b/brownji03.shtml"">Jimmy Brown</a>",SLN,33,120,110,6,20,0,28,8,6,0,1,.182,.224,.255,.479,.231,-0.23
"<a href=""https://www.baseball-reference.com/players/b/brownma01.shtml"">Mace Brown</a>",BOS,34,19,17,0,1,0,1,1,1,0,8,.059,.111,.059,.170,.093,-0.20
"<a href=""https://www.baseball-reference.com/players/b/brownno01.shtml"">Norm Brown</a>",PHA,24,3,3,1,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/b/brubabi01.shtml"">B. Brubaker</a>",BSN,32,21,19,3,8,0,11,1,2,0,2,.421,.476,.579,1.055,.494,0.27
"<a href=""https://www.baseball-reference.com/players/b/bruckea01.shtml"">E. Brucker</a>",PHA,42,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/burgobi01.shtml"">Bill Burgo</a>",PHA,23,76,70,12,26,1,37,9,4,0,1,.371,.421,.529,.950,.447,0.75
"<a href=""https://www.baseball-reference.com/players/b/burnsjo03.shtml"">Joe Burns</a>",BSN,27,148,135,12,28,1,34,5,8,2,25,.207,.262,.252,.514,.253,-0.49
"<a href=""https://www.baseball-reference.com/players/b/burrojo01.shtml"">John Burrows</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteburrojo01"" style=""display:none;""></input><label for=""footnoteburrojo01"" class=""footnoteLabel"">2</label><div id=""footnoteDivburrojo01"">PHA, CHN</div></span>",29,6,4,0,2,0,2,0,2,0,2,.500,.667,.500,1.167,.561,-0.02
"<a href=""https://www.baseball-reference.com/players/b/busbypa01.shtml"">Paul Busby</a>",PHI,24,48,40,13,10,0,11,5,2,2,1,.250,.286,.275,.561,.272,0.00
"<a href=""https://www.baseball-reference.com/players/b/busched01.shtml"">Ed Busch</a>",PHA,25,19,17,2,5,0,5,0,1,0,2,.294,.368,.294,.663,.329,-0.07
"<a href=""https://www.baseball-reference.com/players/b/butchma01.shtml"">Max Butcher</a>",PIT,32,70,61,1,10,0,12,4,2,0,5,.164,.190,.197,.387,.188,-0.07
"<a href=""https://www.baseball-reference.com/players/b/butkaed01.shtml"">Ed Butka</a>",WS1,27,9,9,0,3,0,4,1,0,0,3,.333,.333,.444,.778,.365,-0.01
"<a href=""https://www.baseball-reference.com/players/b/byerlbu01.shtml"">Bud Byerly</a>",SLN,23,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,0.00
"<a href=""https://www.baseball-reference.com/players/b/byrnemi01.shtml"">Milt Byrnes</a>",SLA,26,492,429,58,120,4,174,50,53,1,49,.280,.362,.406,.767,.367,2.52
"<a href=""https://www.baseball-reference.com/players/b/byrneto01.shtml"">Tommy Byrne</a>",NYA,23,14,11,0,1,0,1,0,2,0,3,.091,.231,.091,.322,.186,-0.08
"<a href=""https://www.baseball-reference.com/players/c/calvepa01.shtml"">Paul Calvert</a>",CLE,25,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/c/camelha01.shtml"">Hank Camelli</a>",PIT,28,4,3,1,0,0,0,0,1,0,0,.000,.250,.000,.250,.182,-0.03
"<a href=""https://www.baseball-reference.com/players/c/camildo01.shtml"">D. Camilli</a>",BRO,36,420,353,56,87,6,132,43,65,2,48,.246,.365,.374,.739,.360,1.72
"<a href=""https://www.baseball-reference.com/players/c/campaal01.shtml"">Al Campanis</a>",BRO,26,24,20,3,2,0,2,0,4,0,5,.100,.250,.100,.350,.201,-0.24
"<a href=""https://www.baseball-reference.com/players/c/candimi01.shtml"">Milo Candini</a>",WS1,25,62,56,2,9,1,13,4,0,0,14,.161,.161,.232,.393,.185,-0.06
"<a href=""https://www.baseball-reference.com/players/c/cardobe01.shtml"">Ben Cardoni</a>",BSN,22,7,7,0,0,0,0,0,0,0,5,.000,.000,.000,.000,.000,-0.13
"<a href=""https://www.baseball-reference.com/players/c/carraal01.shtml"">A. Carrasquel</a>",WS1,30,53,43,3,8,0,8,3,5,0,10,.186,.286,.186,.472,.246,0.14
"<a href=""https://www.baseball-reference.com/players/c/casege01.shtml"">George Case</a>",WS1,27,660,613,102,180,1,229,52,41,61,27,.294,.341,.374,.715,.342,4.09
"<a href=""https://www.baseball-reference.com/players/c/castege01.shtml"">G. Caster</a>",SLA,35,23,22,0,3,0,4,1,1,0,9,.136,.174,.182,.356,.175,0.00
"<a href=""https://www.baseball-reference.com/players/c/castivi01.shtml"">V. Castino</a>",CHA,25,113,101,14,23,2,30,16,12,0,11,.228,.310,.297,.607,.300,-0.33
"<a href=""https://www.baseball-reference.com/players/c/cavarph01.shtml"">P. Cavarretta</a>",CHN,26,620,530,93,154,8,223,73,75,3,42,.291,.382,.421,.802,.384,3.21
"<a href=""https://www.baseball-reference.com/players/c/centepe01.shtml"">Pete Center</a>",CLE,31,5,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.12
"<a href=""https://www.baseball-reference.com/players/c/chandsp01.shtml"">S. Chandler</a>",NYA,35,104,97,9,25,2,36,7,1,0,22,.258,.287,.371,.658,.314,0.83
"<a href=""https://www.baseball-reference.com/players/c/chartmi01.shtml"">Mike Chartak</a>",SLA,27,387,344,38,88,10,138,37,39,1,55,.256,.333,.401,.734,.352,0.74
"<a href=""https://www.baseball-reference.com/players/c/chaseke01.shtml"">Ken Chase</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotechaseke01"" style=""display:none;""></input><label for=""footnotechaseke01"" class=""footnoteLabel"">2</label><div id=""footnoteDivchaseke01"">BOS, NY1</div></span>",29,57,53,3,10,0,11,0,1,0,9,.189,.204,.208,.411,.198,-0.11
"<a href=""https://www.baseball-reference.com/players/c/chrisma01.shtml"">M. Christman</a>",SLA,29,364,336,31,91,2,118,35,19,0,19,.271,.318,.351,.669,.321,0.54
"<a href=""https://www.baseball-reference.com/players/c/chrisru01.shtml"">R. Christopher</a>",PHA,25,48,45,2,7,0,8,2,2,0,13,.156,.191,.178,.369,.182,-0.13
"<a href=""https://www.baseball-reference.com/players/c/ciolalo01.shtml"">Lou Ciola</a>",PHA,20,18,18,1,3,0,3,0,0,0,2,.167,.167,.167,.333,.159,-0.07
"<a href=""https://www.baseball-reference.com/players/c/claryel01.shtml"">Ellis Clary</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteclaryel01"" style=""display:none;""></input><label for=""footnoteclaryel01"" class=""footnoteLabel"">2</label><div id=""footnoteDivclaryel01"">WS1, SLA</div></span>",26,384,323,51,84,0,107,24,55,9,37,.260,.371,.331,.702,.322,1.48
"<a href=""https://www.baseball-reference.com/players/c/clayda01.shtml"">Dain Clay</a>",CIN,23,106,93,19,25,0,35,9,8,1,14,.269,.333,.376,.710,.339,-0.05
"<a href=""https://www.baseball-reference.com/players/c/cliftha01.shtml"">H. Clift</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotecliftha01"" style=""display:none;""></input><label for=""footnotecliftha01"" class=""footnoteLabel"">2</label><div id=""footnoteDivcliftha01"">SLA, WS1</div></span>",30,477,409,47,97,3,123,29,59,5,40,.237,.336,.301,.637,.300,1.05
"<a href=""https://www.baseball-reference.com/players/c/clydeto01.shtml"">Tom Clyde</a>",PHA,19,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/c/colmafr01.shtml"">Frank Colman</a>",PIT,25,68,59,9,16,0,22,4,8,0,7,.271,.358,.373,.731,.352,0.00
"<a href=""https://www.baseball-reference.com/players/c/congedi01.shtml"">Dick Conger</a>",PHI,22,18,16,0,1,0,1,0,2,0,3,.062,.167,.062,.229,.134,-0.11
"<a href=""https://www.baseball-reference.com/players/c/conrobi02.shtml"">Bill Conroy</a>",BOS,28,111,89,13,16,1,24,6,18,0,19,.180,.336,.270,.606,.311,0.14
"<a href=""https://www.baseball-reference.com/players/c/coombbo01.shtml"">Bobby Coombs</a>",NY1,35,3,2,0,0,0,0,0,1,0,0,.000,.333,.000,.333,.243,0.00
"<a href=""https://www.baseball-reference.com/players/c/coonejo01.shtml"">J. Cooney</a>",BRO,42,39,34,7,7,0,7,2,4,1,3,.206,.289,.206,.495,.252,-0.15
"<a href=""https://www.baseball-reference.com/players/c/coopemo01.shtml"">Mort Cooper</a>",SLN,30,107,100,7,17,1,23,11,2,0,14,.170,.186,.230,.416,.199,0.00
"<a href=""https://www.baseball-reference.com/players/c/coopewa01.shtml"">W. Cooper</a>",SLN,28,476,449,52,143,9,208,81,19,1,19,.318,.349,.463,.812,.383,0.00
"<a href=""https://www.baseball-reference.com/players/c/coscape01.shtml"">P. Coscarart</a>",PIT,30,546,491,57,119,0,150,48,46,4,48,.242,.307,.305,.613,.298,0.71
"<a href=""https://www.baseball-reference.com/players/c/crabtes01.shtml"">E. Crabtree</a>",CIN,39,285,254,25,70,2,88,26,25,1,17,.276,.345,.346,.692,.336,0.22
"<a href=""https://www.baseball-reference.com/players/c/cramedo01.shtml"">Doc Cramer</a>",DET,37,651,606,79,182,1,211,43,31,4,13,.300,.335,.348,.684,.328,1.49
"<a href=""https://www.baseball-reference.com/players/c/creedco01.shtml"">C. Creeden</a>",BSN,27,5,4,0,1,0,1,1,1,0,0,.250,.400,.250,.650,.336,0.04
"<a href=""https://www.baseball-reference.com/players/c/criscto01.shtml"">T. Criscola</a>",SLA,27,60,52,4,8,0,8,1,8,0,7,.154,.267,.154,.421,.224,-0.53
"<a href=""https://www.baseball-reference.com/players/c/cronijo01.shtml"">Joe Cronin</a>",BOS,36,88,77,8,24,5,43,29,11,0,4,.312,.398,.558,.956,.449,0.91
"<a href=""https://www.baseball-reference.com/players/c/crosefr01.shtml"">F. Crosetti</a>",NYA,32,395,348,36,81,2,97,20,36,4,47,.233,.317,.279,.596,.296,0.76
"<a href=""https://www.baseball-reference.com/players/c/cuccito01.shtml"">T. Cuccinello</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotecuccito01"" style=""display:none;""></input><label for=""footnotecuccito01"" class=""footnoteLabel"">2</label><div id=""footnoteDivcuccito01"">BSN, CHA</div></span>",35,140,122,5,28,2,39,13,16,3,14,.230,.319,.320,.639,.313,0.26
"<a href=""https://www.baseball-reference.com/players/c/cuccuco01.shtml"">C. Cuccurullo</a>",PIT,25,2,0,1,0,0,0,0,2,0,0,.000,1.000,.000,1.000,.730,0.11
"<a href=""https://www.baseball-reference.com/players/c/culbele01.shtml"">L. Culberson</a>",BOS,24,346,312,36,85,3,122,34,30,13,35,.272,.336,.391,.727,.347,2.01
"<a href=""https://www.baseball-reference.com/players/c/culledi01.shtml"">Dick Culler</a>",CHA,28,167,148,9,32,0,39,11,16,4,11,.216,.297,.264,.560,.278,-0.11
"<a href=""https://www.baseball-reference.com/players/c/cullero01.shtml"">R. Cullenbine</a>",CLE,29,598,488,66,141,8,197,56,96,3,58,.289,.407,.404,.811,.393,5.09
"<a href=""https://www.baseball-reference.com/players/c/culpbe01.shtml"">Benny Culp</a>",PHI,29,28,24,4,5,0,6,2,3,0,3,.208,.296,.250,.546,.273,-0.20
"<a href=""https://www.baseball-reference.com/players/c/curtrgu01.shtml"">G. Curtright</a>",CHA,30,572,488,67,142,3,185,48,69,13,60,.291,.382,.379,.761,.368,2.80
"<a href=""https://www.baseball-reference.com/players/d/dagenjo01.shtml"">J. Dagenhard</a>",BSN,26,5,3,0,0,0,0,0,1,0,2,.000,.250,.000,.250,.182,-0.02
"<a href=""https://www.baseball-reference.com/players/d/dahlgba01.shtml"">B. Dahlgren</a>",PHI,31,565,508,55,146,5,184,56,50,2,39,.287,.354,.362,.716,.346,1.38
"<a href=""https://www.baseball-reference.com/players/d/dalledo01.shtml"">D. Dallessan</a>",CHN,29,218,176,13,39,1,56,31,40,1,14,.222,.369,.318,.687,.343,0.48
"<a href=""https://www.baseball-reference.com/players/d/daviscu01.shtml"">Curt Davis</a>",BRO,39,64,55,5,9,0,9,3,5,0,14,.164,.233,.164,.397,.204,-0.12
"<a href=""https://www.baseball-reference.com/players/d/deanch01.shtml"">Chubby Dean</a>",CLE,27,53,46,2,9,0,9,5,6,0,2,.196,.288,.196,.484,.249,0.12
"<a href=""https://www.baseball-reference.com/players/d/deanpa01.shtml"">Paul Dean</a>",SLA,30,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.05
"<a href=""https://www.baseball-reference.com/players/d/delsaga01.shtml"">G. Del Savio</a>",PHI,29,12,11,0,1,0,1,0,1,0,0,.091,.167,.091,.258,.140,-0.21
"<a href=""https://www.baseball-reference.com/players/d/demarfr02.shtml"">F. Demaree</a>",SLN,33,97,86,5,25,0,27,9,8,1,4,.291,.351,.314,.665,.324,-0.20
"<a href=""https://www.baseball-reference.com/players/d/denniot01.shtml"">Otto Denning</a>",CLE,30,137,129,8,31,0,37,13,5,3,1,.240,.269,.287,.555,.267,-0.77
"<a href=""https://www.baseball-reference.com/players/d/dephito01.shtml"">T. DePhillips</a>",CIN,30,22,20,0,2,0,3,2,1,0,5,.100,.143,.150,.293,.146,-0.14
"<a href=""https://www.baseball-reference.com/players/d/derripa01.shtml"">P. Derringer</a>",CHN,36,62,58,4,13,0,16,2,0,0,6,.224,.224,.276,.500,.236,0.13
"<a href=""https://www.baseball-reference.com/players/d/desauge01.shtml"">G. Desautels</a>",CLE,36,199,185,14,38,0,46,19,11,2,16,.205,.250,.249,.499,.243,-0.58
"<a href=""https://www.baseball-reference.com/players/d/dickebi01.shtml"">Bill Dickey</a>",NYA,36,284,242,29,85,4,119,33,41,2,12,.351,.445,.492,.937,.444,4.04
"<a href=""https://www.baseball-reference.com/players/d/dicksmu01.shtml"">M. Dickson</a>",SLN,26,37,34,1,9,0,11,6,0,0,1,.265,.265,.324,.588,.277,0.22
"<a href=""https://www.baseball-reference.com/players/d/diehlge01.shtml"">George Diehl</a>",BSN,25,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/d/dietrbi01.shtml"">B. Dietrich</a>",CHA,33,68,56,7,8,1,12,6,5,0,22,.143,.226,.214,.440,.223,0.04
"<a href=""https://www.baseball-reference.com/players/d/dietzdu01.shtml"">Dutch Dietz</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotedietzdu01"" style=""display:none;""></input><label for=""footnotedietzdu01"" class=""footnoteLabel"">2</label><div id=""footnoteDivdietzdu01"">PIT, PHI</div></span>",31,7,6,3,1,0,1,0,1,0,2,.167,.286,.167,.452,.240,0.00
"<a href=""https://www.baseball-reference.com/players/d/dimagvi01.shtml"">V. DiMaggio</a>",PIT,30,651,580,64,144,15,234,88,70,11,126,.248,.329,.403,.733,.351,0.00
"<a href=""https://www.baseball-reference.com/players/d/dobsojo01.shtml"">Joe Dobson</a>",BOS,26,59,52,3,5,0,5,0,2,0,21,.096,.161,.096,.257,.138,-0.39
"<a href=""https://www.baseball-reference.com/players/d/doerrbo01.shtml"">Bobby Doerr</a>",BOS,25,676,604,78,163,16,249,75,62,8,59,.270,.339,.412,.751,.359,5.04
"<a href=""https://www.baseball-reference.com/players/d/doljafr01.shtml"">F. Doljack</a>",CLE,35,8,7,0,0,0,0,0,1,0,2,.000,.125,.000,.125,.091,-0.13
"<a href=""https://www.baseball-reference.com/players/d/donalat01.shtml"">Atley Donald</a>",NYA,32,51,47,3,6,0,7,5,0,0,7,.128,.128,.149,.277,.131,-0.38
"<a href=""https://www.baseball-reference.com/players/d/donovbi02.shtml"">Bill Donovan</a>",BSN,26,3,3,0,1,0,1,0,0,0,2,.333,.333,.333,.667,.317,0.01
"<a href=""https://www.baseball-reference.com/players/d/doyleda01.shtml"">Danny Doyle</a>",BOS,26,50,43,2,9,0,10,6,7,0,9,.209,.320,.233,.553,.282,-0.19
"<a href=""https://www.baseball-reference.com/players/d/durocle01.shtml"">Leo Durocher</a>",BRO,37,19,18,1,4,0,4,1,1,0,2,.222,.263,.222,.485,.239,-0.16
"<a href=""https://www.baseball-reference.com/players/e/earlyja01.shtml"">Jake Early</a>",WS1,28,484,423,37,109,5,153,60,53,5,43,.258,.346,.362,.708,.343,2.90
"<a href=""https://www.baseball-reference.com/players/e/easthu01.shtml"">Hugh East</a>",NY1,23,14,13,2,1,0,1,1,1,0,4,.077,.143,.077,.220,.120,-0.14
"<a href=""https://www.baseball-reference.com/players/e/edwarha01.shtml"">Hank Edwards</a>",CLE,24,329,297,38,82,3,121,28,30,4,34,.276,.343,.407,.750,.357,0.00
"<a href=""https://www.baseball-reference.com/players/e/elkope01.shtml"">Pete Elko</a>",CHN,25,34,30,1,4,0,4,0,4,0,5,.133,.235,.133,.369,.198,-0.36
"<a href=""https://www.baseball-reference.com/players/e/elliobo01.shtml"">Bob Elliott</a>",PIT,26,643,581,82,183,7,258,101,56,4,24,.315,.376,.444,.820,.389,0.00
"<a href=""https://www.baseball-reference.com/players/e/eppsha01.shtml"">Hal Epps</a>",SLA,29,38,35,2,10,0,14,1,3,1,4,.286,.342,.400,.742,.354,0.00
"<a href=""https://www.baseball-reference.com/players/e/erickpa01.shtml"">P. Erickson</a>",CHN,27,16,15,0,3,0,3,3,1,0,6,.200,.250,.200,.450,.224,0.02
"<a href=""https://www.baseball-reference.com/players/e/estalbo01.shtml"">B. Estalella</a>",PHA,32,424,367,43,95,11,150,63,52,1,44,.259,.352,.409,.761,.366,1.37
"<a href=""https://www.baseball-reference.com/players/e/etchibu01.shtml"">B. Etchison</a>",BSN,28,21,19,2,6,0,9,2,2,0,2,.316,.381,.474,.855,.403,0.05
"<a href=""https://www.baseball-reference.com/players/e/ettenni01.shtml"">Nick Etten</a>",NYA,29,665,583,78,158,14,245,107,76,3,31,.271,.355,.420,.775,.371,2.64
"<a href=""https://www.baseball-reference.com/players/e/eyricge01.shtml"">G. Eyrich</a>",PHI,18,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/f/faganev01.shtml"">E. Fagan</a>",PHA,25,10,7,0,0,0,0,0,3,0,4,.000,.300,.000,.300,.219,-0.02
"<a href=""https://www.baseball-reference.com/players/f/falloge01.shtml"">G. Fallon</a>",SLN,28,87,78,6,18,0,19,5,2,0,9,.231,.259,.244,.503,.244,0.15
"<a href=""https://www.baseball-reference.com/players/f/farreke01.shtml"">K. Farrell</a>",BSN,29,303,280,11,75,0,91,21,16,1,15,.268,.307,.325,.632,.304,-0.06
