Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbotku01.shtml"">Kurt Abbott</a>",FLO,26,468,420,60,107,17,190,60,36,4,110,.255,.318,.452,.770,.332,0.00
"<a href=""https://www.baseball-reference.com/players/a/abbotky01.shtml"">Kyle Abbott</a>",PHI,27,2,2,1,1,0,1,0,0,0,1,.500,.500,.500,1.000,.452,0.07
"<a href=""https://www.baseball-reference.com/players/a/aceveju01.shtml"">Juan Acevedo</a>",COL,25,19,18,0,1,0,1,0,1,0,6,.056,.105,.056,.161,.085,-0.26
"<a href=""https://www.baseball-reference.com/players/a/aldremi01.shtml"">Mike Aldrete</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotealdremi01"" style=""display:none;""></input><label for=""footnotealdremi01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivaldremi01"">OAK, CAL</div></span>",34,172,149,19,40,4,60,24,19,0,31,.268,.349,.403,.752,.319,0.59
"<a href=""https://www.baseball-reference.com/players/a/alexama02.shtml"">M. Alexander</a>",BAL,24,268,242,35,57,3,77,23,20,11,30,.236,.299,.318,.617,.282,0.00
"<a href=""https://www.baseball-reference.com/players/a/alfoned01.shtml"">E. Alfonzo</a>",NYN,21,356,335,26,93,4,128,41,12,1,37,.278,.301,.382,.683,.300,0.69
"<a href=""https://www.baseball-reference.com/players/a/alicelu01.shtml"">Luis Alicea</a>",BOS,29,511,419,64,113,6,157,44,63,13,61,.270,.367,.375,.742,.338,2.28
"<a href=""https://www.baseball-reference.com/players/a/allanan01.shtml"">A. Allanson</a>",CAL,33,91,82,5,14,3,26,10,7,0,12,.171,.244,.317,.562,.254,-0.24
"<a href=""https://www.baseball-reference.com/players/a/alomaro01.shtml"">R. Alomar</a>",TOR,27,577,517,71,155,13,232,66,47,30,45,.300,.354,.449,.803,.351,0.00
"<a href=""https://www.baseball-reference.com/players/a/alomasa02.shtml"">Sandy Alomar</a>",CLE,29,218,203,32,61,10,97,35,7,3,26,.300,.332,.478,.810,.353,0.00
