Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsbu01.shtml"">Buster Adams</a>",SLN,24,1,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,0.00
"<a href=""https://www.baseball-reference.com/players/a/aderhmo01.shtml"">M. Aderholt</a>",WS1,23,27,25,5,5,1,8,4,2,0,6,.200,.259,.320,.579,.270,-0.26
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",CLE,34,76,71,10,16,0,18,3,3,0,11,.225,.257,.254,.510,.242,0.00
"<a href=""https://www.baseball-reference.com/players/a/almadme01.shtml"">Mel Almada</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotealmadme01"" style=""display:none;""></input><label for=""footnotealmadme01"" class=""footnoteLabel"">2</label><div id=""footnoteDivalmadme01"">SLA, BRO</div></span>",26,267,246,28,56,1,67,10,19,3,25,.228,.283,.272,.555,.260,-0.71
"<a href=""https://www.baseball-reference.com/players/a/amblewa01.shtml"">Wayne Ambler</a>",PHA,23,263,227,15,48,0,61,24,22,1,25,.211,.281,.269,.550,.265,-1.38
"<a href=""https://www.baseball-reference.com/players/a/andrena01.shtml"">Nate Andrews</a>",SLN,25,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/a/andrest01.shtml"">Stan Andrews</a>",BSN,22,27,26,1,6,0,6,1,1,0,2,.231,.259,.231,.490,.235,-0.43
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",WS1,35,29,25,1,4,0,5,0,1,0,3,.160,.192,.200,.392,.186,-0.16
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,32,630,516,82,162,0,190,56,105,16,37,.314,.430,.368,.798,.385,4.34
"<a href=""https://www.baseball-reference.com/players/a/arnovmo01.shtml"">M. Arnovich</a>",PHI,28,560,491,68,159,5,203,67,58,7,28,.324,.397,.413,.811,.380,0.00
"<a href=""https://www.baseball-reference.com/players/a/atwoobi01.shtml"">Bill Atwood</a>",PHI,27,8,6,0,0,0,0,1,2,1,3,.000,.250,.000,.250,.185,-0.05
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",BOS,28,57,53,6,12,2,19,3,1,0,14,.226,.241,.358,.599,.270,0.14
"<a href=""https://www.baseball-reference.com/players/a/averiea01.shtml"">Earl Averill</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteaveriea01"" style=""display:none;""></input><label for=""footnoteaveriea01"" class=""footnoteLabel"">2</label><div id=""footnoteDivaveriea01"">CLE, DET</div></span>",37,425,364,66,96,11,169,65,49,4,42,.264,.353,.464,.817,.365,1.04
"<a href=""https://www.baseball-reference.com/players/b/bagbyji02.shtml"">Jim Bagby</a>",BOS,22,37,34,10,10,1,15,4,0,0,1,.294,.314,.441,.755,.343,0.32
"<a href=""https://www.baseball-reference.com/players/b/barklre01.shtml"">Red Barkley</a>",BSN,26,12,11,1,0,0,0,0,1,0,2,.000,.083,.000,.083,.062,-0.18
"<a href=""https://www.baseball-reference.com/players/b/barnige01.shtml"">G. Barnicle</a>",BSN,21,5,5,1,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/b/barrere01.shtml"">Red Barrett</a>",CIN,24,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",CHN,31,395,336,37,80,3,117,34,42,6,25,.238,.335,.348,.683,.325,0.27
"<a href=""https://www.baseball-reference.com/players/b/bassdi01.shtml"">Dick Bass</a>",WS1,32,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/batesbu01.shtml"">Bud Bates</a>",PHI,27,62,58,8,15,1,20,2,2,1,8,.259,.283,.345,.628,.289,-0.07
"<a href=""https://www.baseball-reference.com/players/b/bauerru01.shtml"">Russ Bauers</a>",PIT,25,20,19,1,4,0,4,0,0,0,1,.211,.211,.211,.421,.196,0.00
