Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",SLA,34,36,33,4,10,0,15,4,2,0,4,0.30303030303030304,0.34285714285714286,0.45454545454545453,0.7974025974025973,0,0
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",CLE,33,85,79,12,20,1,27,14,3,1,14,0.25316455696202533,0.2804878048780488,0.34177215189873417,0.622259956776783,0,0
"<a href=""https://www.baseball-reference.com/players/a/almadme01.shtml"">Mel Almada</a>",2,25,689,633,101,197,4,250,52,46,13,38,0.31121642969984203,0.3616398243045388,0.3949447077409163,0.7565845320454551,0,0
"<a href=""https://www.baseball-reference.com/players/a/amblewa01.shtml"">Wayne Ambler</a>",PHA,22,452,393,42,92,0,117,38,48,2,31,0.2340966921119593,0.31746031746031744,0.29770992366412213,0.6151702411244395,0,0
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",NYA,31,13,12,1,2,0,2,1,1,0,1,0.16666666666666666,0.23076923076923078,0.16666666666666666,0.39743589743589747,0,0
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">Pete Appleton</a>",WS1,34,62,59,4,15,0,21,9,1,0,8,0.2542372881355932,0.26666666666666666,0.3559322033898305,0.6225988700564972,0,0
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,31,338,294,41,89,0,103,44,42,1,17,0.30272108843537415,0.3916913946587537,0.35034013605442177,0.7420315307131755,0,0
"<a href=""https://www.baseball-reference.com/players/a/archige01.shtml"">George Archie</a>",DET,24,2,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0
"<a href=""https://www.baseball-reference.com/players/a/arnovmo01.shtml"">Morrie Arnovich</a>",PHI,27,551,502,47,138,4,179,72,42,2,37,0.2749003984063745,0.3333333333333333,0.3565737051792829,0.6899070385126163,0,0
"<a href=""https://www.baseball-reference.com/players/a/asbelji01.shtml"">Jim Asbell</a>",CHN,24,36,33,6,6,0,8,3,3,0,9,0.18181818181818182,0.25,0.24242424242424243,0.49242424242424243,0,0
"<a href=""https://www.baseball-reference.com/players/a/atwoobi01.shtml"">Bill Atwood</a>",PHI,26,311,281,27,55,3,74,28,25,0,26,0.19572953736654805,0.26143790849673204,0.26334519572953735,0.5247831042262694,0,0
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",DET,27,65,57,6,5,0,5,2,4,1,24,0.08771929824561403,0.16129032258064516,0.08771929824561403,0.2490096208262592,0,0
"<a href=""https://www.baseball-reference.com/players/a/averiea01.shtml"">Earl Averill</a>",CLE,36,567,482,101,159,14,258,93,81,5,48,0.32987551867219916,0.4293286219081272,0.5352697095435685,0.9645983314516957,0,0
