playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
aasedo01,1984,1,CAL,AL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbotgl01,1984,1,DET,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ackerji01,1984,1,TOR,AL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agostju01,1984,1,CHA,AL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aguaylu01,1984,1,PHI,NL,58,72,15,20,4,0,3,11,0,0,8,16,2,0,0,0,1
aikenwi01,1984,1,TOR,AL,93,234,21,48,7,0,11,26,0,0,29,56,1,2,0,0,6
alexado01,1984,1,TOR,AL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenga01,1984,1,BOS,AL,35,83,9,19,2,0,2,8,0,0,9,14,2,0,0,0,5
allenne01,1984,1,SLN,NL,57,25,0,6,0,1,0,4,0,0,0,8,0,0,0,0,0
allenro02,1984,1,DET,AL,15,27,6,8,1,0,0,3,1,0,2,8,0,1,1,0,0
almonbi01,1984,1,OAK,AL,106,211,24,47,11,0,7,16,5,7,10,42,0,0,0,4,3
altampo01,1984,1,CHN,NL,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amelued01,1984,1,LAN,NL,34,46,7,10,0,0,0,4,3,2,2,4,0,0,1,0,1
anderda02,1984,1,LAN,NL,121,374,51,94,16,2,3,34,15,5,45,55,4,2,7,5,8
anderji01,1984,1,TEX,AL,39,47,2,5,0,0,0,1,0,0,4,7,0,0,2,0,0
anderla02,1984,1,PHI,NL,64,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
andujjo01,1984,1,SLN,NL,36,84,8,11,1,0,2,8,1,1,9,47,0,0,7,0,0
apontlu01,1984,1,CLE,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armasto01,1984,1,BOS,AL,157,639,107,171,29,5,43,123,1,3,32,156,9,1,0,7,13
armstmi01,1984,1,NYA,AL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashbyal01,1984,1,HOU,NL,66,191,16,50,7,0,4,27,0,0,20,22,2,1,4,3,4
ashfotu01,1984,1,KCA,AL,9,13,1,2,1,0,0,0,0,0,1,2,0,0,0,0,1
atherke01,1984,1,OAK,AL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augusje01,1984,1,ML4,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ayalabe01,1984,1,BAL,AL,60,118,9,25,6,0,4,24,1,1,8,24,0,0,0,2,4
backmwa01,1984,1,NYN,NL,128,436,68,122,19,2,1,26,32,9,56,63,2,0,5,2,13
bailema01,1984,1,HOU,NL,108,344,38,73,16,1,9,34,0,1,53,71,4,2,1,3,7
bailobo01,1984,1,LAN,NL,65,131,11,36,4,0,0,8,3,1,8,1,1,0,3,0,3
baineha01,1984,1,CHA,AL,147,569,72,173,28,10,29,94,1,2,54,75,9,0,1,5,12
bairdo01,1984,1,DET,AL,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakerdo01,1984,1,DET,AL,43,108,15,20,4,1,0,12,3,0,7,22,0,1,2,0,1
bakerdu01,1984,1,SFN,NL,100,243,31,71,7,2,3,32,4,1,40,27,1,0,0,4,5
balbost01,1984,1,KCA,AL,126,438,58,107,23,2,28,77,0,0,45,139,5,4,0,1,9
bandoch01,1984,1,CLE,AL,75,220,38,64,11,0,12,41,1,2,33,35,5,0,3,4,8
bannial01,1984,1,HOU,NL,9,20,2,4,2,0,0,0,0,0,2,2,0,0,0,0,0
bannial01,1984,2,TEX,AL,47,112,20,33,2,1,2,9,3,0,21,17,0,1,0,1,1
bannifl01,1984,1,CHA,AL,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barfije01,1984,1,TOR,AL,110,320,51,91,14,1,14,49,8,2,35,81,5,2,1,2,5
bargagr01,1984,1,MON,NL,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
barkele01,1984,1,ATL,NL,21,38,2,2,1,0,0,1,0,0,6,19,0,0,4,0,1
barklje01,1984,1,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnesk01,1984,1,CIN,NL,32,42,5,5,0,0,1,3,0,0,4,6,1,0,0,0,1
barojsa01,1984,1,CHA,AL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barojsa01,1984,2,SEA,AL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barrema02,1984,1,BOS,AL,139,475,56,144,23,3,3,45,5,3,42,25,2,1,4,4,9
basske01,1984,1,HOU,NL,121,331,33,86,17,5,2,29,5,5,6,57,1,3,2,0,2
baylodo01,1984,1,NYA,AL,134,493,84,129,29,1,27,89,1,1,38,68,6,23,1,3,10
beanebi01,1984,1,NYN,NL,5,10,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
beardda01,1984,1,SEA,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beattji01,1984,1,SEA,AL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beckwjo01,1984,1,KCA,AL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bedrost01,1984,1,ATL,NL,40,17,0,2,0,0,0,0,0,0,0,9,0,0,1,0,0
beenean01,1984,1,ML4,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behenri01,1984,1,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bellbu01,1984,1,TEX,AL,148,553,88,174,36,5,11,83,2,1,63,54,8,3,2,9,21
bellge02,1984,1,TOR,AL,159,606,85,177,39,4,26,87,11,2,24,86,2,8,0,3,14
