Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/addybo01.shtml"">Bob Addy</a>",CN1,35,251,245,27,68,0,76,31,6,0,5,.278,.295,.310,.605,.282,0.56
"<a href=""https://www.baseball-reference.com/players/a/allisdo01.shtml"">Doug Allison</a>",HAR,30,118,115,14,17,0,19,6,3,0,7,.148,.169,.165,.335,.160,0.09
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,25,264,255,52,86,0,107,32,9,0,3,.337,.360,.420,.779,.359,2.24
"<a href=""https://www.baseball-reference.com/players/b/barnero01.shtml"">Ross Barnes</a>",CHN,27,99,92,16,25,0,26,5,7,0,4,.272,.323,.283,.606,.291,0.13
"<a href=""https://www.baseball-reference.com/players/b/bassjo01.shtml"">John Bass</a>",HAR,?,4,4,1,1,0,1,0,0,0,0,.250,.250,.250,.500,.233,0.00
"<a href=""https://www.baseball-reference.com/players/b/battijo01.shtml"">Joe Battin</a>",SL3,23,232,226,28,45,1,65,22,6,0,17,.199,.220,.288,.507,.232,0.00
"<a href=""https://www.baseball-reference.com/players/b/blongjo01.shtml"">Joe Blong</a>",SL3,23,222,218,17,47,0,61,13,4,0,22,.216,.230,.280,.510,.234,-0.48
"<a href=""https://www.baseball-reference.com/players/b/bondto01.shtml"">Tommy Bond</a>",BSN,21,260,259,32,59,0,69,30,1,0,15,.228,.231,.266,.497,.229,-0.28
"<a href=""https://www.baseball-reference.com/players/b/bootham01.shtml"">Amos Booth</a>",CN1,28,169,157,16,27,0,31,13,12,0,10,.172,.231,.197,.428,.210,-0.68
"<a href=""https://www.baseball-reference.com/players/b/bradlge01.shtml"">G. Bradley</a>",CHN,24,220,214,31,52,0,65,12,6,0,19,.243,.264,.304,.567,.263,0.00
"<a href=""https://www.baseball-reference.com/players/b/brownle01.shtml"">Lew Brown</a>",BSN,19,227,221,27,56,1,87,31,6,0,33,.253,.273,.394,.667,.300,0.00
"<a href=""https://www.baseball-reference.com/players/b/buncejo01.shtml"">Josh Bunce</a>",HAR,30,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.07
"<a href=""https://www.baseball-reference.com/players/b/burdoja01.shtml"">Jack Burdock</a>",HAR,25,279,277,35,72,0,78,9,2,0,16,.260,.265,.282,.547,.254,0.00
"<a href=""https://www.baseball-reference.com/players/c/careyto01.shtml"">Tom Carey</a>",HAR,30,274,274,38,70,1,80,20,0,0,9,.255,.255,.292,.547,.252,1.22
"<a href=""https://www.baseball-reference.com/players/c/cassijo01.shtml"">John Cassidy</a>",HAR,?,254,251,43,95,0,115,27,3,0,3,.378,.386,.458,.844,.387,2.08
"<a href=""https://www.baseball-reference.com/players/c/clappjo01.shtml"">John Clapp</a>",SL3,25,263,255,47,81,0,99,34,8,0,6,.318,.338,.388,.727,.335,2.26
