Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbated01.shtml"">E. Abbaticchio</a>",PIT,30,591,496,63,130,2,164,82,65,35,48,.262,.357,.331,.687,.344,0.00
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,25,7,7,1,2,0,2,0,0,0,1,.286,.286,.286,.571,.278,0.03
"<a href=""https://www.baseball-reference.com/players/a/alperwh01.shtml"">W. Alpermann</a>",BRO,27,591,558,44,130,2,191,39,13,5,69,.233,.266,.342,.608,.297,2.11
"<a href=""https://www.baseball-reference.com/players/a/altizda01.shtml"">Dave Altizer</a>",WS1,30,600,540,60,145,2,176,42,34,38,36,.269,.319,.326,.645,.319,0.00
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",CHA,30,77,72,7,13,0,16,2,3,0,7,.181,.234,.222,.456,.231,0.19
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,24,80,69,5,12,1,15,5,7,0,34,.174,.250,.217,.467,.241,0.00
"<a href=""https://www.baseball-reference.com/players/a/andergo01.shtml"">G. Anderson</a>",PIT,27,510,413,73,85,1,93,12,80,27,44,.206,.343,.225,.568,.299,0.36
"<a href=""https://www.baseball-reference.com/players/a/anderjo01.shtml"">J. Anderson</a>",WS1,33,371,333,33,96,0,116,44,34,19,23,.288,.359,.348,.708,.350,2.12
"<a href=""https://www.baseball-reference.com/players/a/archeji01.shtml"">Jimmy Archer</a>",DET,24,48,42,6,5,0,5,0,4,0,7,.119,.196,.119,.315,.169,0.00
"<a href=""https://www.baseball-reference.com/players/a/armbrch01.shtml"">C. Armbruster</a>",2,26,75,63,2,6,0,7,0,9,1,12,.095,.208,.111,.319,.172,-0.24
