Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abnersh01.shtml"">Shawn Abner</a>",2,25,230,216,27,42,3,65,14,11,1,43,.194,.236,.301,.537,.233,0.27
"<a href=""https://www.baseball-reference.com/players/a/afenitr01.shtml"">Troy Afenir</a>",OAK,27,11,11,0,1,0,1,0,0,0,2,.091,.091,.091,.182,.083,-0.20
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",SLN,33,4,3,0,1,0,1,0,1,0,2,.333,.500,.333,.833,.404,0.08
"<a href=""https://www.baseball-reference.com/players/a/akerfda01.shtml"">D. Akerfelds</a>",PHI,29,3,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/a/aldremi01.shtml"">Mike Aldrete</a>",2,30,240,198,24,48,1,59,20,39,1,41,.242,.364,.298,.662,.314,0.00
"<a href=""https://www.baseball-reference.com/players/a/alicelu01.shtml"">Luis Alicea</a>",SLN,25,76,68,5,13,0,16,0,8,0,19,.191,.276,.235,.512,.245,-0.26
"<a href=""https://www.baseball-reference.com/players/a/allanan01.shtml"">A. Allanson</a>",DET,29,160,151,10,35,1,48,16,7,0,31,.232,.266,.318,.584,.265,0.24
"<a href=""https://www.baseball-reference.com/players/a/allrebe01.shtml"">Beau Allred</a>",CLE,26,156,125,17,29,3,41,12,25,2,35,.232,.359,.328,.687,.319,0.72
"<a href=""https://www.baseball-reference.com/players/a/alomaro01.shtml"">R. Alomar</a>",TOR,23,719,637,88,188,9,278,69,57,53,86,.295,.354,.436,.791,.353,0.00
"<a href=""https://www.baseball-reference.com/players/a/alomasa02.shtml"">Sandy Alomar</a>",CLE,25,199,184,10,40,0,49,7,8,0,24,.217,.264,.266,.530,.244,0.00
"<a href=""https://www.baseball-reference.com/players/a/amarari01.shtml"">Rich Amaral</a>",SEA,29,18,16,2,1,0,1,0,1,0,5,.062,.167,.062,.229,.131,-0.24
"<a href=""https://www.baseball-reference.com/players/a/amaroru02.shtml"">Ruben Amaro</a>",CAL,26,26,23,0,5,0,6,2,3,0,3,.217,.308,.261,.569,.254,-0.20
"<a href=""https://www.baseball-reference.com/players/a/anderbr01.shtml"">B. Anderson</a>",BAL,27,313,256,40,59,2,83,27,38,12,44,.230,.338,.324,.662,.309,1.04
"<a href=""https://www.baseball-reference.com/players/a/anderda02.shtml"">D. Anderson</a>",SFN,30,240,226,24,56,2,71,13,12,2,35,.248,.286,.314,.600,.270,-0.32
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">L. Andersen</a>",SDN,38,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/anthoer01.shtml"">Eric Anthony</a>",HOU,23,132,118,11,18,1,27,7,12,1,41,.153,.227,.229,.456,.211,-0.64
"<a href=""https://www.baseball-reference.com/players/a/armstja01.shtml"">J. Armstrong</a>",CIN,26,49,43,3,4,0,5,2,1,0,18,.093,.114,.116,.230,.107,-0.33
"<a href=""https://www.baseball-reference.com/players/a/ashbyan01.shtml"">Andy Ashby</a>",PHI,23,13,12,0,1,0,1,0,0,0,9,.083,.083,.083,.167,.076,0.00
"<a href=""https://www.baseball-reference.com/players/a/assenpa01.shtml"">P. Assenmacher</a>",CHN,30,5,4,1,1,0,1,0,1,0,1,.250,.400,.250,.650,.323,0.05
"<a href=""https://www.baseball-reference.com/players/a/averyst01.shtml"">Steve Avery</a>",ATL,21,88,79,4,17,0,20,2,4,1,31,.215,.253,.253,.506,.234,0.54
"<a href=""https://www.baseball-reference.com/players/a/azocaos01.shtml"">Oscar Azocar</a>",SDN,26,60,57,5,14,0,16,9,1,2,9,.246,.267,.281,.547,.241,-0.53
"<a href=""https://www.baseball-reference.com/players/b/backmwa01.shtml"">W. Backman</a>",PHI,31,220,185,20,45,0,57,15,30,3,30,.243,.344,.308,.652,.306,0.49
"<a href=""https://www.baseball-reference.com/players/b/baergca01.shtml"">C. Baerga</a>",CLE,22,654,593,80,171,11,236,69,48,3,74,.288,.346,.398,.744,.335,0.00
"<a href=""https://www.baseball-reference.com/players/b/bagweje01.shtml"">Jeff Bagwell</a>",HOU,23,650,554,79,163,15,242,82,75,7,116,.294,.387,.437,.824,.370,4.81
"<a href=""https://www.baseball-reference.com/players/b/baineha01.shtml"">H. Baines</a>",OAK,32,566,488,76,144,20,231,90,72,0,67,.295,.383,.473,.857,.371,0.00
"<a href=""https://www.baseball-reference.com/players/b/banisje01.shtml"">J. Banister</a>",PIT,27,1,1,0,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,.908,0.05
"<a href=""https://www.baseball-reference.com/players/b/barbebr01.shtml"">B. Barberie</a>",MON,23,162,136,16,48,2,70,18,20,0,22,.353,.435,.515,.949,.418,1.85
"<a href=""https://www.baseball-reference.com/players/b/barfije01.shtml"">J. Barfield</a>",NYA,31,321,284,37,64,17,127,48,36,1,80,.225,.312,.447,.759,.333,1.87
"<a href=""https://www.baseball-reference.com/players/b/barnebr01.shtml"">Brian Barnes</a>",MON,24,59,49,1,4,0,4,1,7,0,19,.082,.196,.082,.278,.153,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnesk01.shtml"">S. Barnes</a>",DET,34,171,159,28,46,5,78,17,9,10,24,.289,.325,.491,.816,.358,1.42
"<a href=""https://www.baseball-reference.com/players/b/barrema02.shtml"">M. Barrett</a>",SDN,33,17,16,1,3,1,7,3,0,0,3,.188,.235,.438,.673,.299,-0.11
"<a href=""https://www.baseball-reference.com/players/b/basske01.shtml"">Kevin Bass</a>",SFN,32,406,361,43,84,10,132,40,36,7,56,.233,.307,.366,.673,.298,0.00
"<a href=""https://www.baseball-reference.com/players/b/batiski01.shtml"">Kim Batiste</a>",PHI,23,28,27,2,6,0,6,1,1,0,8,.222,.250,.222,.472,.202,-0.14
"<a href=""https://www.baseball-reference.com/players/b/beckro01.shtml"">Rod Beck</a>",SFN,22,2,2,0,1,0,1,0,0,0,0,.500,.500,.500,1.000,.454,0.00
"<a href=""https://www.baseball-reference.com/players/b/belchti01.shtml"">Tim Belcher</a>",LAN,29,74,67,3,8,0,10,3,0,0,26,.119,.119,.149,.269,.120,-0.24
"<a href=""https://www.baseball-reference.com/players/b/belinst01.shtml"">Stan Belinda</a>",PIT,24,11,7,0,0,0,0,1,2,0,5,.000,.222,.000,.222,.157,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellde01.shtml"">Derek Bell</a>",TOR,22,35,28,5,4,0,4,1,6,3,5,.143,.314,.143,.457,.246,-0.10
"<a href=""https://www.baseball-reference.com/players/b/belleal01.shtml"">Albert Belle</a>",CLE,24,496,461,60,130,28,249,95,25,3,99,.282,.323,.540,.863,.376,2.47
"<a href=""https://www.baseball-reference.com/players/b/bellge02.shtml"">George Bell</a>",CHN,31,603,558,63,159,25,261,86,32,2,62,.285,.323,.468,.791,.346,1.45
"<a href=""https://www.baseball-reference.com/players/b/bellira01.shtml"">R. Belliard</a>",ATL,29,385,353,36,88,0,101,27,22,3,63,.249,.296,.286,.582,.267,0.67
"<a href=""https://www.baseball-reference.com/players/b/bellja01.shtml"">Jay Bell</a>",PIT,25,697,608,96,164,16,260,67,52,10,99,.270,.330,.428,.757,.339,3.90
"<a href=""https://www.baseball-reference.com/players/b/bellju01.shtml"">Juan Bell</a>",BAL,23,223,209,26,36,1,52,15,8,0,51,.172,.201,.249,.450,.203,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellmi01.shtml"">Mike Bell</a>",ATL,23,32,30,4,4,1,7,1,2,1,7,.133,.188,.233,.421,.196,-0.36
"<a href=""https://www.baseball-reference.com/players/b/beltres01.shtml"">E. Beltre</a>",CHA,23,7,6,0,1,0,1,0,1,1,1,.167,.286,.167,.452,.231,0.04
"<a href=""https://www.baseball-reference.com/players/b/benavfr01.shtml"">F. Benavides</a>",CIN,25,67,63,11,18,0,19,3,1,1,15,.286,.303,.302,.605,.269,-0.18
"<a href=""https://www.baseball-reference.com/players/b/benesan01.shtml"">Andy Benes</a>",SDN,23,77,62,4,2,1,5,1,6,0,29,.032,.143,.081,.224,.125,-0.41
"<a href=""https://www.baseball-reference.com/players/b/benjami01.shtml"">M. Benjamin</a>",SFN,25,120,106,12,13,2,22,8,7,3,26,.123,.188,.208,.396,.178,-0.17
"<a href=""https://www.baseball-reference.com/players/b/benzito01.shtml"">T. Benzinger</a>",2,28,451,416,36,109,3,146,51,27,4,66,.262,.310,.351,.661,.292,-0.39
"<a href=""https://www.baseball-reference.com/players/b/berenju01.shtml"">J. Berenguer</a>",ATL,36,5,5,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/b/bergmda01.shtml"">Dave Bergman</a>",DET,38,231,194,23,46,7,79,29,35,1,40,.237,.351,.407,.758,.342,0.75
"<a href=""https://www.baseball-reference.com/players/b/bernato01.shtml"">T. Bernazard</a>",DET,34,12,12,0,2,0,2,0,0,0,4,.167,.167,.167,.333,.151,-0.27
"<a href=""https://www.baseball-reference.com/players/b/berryda01.shtml"">D. Berryhill</a>",2,27,173,160,13,30,5,52,14,11,1,42,.188,.243,.325,.568,.242,-0.70
"<a href=""https://www.baseball-reference.com/players/b/berryse01.shtml"">Sean Berry</a>",KCA,25,66,60,5,8,0,11,1,5,0,23,.133,.212,.183,.395,.192,0.00
"<a href=""https://www.baseball-reference.com/players/b/bicheda01.shtml"">D. Bichette</a>",ML4,27,475,445,53,106,15,175,59,22,14,107,.238,.272,.393,.665,.292,0.00
"<a href=""https://www.baseball-reference.com/players/b/bielemi01.shtml"">M. Bielecki</a>",2,31,53,46,1,3,0,3,7,3,0,21,.065,.122,.065,.188,.099,-0.34
"<a href=""https://www.baseball-reference.com/players/b/biggicr01.shtml"">Craig Biggio</a>",HOU,25,609,546,79,161,4,204,46,53,19,71,.295,.358,.374,.731,.332,4.43
"<a href=""https://www.baseball-reference.com/players/b/bilarda01.shtml"">D. Bilardello</a>",SDN,32,29,26,4,7,0,11,5,3,0,4,.269,.345,.423,.768,.345,0.31
"<a href=""https://www.baseball-reference.com/players/b/blackbu02.shtml"">Buddy Black</a>",SFN,34,80,71,3,13,0,16,6,0,0,20,.183,.183,.225,.408,.183,0.19
"<a href=""https://www.baseball-reference.com/players/b/blankla02.shtml"">L. Blankenship</a>",OAK,27,216,185,33,46,3,63,21,23,12,42,.249,.336,.341,.677,.313,1.49
"<a href=""https://www.baseball-reference.com/players/b/blausje01.shtml"">Jeff Blauser</a>",ATL,25,415,352,49,91,11,144,54,54,5,59,.259,.358,.409,.767,.345,1.03
"<a href=""https://www.baseball-reference.com/players/b/blowemi01.shtml"">Mike Blowers</a>",NYA,26,40,35,3,7,1,10,1,4,0,3,.200,.282,.286,.568,.267,-0.12
"<a href=""https://www.baseball-reference.com/players/b/boevejo01.shtml"">Joe Boever</a>",PHI,30,3,3,0,1,0,1,0,0,0,0,.333,.333,.333,.667,.303,0.03
"<a href=""https://www.baseball-reference.com/players/b/boggswa01.shtml"">Wade Boggs</a>",BOS,33,641,546,93,181,8,251,51,89,1,32,.332,.421,.460,.881,.385,6.42
"<a href=""https://www.baseball-reference.com/players/b/bondsba01.shtml"">Barry Bonds</a>",PIT,26,634,510,95,149,25,262,116,107,43,73,.292,.410,.514,.924,.396,7.98
"<a href=""https://www.baseball-reference.com/players/b/bonesri01.shtml"">Ricky Bones</a>",SDN,22,19,13,1,1,0,1,1,2,0,5,.077,.200,.077,.277,.155,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bonilbo01.shtml"">B. Bonilla</a>",PIT,28,680,577,102,174,18,284,100,90,2,67,.302,.391,.492,.883,.388,0.00
"<a href=""https://www.baseball-reference.com/players/b/bookero01.shtml"">Rod Booker</a>",PHI,32,56,53,3,12,0,13,7,1,0,7,.226,.236,.245,.482,.209,-0.28
"<a href=""https://www.baseball-reference.com/players/b/bordepa01.shtml"">Pat Borders</a>",TOR,28,312,291,22,71,5,103,36,11,0,45,.244,.271,.354,.625,.279,0.00
"<a href=""https://www.baseball-reference.com/players/b/bordimi01.shtml"">Mike Bordick</a>",OAK,25,265,235,21,56,0,63,21,14,3,37,.238,.289,.268,.557,.259,0.61
"<a href=""https://www.baseball-reference.com/players/b/boskish01.shtml"">Shawn Boskie</a>",CHN,24,47,41,3,7,1,12,2,3,0,15,.171,.227,.293,.520,.237,0.35
"<a href=""https://www.baseball-reference.com/players/b/bostoda01.shtml"">Daryl Boston</a>",NYN,28,286,255,40,70,4,106,21,30,15,42,.275,.350,.416,.765,.346,0.80
"<a href=""https://www.baseball-reference.com/players/b/bowenry01.shtml"">Ryan Bowen</a>",HOU,23,26,22,2,4,0,5,0,3,0,11,.182,.280,.227,.507,.246,0.14
"<a href=""https://www.baseball-reference.com/players/b/boydoi01.shtml"">Oil Can Boyd</a>",2,31,42,36,1,3,0,3,2,3,0,19,.083,.154,.083,.237,.124,-0.10
"<a href=""https://www.baseball-reference.com/players/b/bradlsc01.shtml"">S. Bradley</a>",SEA,31,198,172,10,35,0,42,11,19,0,19,.203,.280,.244,.524,.244,0.00
"<a href=""https://www.baseball-reference.com/players/b/bragggl01.shtml"">Glenn Braggs</a>",CIN,28,279,250,36,65,11,108,39,23,11,46,.260,.323,.432,.755,.333,1.55
"<a href=""https://www.baseball-reference.com/players/b/brantcl01.shtml"">C. Brantley</a>",PHI,23,10,8,0,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-0.13
"<a href=""https://www.baseball-reference.com/players/b/brantje01.shtml"">J. Brantley</a>",SFN,27,4,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.05
"<a href=""https://www.baseball-reference.com/players/b/breamsi01.shtml"">Sid Bream</a>",ATL,30,298,265,32,67,11,112,45,25,0,31,.253,.313,.423,.736,.322,0.19
"<a href=""https://www.baseball-reference.com/players/b/brettge01.shtml"">George Brett</a>",KCA,38,572,505,77,129,10,203,61,58,2,75,.255,.327,.402,.729,.321,0.40
"<a href=""https://www.baseball-reference.com/players/b/brewero01.shtml"">Rod Brewer</a>",SLN,25,13,13,0,1,0,1,1,0,0,5,.077,.077,.077,.154,.070,-0.43
"<a href=""https://www.baseball-reference.com/players/b/brilegr01.shtml"">Greg Briley</a>",SEA,26,412,381,39,99,2,128,26,27,23,51,.260,.307,.336,.643,.293,-1.77
"<a href=""https://www.baseball-reference.com/players/b/brockgr01.shtml"">Greg Brock</a>",ML4,34,75,60,9,17,1,24,6,14,1,9,.283,.419,.400,.819,.375,0.57
"<a href=""https://www.baseball-reference.com/players/b/brookhu01.shtml"">Hubie Brooks</a>",NYN,34,407,357,48,85,16,146,50,44,3,62,.238,.324,.409,.733,.324,0.17
"<a href=""https://www.baseball-reference.com/players/b/brosisc01.shtml"">S. Brosius</a>",OAK,24,72,68,9,16,2,27,4,3,3,11,.235,.268,.397,.665,.296,-0.01
"<a href=""https://www.baseball-reference.com/players/b/brownja03.shtml"">Jarvis Brown</a>",MIN,24,40,37,10,8,0,8,0,2,7,8,.216,.256,.216,.473,.223,0.07
"<a href=""https://www.baseball-reference.com/players/b/brownje01.shtml"">Jerry Browne</a>",CLE,25,334,290,28,66,1,78,29,27,2,29,.228,.292,.269,.561,.262,-1.27
"<a href=""https://www.baseball-reference.com/players/b/brownto05.shtml"">Tom Browning</a>",CIN,31,83,70,3,12,1,18,5,3,0,19,.171,.205,.257,.463,.211,0.30
"<a href=""https://www.baseball-reference.com/players/b/brumlmi02.shtml"">Mike Brumley</a>",BOS,28,132,118,16,25,0,30,5,10,2,22,.212,.273,.254,.528,.248,0.09
"<a href=""https://www.baseball-reference.com/players/b/brunato01.shtml"">T. Brunansky</a>",BOS,30,519,459,54,105,16,179,70,49,1,72,.229,.303,.390,.692,.310,0.00
"<a href=""https://www.baseball-reference.com/players/b/buechst01.shtml"">S. Buechele</a>",2,29,600,530,74,139,22,233,85,49,0,97,.262,.331,.440,.771,.332,0.00
"<a href=""https://www.baseball-reference.com/players/b/buhneja01.shtml"">Jay Buhner</a>",SEA,26,471,406,64,99,27,202,77,53,0,117,.244,.337,.498,.834,.366,0.56
"<a href=""https://www.baseball-reference.com/players/b/bullesc01.shtml"">S. Bullett</a>",PIT,22,5,4,2,0,0,0,0,0,1,3,.000,.200,.000,.200,.148,-0.27
"<a href=""https://www.baseball-reference.com/players/b/bulloer01.shtml"">Eric Bullock</a>",MON,31,82,72,6,16,1,23,6,9,6,13,.222,.305,.319,.624,.289,-0.25
"<a href=""https://www.baseball-reference.com/players/b/burkejo03.shtml"">John Burkett</a>",SFN,26,67,55,0,5,0,6,1,3,0,26,.091,.138,.109,.247,.122,-0.32
"<a href=""https://www.baseball-reference.com/players/b/burketi01.shtml"">Tim Burke</a>",2,32,6,6,0,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/b/burksel01.shtml"">Ellis Burks</a>",BOS,26,524,474,56,119,14,200,56,39,6,81,.251,.314,.422,.736,.329,2.53
"<a href=""https://www.baseball-reference.com/players/b/bushra01.shtml"">Randy Bush</a>",MIN,32,192,165,21,50,6,80,23,24,0,25,.303,.401,.485,.886,.394,0.86
"<a href=""https://www.baseball-reference.com/players/b/butlebr01.shtml"">Brett Butler</a>",LAN,34,730,615,112,182,2,211,38,108,38,79,.296,.401,.343,.744,.347,0.00
"<a href=""https://www.baseball-reference.com/players/c/cabrefr01.shtml"">F. Cabrera</a>",ATL,24,102,95,7,23,4,41,23,6,1,20,.242,.284,.432,.716,.317,-0.17
"<a href=""https://www.baseball-reference.com/players/c/caldeiv01.shtml"">I. Calderon</a>",MON,29,537,470,69,141,19,226,75,53,31,64,.300,.368,.481,.848,.374,3.29
"<a href=""https://www.baseball-reference.com/players/c/caminke01.shtml"">Ken Caminiti</a>",HOU,28,632,574,65,145,13,220,80,46,4,85,.253,.312,.383,.695,.310,0.00
"<a href=""https://www.baseball-reference.com/players/c/campusi01.shtml"">S. Campusano</a>",PHI,25,37,35,2,4,1,7,2,1,0,10,.114,.139,.200,.339,.155,0.09
"<a href=""https://www.baseball-reference.com/players/c/canalge01.shtml"">G. Canale</a>",ML4,25,44,34,6,6,3,17,10,8,0,6,.176,.318,.500,.818,.354,-0.05
"<a href=""https://www.baseball-reference.com/players/c/candaca01.shtml"">C. Candaele</a>",HOU,30,505,461,44,121,4,167,50,40,9,49,.262,.319,.362,.682,.304,1.94
"<a href=""https://www.baseball-reference.com/players/c/cansejo01.shtml"">Jose Canseco</a>",OAK,26,665,572,115,152,44,318,122,78,26,152,.266,.359,.556,.915,.398,0.00
"<a href=""https://www.baseball-reference.com/players/c/caprani01.shtml"">Nick Capra</a>",TEX,33,1,0,1,0,0,0,0,1,0,0,.000,1.000,.000,1.000,.707,0.14
"<a href=""https://www.baseball-reference.com/players/c/carmado01.shtml"">Don Carman</a>",CIN,31,5,5,0,0,0,0,1,0,0,3,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/c/carpecr01.shtml"">C. Carpenter</a>",SLN,26,3,3,0,1,0,1,1,0,0,0,.333,.333,.333,.667,.303,0.01
"<a href=""https://www.baseball-reference.com/players/c/carrch02.shtml"">Chuck Carr</a>",NYN,23,11,11,1,2,0,2,1,0,1,2,.182,.182,.182,.364,.165,0.00
