Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsgl01.shtml"">Glenn Adams</a>",MIN,33,242,220,13,46,2,62,24,20,0,26,.209,.273,.282,.555,.253,-1.67
"<a href=""https://www.baseball-reference.com/players/a/aguaylu01.shtml"">Luis Aguayo</a>",PHI,22,94,84,11,18,1,25,7,6,1,15,.214,.283,.298,.580,.273,0.00
"<a href=""https://www.baseball-reference.com/players/a/aikenwi01.shtml"">W. Aikens</a>",KCA,26,419,349,45,93,17,160,53,62,0,47,.266,.377,.458,.836,.372,1.87
"<a href=""https://www.baseball-reference.com/players/a/aingeda01.shtml"">Danny Ainge</a>",TOR,22,275,246,20,46,0,56,14,23,8,41,.187,.258,.228,.486,.231,-1.11
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",SFN,30,58,51,5,9,0,13,6,2,0,12,.176,.204,.255,.459,.209,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexaga01.shtml"">G. Alexander</a>",PIT,28,51,47,6,10,1,19,6,3,0,12,.213,.255,.404,.659,.294,0.10
"<a href=""https://www.baseball-reference.com/players/a/alexama01.shtml"">M. Alexander</a>",PIT,34,11,11,5,4,0,4,0,0,3,1,.364,.364,.364,.727,.333,0.30
"<a href=""https://www.baseball-reference.com/players/a/allenga01.shtml"">G. Allenson</a>",BOS,26,164,139,23,31,5,54,25,23,0,33,.223,.335,.388,.724,.336,0.35
"<a href=""https://www.baseball-reference.com/players/a/allenki01.shtml"">Kim Allen</a>",SEA,28,3,3,1,0,0,0,0,0,2,2,.000,.000,.000,.000,.000,-0.28
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",NYN,23,7,5,0,1,0,3,0,0,0,4,.200,.200,.600,.800,.339,0.09
"<a href=""https://www.baseball-reference.com/players/a/almonbi01.shtml"">Bill Almon</a>",CHA,28,377,349,46,105,4,131,41,21,16,60,.301,.341,.375,.717,.329,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderji01.shtml"">Jim Anderson</a>",SEA,24,181,162,12,33,2,46,19,17,3,29,.204,.283,.284,.567,.269,0.05
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">J. Andujar</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteandujjo01"" style=""display:none;""></input><label for=""footnoteandujjo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivandujjo01"">HOU, SLN</div></span>",28,26,23,0,0,0,0,0,1,0,12,.000,.042,.000,.042,.029,-0.24
"<a href=""https://www.baseball-reference.com/players/a/armasto01.shtml"">Tony Armas</a>",OAK,27,462,440,51,115,22,211,76,19,5,115,.261,.294,.480,.774,.344,4.22
"<a href=""https://www.baseball-reference.com/players/a/ashbyal01.shtml"">Alan Ashby</a>",HOU,29,295,255,20,69,4,94,33,35,0,33,.271,.356,.369,.725,.330,2.21
"<a href=""https://www.baseball-reference.com/players/a/asselbr01.shtml"">B. Asselstine</a>",ATL,27,91,86,8,22,2,33,10,5,1,7,.256,.297,.384,.680,.312,-0.25
"<a href=""https://www.baseball-reference.com/players/a/auerbri01.shtml"">R. Auerbach</a>",SEA,31,96,84,12,13,1,19,6,4,1,15,.155,.200,.226,.426,.200,-0.47
"<a href=""https://www.baseball-reference.com/players/a/avilera01.shtml"">Ramon Aviles</a>",PHI,29,34,28,2,6,0,7,3,3,0,5,.214,.290,.250,.540,.259,-0.09
"<a href=""https://www.baseball-reference.com/players/a/ayalabe01.shtml"">Benny Ayala</a>",BAL,30,100,86,12,24,3,35,13,11,0,9,.279,.364,.407,.771,.356,0.64
"<a href=""https://www.baseball-reference.com/players/b/babitsh01.shtml"">S. Babitt</a>",OAK,22,171,156,10,40,0,47,14,13,5,13,.256,.314,.301,.615,.285,0.32
"<a href=""https://www.baseball-reference.com/players/b/backmwa01.shtml"">W. Backman</a>",NYN,21,42,36,5,10,0,12,0,4,1,7,.278,.350,.333,.683,.320,0.43
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",MON,36,9,9,0,1,0,1,0,0,0,4,.111,.111,.111,.222,.102,0.00
"<a href=""https://www.baseball-reference.com/players/b/bailobo01.shtml"">Bob Bailor</a>",NYN,29,95,81,11,23,0,28,8,8,2,11,.284,.352,.346,.697,.324,0.40
"<a href=""https://www.baseball-reference.com/players/b/baineha01.shtml"">H. Baines</a>",CHA,22,296,280,42,80,10,135,41,12,6,41,.286,.318,.482,.800,.354,0.00
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebairdo01"" style=""display:none;""></input><label for=""footnotebairdo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbairdo01"">CIN, SLN</div></span>",31,6,6,1,1,1,4,3,0,0,4,.167,.167,.667,.833,.370,0.00
"<a href=""https://www.baseball-reference.com/players/b/bakerch02.shtml"">Chuck Baker</a>",MIN,28,70,66,6,12,0,18,6,1,0,8,.182,.194,.273,.467,.210,-0.46
"<a href=""https://www.baseball-reference.com/players/b/bakerdu01.shtml"">Dusty Baker</a>",LAN,32,438,400,48,128,9,178,49,29,10,43,.320,.363,.445,.808,.366,2.80
"<a href=""https://www.baseball-reference.com/players/b/balbost01.shtml"">S. Balboni</a>",NYA,24,8,7,2,2,0,5,2,1,0,4,.286,.375,.714,1.089,.465,0.14
"<a href=""https://www.baseball-reference.com/players/b/bandoch01.shtml"">Chris Bando</a>",CLE,25,51,47,3,10,0,13,6,2,0,2,.213,.240,.277,.517,.236,-0.07
"<a href=""https://www.baseball-reference.com/players/b/bandosa01.shtml"">Sal Bando</a>",ML4,37,73,65,10,13,2,23,9,6,1,3,.200,.268,.354,.621,.281,0.07
"<a href=""https://www.baseball-reference.com/players/b/bannial01.shtml"">A. Bannister</a>",CLE,29,250,232,36,61,1,77,17,16,16,19,.263,.309,.332,.641,.293,0.09
"<a href=""https://www.baseball-reference.com/players/b/barfije01.shtml"">J. Barfield</a>",TOR,21,100,95,7,22,2,35,9,4,4,19,.232,.270,.368,.638,.291,0.00
"<a href=""https://www.baseball-reference.com/players/b/barrage01.shtml"">G. Barranca</a>",CIN,24,6,6,2,2,0,2,1,0,0,0,.333,.333,.333,.667,.306,0.04
"<a href=""https://www.baseball-reference.com/players/b/bassra01.shtml"">Randy Bass</a>",SDN,27,201,176,13,37,4,55,20,20,0,28,.210,.293,.312,.605,.283,-0.44
"<a href=""https://www.baseball-reference.com/players/b/baylodo01.shtml"">Don Baylor</a>",CAL,32,432,377,52,90,17,161,66,42,3,51,.239,.322,.427,.749,.341,1.44
"<a href=""https://www.baseball-reference.com/players/b/beamoch02.shtml"">C. Beamon</a>",TOR,27,17,15,1,3,0,4,0,2,0,2,.200,.294,.267,.561,.269,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bedrost01.shtml"">S. Bedrosian</a>",ATL,23,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/belanma01.shtml"">M. Belanger</a>",BAL,37,158,139,9,23,1,33,10,12,2,25,.165,.242,.237,.479,.230,-0.28
"<a href=""https://www.baseball-reference.com/players/b/bellbu01.shtml"">Buddy Bell</a>",TEX,29,415,360,44,106,10,154,64,42,3,30,.294,.364,.428,.792,.351,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellge02.shtml"">George Bell</a>",TOR,21,168,163,19,38,5,57,12,5,3,27,.233,.256,.350,.606,.274,0.19
"<a href=""https://www.baseball-reference.com/players/b/benchjo01.shtml"">Johnny Bench</a>",CIN,33,196,178,14,55,8,87,25,17,0,21,.309,.369,.489,.858,.385,1.15
"<a href=""https://www.baseball-reference.com/players/b/benedbr01.shtml"">B. Benedict</a>",ATL,25,339,295,26,78,5,107,35,33,1,21,.264,.341,.363,.704,.322,2.57
"<a href=""https://www.baseball-reference.com/players/b/beniqju01.shtml"">J. Beniquez</a>",CAL,31,187,166,18,30,3,44,13,15,2,16,.181,.251,.265,.516,.245,-1.15
"<a href=""https://www.baseball-reference.com/players/b/berenbr01.shtml"">B. Berenyi</a>",CIN,26,48,42,4,8,0,11,1,2,0,18,.190,.222,.262,.484,.222,0.33
"<a href=""https://www.baseball-reference.com/players/b/bergmda01.shtml"">Dave Bergman</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebergmda01"" style=""display:none;""></input><label for=""footnotebergmda01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbergmda01"">HOU, SFN</div></span>",28,173,151,17,38,4,59,14,19,2,18,.252,.333,.391,.724,.328,0.54
"<a href=""https://www.baseball-reference.com/players/b/bernato01.shtml"">T. Bernazard</a>",CHA,24,450,384,53,106,6,146,34,54,4,66,.276,.367,.380,.748,.343,3.70
"<a href=""https://www.baseball-reference.com/players/b/berrada01.shtml"">Dale Berra</a>",PIT,24,254,232,21,56,2,74,27,17,11,34,.241,.302,.319,.621,.283,0.62
"<a href=""https://www.baseball-reference.com/players/b/bevacku01.shtml"">K. Bevacqua</a>",PIT,34,34,27,2,7,1,11,4,4,0,6,.259,.333,.407,.741,.332,0.04
"<a href=""https://www.baseball-reference.com/players/b/bibbyji01.shtml"">Jim Bibby</a>",PIT,36,34,28,4,4,1,9,3,1,0,11,.143,.200,.321,.521,.241,0.19
"<a href=""https://www.baseball-reference.com/players/b/biittla01.shtml"">L. Biittner</a>",CIN,34,66,61,1,13,0,17,8,4,0,4,.213,.258,.279,.536,.241,-0.52
"<a href=""https://www.baseball-reference.com/players/b/birddo01.shtml"">Doug Bird</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebirddo01"" style=""display:none;""></input><label for=""footnotebirddo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbirddo01"">NYA, CHN</div></span>",31,23,20,0,2,0,2,0,1,0,11,.100,.143,.100,.243,.121,-0.11
"<a href=""https://www.baseball-reference.com/players/b/blackti01.shtml"">T. Blackwell</a>",CHN,28,182,158,21,37,1,54,11,23,2,23,.234,.331,.342,.673,.307,0.15
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",SFN,31,43,35,4,7,0,9,1,3,0,10,.200,.263,.257,.520,.246,0.36
"<a href=""https://www.baseball-reference.com/players/b/bochtbr01.shtml"">Bruce Bochte</a>",SEA,30,385,335,39,87,6,121,30,47,1,53,.260,.354,.361,.715,.330,0.62
"<a href=""https://www.baseball-reference.com/players/b/boggsto01.shtml"">Tommy Boggs</a>",ATL,25,47,46,2,7,0,8,3,0,0,6,.152,.152,.174,.326,.148,-0.16
"<a href=""https://www.baseball-reference.com/players/b/bondsbo01.shtml"">Bobby Bonds</a>",CHN,35,190,163,26,35,6,62,19,24,5,44,.215,.323,.380,.703,.318,0.09
"<a href=""https://www.baseball-reference.com/players/b/bonilju01.shtml"">Juan Bonilla</a>",SDN,25,407,369,30,107,1,127,25,25,4,23,.290,.337,.344,.681,.310,0.62
"<a href=""https://www.baseball-reference.com/players/b/bonneba01.shtml"">B. Bonnell</a>",TOR,27,243,227,21,50,4,77,28,12,4,25,.220,.262,.339,.602,.276,-0.62
"<a href=""https://www.baseball-reference.com/players/b/bonnebo01.shtml"">Bobby Bonner</a>",BAL,24,29,27,6,8,0,10,2,1,1,4,.296,.310,.370,.681,.305,0.60
"<a href=""https://www.baseball-reference.com/players/b/boonebo01.shtml"">Bob Boone</a>",PHI,33,253,227,19,48,4,67,24,22,2,16,.211,.279,.295,.574,.266,-1.18
"<a href=""https://www.baseball-reference.com/players/b/booneda02.shtml"">Danny Boone</a>",SDN,27,5,4,0,2,0,2,0,0,0,0,.500,.500,.500,1.000,.458,0.00
"<a href=""https://www.baseball-reference.com/players/b/bosetri01.shtml"">Rick Bosetti</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebosetri01"" style=""display:none;""></input><label for=""footnotebosetri01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbosetri01"">TOR, OAK</div></span>",27,72,66,9,13,0,15,5,5,0,9,.197,.254,.227,.481,.218,-0.08
