Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ATL,32,688,603,117,168,44,325,127,76,21,96,.279,.356,.539,.895,.383,7.86
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteabernte02"" style=""display:none;""></input><label for=""footnoteabernte02"" class=""footnoteLabel"">2</label><div id=""footnoteDivabernte02"">CHN, ATL</div></span>",33,13,12,0,2,0,2,0,1,0,5,.167,.231,.167,.397,.190,-0.07
"<a href=""https://www.baseball-reference.com/players/a/adairje01.shtml"">Jerry Adair</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteadairje01"" style=""display:none;""></input><label for=""footnoteadairje01"" class=""footnoteLabel"">2</label><div id=""footnoteDivadairje01"">BAL, CHA</div></span>",29,460,422,30,105,4,140,39,21,3,52,.249,.282,.332,.614,.272,0.00
"<a href=""https://www.baseball-reference.com/players/a/adcocjo01.shtml"">Joe Adcock</a>",CAL,38,265,231,33,63,18,133,48,31,2,48,.273,.355,.576,.930,.395,2.16
"<a href=""https://www.baseball-reference.com/players/a/adlesda01.shtml"">Dave Adlesh</a>",HOU,22,6,6,0,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-0.15
"<a href=""https://www.baseball-reference.com/players/a/ageeto01.shtml"">Tommie Agee</a>",CHA,23,689,629,98,172,22,281,86,41,44,127,.273,.326,.447,.773,.340,6.40
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",DET,35,31,25,0,3,0,4,0,4,0,16,.120,.241,.160,.401,.201,0.05
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>",KC1,25,22,21,1,2,0,3,2,0,0,12,.095,.095,.143,.238,.104,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenbe01.shtml"">Bernie Allen</a>",MIN,27,350,319,34,76,5,111,30,26,2,40,.238,.299,.348,.647,.285,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenbo04.shtml"">Bob Allen</a>",CLE,28,11,9,0,1,0,1,0,1,0,5,.111,.200,.111,.311,.158,-0.03
"<a href=""https://www.baseball-reference.com/players/a/allendi01.shtml"">Dick Allen</a>",PHI,24,599,524,112,166,40,331,110,68,10,136,.317,.396,.632,1.027,.437,7.54
"<a href=""https://www.baseball-reference.com/players/a/allenha02.shtml"">Hank Allen</a>",WS2,25,35,31,2,12,1,15,6,3,0,6,.387,.441,.484,.925,.412,0.00
"<a href=""https://www.baseball-reference.com/players/a/alleyge01.shtml"">Gene Alley</a>",PIT,25,634,579,88,173,7,242,43,27,8,83,.299,.334,.418,.752,.332,5.29
"<a href=""https://www.baseball-reference.com/players/a/allisbo01.shtml"">Bob Allison</a>",MIN,31,203,168,34,37,8,69,19,30,6,34,.220,.345,.411,.756,.337,0.74
"<a href=""https://www.baseball-reference.com/players/a/alomasa01.shtml"">Sandy Alomar</a>",ATL,22,45,44,4,4,0,5,2,1,0,10,.091,.111,.114,.225,.090,0.00
"<a href=""https://www.baseball-reference.com/players/a/aloufe01.shtml"">Felipe Alou</a>",ATL,31,706,666,122,218,31,355,74,24,5,51,.327,.361,.533,.894,.389,0.00
"<a href=""https://www.baseball-reference.com/players/a/alouje01.shtml"">Jesus Alou</a>",SFN,24,387,370,41,96,1,114,20,9,5,22,.259,.279,.308,.587,.261,-1.83
"<a href=""https://www.baseball-reference.com/players/a/alouma01.shtml"">Matty Alou</a>",PIT,27,578,535,86,183,2,225,27,24,23,44,.342,.373,.421,.793,.349,0.00
"<a href=""https://www.baseball-reference.com/players/a/altmage01.shtml"">G. Altman</a>",CHN,33,201,185,19,41,5,62,17,14,2,37,.222,.276,.335,.612,.269,-0.95
"<a href=""https://www.baseball-reference.com/players/a/alvisma01.shtml"">Max Alvis</a>",CLE,28,655,596,67,146,17,225,55,50,4,98,.245,.304,.378,.681,.301,1.01
"<a href=""https://www.baseball-reference.com/players/a/amalfjo01.shtml"">J. Amalfitano</a>",CHN,32,44,38,8,6,0,8,3,4,0,10,.158,.227,.211,.438,.202,-0.49
"<a href=""https://www.baseball-reference.com/players/a/amaroru01.shtml"">Ruben Amaro</a>",NYA,30,23,23,0,5,0,5,3,0,0,2,.217,.217,.217,.435,.194,-0.11
"<a href=""https://www.baseball-reference.com/players/a/andremi01.shtml"">Mike Andrews</a>",BOS,22,19,18,1,3,0,3,0,0,0,2,.167,.167,.167,.333,.148,-0.07
"<a href=""https://www.baseball-reference.com/players/a/aparilu01.shtml"">L. Aparicio</a>",BAL,32,707,659,97,182,6,241,41,33,25,42,.276,.311,.366,.676,.300,4.18
"<a href=""https://www.baseball-reference.com/players/a/arlicdo01.shtml"">Don Arlich</a>",HOU,23,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/a/arrigge01.shtml"">Gerry Arrigo</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotearrigge01"" style=""display:none;""></input><label for=""footnotearrigge01"" class=""footnoteLabel"">2</label><div id=""footnoteDivarrigge01"">CIN, NYN</div></span>",25,13,11,2,5,0,7,3,2,0,1,.455,.538,.636,1.175,.509,0.43
"<a href=""https://www.baseball-reference.com/players/a/asprobo01.shtml"">B. Aspromonte</a>",HOU,28,603,560,55,141,8,187,52,35,0,63,.252,.297,.334,.631,.278,-0.42
"<a href=""https://www.baseball-reference.com/players/a/austde01.shtml"">Dennis Aust</a>",SLN,25,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/a/azcuejo01.shtml"">Joe Azcue</a>",CLE,26,330,302,22,83,9,122,37,20,0,22,.275,.319,.404,.723,.314,0.00
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",NYA,21,7,7,0,1,0,1,0,0,0,5,.143,.143,.143,.286,.127,0.00
"<a href=""https://www.baseball-reference.com/players/b/bailebo01.shtml"">Bob Bailey</a>",PIT,23,433,380,51,106,13,170,46,47,5,65,.279,.360,.447,.807,.355,0.00
"<a href=""https://www.baseball-reference.com/players/b/baileed01.shtml"">Ed Bailey</a>",CAL,35,4,3,0,0,0,0,0,1,0,1,.000,.250,.000,.250,.172,-0.03
"<a href=""https://www.baseball-reference.com/players/b/baldsja01.shtml"">J. Baldschun</a>",CIN,29,3,3,1,1,0,1,1,0,0,2,.333,.333,.333,.667,.297,0.03
"<a href=""https://www.baseball-reference.com/players/b/balesle01.shtml"">Lee Bales</a>",ATL,21,16,16,4,1,0,1,0,0,0,5,.062,.062,.062,.125,.056,-0.30
"<a href=""https://www.baseball-reference.com/players/b/bandosa01.shtml"">Sal Bando</a>",KC1,22,26,24,1,7,0,10,1,1,0,3,.292,.320,.417,.737,.323,0.36
"<a href=""https://www.baseball-reference.com/players/b/bankser01.shtml"">Ernie Banks</a>",CHN,35,554,511,52,139,15,221,75,29,0,59,.272,.315,.432,.747,.322,0.35
"<a href=""https://www.baseball-reference.com/players/b/banksge01.shtml"">George Banks</a>",CLE,27,4,4,0,1,0,1,1,0,0,1,.250,.250,.250,.500,.223,0.00
"<a href=""https://www.baseball-reference.com/players/b/barbest01.shtml"">Steve Barber</a>",BAL,28,51,44,1,3,0,3,1,0,0,30,.068,.068,.068,.136,.061,0.00
"<a href=""https://www.baseball-reference.com/players/b/barbiji01.shtml"">Jim Barbieri</a>",LAN,24,92,82,9,23,0,28,3,9,2,7,.280,.352,.341,.693,.311,0.46
"<a href=""https://www.baseball-reference.com/players/b/barkera01.shtml"">Ray Barker</a>",NYA,30,82,75,11,14,3,28,13,4,0,20,.187,.225,.373,.598,.263,0.01
"<a href=""https://www.baseball-reference.com/players/b/bartobo01.shtml"">Bob Barton</a>",SFN,24,97,91,1,16,0,20,3,5,0,5,.176,.216,.220,.436,.188,-0.33
"<a href=""https://www.baseball-reference.com/players/b/batemjo01.shtml"">John Bateman</a>",HOU,25,468,433,39,121,17,202,70,20,0,74,.279,.315,.467,.781,.335,2.32
"<a href=""https://www.baseball-reference.com/players/b/batteea01.shtml"">Earl Battey</a>",MIN,31,412,364,30,93,4,119,34,43,4,30,.255,.337,.327,.664,.297,1.16
"<a href=""https://www.baseball-reference.com/players/b/bearnla01.shtml"">L. Bearnarth</a>",NYN,24,9,9,1,1,0,2,0,0,0,3,.111,.111,.222,.333,.143,0.03
"<a href=""https://www.baseball-reference.com/players/b/beckegl01.shtml"">G. Beckert</a>",CHN,25,693,656,73,188,1,228,59,26,10,36,.287,.317,.348,.664,.296,0.42
"<a href=""https://www.baseball-reference.com/players/b/belanma01.shtml"">M. Belanger</a>",BAL,22,20,19,2,3,0,4,0,0,0,3,.158,.158,.211,.368,.162,0.24
"<a href=""https://www.baseball-reference.com/players/b/belinbo01.shtml"">Bo Belinsky</a>",PHI,29,3,3,1,1,0,1,0,0,0,1,.333,.333,.333,.667,.297,0.02
"<a href=""https://www.baseball-reference.com/players/b/bellga01.shtml"">Gary Bell</a>",CLE,29,89,76,2,10,0,12,2,4,0,25,.132,.185,.158,.343,.162,0.00
"<a href=""https://www.baseball-reference.com/players/b/bennede01.shtml"">D. Bennett</a>",BOS,26,27,23,2,3,1,7,1,2,0,11,.130,.200,.304,.504,.229,0.08
"<a href=""https://www.baseball-reference.com/players/b/berryke01.shtml"">Ken Berry</a>",CHA,25,486,443,50,120,8,168,34,28,7,63,.271,.316,.379,.695,.307,2.58
"<a href=""https://www.baseball-reference.com/players/b/bertafr01.shtml"">F. Bertaina</a>",BAL,22,20,19,1,2,0,2,0,1,0,6,.105,.150,.105,.255,.123,0.00
"<a href=""https://www.baseball-reference.com/players/b/blairpa01.shtml"">Paul Blair</a>",BAL,22,325,303,35,84,6,126,33,15,5,36,.277,.309,.416,.725,.319,0.00
"<a href=""https://www.baseball-reference.com/players/b/blancgi01.shtml"">Gil Blanco</a>",KC1,20,13,12,0,2,0,2,2,0,0,2,.167,.167,.167,.333,.148,0.03
"<a href=""https://www.baseball-reference.com/players/b/blasido01.shtml"">D. Blasingame</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteblasido01"" style=""display:none;""></input><label for=""footnoteblasido01"" class=""footnoteLabel"">2</label><div id=""footnoteDivblasido01"">WS2, KC1</div></span>",34,243,219,19,46,1,58,12,20,2,24,.210,.276,.265,.541,.234,0.15
"<a href=""https://www.baseball-reference.com/players/b/blasiwa01.shtml"">W. Blasingame</a>",ATL,22,25,23,1,5,0,6,2,2,0,3,.217,.280,.261,.541,.249,0.11
"<a href=""https://www.baseball-reference.com/players/b/blassst01.shtml"">Steve Blass</a>",PIT,24,54,52,3,12,0,13,6,0,0,15,.231,.231,.250,.481,.213,0.11
"<a href=""https://www.baseball-reference.com/players/b/blefacu01.shtml"">Curt Blefary</a>",BAL,22,508,419,73,107,23,196,64,73,1,56,.255,.371,.468,.839,.371,3.11
"<a href=""https://www.baseball-reference.com/players/b/boccajo01.shtml"">J. Boccabella</a>",CHN,25,229,206,22,47,6,74,25,14,0,39,.228,.274,.359,.633,.279,-0.05
"<a href=""https://www.baseball-reference.com/players/b/bolinbo01.shtml"">Bobby Bolin</a>",SFN,27,83,76,7,13,2,22,7,6,0,25,.171,.232,.289,.521,.237,0.00
"<a href=""https://www.baseball-reference.com/players/b/bollifr01.shtml"">F. Bolling</a>",ATL,34,245,227,16,48,1,58,18,10,1,14,.211,.244,.256,.499,.219,-1.42
"<a href=""https://www.baseball-reference.com/players/b/bollogr01.shtml"">Greg Bollo</a>",CHA,22,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/b/bookebu01.shtml"">Buddy Booker</a>",CLE,24,30,28,6,6,2,13,5,2,0,6,.214,.267,.464,.731,.322,0.03
"<a href=""https://www.baseball-reference.com/players/b/boozejo01.shtml"">John Boozer</a>",PHI,27,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.01
"<a href=""https://www.baseball-reference.com/players/b/boschdo01.shtml"">Don Bosch</a>",PIT,23,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.07
"<a href=""https://www.baseball-reference.com/players/b/bosmadi01.shtml"">Dick Bosman</a>",WS2,22,14,12,1,3,0,3,1,0,0,2,.250,.250,.250,.500,.223,0.00
"<a href=""https://www.baseball-reference.com/players/b/bosweda01.shtml"">Dave Boswell</a>",MIN,21,66,63,4,9,0,10,3,0,0,18,.143,.156,.159,.315,.143,0.00
"<a href=""https://www.baseball-reference.com/players/b/boutoji01.shtml"">Jim Bouton</a>",NYA,27,42,38,1,4,0,4,4,1,0,23,.105,.128,.105,.233,.109,0.00
"<a href=""https://www.baseball-reference.com/players/b/bowensa01.shtml"">Sam Bowens</a>",BAL,28,269,243,26,51,6,80,20,17,9,52,.210,.275,.329,.605,.271,-0.54
"<a href=""https://www.baseball-reference.com/players/b/boyercl02.shtml"">Clete Boyer</a>",NYA,29,558,500,59,120,14,192,57,46,6,48,.240,.303,.384,.687,.303,4.05
"<a href=""https://www.baseball-reference.com/players/b/boyerke01.shtml"">Ken Boyer</a>",NYN,35,534,496,62,132,14,206,61,30,4,64,.266,.304,.415,.719,.313,0.00
"<a href=""https://www.baseball-reference.com/players/b/brabege01.shtml"">G. Brabender</a>",BAL,24,13,13,0,1,0,1,0,0,0,9,.077,.077,.077,.154,.069,-0.13
"<a href=""https://www.baseball-reference.com/players/b/bradfbu01.shtml"">B. Bradford</a>",CHA,21,30,28,3,4,0,4,0,2,0,6,.143,.200,.143,.343,.165,0.00
"<a href=""https://www.baseball-reference.com/players/b/brandbu01.shtml"">B. Brandon</a>",BOS,25,55,44,4,8,0,12,2,2,0,21,.182,.245,.273,.518,.235,0.00
"<a href=""https://www.baseball-reference.com/players/b/brandja01.shtml"">J. Brandt</a>",PHI,32,187,164,16,41,1,52,15,17,0,36,.250,.317,.317,.634,.283,0.00
"<a href=""https://www.baseball-reference.com/players/b/brandro01.shtml"">Ron Brand</a>",HOU,26,139,123,12,30,0,32,10,9,0,13,.244,.301,.260,.562,.249,-0.27
"<a href=""https://www.baseball-reference.com/players/b/bressed01.shtml"">E. Bressoud</a>",NYN,34,464,405,48,91,10,146,49,47,2,107,.225,.304,.360,.665,.295,2.05
"<a href=""https://www.baseball-reference.com/players/b/briggjo02.shtml"">John Briggs</a>",PHI,22,297,255,43,72,10,125,23,41,3,55,.282,.380,.490,.871,.381,0.00
"<a href=""https://www.baseball-reference.com/players/b/brilene01.shtml"">N. Briles</a>",SLN,22,41,38,2,3,0,3,0,2,0,16,.079,.125,.079,.204,.101,-0.30
"<a href=""https://www.baseball-reference.com/players/b/brinked01.shtml"">Ed Brinkman</a>",WS2,24,625,582,42,133,7,190,48,29,7,105,.229,.263,.326,.589,.259,0.00
"<a href=""https://www.baseball-reference.com/players/b/brocklo01.shtml"">Lou Brock</a>",SLN,27,678,643,94,183,15,276,46,31,74,134,.285,.320,.429,.749,.327,3.36
"<a href=""https://www.baseball-reference.com/players/b/brogler01.shtml"">E. Broglio</a>",CHN,30,22,19,2,7,0,8,0,2,0,7,.368,.429,.421,.850,.381,0.31
"<a href=""https://www.baseball-reference.com/players/b/brownby01.shtml"">Byron Browne</a>",CHN,23,466,419,46,102,16,179,51,40,3,143,.243,.316,.427,.743,.329,0.15
"<a href=""https://www.baseball-reference.com/players/b/brownga01.shtml"">Gates Brown</a>",DET,27,193,169,27,45,7,73,27,18,3,19,.266,.337,.432,.769,.336,0.51
"<a href=""https://www.baseball-reference.com/players/b/brownla01.shtml"">Larry Brown</a>",CLE,26,384,340,29,78,3,99,17,36,0,58,.229,.309,.291,.600,.274,1.31
"<a href=""https://www.baseball-reference.com/players/b/brownol02.shtml"">Ollie Brown</a>",SFN,22,386,348,32,81,7,111,33,33,2,66,.233,.303,.319,.622,.276,0.00
"<a href=""https://www.baseball-reference.com/players/b/brucebo01.shtml"">Bob Bruce</a>",HOU,33,47,39,2,3,0,3,1,1,0,14,.077,.100,.077,.177,.084,-0.36
