Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",2,32,531,498,68,147,4,194,48,17,16,38,.295,.321,.390,.711,.323,0.05
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",CLE,31,101,87,12,14,0,14,10,6,0,18,.161,.215,.161,.376,.190,0.00
"<a href=""https://www.baseball-reference.com/players/a/almadme01.shtml"">Mel Almada</a>",BOS,23,347,320,40,81,1,108,21,24,2,15,.253,.305,.338,.643,.301,0.00
"<a href=""https://www.baseball-reference.com/players/a/alstowa01.shtml"">W. Alston</a>",SLN,24,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",SLA,29,66,59,4,10,0,13,7,5,0,14,.169,.234,.220,.455,.222,-0.23
"<a href=""https://www.baseball-reference.com/players/a/ankenpa01.shtml"">Pat Ankenman</a>",SLN,23,4,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.20
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",WS1,32,77,76,7,19,0,22,8,0,0,15,.250,.250,.289,.539,.248,0.05
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,29,618,526,111,204,6,267,128,85,10,25,.388,.474,.508,.981,.455,7.24
"<a href=""https://www.baseball-reference.com/players/a/archefr01.shtml"">Fred Archer</a>",PHA,26,16,15,1,4,0,4,1,1,0,3,.267,.312,.267,.579,.281,0.01
"<a href=""https://www.baseball-reference.com/players/a/arnovmo01.shtml"">M. Arnovich</a>",PHI,25,52,48,4,15,1,21,7,1,0,3,.312,.353,.438,.790,.363,0.00
"<a href=""https://www.baseball-reference.com/players/a/atwoobi01.shtml"">Bill Atwood</a>",PHI,24,209,192,21,58,2,77,29,11,0,15,.302,.346,.401,.747,.346,0.03
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",DET,25,93,78,7,24,0,29,15,7,0,24,.308,.372,.372,.744,.352,0.68
"<a href=""https://www.baseball-reference.com/players/a/averiea01.shtml"">Earl Averill</a>",CLE,34,682,614,136,232,28,385,126,65,3,35,.378,.438,.627,1.065,.473,6.90
"<a href=""https://www.baseball-reference.com/players/b/babicjo01.shtml"">J. Babich</a>",BSN,23,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/b/bakerto01.shtml"">Tom Baker</a>",BRO,23,31,30,2,7,0,10,5,1,0,4,.233,.258,.333,.591,.271,0.15
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",NY1,28,573,510,71,152,8,213,42,40,6,36,.298,.355,.418,.773,.357,6.34
"<a href=""https://www.baseball-reference.com/players/b/bashowa01.shtml"">Walt Bashore</a>",PHI,26,11,10,1,2,0,2,0,1,0,3,.200,.273,.200,.473,.239,-0.27
"<a href=""https://www.baseball-reference.com/players/b/beckejo01.shtml"">Joe Becker</a>",CLE,28,55,50,5,9,1,17,11,5,0,4,.180,.255,.340,.595,.273,-0.42
"<a href=""https://www.baseball-reference.com/players/b/bejmaol01.shtml"">Ollie Bejma</a>",SLA,28,167,139,19,36,2,50,18,27,0,21,.259,.380,.360,.739,.355,-0.05
"<a href=""https://www.baseball-reference.com/players/b/bellbe01.shtml"">Beau Bell</a>",SLA,28,683,616,100,212,11,309,123,60,4,55,.344,.403,.502,.905,.412,0.00
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",2,34,57,53,2,6,0,6,1,0,0,4,.113,.113,.113,.226,.106,-0.38
"<a href=""https://www.baseball-reference.com/players/b/bergebo01.shtml"">Boze Berger</a>",CLE,26,53,52,1,9,0,11,3,1,0,14,.173,.189,.212,.400,.187,-0.96
"<a href=""https://www.baseball-reference.com/players/b/bergewa01.shtml"">Wally Berger</a>",BSN,30,595,534,88,154,25,258,91,53,1,84,.288,.361,.483,.844,.383,0.00
"<a href=""https://www.baseball-reference.com/players/b/bergmo01.shtml"">Moe Berg</a>",BOS,34,133,125,9,30,0,36,19,2,0,6,.240,.264,.288,.552,.258,-0.79
"<a href=""https://www.baseball-reference.com/players/b/berrera01.shtml"">Ray Berres</a>",BRO,28,283,267,16,64,1,79,13,14,1,35,.240,.280,.296,.576,.272,0.00
"<a href=""https://www.baseball-reference.com/players/b/berrych02.shtml"">C. Berry</a>",PHA,33,23,17,0,1,0,2,1,6,0,2,.059,.304,.118,.422,.252,-0.28
"<a href=""https://www.baseball-reference.com/players/b/birkora01.shtml"">R. Birkofer</a>",PIT,27,42,41,5,9,0,10,3,1,0,9,.220,.238,.244,.482,.227,0.07
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",CLE,32,50,46,1,6,0,7,4,1,0,13,.130,.149,.152,.301,.143,-0.49
"<a href=""https://www.baseball-reference.com/players/b/blancal01.shtml"">Al Blanche</a>",BSN,26,4,4,0,1,0,1,0,0,0,1,.250,.250,.250,.500,.234,0.01
"<a href=""https://www.baseball-reference.com/players/b/blantcy01.shtml"">Cy Blanton</a>",PIT,27,92,84,6,13,0,15,5,3,0,17,.155,.184,.179,.362,.174,-0.26
"<a href=""https://www.baseball-reference.com/players/b/bluegos01.shtml"">Ossie Bluege</a>",WS1,35,368,319,43,92,1,109,55,38,5,16,.288,.375,.342,.716,.346,1.51
"<a href=""https://www.baseball-reference.com/players/b/bokinjo01.shtml"">Joe Bokina</a>",WS1,26,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/b/boltocl01.shtml"">Cliff Bolton</a>",WS1,29,315,289,41,84,2,116,51,25,1,12,.291,.349,.401,.751,.348,1.11
"<a href=""https://www.baseball-reference.com/players/b/bonurze01.shtml"">Zeke Bonura</a>",CHA,27,687,587,120,194,12,283,138,94,4,29,.330,.426,.482,.908,.420,0.00
"<a href=""https://www.baseball-reference.com/players/b/bordafr01.shtml"">F. Bordagaray</a>",BRO,26,401,372,63,117,4,156,31,17,12,42,.315,.346,.419,.766,.352,1.32
"<a href=""https://www.baseball-reference.com/players/b/bottoji01.shtml"">J. Bottomley</a>",SLA,36,596,544,72,162,12,259,95,44,0,55,.298,.354,.476,.830,.375,-0.16
"<a href=""https://www.baseball-reference.com/players/b/bowmajo01.shtml"">Joe Bowman</a>",PHI,26,84,77,9,15,0,16,6,6,0,14,.195,.253,.208,.461,.228,0.14
"<a href=""https://www.baseball-reference.com/players/b/branded01.shtml"">Ed Brandt</a>",BRO,31,95,84,7,16,0,17,6,9,0,8,.190,.269,.202,.471,.238,0.15
"<a href=""https://www.baseball-reference.com/players/b/brenndo01.shtml"">Don Brennan</a>",CIN,32,27,25,1,2,0,2,0,0,0,10,.080,.080,.080,.160,.075,-0.25
"<a href=""https://www.baseball-reference.com/players/b/bridgto01.shtml"">T. Bridges</a>",DET,29,127,118,10,25,0,31,15,3,0,26,.212,.231,.263,.494,.230,-0.16
"<a href=""https://www.baseball-reference.com/players/b/broacjo01.shtml"">J. Broaca</a>",NYA,26,86,82,2,9,0,9,5,1,0,40,.110,.120,.110,.230,.111,-1.04
"<a href=""https://www.baseball-reference.com/players/b/brownbo02.shtml"">Bob Brown</a>",BSN,25,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/browncl01.shtml"">Clint Brown</a>",CHA,32,29,25,5,4,0,6,3,2,0,1,.160,.222,.240,.462,.221,-0.08
"<a href=""https://www.baseball-reference.com/players/b/brownea01.shtml"">Earl Browne</a>",PIT,25,24,23,7,7,0,12,3,1,0,4,.304,.333,.522,.855,.376,0.09
"<a href=""https://www.baseball-reference.com/players/b/brownju01.shtml"">Jumbo Brown</a>",NYA,29,19,19,0,0,0,0,0,0,0,7,.000,.000,.000,.000,.000,-0.38
"<a href=""https://www.baseball-reference.com/players/b/brownll01.shtml"">Lloyd Brown</a>",CLE,31,53,45,5,10,1,15,7,4,0,6,.222,.286,.333,.619,.289,0.14
"<a href=""https://www.baseball-reference.com/players/b/brownma01.shtml"">Mace Brown</a>",PIT,27,65,60,6,10,0,11,5,2,0,10,.167,.194,.183,.377,.181,0.00
"<a href=""https://www.baseball-reference.com/players/b/brubabi01.shtml"">B. Brubaker</a>",PIT,25,620,554,77,160,6,213,102,50,5,96,.289,.352,.384,.736,.345,0.88
"<a href=""https://www.baseball-reference.com/players/b/bryancl01.shtml"">Clay Bryant</a>",CHN,24,13,12,4,5,0,5,2,0,0,0,.417,.417,.417,.833,.390,0.21
"<a href=""https://www.baseball-reference.com/players/b/bucheji01.shtml"">Jim Bucher</a>",BRO,25,403,370,49,93,2,127,41,29,5,27,.251,.306,.343,.649,.303,0.12
"<a href=""https://www.baseball-reference.com/players/b/bullore01.shtml"">Red Bullock</a>",PHA,24,4,4,0,0,0,0,1,0,0,2,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/b/burkael01.shtml"">E. Burkart</a>",PHI,19,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/b/burnsja02.shtml"">Jack Burns</a>",2,28,665,572,98,161,4,216,64,82,4,46,.281,.374,.378,.752,.356,0.00
"<a href=""https://www.baseball-reference.com/players/b/bushgu01.shtml"">Guy Bush</a>",2,34,43,34,5,6,0,6,3,3,0,4,.176,.243,.176,.420,.213,0.10
"<a href=""https://www.baseball-reference.com/players/b/butchma01.shtml"">Max Butcher</a>",BRO,25,50,48,6,6,0,7,1,2,0,16,.125,.160,.146,.306,.150,-0.29
"<a href=""https://www.baseball-reference.com/players/b/byrdsa01.shtml"">Samuel Byrd</a>",CIN,28,153,141,17,35,2,49,13,11,0,11,.248,.303,.348,.650,.303,-0.17
"<a href=""https://www.baseball-reference.com/players/c/cainsu01.shtml"">Sugar Cain</a>",2,29,86,75,6,9,0,9,4,7,0,15,.120,.195,.120,.315,.167,0.03
"<a href=""https://www.baseball-reference.com/players/c/caldwea01.shtml"">E. Caldwell</a>",SLA,31,62,58,5,11,1,15,6,0,0,16,.190,.190,.259,.448,.203,0.00
"<a href=""https://www.baseball-reference.com/players/c/camildo01.shtml"">D. Camilli</a>",PHI,29,651,530,106,167,28,306,102,116,5,84,.315,.441,.577,1.018,.456,5.88
"<a href=""https://www.baseball-reference.com/players/c/campbbr01.shtml"">B. Campbell</a>",CLE,26,194,172,35,64,6,101,30,19,2,17,.372,.440,.587,1.028,.462,1.28
"<a href=""https://www.baseball-reference.com/players/c/campbgi01.shtml"">G. Campbell</a>",CIN,28,279,235,28,63,1,81,40,43,2,14,.268,.384,.345,.728,.353,1.55
"<a href=""https://www.baseball-reference.com/players/c/cantwbe01.shtml"">Ben Cantwell</a>",BSN,34,44,41,3,8,0,8,0,0,1,5,.195,.195,.195,.390,.183,0.00
"<a href=""https://www.baseball-reference.com/players/c/careyto02.shtml"">Tom Carey</a>",SLA,29,521,488,58,133,1,175,57,27,2,25,.273,.315,.359,.673,.313,-1.43
"<a href=""https://www.baseball-reference.com/players/c/carlete01.shtml"">Tex Carleton</a>",CHN,29,75,60,9,14,3,23,11,10,0,13,.233,.352,.383,.735,.348,0.68
"<a href=""https://www.baseball-reference.com/players/c/cascajo01.shtml"">J. Cascarella</a>",2,29,59,53,3,7,0,8,5,2,0,12,.132,.164,.151,.315,.153,0.00
"<a href=""https://www.baseball-reference.com/players/c/castlsl01.shtml"">S. Castleman</a>",NY1,22,41,39,2,5,1,8,5,2,0,12,.128,.171,.205,.376,.178,-0.08
"<a href=""https://www.baseball-reference.com/players/c/cavarph01.shtml"">P. Cavarretta</a>",CHN,19,486,458,55,125,9,172,56,17,8,36,.273,.306,.376,.682,.314,0.17
"<a href=""https://www.baseball-reference.com/players/c/chaplti01.shtml"">Tiny Chaplin</a>",BSN,30,90,84,7,17,0,20,8,1,0,17,.202,.212,.238,.450,.208,0.09
"<a href=""https://www.baseball-reference.com/players/c/chapmbe01.shtml"">Ben Chapman</a>",2,27,628,540,110,170,5,255,81,84,20,38,.315,.408,.472,.880,.394,0.00
"<a href=""https://www.baseball-reference.com/players/c/chapmca01.shtml"">C. Chapman</a>",CIN,25,238,219,35,54,1,70,22,16,5,19,.247,.301,.320,.620,.293,0.03
"<a href=""https://www.baseball-reference.com/players/c/chaseke01.shtml"">Ken Chase</a>",WS1,22,1,1,0,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,.937,0.05
"<a href=""https://www.baseball-reference.com/players/c/cheliit01.shtml"">I. Chelini</a>",CHA,21,34,32,3,5,0,5,2,2,0,9,.156,.206,.156,.362,.182,-0.15
"<a href=""https://www.baseball-reference.com/players/c/chiozlo01.shtml"">Lou Chiozza</a>",PHI,26,620,572,83,170,1,217,48,37,17,39,.297,.346,.379,.726,.339,0.93
"<a href=""https://www.baseball-reference.com/players/c/clarkwa02.shtml"">Watty Clark</a>",BRO,34,40,39,2,9,0,10,2,1,0,6,.231,.250,.256,.506,.239,0.08
"<a href=""https://www.baseball-reference.com/players/c/cliftfl01.shtml"">Flea Clifton</a>",DET,27,30,26,5,5,0,6,1,4,0,3,.192,.300,.231,.531,.268,-0.26
"<a href=""https://www.baseball-reference.com/players/c/cliftha01.shtml"">H. Clift</a>",SLA,23,701,576,145,174,20,296,73,115,12,68,.302,.424,.514,.938,.428,5.77
"<a href=""https://www.baseball-reference.com/players/c/cochrmi01.shtml"">M. Cochrane</a>",DET,33,178,126,24,34,2,48,17,46,1,15,.270,.465,.381,.846,.415,0.99
"<a href=""https://www.baseball-reference.com/players/c/coffmdi01.shtml"">Dick Coffman</a>",NY1,29,22,20,1,4,0,4,0,1,0,7,.200,.238,.200,.438,.214,0.00
"<a href=""https://www.baseball-reference.com/players/c/cohensy01.shtml"">Syd Cohen</a>",WS1,30,8,8,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.14
"<a href=""https://www.baseball-reference.com/players/c/colemed01.shtml"">Ed Coleman</a>",SLA,34,153,137,13,40,2,59,34,15,0,17,.292,.366,.431,.797,.368,-0.07
"<a href=""https://www.baseball-reference.com/players/c/colliri02.shtml"">R. Collins</a>",SLN,32,327,277,48,81,13,141,48,48,1,30,.292,.399,.509,.908,.412,2.89
"<a href=""https://www.baseball-reference.com/players/c/conrobi02.shtml"">Bill Conroy</a>",PHA,21,2,2,0,1,0,1,0,0,0,1,.500,.500,.500,1.000,.468,0.02
"<a href=""https://www.baseball-reference.com/players/c/cookedu01.shtml"">Dusty Cooke</a>",BOS,29,414,341,58,93,6,137,47,72,4,48,.273,.401,.402,.803,.381,1.21
"<a href=""https://www.baseball-reference.com/players/c/coonejo01.shtml"">J. Cooney</a>",BRO,35,541,507,71,143,0,170,30,24,3,15,.282,.315,.335,.650,.304,0.74
"<a href=""https://www.baseball-reference.com/players/c/coppohe01.shtml"">H. Coppola</a>",WS1,23,3,3,0,1,0,2,0,0,0,1,.333,.333,.667,1.000,.432,0.04
"<a href=""https://www.baseball-reference.com/players/c/corbege01.shtml"">Gene Corbett</a>",PHI,22,23,21,1,3,0,3,2,2,0,3,.143,.217,.143,.360,.188,-0.29
"<a href=""https://www.baseball-reference.com/players/c/coscajo01.shtml"">J. Coscarart</a>",BSN,26,400,367,28,90,2,111,44,19,0,37,.245,.292,.302,.594,.281,-0.79
"<a href=""https://www.baseball-reference.com/players/c/cramedo01.shtml"">Doc Cramer</a>",BOS,30,713,643,99,188,0,233,41,49,4,20,.292,.347,.362,.710,.334,0.48
"<a href=""https://www.baseball-reference.com/players/c/cronijo01.shtml"">Joe Cronin</a>",BOS,29,334,295,36,83,2,119,43,32,1,21,.281,.354,.403,.757,.352,0.52
"<a href=""https://www.baseball-reference.com/players/c/crosefr01.shtml"">F. Crosetti</a>",NYA,25,740,632,137,182,15,276,78,90,18,83,.288,.387,.437,.824,.383,3.90
"<a href=""https://www.baseball-reference.com/players/c/crowdal01.shtml"">G. Crowder</a>",DET,37,21,20,1,3,0,5,0,0,0,1,.150,.150,.250,.400,.175,-0.17
"<a href=""https://www.baseball-reference.com/players/c/cuccito01.shtml"">T. Cuccinello</a>",BSN,28,641,565,68,174,7,227,86,58,1,49,.308,.374,.402,.776,.363,5.57
"<a href=""https://www.baseball-reference.com/players/c/culledi01.shtml"">Dick Culler</a>",PHA,21,40,38,3,9,0,9,1,1,0,3,.237,.256,.237,.493,.235,-0.33
