Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamssp01.shtml"">Sparky Adams</a>",PIT,34,217,196,37,51,0,61,11,15,3,5,.260,.316,.311,.627,.297,0.00
"<a href=""https://www.baseball-reference.com/players/a/adkingr01.shtml"">Grady Adkins</a>",CHA,32,51,46,6,11,0,18,1,4,1,10,.239,.300,.391,.691,.313,0.38
"<a href=""https://www.baseball-reference.com/players/a/akersbi01.shtml"">Bill Akers</a>",DET,24,98,83,15,22,1,31,9,10,2,9,.265,.351,.373,.725,.339,0.04
"<a href=""https://www.baseball-reference.com/players/a/alexada01.shtml"">D. Alexander</a>",DET,26,700,626,110,215,25,363,137,56,5,63,.343,.397,.580,.977,.431,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",SLN,42,48,41,2,2,0,2,2,3,0,5,.049,.133,.049,.182,.109,-0.56
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",CIN,25,568,538,69,157,6,224,64,20,21,21,.292,.317,.416,.734,.331,0.00
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",WS1,52,1,1,0,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,.931,0.04
"<a href=""https://www.baseball-reference.com/players/a/angleto01.shtml"">Tom Angley</a>",CHN,24,21,16,1,4,0,5,6,2,0,2,.250,.333,.312,.646,.310,-0.11
"<a href=""https://www.baseball-reference.com/players/a/asbjoca01.shtml"">C. Asbjornson</a>",BOS,20,30,29,1,3,0,3,0,1,0,6,.103,.133,.103,.237,.118,-0.53
"<a href=""https://www.baseball-reference.com/players/a/ashke01.shtml"">Ken Ash</a>",CIN,27,21,21,1,3,0,4,1,0,0,4,.143,.143,.190,.333,.150,-0.15
"<a href=""https://www.baseball-reference.com/players/a/austiji01.shtml"">Jimmy Austin</a>",SLA,49,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/autrych02.shtml"">Chick Autry</a>",CHA,26,100,96,7,20,1,29,12,1,0,8,.208,.224,.302,.527,.238,-0.55
"<a href=""https://www.baseball-reference.com/players/a/averiea01.shtml"">Earl Averill</a>",CLE,27,680,597,110,198,18,321,96,63,13,53,.332,.398,.538,.936,.418,4.31
"<a href=""https://www.baseball-reference.com/players/b/badgrre01.shtml"">Red Badgro</a>",SLA,26,168,148,27,42,1,57,18,11,1,15,.284,.342,.385,.727,.337,0.08
"<a href=""https://www.baseball-reference.com/players/b/ballowi01.shtml"">Win Ballou</a>",BRO,31,16,16,1,1,0,1,0,0,0,7,.062,.062,.062,.125,.058,-0.25
"<a href=""https://www.baseball-reference.com/players/b/bancrda01.shtml"">D. Bancroft</a>",BRO,38,403,358,35,99,1,119,44,29,7,11,.277,.331,.332,.663,.312,-0.13
"<a href=""https://www.baseball-reference.com/players/b/barnefr01.shtml"">Frank Barnes</a>",DET,29,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/b/barnere01.shtml"">Red Barnes</a>",WS1,25,143,130,16,26,1,38,15,13,1,12,.200,.273,.292,.565,.267,0.00
"<a href=""https://www.baseball-reference.com/players/b/barrebi02.shtml"">Bill Barrett</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebarrebi02"" style=""display:none;""></input><label for=""footnotebarrebi02"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbarrebi02"">CHA, BOS</div></span>",29,439,371,57,100,3,140,35,53,11,38,.270,.365,.377,.743,.349,0.04
"<a href=""https://www.baseball-reference.com/players/b/barrebo01.shtml"">Bob Barrett</a>",BOS,30,140,126,15,34,0,44,19,10,3,6,.270,.324,.349,.673,.314,0.37
"<a href=""https://www.baseball-reference.com/players/b/barrore01.shtml"">Red Barron</a>",BSN,29,22,21,3,4,0,5,1,1,2,4,.190,.227,.238,.465,.219,-0.18
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",PIT,21,674,610,101,184,2,256,57,40,11,29,.302,.347,.420,.766,.349,1.14
"<a href=""https://www.baseball-reference.com/players/b/baynebi01.shtml"">Bill Bayne</a>",BOS,30,27,25,2,8,0,11,1,1,0,3,.320,.346,.440,.786,.355,0.29
"<a href=""https://www.baseball-reference.com/players/b/beallwa01.shtml"">Walter Beall</a>",WS1,29,3,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/b/beckcl01.shtml"">Clyde Beck</a>",CHN,29,213,190,28,40,0,47,9,19,3,24,.211,.282,.247,.530,.258,-0.46
"<a href=""https://www.baseball-reference.com/players/b/bellhi01.shtml"">Hi Bell</a>",SLN,31,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.07
"<a href=""https://www.baseball-reference.com/players/b/bellle01.shtml"">Les Bell</a>",BSN,27,553,483,58,144,9,204,72,50,4,42,.298,.364,.422,.786,.361,0.94
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",PHI,27,78,74,8,15,0,15,4,1,0,9,.203,.213,.203,.416,.196,-0.35
"<a href=""https://www.baseball-reference.com/players/b/bengobe01.shtml"">B. Bengough</a>",NYA,30,62,62,5,12,0,16,7,0,0,2,.194,.194,.258,.452,.202,-0.40
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",NY1,31,88,86,2,9,1,13,8,1,0,15,.105,.115,.151,.266,.121,0.00
"<a href=""https://www.baseball-reference.com/players/b/bergmo01.shtml"">Moe Berg</a>",CHA,27,383,352,32,101,0,108,47,17,5,16,.287,.323,.307,.630,.299,0.00
"<a href=""https://www.baseball-reference.com/players/b/berrych02.shtml"">C. Berry</a>",BOS,26,229,207,19,50,1,72,21,15,2,29,.242,.302,.348,.650,.301,0.16
"<a href=""https://www.baseball-reference.com/players/b/bigelel01.shtml"">E. Bigelow</a>",BOS,31,240,211,23,60,1,79,26,23,1,18,.284,.357,.374,.732,.343,-0.23
"<a href=""https://www.baseball-reference.com/players/b/billijo02.shtml"">J. Billings</a>",DET,21,7,6,0,0,0,0,0,1,0,1,.000,.143,.000,.143,.107,-0.07
"<a href=""https://www.baseball-reference.com/players/b/bishoma01.shtml"">Max Bishop</a>",PHA,29,616,475,102,110,3,150,36,128,1,44,.232,.398,.316,.713,.354,1.77
"<a href=""https://www.baseball-reference.com/players/b/bissode01.shtml"">D. Bissonette</a>",BRO,29,484,431,68,121,12,205,75,46,2,58,.281,.351,.476,.827,.371,0.43
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",SLA,25,82,74,6,9,1,13,6,6,0,14,.122,.188,.176,.363,.179,0.00
"<a href=""https://www.baseball-reference.com/players/b/blairfo01.shtml"">F. Blair</a>",CHN,28,77,72,10,23,1,31,8,3,1,4,.319,.347,.431,.777,.353,0.03
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">S. Blake</a>",CHN,29,90,81,11,14,0,16,4,4,0,10,.173,.212,.198,.409,.197,-0.32
"<a href=""https://www.baseball-reference.com/players/b/blankte01.shtml"">T. Blankenship</a>",CHA,28,4,4,0,1,0,1,0,0,0,2,.250,.250,.250,.500,.233,0.00
"<a href=""https://www.baseball-reference.com/players/b/bluegos01.shtml"">Ossie Bluege</a>",WS1,28,246,220,35,65,5,86,31,19,6,15,.295,.354,.391,.745,.346,1.21
"<a href=""https://www.baseball-reference.com/players/b/bluelu01.shtml"">Lu Blue</a>",SLA,32,712,573,111,168,6,246,61,126,12,32,.293,.422,.429,.852,.399,4.58
"<a href=""https://www.baseball-reference.com/players/b/boleyjo01.shtml"">Joe Boley</a>",PHA,32,336,303,36,76,2,111,47,24,1,16,.251,.310,.366,.676,.311,0.00
"<a href=""https://www.baseball-reference.com/players/b/bossha01.shtml"">Harley Boss</a>",WS1,20,68,66,9,18,0,22,6,2,0,6,.273,.294,.333,.627,.289,-0.19
"<a href=""https://www.baseball-reference.com/players/b/bottoji01.shtml"">J. Bottomley</a>",SLN,29,648,560,108,176,29,318,137,70,3,54,.314,.391,.568,.959,.423,3.20
"<a href=""https://www.baseball-reference.com/players/b/boylebu01.shtml"">Buzz Boyle</a>",BSN,21,66,57,8,15,1,22,2,6,2,11,.263,.333,.386,.719,.332,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bradlhe01.shtml"">Herb Bradley</a>",BOS,26,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
