Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsac01.shtml"">Ace Adams</a>",NY1,31,12,12,0,1,0,1,0,0,0,3,.083,.083,.083,.167,.078,-0.10
"<a href=""https://www.baseball-reference.com/players/a/aderhmo01.shtml"">M. Aderholt</a>",WS1,25,15,14,3,2,0,2,1,1,0,3,.143,.200,.143,.343,.174,-0.19
"<a href=""https://www.baseball-reference.com/players/a/albosed01.shtml"">Ed Albosta</a>",BRO,22,4,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.07
"<a href=""https://www.baseball-reference.com/players/a/alenoch01.shtml"">Chuck Aleno</a>",CIN,24,180,169,23,41,1,57,18,11,3,16,.243,.289,.337,.626,.293,0.35
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",2,36,45,42,6,4,1,7,4,1,0,8,.095,.116,.167,.283,.133,-0.07
"<a href=""https://www.baseball-reference.com/players/a/anderal01.shtml"">Alf Anderson</a>",PIT,27,240,223,32,48,1,62,10,14,2,30,.215,.265,.278,.543,.259,-0.55
"<a href=""https://www.baseball-reference.com/players/a/anderre01.shtml"">Red Anderson</a>",WS1,29,35,31,1,8,0,10,1,2,0,10,.258,.303,.323,.626,.294,0.23
"<a href=""https://www.baseball-reference.com/players/a/andrena01.shtml"">Nate Andrews</a>",CLE,27,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",CHA,37,4,4,0,1,0,1,0,0,0,0,.250,.250,.250,.500,.234,0.01
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,34,677,592,93,186,1,231,57,82,12,32,.314,.399,.390,.789,.375,5.32
"<a href=""https://www.baseball-reference.com/players/a/archige01.shtml"">G. Archie</a>",2,27,448,408,48,113,3,153,53,37,10,45,.277,.339,.375,.714,.311,-0.21
"<a href=""https://www.baseball-reference.com/players/a/arnovmo01.shtml"">M. Arnovich</a>",NY1,30,231,207,25,58,2,78,22,23,2,14,.280,.352,.377,.729,.344,0.24
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",SLA,30,86,80,8,10,0,13,5,3,1,27,.125,.157,.162,.319,.153,-0.42
