playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
abbated01,1898,1,PHI,NL,25,92,9,21,4,0,0,14,4,,7,15,,1,2,,
altroni01,1898,1,LS3,NL,11,29,4,7,0,0,0,2,1,,2,6,,1,0,,
amoledo01,1898,1,WAS,NL,7,20,4,2,0,0,0,0,0,,1,4,,0,0,,
anderjo01,1898,1,BRO,NL,6,21,1,3,2,0,0,2,0,,1,4,,1,0,,
anderjo01,1898,2,WAS,NL,110,430,70,131,28,18,9,71,18,,23,19,,12,6,,
anderjo01,1898,3,BRO,NL,19,69,11,19,3,4,0,8,2,,5,3,,1,0,,
bakerki01,1898,1,WAS,NL,6,18,3,5,0,1,0,3,0,,3,4,,0,0,,
ballar01,1898,1,BLN,NL,32,81,7,15,2,0,0,8,2,,7,10,,1,2,,
batesfr01,1898,1,CL4,NL,4,9,2,1,0,0,0,1,0,,3,2,,0,1,,
beckebo01,1898,1,PHI,NL,1,1,0,0,0,0,0,0,0,,1,1,,0,0,,
becklja01,1898,1,CIN,NL,118,459,86,135,20,12,4,72,6,,28,27,,10,9,,
beeched02,1898,1,CL4,NL,8,25,1,5,2,0,0,0,0,,0,1,,0,1,,
bergema01,1898,1,BSN,NL,120,446,62,125,16,5,3,60,9,,13,29,,1,9,,
bierblo01,1898,1,SLN,NL,4,9,0,0,0,0,0,0,0,,1,3,,0,0,,
blakeha01,1898,1,CL4,NL,136,474,65,116,18,7,0,58,12,,69,26,,1,23,,
bowerfr01,1898,1,BLN,NL,5,16,5,7,1,0,0,1,1,,2,1,,1,0,,
bowerfr01,1898,2,PIT,NL,69,241,17,66,6,3,0,29,4,,7,9,,1,3,,
boyleja01,1898,1,PHI,NL,6,22,0,2,0,1,0,3,0,,1,1,,0,1,,
branski01,1898,1,BSN,NL,5,9,2,2,0,1,0,1,0,,0,0,,0,0,,
breitte01,1898,1,CIN,NL,41,121,16,26,2,1,0,17,0,,16,9,,0,5,,
briggbu01,1898,1,CHN,NL,4,14,2,6,1,0,0,1,0,,0,1,,0,0,,
brodist01,1898,1,PIT,NL,42,156,15,41,5,0,0,21,3,,6,4,,3,7,,
brodist01,1898,2,BLN,NL,23,98,12,30,3,2,0,19,3,,5,0,,1,0,,
brownto01,1898,1,WAS,NL,16,55,8,9,1,0,0,2,3,,5,9,,0,0,,
burkeje01,1898,1,CL4,NL,150,624,114,213,18,9,0,42,19,,69,30,,9,4,,
burkeji01,1898,1,CL4,NL,13,38,1,4,1,0,0,1,1,,2,1,,0,2,,
callajo02,1898,1,SLN,NL,2,4,0,0,0,0,0,0,0,,0,0,,0,0,,
callani01,1898,1,CHN,NL,43,164,27,43,7,5,0,22,3,,4,18,,0,4,,
careysc01,1898,1,LS3,NL,8,32,1,6,1,1,0,1,0,,1,2,,0,0,,
carrch01,1898,1,WAS,NL,20,73,6,14,2,0,0,4,2,,2,3,,0,1,,
carribi01,1898,1,NY1,NL,5,18,0,3,1,0,0,2,0,,1,3,,0,0,,
carseki01,1898,1,SLN,NL,38,105,8,21,0,1,1,10,3,,10,15,,0,4,,
caseydo01,1898,1,WAS,NL,28,112,13,31,2,0,0,15,15,,3,4,,1,1,,
chancfr01,1898,1,CHN,NL,53,147,32,41,4,3,1,14,7,,7,14,,6,2,,
childcu01,1898,1,CL4,NL,110,413,90,119,9,4,1,31,9,,69,29,,4,14,,
clarkbo02,1898,1,BLN,NL,82,285,26,69,5,2,0,27,2,,4,14,,15,4,,
clarkda01,1898,1,LS3,NL,1,3,0,0,0,0,0,0,0,,0,1,,0,0,,
clarkfr01,1898,1,LS3,NL,149,599,116,184,23,12,3,47,40,,48,21,,15,5,,
clarkhe01,1898,1,CHN,NL,2,4,0,1,0,0,0,0,0,,1,0,,0,0,,
clarkjo02,1898,1,LS3,NL,6,18,0,3,0,0,0,0,0,,1,1,,0,1,,
clarkwi01,1898,1,PIT,NL,57,209,29,64,9,7,1,31,0,,22,7,,2,3,,
clemeja01,1898,1,SLN,NL,99,335,39,86,19,5,3,41,1,,21,13,,7,8,,
clingbi01,1898,1,LS3,NL,154,538,65,138,12,6,0,50,15,,51,60,,5,15,,
colempe01,1898,1,CIN,NL,1,3,0,0,0,0,0,1,0,,0,0,,0,0,,
colliji01,1898,1,BSN,NL,152,597,107,196,35,5,15,111,12,,40,18,,7,13,,
connbe01,1898,1,PHI,NL,1,3,1,1,0,1,0,1,0,,0,1,,0,0,,
connoji01,1898,1,CHN,NL,138,505,51,114,9,9,0,67,11,,42,34,,3,13,,
cooledu01,1898,1,PHI,NL,149,629,123,196,24,12,4,55,17,,48,38,,4,11,,
corcoto01,1898,1,CIN,NL,153,619,80,155,28,15,2,87,19,,26,17,,2,17,,
crigelo01,1898,1,CL4,NL,84,287,43,80,13,4,1,32,2,,40,22,,5,6,,
cronija01,1898,1,PIT,NL,4,10,1,1,1,0,0,1,0,,2,2,,0,0,,
crookja01,1898,1,SLN,NL,72,225,33,52,4,2,1,20,3,,40,28,,5,11,,
crossla01,1898,1,SLN,NL,151,602,71,191,28,8,3,79,14,,28,8,,0,16,,
crossmo01,1898,1,PHI,NL,149,525,68,135,25,5,1,50,20,,55,46,,8,11,,
cunnibe01,1898,1,LS3,NL,44,140,21,32,3,1,1,16,1,,10,20,,0,0,,
cuppyni01,1898,1,CL4,NL,18,48,2,5,0,0,0,0,1,,3,7,,0,2,,
dahlebi01,1898,1,CHN,NL,142,521,96,151,35,8,1,79,27,,58,41,,23,17,,
dalyto01,1898,1,BRO,NL,23,73,11,24,3,1,0,11,6,,14,5,,1,0,,
dammabi01,1898,1,CIN,NL,35,82,14,16,0,4,0,7,0,,10,21,,0,1,,
daniepe01,1898,1,SLN,NL,10,17,1,3,1,0,0,1,0,,3,2,,0,0,,
davisge01,1898,1,NY1,NL,121,486,80,149,20,5,2,86,26,,32,15,,1,10,,
davisha01,1898,1,PIT,NL,58,222,31,65,9,13,1,24,7,,12,22,,1,6,,
davisha01,1898,2,LS3,NL,37,138,18,30,5,2,1,16,6,,7,15,,0,3,,
davisha01,1898,3,WAS,NL,1,3,0,0,0,0,0,0,0,,0,1,,0,0,,
deckege01,1898,1,SLN,NL,76,286,26,74,10,0,1,45,4,,20,10,,3,5,,
deckege01,1898,2,LS3,NL,42,148,27,44,4,3,0,19,9,,9,11,,1,3,,
delahed01,1898,1,PHI,NL,144,548,115,183,36,9,4,92,58,,77,29,,11,4,,
demonge01,1898,1,BLN,NL,151,567,93,186,19,2,0,86,49,,52,25,,10,12,,
dextech01,1898,1,LS3,NL,112,421,76,132,13,5,1,66,44,,26,35,,7,13,,
dinnebi01,1898,1,WAS,NL,32,80,10,8,0,1,0,3,1,,9,22,,4,1,,
dohened01,1898,1,NY1,NL,28,86,11,14,1,1,2,11,0,,4,16,,2,0,,
donahre01,1898,1,PHI,NL,35,112,8,16,0,1,0,10,1,,4,22,,0,7,,
donahti01,1898,1,CHN,NL,122,396,52,87,12,3,0,39,17,,49,31,,8,12,,
donneji01,1898,1,SLN,NL,1,1,0,1,0,0,0,0,0,,0,0,,0,0,,
donovbi01,1898,1,WAS,NL,39,103,11,17,2,2,2,8,2,,4,28,,2,1,,
donovpa01,1898,1,PIT,NL,147,610,112,184,16,9,0,37,41,,34,33,,7,10,,
douglkl01,1898,1,PHI,NL,146,582,105,150,26,4,2,48,18,,55,20,,11,25,,
dowdto01,1898,1,SLN,NL,139,586,70,143,17,7,0,32,16,,30,26,,5,14,,
dowlipe01,1898,1,LS3,NL,36,107,9,21,4,4,0,9,1,,6,19,,2,2,,
doyleja01,1898,1,WAS,NL,43,177,26,54,2,2,2,26,9,,7,1,,1,0,,
doyleja01,1898,2,NY1,NL,82,297,42,84,15,3,1,43,14,,12,12,,3,4,,
duffyhu01,1898,1,BSN,NL,152,568,97,169,13,3,8,108,29,,59,13,,1,17,,
dugglbi01,1898,1,PHI,NL,9,21,4,5,1,0,1,6,0,,4,4,,0,1,,
dunklda01,1898,1,PHI,NL,12,28,2,6,1,0,0,1,0,,1,2,,0,0,,
dunnja01,1898,1,BRO,NL,51,167,21,41,0,1,0,19,3,,7,10,,1,1,,
dwyerfr01,1898,1,CIN,NL,31,85,11,12,1,1,0,5,1,,7,3,,2,1,,
eaganbi01,1898,1,PIT,NL,19,61,14,20,2,3,0,5,1,,8,8,,6,1,,
eaglebi01,1898,1,WAS,NL,4,13,0,4,1,0,0,2,0,,0,0,,0,0,,
ehretre01,1898,1,LS3,NL,13,40,3,9,3,1,0,4,0,,1,9,,1,0,,
elberki01,1898,1,PHI,NL,14,38,1,9,4,0,0,7,0,,5,5,,7,2,,
elybo01,1898,1,PIT,NL,148,519,49,110,14,5,2,44,6,,24,34,,0,13,,
esperdu01,1898,1,SLN,NL,11,27,1,10,0,0,0,5,0,,1,2,,0,0,,
