Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,30,62,53,5,12,0,17,3,8,0,9,.226,.328,.321,.649,.320,0.36
"<a href=""https://www.baseball-reference.com/players/a/adamsbe01.shtml"">Bert Adams</a>",CLE,21,62,54,5,11,0,15,6,4,0,0,.204,.259,.278,.536,.261,-0.40
"<a href=""https://www.baseball-reference.com/players/a/adamswi01.shtml"">Willie Adams</a>",SLA,21,13,13,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.26
"<a href=""https://www.baseball-reference.com/players/a/aglerjo01.shtml"">Joe Agler</a>",WS1,25,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,0.00
"<a href=""https://www.baseball-reference.com/players/a/ainsmed01.shtml"">E. Ainsmith</a>",WS1,22,211,186,22,42,0,53,22,14,4,0,.226,.280,.285,.565,.276,0.00
"<a href=""https://www.baseball-reference.com/players/a/aitonge01.shtml"">George Aiton</a>",SLA,21,21,17,1,4,0,4,1,4,0,0,.235,.381,.235,.616,.326,0.03
"<a href=""https://www.baseball-reference.com/players/a/akersje01.shtml"">Jerry Akers</a>",WS1,24,6,6,0,2,0,2,0,0,0,0,.333,.333,.333,.667,.320,0.03
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",PHI,25,117,102,7,19,2,29,13,6,0,14,.186,.231,.284,.516,.249,-0.02
"<a href=""https://www.baseball-reference.com/players/a/alexawa01.shtml"">W. Alexander</a>",SLA,21,111,97,5,17,0,21,5,8,1,0,.175,.245,.216,.462,.233,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenfr01.shtml"">Frank Allen</a>",BRO,23,41,36,4,6,1,14,4,3,0,15,.167,.231,.389,.620,.288,0.10
"<a href=""https://www.baseball-reference.com/players/a/allisma01.shtml"">Mack Allison</a>",SLA,25,55,52,2,7,0,7,0,2,0,0,.135,.167,.135,.301,.152,-0.34
"<a href=""https://www.baseball-reference.com/players/a/almeira01.shtml"">R. Almeida</a>",CIN,25,65,59,9,13,0,23,10,5,0,8,.220,.281,.390,.671,.315,0.10
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",WS1,35,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,29,63,58,6,13,0,16,3,4,1,23,.224,.274,.276,.550,.269,0.00
"<a href=""https://www.baseball-reference.com/players/a/archeji01.shtml"">Jimmy Archer</a>",CHN,29,426,385,35,109,5,148,58,22,7,36,.283,.330,.384,.715,.342,0.00
"<a href=""https://www.baseball-reference.com/players/a/austiji01.shtml"">Jimmy Austin</a>",SLA,32,604,536,57,135,2,171,44,38,28,0,.252,.306,.319,.625,.304,0.95
"<a href=""https://www.baseball-reference.com/players/b/baderlo01.shtml"">King Bader</a>",NY1,24,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bagbyji01.shtml"">Jim Bagby</a>",CIN,22,5,5,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.10
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",SLA,24,3,2,1,1,0,1,0,1,0,0,.500,.667,.500,1.167,.571,0.08
"<a href=""https://www.baseball-reference.com/players/b/bakerfr01.shtml"">H. Baker</a>",PHA,26,644,577,116,200,10,312,130,50,40,0,.347,.404,.541,.945,.441,9.39
"<a href=""https://www.baseball-reference.com/players/b/bakerho01.shtml"">Howard Baker</a>",CLE,24,35,30,1,5,0,5,2,5,0,0,.167,.286,.167,.452,.245,-0.25
"<a href=""https://www.baseball-reference.com/players/b/ballne01.shtml"">Neal Ball</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteballne01"" style=""display:none;""></input><label for=""footnoteballne01"" class=""footnoteLabel"">2</label><div id=""footnoteDivballne01"">CLE, BOS</div></span>",31,194,177,22,39,0,47,20,12,12,0,.220,.270,.266,.535,.250,-0.52
"<a href=""https://www.baseball-reference.com/players/b/bargecy01.shtml"">Cy Barger</a>",BRO,27,40,37,3,7,0,8,3,3,1,7,.189,.250,.216,.466,.234,-0.04
"<a href=""https://www.baseball-reference.com/players/b/barrocu01.shtml"">Cuke Barrows</a>",CHA,28,18,13,0,3,0,3,2,2,1,0,.231,.333,.231,.564,.292,-0.01
"<a href=""https://www.baseball-reference.com/players/b/barryha01.shtml"">Hardin Barry</a>",PHA,21,5,4,0,0,0,0,0,1,0,0,.000,.200,.000,.200,.150,-0.03
"<a href=""https://www.baseball-reference.com/players/b/barryja01.shtml"">Jack Barry</a>",PHA,25,562,483,75,126,0,163,55,47,22,0,.261,.335,.337,.673,.328,0.00
"<a href=""https://www.baseball-reference.com/players/b/bashaal01.shtml"">Al Bashang</a>",DET,23,15,12,3,1,0,1,0,3,0,0,.083,.267,.083,.350,.214,-0.23
"<a href=""https://www.baseball-reference.com/players/b/baskeji01.shtml"">Jim Baskette</a>",CLE,24,48,40,3,5,0,7,2,6,0,0,.125,.255,.175,.430,.231,-0.06
"<a href=""https://www.baseball-reference.com/players/b/batesjo02.shtml"">Johnny Bates</a>",CIN,28,297,239,45,69,1,98,29,47,10,16,.289,.406,.410,.816,.395,0.00
"<a href=""https://www.baseball-reference.com/players/b/battege01.shtml"">G. Batten</a>",NYA,20,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/b/baumapa01.shtml"">P. Baumann</a>",DET,26,48,42,3,11,0,12,7,6,4,0,.262,.354,.286,.640,.322,-0.01
"<a href=""https://www.baseball-reference.com/players/b/baumgge01.shtml"">G. Baumgardner</a>",SLA,20,90,76,8,11,0,15,5,12,1,0,.145,.270,.197,.467,.247,0.07
