Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abnersh01.shtml"">Shawn Abner</a>",SDN,21,49,47,5,13,2,24,7,2,1,8,.277,.306,.511,.817,.348,0.00
"<a href=""https://www.baseball-reference.com/players/a/ackerji01.shtml"">Jim Acker</a>",ATL,28,15,14,1,3,0,3,1,1,0,8,.214,.267,.214,.481,.226,0.16
"<a href=""https://www.baseball-reference.com/players/a/afenitr01.shtml"">Troy Afenir</a>",HOU,23,20,20,1,6,0,7,1,0,0,12,.300,.300,.350,.650,.286,-0.22
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",HOU,29,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.01
"<a href=""https://www.baseball-reference.com/players/a/aguaylu01.shtml"">Luis Aguayo</a>",PHI,28,234,209,25,43,12,90,21,15,0,56,.206,.273,.431,.703,.302,0.00
"<a href=""https://www.baseball-reference.com/players/a/aguilri01.shtml"">R. Aguilera</a>",NYN,25,47,40,5,9,1,13,3,1,0,17,.225,.244,.325,.569,.250,0.00
"<a href=""https://www.baseball-reference.com/players/a/aldremi01.shtml"">Mike Aldrete</a>",SFN,26,406,357,50,116,9,165,51,43,6,50,.325,.396,.462,.858,.374,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotealexado01"" style=""display:none;""></input><label for=""footnotealexado01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivalexado01"">ATL, DET</div></span>",36,42,35,1,1,0,1,1,0,0,13,.029,.056,.029,.084,.045,-0.36
"<a href=""https://www.baseball-reference.com/players/a/allanan01.shtml"">A. Allanson</a>",CLE,25,172,154,17,41,3,56,16,9,1,30,.266,.298,.364,.661,.289,0.19
"<a href=""https://www.baseball-reference.com/players/a/almonbi01.shtml"">Bill Almon</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotealmonbi01"" style=""display:none;""></input><label for=""footnotealmonbi01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivalmonbi01"">PIT, NYN</div></span>",34,83,74,13,17,0,21,5,9,1,21,.230,.313,.284,.597,.273,-0.29
"<a href=""https://www.baseball-reference.com/players/a/anderda02.shtml"">D. Anderson</a>",LAN,26,297,265,32,62,1,83,13,24,9,43,.234,.299,.313,.612,.276,0.40
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">L. Andersen</a>",HOU,34,7,6,1,1,0,1,0,1,0,4,.167,.286,.167,.452,.229,0.04
"<a href=""https://www.baseball-reference.com/players/a/armasto01.shtml"">Tony Armas</a>",CAL,33,84,81,8,16,3,30,9,1,1,11,.198,.205,.370,.575,.243,-0.43
"<a href=""https://www.baseball-reference.com/players/a/ashbyal01.shtml"">Alan Ashby</a>",HOU,35,441,386,53,111,14,169,63,50,0,52,.288,.367,.438,.805,.354,2.40
"<a href=""https://www.baseball-reference.com/players/a/assenpa01.shtml"">P. Assenmacher</a>",ATL,26,7,4,1,0,0,0,0,1,0,2,.000,.200,.000,.200,.141,-0.01
"<a href=""https://www.baseball-reference.com/players/b/backmwa01.shtml"">W. Backman</a>",NYN,27,335,300,43,75,1,86,23,25,11,43,.250,.307,.287,.593,.272,0.70
"<a href=""https://www.baseball-reference.com/players/b/bailema01.shtml"">Mark Bailey</a>",HOU,25,75,64,5,13,0,14,3,10,1,21,.203,.311,.219,.530,.257,-0.11
"<a href=""https://www.baseball-reference.com/players/b/baineha01.shtml"">H. Baines</a>",CHA,28,554,505,59,148,20,242,93,46,0,82,.293,.352,.479,.831,.360,0.00
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",PHI,37,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bakerdo01.shtml"">Doug Baker</a>",DET,26,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,0.12
"<a href=""https://www.baseball-reference.com/players/b/balbost01.shtml"">S. Balboni</a>",KCA,30,425,386,44,80,24,165,60,34,0,97,.207,.273,.427,.700,.302,-0.91
"<a href=""https://www.baseball-reference.com/players/b/balleja01.shtml"">Jay Baller</a>",CHN,26,1,1,0,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,.894,0.06
"<a href=""https://www.baseball-reference.com/players/b/bandoch01.shtml"">Chris Bando</a>",CLE,31,229,211,20,46,5,70,16,12,0,28,.218,.260,.332,.592,.262,-0.18
"<a href=""https://www.baseball-reference.com/players/b/barfije01.shtml"">J. Barfield</a>",TOR,27,654,590,89,155,28,270,84,58,3,141,.263,.331,.458,.788,.339,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnesk01.shtml"">S. Barnes</a>",SLN,30,4,4,1,1,1,4,3,0,0,0,.250,.250,1.000,1.250,.503,0.02
"<a href=""https://www.baseball-reference.com/players/b/barrema02.shtml"">M. Barrett</a>",BOS,29,638,559,72,164,3,196,43,51,15,38,.293,.351,.351,.701,.317,1.60
"<a href=""https://www.baseball-reference.com/players/b/basske01.shtml"">Kevin Bass</a>",HOU,28,654,592,83,168,19,266,85,53,21,77,.284,.344,.449,.793,.339,0.00
