Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/ablesha01.shtml"">Harry Ables</a>",NYA,27,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.09
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,29,107,103,9,26,0,33,10,3,0,17,.252,.274,.320,.594,.283,0.40
"<a href=""https://www.baseball-reference.com/players/a/adamsbe01.shtml"">Bert Adams</a>",CLE,20,7,5,0,1,0,1,0,1,0,0,.200,.333,.200,.533,.286,-0.09
"<a href=""https://www.baseball-reference.com/players/a/ainsmed01.shtml"">E. Ainsmith</a>",WS1,21,163,149,12,33,0,41,14,10,5,0,.221,.275,.275,.550,.270,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",PHI,24,140,138,12,24,0,31,9,2,1,27,.174,.186,.225,.410,.195,-0.42
"<a href=""https://www.baseball-reference.com/players/a/allisma01.shtml"">Mack Allison</a>",SLA,24,10,10,1,2,0,2,1,0,0,0,.200,.200,.200,.400,.192,-0.05
"<a href=""https://www.baseball-reference.com/players/a/almeira01.shtml"">R. Almeida</a>",CIN,24,115,96,9,30,0,37,15,9,3,16,.312,.383,.385,.769,.373,0.43
"<a href=""https://www.baseball-reference.com/players/a/altizda01.shtml"">Dave Altizer</a>",CIN,34,87,75,8,17,0,23,4,9,2,5,.227,.318,.307,.624,.309,0.18
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,28,72,64,2,6,0,8,5,5,0,12,.094,.159,.125,.284,.149,0.00
"<a href=""https://www.baseball-reference.com/players/a/archeji01.shtml"">Jimmy Archer</a>",CHN,28,419,387,41,98,4,138,41,18,5,43,.253,.288,.357,.645,.307,0.00
"<a href=""https://www.baseball-reference.com/players/a/armstho01.shtml"">H. Armstrong</a>",PHA,21,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/a/austiji01.shtml"">Jimmy Austin</a>",SLA,31,650,541,84,141,2,194,45,69,26,0,.261,.351,.359,.709,.346,3.47
