Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamssp01.shtml"">Sparky Adams</a>",CIN,39,301,278,38,70,0,88,14,20,2,10,.252,.307,.317,.623,.294,.19
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",PHI,30,633,581,87,192,10,272,85,33,6,47,.330,.370,.468,.838,.382,.00
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",NYA,29,32,26,2,5,0,5,1,4,0,6,.192,.300,.192,.492,.254,.00
"<a href=""https://www.baseball-reference.com/players/a/almadme01.shtml"">Mel Almada</a>",BOS,21,98,90,7,21,0,25,10,6,3,8,.233,.281,.278,.559,.265,.00
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",SLA,27,44,40,5,14,0,16,7,3,0,7,.350,.395,.400,.795,.372,.44
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,27,516,452,75,137,2,183,61,59,3,27,.303,.384,.405,.788,.368,1.95
"<a href=""https://www.baseball-reference.com/players/a/armbror01.shtml"">Orville Armbrust</a>",WS1,26,4,4,0,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-.08
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",DET,23,85,74,3,11,0,13,8,4,0,28,.149,.192,.176,.368,.179,-.36
"<a href=""https://www.baseball-reference.com/players/a/averiea01.shtml"">Earl Averill</a>",CLE,32,702,598,128,187,31,340,113,99,5,44,.313,.414,.569,.982,.439,6.81
"<a href=""https://www.baseball-reference.com/players/b/babicjo01.shtml"">Johnny Babich</a>",BRO,21,51,50,4,7,0,7,3,0,0,19,.140,.140,.140,.280,.130,-.21
"<a href=""https://www.baseball-reference.com/players/b/barredi01.shtml"">Dick Barrett</a>",BSN,27,7,7,0,1,0,1,0,0,0,1,.143,.143,.143,.286,.133,-.02
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",PHI,26,686,604,102,187,0,225,37,64,13,59,.310,.384,.373,.757,.358,2.80
"<a href=""https://www.baseball-reference.com/players/b/beanbe01.shtml"">Belve Bean</a>",CLE,29,18,15,1,3,0,3,0,2,0,5,.200,.294,.200,.494,.252,.03
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">Boom-Boom Beck</a>",BRO,29,19,17,2,4,0,5,0,1,0,1,.235,.278,.294,.572,.269,.09
"<a href=""https://www.baseball-reference.com/players/b/bejmaol01.shtml"">Ollie Bejma</a>",SLA,26,313,262,39,71,2,99,29,40,3,36,.271,.376,.378,.754,.357,.95
"<a href=""https://www.baseball-reference.com/players/b/bellhi01.shtml"">Hi Bell</a>",NY1,36,21,19,2,2,0,2,0,1,0,8,.105,.150,.105,.255,.130,-.13
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",BRO,32,94,89,7,15,0,16,7,3,0,10,.169,.196,.180,.375,.180,-.11
"<a href=""https://www.baseball-reference.com/players/b/bensoal01.shtml"">Allen Benson</a>",WS1,29,5,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.08
"<a href=""https://www.baseball-reference.com/players/b/bentoal01.shtml"">Al Benton</a>",PHA,23,57,55,1,6,0,6,2,0,0,22,.109,.109,.109,.218,.102,-.64
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",CIN,36,7,7,0,2,0,2,1,0,0,3,.286,.286,.286,.571,.266,.03
"<a href=""https://www.baseball-reference.com/players/b/bergewa01.shtml"">Wally Berger</a>",BSN,28,668,615,92,183,34,336,121,49,2,65,.298,.352,.546,.899,.399,.00
"<a href=""https://www.baseball-reference.com/players/b/bergmo01.shtml"">Moe Berg</a>",2,32,195,183,9,46,0,55,15,7,2,11,.251,.283,.301,.583,.265,-.12
"<a href=""https://www.baseball-reference.com/players/b/berrera01.shtml"">Ray Berres</a>",BRO,26,81,79,7,17,0,21,3,1,0,16,.215,.225,.266,.491,.226,.00
"<a href=""https://www.baseball-reference.com/players/b/berrych02.shtml"">Charlie Berry</a>",PHA,31,300,269,14,72,0,86,34,22,1,23,.268,.323,.320,.643,.304,.14
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",BSN,37,81,69,3,13,0,14,2,6,0,8,.188,.253,.203,.456,.226,.14
"<a href=""https://www.baseball-reference.com/players/b/birkora01.shtml"">Ralph Birkofer</a>",PIT,25,78,75,6,17,0,20,11,1,0,14,.227,.237,.267,.504,.233,.19
"<a href=""https://www.baseball-reference.com/players/b/bishoma01.shtml"">Max Bishop</a>",BOS,34,341,253,65,66,1,84,22,82,3,22,.261,.445,.332,.777,.387,1.76
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">George Blaeholder</a>",SLA,30,90,75,4,7,0,8,2,5,0,32,.093,.150,.107,.257,.132,.00
