Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abernte01.shtml"">T. Abernathy</a>",PHA,20,1,0,0,0,0,0,0,1,0,0,.000,1.000,.000,1.000,.731,0.04
"<a href=""https://www.baseball-reference.com/players/a/abreujo01.shtml"">Joe Abreu</a>",CIN,29,32,28,4,6,1,10,3,4,0,4,.214,.312,.357,.670,.324,0.10
"<a href=""https://www.baseball-reference.com/players/a/adamsac01.shtml"">Ace Adams</a>",NY1,32,10,10,2,1,0,1,0,0,0,1,.100,.100,.100,.200,.095,-0.05
"<a href=""https://www.baseball-reference.com/players/a/adkinde01.shtml"">Dewey Adkins</a>",WS1,24,3,2,1,1,0,1,1,0,0,0,.500,.500,.500,1.000,.474,0.06
"<a href=""https://www.baseball-reference.com/players/a/adkindi01.shtml"">Dick Adkins</a>",PHA,22,9,7,2,1,0,1,0,2,0,2,.143,.333,.143,.476,.268,-0.01
"<a href=""https://www.baseball-reference.com/players/a/alenoch01.shtml"">Chuck Aleno</a>",CIN,25,17,14,1,2,0,3,0,3,0,3,.143,.294,.214,.508,.265,-0.12
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",BRO,37,44,39,3,7,0,7,2,1,0,11,.179,.200,.179,.379,.184,-0.01
"<a href=""https://www.baseball-reference.com/players/a/anderal01.shtml"">Alf Anderson</a>",PIT,28,187,166,24,45,0,51,7,18,4,19,.271,.342,.307,.650,.317,0.45
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteapplepe01"" style=""display:none;""></input><label for=""footnoteapplepe01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivapplepe01"">CHA, SLA</div></span>",38,7,6,1,1,0,3,1,1,0,1,.167,.286,.500,.786,.353,0.08
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,35,613,543,78,142,3,185,53,63,17,23,.262,.342,.341,.682,.330,3.24
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",SLA,31,96,87,9,14,0,17,4,3,0,28,.161,.189,.195,.384,.185,-0.34
