Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsgl01.shtml"">Glenn Adams</a>",MIN,31,361,326,34,98,8,137,50,25,2,27,.301,.350,.420,.770,.344,.02
"<a href=""https://www.baseball-reference.com/players/a/aikenwi01.shtml"">Willie Aikens</a>",CAL,24,447,379,59,106,21,187,81,61,1,79,.280,.376,.493,.869,.379,2.39
"<a href=""https://www.baseball-reference.com/players/a/aingeda01.shtml"">Danny Ainge</a>",TOR,20,331,308,26,73,2,88,19,12,1,58,.237,.269,.286,.554,.252,-.61
"<a href=""https://www.baseball-reference.com/players/a/alexaga01.shtml"">Gary Alexander</a>",CLE,26,415,358,54,82,15,140,54,46,4,100,.229,.313,.391,.704,.314,-.10
"<a href=""https://www.baseball-reference.com/players/a/alexama01.shtml"">Matt Alexander</a>",PIT,32,13,13,16,7,0,9,1,0,13,0,.538,.538,.692,1.231,.544,.47
"<a href=""https://www.baseball-reference.com/players/a/allenga01.shtml"">Gary Allenson</a>",BOS,24,271,241,27,49,3,72,22,20,1,42,.203,.264,.299,.563,.257,-.24
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",NYN,21,14,14,0,0,0,0,0,0,0,6,.000,.000,.000,.000,.000,-.21
"<a href=""https://www.baseball-reference.com/players/a/almonbi01.shtml"">Bill Almon</a>",SDN,26,226,198,20,45,1,51,8,21,6,48,.227,.299,.258,.556,.248,.00
"<a href=""https://www.baseball-reference.com/players/a/alouje01.shtml"">Jesus Alou</a>",HOU,37,49,43,3,11,0,15,10,6,0,7,.256,.347,.349,.696,.314,.35
"<a href=""https://www.baseball-reference.com/players/a/alstode01.shtml"">Dell Alston</a>",CLE,26,74,62,10,18,1,25,12,10,4,10,.290,.384,.403,.787,.352,.02
"<a href=""https://www.baseball-reference.com/players/a/anderji01.shtml"">Jim Anderson</a>",CAL,22,264,234,33,58,3,82,23,17,3,31,.248,.298,.350,.648,.293,.58
"<a href=""https://www.baseball-reference.com/players/a/andermi01.shtml"">Mike Anderson</a>",PHI,28,91,78,12,18,1,25,2,13,1,14,.231,.341,.321,.661,.311,.34
"<a href=""https://www.baseball-reference.com/players/a/andrero01.shtml"">Rob Andrews</a>",SFN,26,170,154,22,40,2,49,13,8,4,9,.260,.289,.318,.607,.274,.15
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">Joaquin Andujar</a>",HOU,26,65,57,3,5,2,12,7,2,0,32,.088,.117,.211,.327,.145,.00
"<a href=""https://www.baseball-reference.com/players/a/armasto01.shtml"">Tony Armas</a>",OAK,25,297,278,29,69,11,117,34,16,1,67,.248,.290,.421,.710,.311,.35
"<a href=""https://www.baseball-reference.com/players/a/ashbyal01.shtml"">Alan Ashby</a>",HOU,27,370,336,25,68,2,93,35,26,0,70,.202,.262,.277,.538,.235,-1.03
"<a href=""https://www.baseball-reference.com/players/a/asselbr01.shtml"">Brian Asselstine</a>",ATL,25,11,10,1,1,0,1,0,1,0,2,.100,.182,.100,.282,.091,-.19
"<a href=""https://www.baseball-reference.com/players/a/atkinbi01.shtml"">Bill Atkinson</a>",MON,24,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.02
"<a href=""https://www.baseball-reference.com/players/a/auerbri01.shtml"">Rick Auerbach</a>",CIN,29,116,100,17,21,1,34,12,14,0,19,.210,.304,.340,.644,.291,.11
"<a href=""https://www.baseball-reference.com/players/a/avilera01.shtml"">Ramon Aviles</a>",PHI,27,73,61,7,17,0,19,12,8,0,8,.279,.371,.311,.683,.317,.02
"<a href=""https://www.baseball-reference.com/players/a/ayalabe01.shtml"">Benny Ayala</a>",BAL,28,94,86,15,22,6,45,13,6,0,9,.256,.298,.523,.821,.350,.64
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",MON,34,14,14,2,1,1,4,2,0,0,5,.071,.071,.286,.357,.149,.00
"<a href=""https://www.baseball-reference.com/players/b/bailobo01.shtml"">Bob Bailor</a>",TOR,27,465,414,50,95,1,119,38,36,14,27,.229,.297,.287,.585,.270,-.81
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",CIN,29,8,8,0,0,0,0,0,0,0,5,.000,.000,.000,.000,.000,.00
