Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ATL,37,573,495,95,162,47,331,118,71,1,58,.327,.410,.669,1.079,.466,7.24
"<a href=""https://www.baseball-reference.com/players/a/aaronto01.shtml"">Tommie Aaron</a>",ATL,31,56,53,4,12,0,14,3,3,0,5,.226,.268,.264,.532,.239,-0.62
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",KCA,38,14,13,0,1,0,1,0,0,0,7,.077,.077,.077,.154,.070,-0.14
"<a href=""https://www.baseball-reference.com/players/a/acosted01.shtml"">Ed Acosta</a>",SDN,27,17,17,0,0,0,0,0,0,0,6,.000,.000,.000,.000,.000,-0.20
"<a href=""https://www.baseball-reference.com/players/a/ageeto01.shtml"">Tommie Agee</a>",NYN,28,482,425,58,121,14,182,50,50,28,84,.285,.362,.428,.790,.361,3.48
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>",NYA,30,6,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",LAN,20,37,33,3,9,0,9,2,3,0,13,.273,.333,.273,.606,.286,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenbe01.shtml"">Bernie Allen</a>",WS2,32,262,229,18,61,4,86,22,33,2,27,.266,.359,.376,.734,.339,0.00
"<a href=""https://www.baseball-reference.com/players/a/allendi01.shtml"">Dick Allen</a>",LAN,29,649,549,82,162,23,257,90,93,8,113,.295,.395,.468,.863,.386,5.43
"<a href=""https://www.baseball-reference.com/players/a/allenll01.shtml"">Lloyd Allen</a>",CAL,21,17,17,2,5,1,8,1,0,0,5,.294,.294,.471,.765,.346,0.19
"<a href=""https://www.baseball-reference.com/players/a/alleyge01.shtml"">Gene Alley</a>",PIT,30,389,348,38,79,6,119,28,35,9,43,.227,.296,.342,.638,.279,-0.33
"<a href=""https://www.baseball-reference.com/players/a/alomasa01.shtml"">Sandy Alomar</a>",CAL,27,739,689,77,179,4,221,42,41,39,60,.260,.301,.321,.621,.284,5.19
"<a href=""https://www.baseball-reference.com/players/a/aloufe01.shtml"">Felipe Alou</a>",2,36,510,469,52,135,8,192,69,32,5,25,.288,.333,.409,.742,.333,0.00
"<a href=""https://www.baseball-reference.com/players/a/alouje01.shtml"">Jesus Alou</a>",HOU,29,455,433,41,121,2,156,40,13,3,17,.279,.305,.360,.666,.300,1.53
"<a href=""https://www.baseball-reference.com/players/a/alouma01.shtml"">Matty Alou</a>",SLN,32,660,609,85,192,7,253,74,34,19,27,.315,.352,.415,.767,.346,0.00
"<a href=""https://www.baseball-reference.com/players/a/alvarlu01.shtml"">L. Alvarado</a>",CHA,22,278,264,22,57,0,73,8,11,1,34,.216,.246,.277,.523,.237,0.00
"<a href=""https://www.baseball-reference.com/players/a/alyeabr01.shtml"">Brant Alyea</a>",MIN,30,188,158,13,28,2,38,15,24,1,38,.177,.282,.241,.522,.245,-1.20
"<a href=""https://www.baseball-reference.com/players/a/anderdw01.shtml"">D. Anderson</a>",OAK,23,43,37,3,10,0,14,3,5,0,9,.270,.372,.378,.750,.339,0.00
"<a href=""https://www.baseball-reference.com/players/a/andermi01.shtml"">M. Anderson</a>",PHI,20,103,89,11,22,2,35,5,13,0,28,.247,.343,.393,.736,.340,0.59
"<a href=""https://www.baseball-reference.com/players/a/andremi01.shtml"">Mike Andrews</a>",CHA,27,408,330,45,93,12,145,47,67,3,36,.282,.400,.439,.840,.384,1.66
"<a href=""https://www.baseball-reference.com/players/a/aparilu01.shtml"">L. Aparicio</a>",BOS,37,541,491,56,114,4,149,45,35,6,43,.232,.284,.303,.587,.272,-0.49
"<a href=""https://www.baseball-reference.com/players/a/arlinst01.shtml"">Steve Arlin</a>",SDN,25,83,73,5,9,0,11,2,3,0,20,.123,.156,.151,.307,.144,-0.09
"<a href=""https://www.baseball-reference.com/players/a/arnolch01.shtml"">Chris Arnold</a>",SFN,23,14,13,2,3,1,6,3,1,0,2,.231,.286,.462,.747,.339,0.13
"<a href=""https://www.baseball-reference.com/players/a/arroyru01.shtml"">Rudy Arroyo</a>",SLN,21,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/a/asprobo01.shtml"">B. Aspromonte</a>",NYN,33,377,342,21,77,5,103,33,29,0,25,.225,.285,.301,.586,.268,-1.28
"<a href=""https://www.baseball-reference.com/players/a/auerbri01.shtml"">R. Auerbach</a>",ML4,21,263,236,22,48,1,61,9,20,3,40,.203,.271,.258,.530,.249,-0.01
"<a href=""https://www.baseball-reference.com/players/a/austiri01.shtml"">Rick Austin</a>",CLE,24,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",NYA,26,88,79,6,12,0,16,3,1,0,32,.152,.162,.203,.365,.166,0.00
