Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ML4,41,543,465,45,109,12,165,60,70,0,51,.234,.332,.355,.687,.320,0.06
"<a href=""https://www.baseball-reference.com/players/a/adamsgl01.shtml"">Glenn Adams</a>",SFN,27,103,90,10,27,4,43,15,11,1,25,.300,.379,.478,.856,.390,0.40
"<a href=""https://www.baseball-reference.com/players/a/alburvi01.shtml"">Vic Albury</a>",MIN,28,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/alexaga01.shtml"">G. Alexander</a>",SFN,22,4,3,1,0,0,0,0,1,0,2,.000,.250,.000,.250,.179,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexama01.shtml"">M. Alexander</a>",OAK,28,11,10,16,1,0,1,0,1,17,1,.100,.182,.100,.282,.149,-0.50
"<a href=""https://www.baseball-reference.com/players/a/allendi01.shtml"">Dick Allen</a>",PHI,33,481,416,54,97,12,160,62,58,11,109,.233,.327,.385,.712,.327,-0.51
"<a href=""https://www.baseball-reference.com/players/a/alliebo01.shtml"">Bob Allietta</a>",CAL,23,47,45,4,8,1,12,2,1,0,6,.178,.196,.267,.462,.201,-0.21
"<a href=""https://www.baseball-reference.com/players/a/almonbi01.shtml"">Bill Almon</a>",SDN,22,10,10,0,4,0,4,0,0,0,1,.400,.400,.400,.800,.369,0.00
"<a href=""https://www.baseball-reference.com/players/a/alomasa01.shtml"">Sandy Alomar</a>",NYA,31,528,489,61,117,2,149,39,26,28,58,.239,.277,.305,.581,.269,1.27
"<a href=""https://www.baseball-reference.com/players/a/alouje01.shtml"">Jesus Alou</a>",NYN,33,108,102,8,27,0,30,11,4,0,5,.265,.299,.294,.593,.269,-0.41
"<a href=""https://www.baseball-reference.com/players/a/alvaror01.shtml"">O. Alvarez</a>",LAN,23,4,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
