Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/addybo01.shtml"">Bob Addy</a>",CHN,34,147,142,36,40,0,46,16,5,0,0,.282,.306,.324,.630,.296,0.51
"<a href=""https://www.baseball-reference.com/players/a/allisar01.shtml"">Art Allison</a>",LS1,27,132,130,9,27,0,31,10,2,0,6,.208,.220,.238,.458,.214,-0.02
"<a href=""https://www.baseball-reference.com/players/a/allisdo01.shtml"">Doug Allison</a>",HAR,29,166,163,19,43,0,47,15,3,0,9,.264,.277,.288,.565,.265,1.45
"<a href=""https://www.baseball-reference.com/players/a/andrufr01.shtml"">Fred Andrus</a>",CHN,25,36,36,6,11,0,14,2,0,0,5,.306,.306,.389,.694,.319,-0.10
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,24,321,309,63,110,2,139,59,12,0,8,.356,.380,.450,.830,.383,3.71
"<a href=""https://www.baseball-reference.com/players/b/barnero01.shtml"">Ross Barnes</a>",CHN,26,342,322,126,138,1,190,59,20,0,8,.429,.462,.590,1.052,.479,6.02
"<a href=""https://www.baseball-reference.com/players/b/battijo01.shtml"">Joe Battin</a>",SL3,22,289,283,34,85,0,104,46,6,0,6,.300,.315,.367,.682,.316,0.00
"<a href=""https://www.baseball-reference.com/players/b/bechtge01.shtml"">G. Bechtel</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotebechtge01"" style=""display:none;""></input><label for=""footnotebechtge01"" class=""footnoteLabel"">2</label><div id=""footnoteDivbechtge01"">LS1, NY3</div></span>",27,65,65,4,13,0,14,2,0,0,1,.200,.200,.215,.415,.187,-0.49
"<a href=""https://www.baseball-reference.com/players/b/berghjo01.shtml"">John Bergh</a>",PHN,18,4,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.17
"<a href=""https://www.baseball-reference.com/players/b/bielaos01.shtml"">O. Bielaski</a>",CHN,29,141,139,24,29,0,32,10,2,0,3,.209,.220,.230,.450,.211,-0.54
"<a href=""https://www.baseball-reference.com/players/b/blongjo01.shtml"">Joe Blong</a>",SL3,22,266,264,30,62,0,77,30,2,0,9,.235,.241,.292,.532,.245,0.56
"<a href=""https://www.baseball-reference.com/players/b/bondto01.shtml"">Tommy Bond</a>",HAR,20,182,182,18,50,0,58,21,0,0,4,.275,.275,.319,.593,.274,-0.01
"<a href=""https://www.baseball-reference.com/players/b/bootham01.shtml"">Amos Booth</a>",CN1,27,281,272,31,71,0,74,14,9,0,11,.261,.285,.272,.557,.264,0.25
"<a href=""https://www.baseball-reference.com/players/b/boothed01.shtml"">Eddie Booth</a>",NY3,?,230,228,17,49,0,53,7,2,0,4,.215,.222,.232,.454,.213,-1.00
