Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ATL,38,544,449,75,119,34,231,77,92,4,55,.265,.390,.514,.904,.404,3.92
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">Ted Abernathy</a>",KCA,39,6,6,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-.09
"<a href=""https://www.baseball-reference.com/players/a/acostcy01.shtml"">Cy Acosta</a>",CHA,25,4,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-.06
"<a href=""https://www.baseball-reference.com/players/a/acosted01.shtml"">Ed Acosta</a>",SDN,28,13,12,1,1,0,1,0,1,0,9,.083,.154,.083,.237,.124,-.06
"<a href=""https://www.baseball-reference.com/players/a/adamsmi02.shtml"">Mike Adams</a>",MIN,23,6,6,0,2,0,2,0,0,0,1,.333,.333,.333,.667,.304,-.04
"<a href=""https://www.baseball-reference.com/players/a/ageeto01.shtml"">Tommie Agee</a>",NYN,29,483,422,52,96,13,158,47,53,8,92,.227,.317,.374,.692,.317,.08
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>",2,31,7,6,0,0,0,0,0,1,0,3,.000,.143,.000,.143,.099,.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">Doyle Alexander</a>",BAL,21,29,25,1,2,0,2,0,1,0,7,.080,.115,.080,.195,.097,.00
"<a href=""https://www.baseball-reference.com/players/a/allenbe01.shtml"">Bernie Allen</a>",NYA,33,248,220,26,50,9,86,22,23,0,42,.227,.296,.391,.686,.308,.00
"<a href=""https://www.baseball-reference.com/players/a/allendi01.shtml"">Dick Allen</a>",CHA,30,609,506,90,156,37,305,113,99,19,126,.308,.420,.603,1.023,.451,8.60
"<a href=""https://www.baseball-reference.com/players/a/allenha02.shtml"">Hank Allen</a>",CHA,31,21,21,1,3,0,3,0,0,0,2,.143,.143,.143,.286,.130,-.37
