playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
alvorbi01,1889,1,KC2,AA,50,186,23,43,8,9,0,18,3,,10,35,,0,,,
anderda01,1889,1,PHI,NL,5,11,1,2,1,0,0,0,0,,0,2,,0,,,
anderva01,1889,1,IN3,NL,2,5,0,0,0,0,0,0,0,,0,0,,0,,,
andreed01,1889,1,PHI,NL,10,39,10,11,1,0,0,7,7,,2,4,,0,,,
andreed01,1889,2,IN3,NL,40,173,32,53,11,0,0,22,7,,5,10,,1,,,
ansonca01,1889,1,CHN,NL,134,518,100,177,32,7,7,117,27,,86,19,,5,,,
bakelje01,1889,1,CL4,NL,36,111,9,15,1,1,1,8,1,,17,40,,0,,,
baldwki01,1889,1,CN2,AA,60,223,34,55,14,2,1,34,7,,5,32,,3,,,
baldwma01,1889,1,CL6,AA,64,208,19,39,6,5,2,25,2,,16,63,,0,,,
banniji01,1889,1,WS8,NL,2,1,0,0,0,0,0,0,0,,0,0,,0,,,
barklsa01,1889,1,KC2,AA,45,176,36,50,6,2,0,23,8,,15,20,,0,,,
bassech01,1889,1,IN3,NL,127,477,64,117,12,5,4,68,15,,37,38,,3,,,
bastich01,1889,1,CHN,NL,46,155,19,21,0,0,0,10,1,,25,46,,0,,,
batesjo01,1889,1,KC2,AA,1,4,0,0,0,0,0,0,0,,0,2,,0,,,
bausege01,1889,1,PH4,AA,7,21,1,1,0,0,0,0,2,,4,8,,0,,,
beamal01,1889,1,PIT,NL,2,6,0,1,1,0,0,0,0,,0,2,,0,,,
beardol01,1889,1,CN2,AA,141,558,96,159,13,14,1,77,36,,35,39,,1,,,
beatied01,1889,1,CL4,NL,37,121,13,14,0,0,1,8,0,,14,33,,0,,,
becklja01,1889,1,PIT,NL,123,522,91,157,24,10,9,97,11,,29,29,,6,,,
beeched01,1889,1,WS8,NL,42,179,20,53,9,0,0,30,3,,5,4,,1,,,
bellch01,1889,1,KC2,AA,2,6,1,1,1,0,0,3,0,,2,2,,0,,,
bellmja01,1889,1,SL4,AA,1,2,1,1,0,0,0,0,0,,1,0,,0,,,
bennech01,1889,1,BSN,NL,82,247,42,57,8,2,4,28,7,,21,43,,2,,,
bierblo01,1889,1,PH4,AA,130,549,80,167,27,7,7,105,17,,29,30,,4,,,
bishobi01,1889,1,CHN,NL,2,1,0,0,0,0,0,0,0,,1,1,,0,,,
bittmre01,1889,1,KC2,AA,4,14,2,4,0,0,0,2,1,,1,1,,0,,,
blighne01,1889,1,CL6,AA,28,93,6,13,1,1,0,5,2,,4,14,,3,,,
boylehe01,1889,1,IN3,NL,46,155,17,38,10,0,1,17,4,,9,23,,1,,,
boyleja01,1889,1,SL4,AA,99,347,54,85,11,5,3,42,5,,21,42,,7,,,
