Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abramca01.shtml"">Cal Abrams</a>",BRO,27,186,150,27,42,3,59,19,36,3,26,.280,.419,.393,.813,.388,0.00
"<a href=""https://www.baseball-reference.com/players/a/adamsbo03.shtml"">Bobby Adams</a>",CIN,29,450,403,57,107,5,144,24,43,4,40,.266,.338,.357,.695,.327,0.00
"<a href=""https://www.baseball-reference.com/players/a/adcocjo01.shtml"">Joe Adcock</a>",CIN,23,422,395,40,96,10,150,47,24,1,29,.243,.288,.380,.668,.306,-0.45
"<a href=""https://www.baseball-reference.com/players/a/addisbo01.shtml"">Bob Addis</a>",BSN,25,211,199,23,55,1,65,24,9,3,10,.276,.308,.327,.634,.296,-0.03
"<a href=""https://www.baseball-reference.com/players/a/alomalu01.shtml"">Luis Aloma</a>",CHA,28,22,20,2,7,0,8,2,1,0,5,.350,.381,.400,.781,.363,0.25
"<a href=""https://www.baseball-reference.com/players/a/arftha01.shtml"">Hank Arft</a>",SLA,29,390,345,44,90,7,137,42,41,4,34,.261,.339,.397,.736,.342,0.59
"<a href=""https://www.baseball-reference.com/players/a/ashburi01.shtml"">R. Ashburn</a>",PHI,24,712,643,92,221,4,274,63,50,29,37,.344,.393,.426,.819,.380,6.71
"<a href=""https://www.baseball-reference.com/players/a/astrojo01.shtml"">Joe Astroth</a>",PHA,28,205,187,30,46,2,66,19,18,0,13,.246,.312,.353,.665,.310,-0.30
"<a href=""https://www.baseball-reference.com/players/a/avilabo01.shtml"">Bobby Avila</a>",CLE,27,615,542,76,165,10,222,58,60,14,31,.304,.374,.410,.783,.365,4.88
"<a href=""https://www.baseball-reference.com/players/b/bakerfl01.shtml"">Floyd Baker</a>",CHA,34,159,133,24,35,0,43,14,25,0,12,.263,.380,.323,.703,.341,0.00
"<a href=""https://www.baseball-reference.com/players/b/bankhda01.shtml"">Dan Bankhead</a>",BRO,31,2,2,3,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/b/basgamo01.shtml"">M. Basgall</a>",PIT,29,169,153,15,32,0,41,9,12,0,14,.209,.271,.268,.539,.257,-0.90
"<a href=""https://www.baseball-reference.com/players/b/battsma01.shtml"">Matt Batts</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebattsma01"" style=""display:none;""></input><label for=""footnotebattsma01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbattsma01"">BOS, SLA</div></span>",29,304,277,27,79,5,114,33,22,2,23,.285,.338,.412,.749,.344,0.00
"<a href=""https://www.baseball-reference.com/players/b/bauerha01.shtml"">Hank Bauer</a>",NYA,28,394,348,53,103,10,158,54,42,5,39,.296,.373,.454,.827,.380,2.23
"<a href=""https://www.baseball-reference.com/players/b/baumhfr01.shtml"">F. Baumholtz</a>",CHN,32,615,560,62,159,2,213,50,49,5,36,.284,.346,.380,.726,.338,1.42
"<a href=""https://www.baseball-reference.com/players/b/beardge01.shtml"">Gene Bearden</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebeardge01"" style=""display:none;""></input><label for=""footnotebeardge01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbeardge01"">WS1, DET</div></span>",30,33,32,7,6,2,14,6,0,0,4,.188,.188,.438,.625,.273,0.00
"<a href=""https://www.baseball-reference.com/players/b/beardte01.shtml"">Ted Beard</a>",PIT,30,55,48,7,9,1,13,3,6,0,14,.188,.291,.271,.562,.275,-0.24
"<a href=""https://www.baseball-reference.com/players/b/belarwa01.shtml"">W. Belardi</a>",BRO,20,3,3,1,1,0,3,0,0,0,2,.333,.333,1.000,1.333,.553,0.07
"<a href=""https://www.baseball-reference.com/players/b/bellgu01.shtml"">Gus Bell</a>",PIT,22,647,600,80,167,16,266,89,42,1,41,.278,.330,.443,.773,.352,0.00
