Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/b/bakerda01.shtml"">Dave Baker</a>",TOR,25,26,20,3,5,0,6,2,3,0,3,.250,.400,.300,.700,.340,-0.10
"<a href=""https://www.baseball-reference.com/players/b/bakerdu01.shtml"">Dusty Baker</a>",LAN,33,640,570,80,171,23,261,88,56,17,62,.300,.361,.458,.818,.362,2.43
"<a href=""https://www.baseball-reference.com/players/b/balbost01.shtml"">S. Balboni</a>",NYA,25,114,107,8,20,2,30,4,6,0,34,.187,.228,.280,.508,.231,-1.17
"<a href=""https://www.baseball-reference.com/players/b/balleja01.shtml"">Jay Baller</a>",PHI,21,1,0,0,0,0,0,0,0,0,0,.000,1.000,.000,1.000,.737,0.05
"<a href=""https://www.baseball-reference.com/players/b/bandoch01.shtml"">Chris Bando</a>",CLE,26,212,184,13,39,3,56,16,24,0,30,.212,.299,.304,.603,.277,0.17
"<a href=""https://www.baseball-reference.com/players/b/bannial01.shtml"">A. Bannister</a>",CLE,30,398,348,40,93,4,123,41,42,18,41,.267,.347,.353,.700,.321,1.25
"<a href=""https://www.baseball-reference.com/players/b/barfije01.shtml"">J. Barfield</a>",TOR,22,446,394,54,97,18,168,58,42,1,79,.246,.323,.426,.749,.334,0.00
"<a href=""https://www.baseball-reference.com/players/b/barrage01.shtml"">G. Barranca</a>",CIN,25,54,51,11,13,0,20,2,2,2,9,.255,.283,.392,.675,.298,0.02
"<a href=""https://www.baseball-reference.com/players/b/barrema02.shtml"">M. Barrett</a>",BOS,24,18,18,0,1,0,1,0,0,0,1,.056,.056,.056,.111,.050,-0.08
"<a href=""https://www.baseball-reference.com/players/b/barrijo01.shtml"">Jose Barrios</a>",SFN,25,20,19,2,3,0,3,0,1,0,4,.158,.200,.158,.358,.171,-0.23
"<a href=""https://www.baseball-reference.com/players/b/barrji01.shtml"">Jim Barr</a>",SFN,34,34,32,1,8,0,9,3,0,0,6,.250,.250,.281,.531,.238,0.16
"<a href=""https://www.baseball-reference.com/players/b/basske01.shtml"">Kevin Bass</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebasske01"" style=""display:none;""></input><label for=""footnotebasske01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbasske01"">ML4, HOU</div></span>",23,35,33,6,1,0,1,1,1,0,9,.030,.059,.030,.089,.047,0.00
"<a href=""https://www.baseball-reference.com/players/b/bassra01.shtml"">Randy Bass</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebassra01"" style=""display:none;""></input><label for=""footnotebassra01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbassra01"">SDN, TEX</div></span>",28,86,78,6,16,2,24,14,3,0,11,.205,.244,.308,.552,.248,-0.53
"<a href=""https://www.baseball-reference.com/players/b/baumgro01.shtml"">R. Baumgarten</a>",PIT,27,12,12,0,1,0,1,0,0,0,4,.083,.083,.083,.167,.075,-0.03
"<a href=""https://www.baseball-reference.com/players/b/baylodo01.shtml"">Don Baylor</a>",CAL,33,680,608,80,160,24,258,93,57,10,69,.263,.329,.424,.754,.334,0.56
"<a href=""https://www.baseball-reference.com/players/b/beckwjo01.shtml"">Joe Beckwith</a>",LAN,27,8,7,1,0,0,0,0,0,0,4,.000,.000,.000,.000,.000,-0.12
"<a href=""https://www.baseball-reference.com/players/b/bedrost01.shtml"">S. Bedrosian</a>",ATL,24,31,26,0,1,0,1,0,1,0,6,.038,.074,.038,.113,.060,-0.24
"<a href=""https://www.baseball-reference.com/players/b/belanma01.shtml"">M. Belanger</a>",LAN,38,57,50,6,12,0,13,4,5,1,10,.240,.309,.260,.569,.261,0.08
"<a href=""https://www.baseball-reference.com/players/b/bellbu01.shtml"">Buddy Bell</a>",TEX,30,614,537,62,159,13,229,67,70,5,50,.296,.376,.426,.803,.358,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellira01.shtml"">R. Belliard</a>",PIT,20,2,2,3,1,0,1,0,0,1,0,.500,.500,.500,1.000,.452,0.07
"<a href=""https://www.baseball-reference.com/players/b/bellke01.shtml"">Kevin Bell</a>",OAK,26,9,9,1,3,0,4,0,0,0,2,.333,.333,.444,.778,.345,0.09
"<a href=""https://www.baseball-reference.com/players/b/benchjo01.shtml"">Johnny Bench</a>",CIN,34,439,399,44,103,13,158,38,37,1,58,.258,.320,.396,.716,.321,-0.01
"<a href=""https://www.baseball-reference.com/players/b/benedbr01.shtml"">B. Benedict</a>",ATL,26,436,386,34,95,3,117,44,37,4,40,.246,.315,.303,.618,.278,1.38
"<a href=""https://www.baseball-reference.com/players/b/beniqju01.shtml"">J. Beniquez</a>",CAL,32,228,196,25,52,3,76,24,15,3,21,.265,.321,.388,.709,.318,-0.18
"<a href=""https://www.baseball-reference.com/players/b/bentobu01.shtml"">Butch Benton</a>",CHN,24,7,7,0,1,0,1,1,0,0,1,.143,.143,.143,.286,.129,-0.06
"<a href=""https://www.baseball-reference.com/players/b/berenbr01.shtml"">B. Berenyi</a>",CIN,27,75,62,0,15,0,19,3,0,0,16,.242,.238,.306,.545,.239,0.35
"<a href=""https://www.baseball-reference.com/players/b/bergmda01.shtml"">Dave Bergman</a>",SFN,29,140,121,22,33,4,50,14,18,3,11,.273,.364,.413,.778,.345,0.60
"<a href=""https://www.baseball-reference.com/players/b/bernato01.shtml"">T. Bernazard</a>",CHA,25,630,540,90,138,11,214,56,67,11,88,.256,.337,.396,.733,.331,2.89
"<a href=""https://www.baseball-reference.com/players/b/berrada01.shtml"">Dale Berra</a>",PIT,25,583,529,64,139,10,204,61,33,6,83,.263,.306,.386,.692,.300,3.22
"<a href=""https://www.baseball-reference.com/players/b/bevacku01.shtml"">K. Bevacqua</a>",SDN,35,145,123,15,31,0,40,24,17,2,22,.252,.333,.325,.659,.291,-0.08
"<a href=""https://www.baseball-reference.com/players/b/biancbu01.shtml"">B. Biancalana</a>",KCA,22,3,2,0,1,0,3,0,1,0,0,.500,.667,1.500,2.167,.782,0.00
"<a href=""https://www.baseball-reference.com/players/b/biittla01.shtml"">L. Biittner</a>",CIN,35,208,184,18,57,2,76,24,17,1,16,.310,.369,.413,.782,.348,0.59
"<a href=""https://www.baseball-reference.com/players/b/birddo01.shtml"">Doug Bird</a>",CHN,32,60,56,0,8,0,9,3,0,0,20,.143,.143,.161,.304,.136,-0.09
"<a href=""https://www.baseball-reference.com/players/b/blackti01.shtml"">T. Blackwell</a>",MON,29,45,42,2,8,0,12,3,3,0,11,.190,.244,.286,.530,.241,-0.39
"<a href=""https://www.baseball-reference.com/players/b/bochtbr01.shtml"">Bruce Bochte</a>",SEA,31,586,509,58,151,12,208,70,67,8,71,.297,.380,.409,.788,.356,1.86
"<a href=""https://www.baseball-reference.com/players/b/bochybr01.shtml"">Bruce Bochy</a>",NYN,27,53,49,4,15,2,25,8,4,0,6,.306,.358,.510,.869,.385,0.72
"<a href=""https://www.baseball-reference.com/players/b/bogente01.shtml"">T. Bogener</a>",TEX,26,67,60,6,13,1,20,4,4,2,8,.217,.288,.333,.621,.285,-0.25
"<a href=""https://www.baseball-reference.com/players/b/boggsto01.shtml"">Tommy Boggs</a>",ATL,26,18,17,1,4,0,4,2,0,0,4,.235,.235,.235,.471,.213,0.07
"<a href=""https://www.baseball-reference.com/players/b/boggswa01.shtml"">Wade Boggs</a>",BOS,24,381,338,51,118,5,149,44,35,1,21,.349,.406,.441,.847,.378,3.90
"<a href=""https://www.baseball-reference.com/players/b/bonilju01.shtml"">Juan Bonilla</a>",SDN,26,197,182,21,51,0,61,8,11,0,15,.280,.325,.335,.660,.301,1.41
"<a href=""https://www.baseball-reference.com/players/b/bonneba01.shtml"">B. Bonnell</a>",TOR,28,478,437,59,128,6,178,49,32,14,51,.293,.342,.407,.750,.334,0.55
"<a href=""https://www.baseball-reference.com/players/b/bonnebo01.shtml"">Bobby Bonner</a>",BAL,25,84,77,8,13,0,18,5,3,0,12,.169,.198,.234,.431,.195,-0.84
"<a href=""https://www.baseball-reference.com/players/b/boonebo01.shtml"">Bob Boone</a>",CAL,34,539,472,42,121,7,159,58,39,0,34,.256,.310,.337,.647,.293,3.46
"<a href=""https://www.baseball-reference.com/players/b/booneda02.shtml"">Danny Boone</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebooneda02"" style=""display:none;""></input><label for=""footnotebooneda02"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbooneda02"">SDN, HOU</div></span>",28,6,6,0,1,0,2,0,0,0,0,.167,.167,.333,.500,.151,0.02
"<a href=""https://www.baseball-reference.com/players/b/bosetri01.shtml"">Rick Bosetti</a>",OAK,28,16,15,1,3,0,3,0,0,0,1,.200,.200,.200,.400,.181,-0.02
"<a href=""https://www.baseball-reference.com/players/b/bosleth01.shtml"">Thad Bosley</a>",SEA,25,50,46,3,8,0,9,2,4,3,8,.174,.240,.196,.436,.209,0.00
"<a href=""https://www.baseball-reference.com/players/b/bowala01.shtml"">Larry Bowa</a>",CHN,36,549,499,50,123,0,152,29,39,8,38,.246,.302,.305,.606,.275,-0.92
"<a href=""https://www.baseball-reference.com/players/b/bradlma01.shtml"">Mark Bradley</a>",LAN,25,3,3,1,1,0,1,0,0,0,0,.333,.333,.333,.667,.302,0.03
"<a href=""https://www.baseball-reference.com/players/b/braunst01.shtml"">Steve Braun</a>",SLN,34,73,62,6,17,0,21,4,11,0,10,.274,.384,.339,.722,.338,-0.01
"<a href=""https://www.baseball-reference.com/players/b/breinfr01.shtml"">F. Breining</a>",SFN,26,38,29,4,6,0,6,0,4,0,14,.207,.303,.207,.510,.250,0.24
"<a href=""https://www.baseball-reference.com/players/b/brenlbo01.shtml"">Bob Brenly</a>",SFN,28,202,180,26,51,4,69,15,18,6,26,.283,.348,.383,.732,.325,0.00
"<a href=""https://www.baseball-reference.com/players/b/brettge01.shtml"">George Brett</a>",KCA,29,629,552,101,166,21,279,82,71,6,51,.301,.378,.505,.884,.383,5.99
"<a href=""https://www.baseball-reference.com/players/b/briggda01.shtml"">Dan Briggs</a>",CHN,29,50,48,1,6,0,6,1,0,0,9,.125,.143,.125,.268,.126,-0.55
"<a href=""https://www.baseball-reference.com/players/b/brockgr01.shtml"">Greg Brock</a>",LAN,25,18,17,1,2,0,3,1,1,0,5,.118,.167,.176,.343,.129,-0.20
"<a href=""https://www.baseball-reference.com/players/b/brookhu01.shtml"">Hubie Brooks</a>",NYN,25,498,457,40,114,2,145,40,28,6,76,.249,.297,.317,.614,.276,-1.40
"<a href=""https://www.baseball-reference.com/players/b/brookto01.shtml"">Tom Brookens</a>",DET,28,432,398,40,92,9,140,58,27,5,63,.231,.277,.352,.629,.282,1.09
"<a href=""https://www.baseball-reference.com/players/b/brouhma01.shtml"">M. Brouhard</a>",ML4,26,122,108,16,29,4,47,10,9,0,17,.269,.336,.435,.771,.347,0.45
"<a href=""https://www.baseball-reference.com/players/b/brownbo04.shtml"">Bobby Brown</a>",SEA,28,267,245,29,59,4,80,17,17,28,32,.241,.288,.327,.614,.276,0.55
"<a href=""https://www.baseball-reference.com/players/b/brownda01.shtml"">D. Brown</a>",OAK,26,20,18,2,6,0,8,3,1,1,2,.333,.368,.444,.813,.362,-0.03
"<a href=""https://www.baseball-reference.com/players/b/brummgl01.shtml"">G. Brummer</a>",SLN,27,64,64,4,15,0,19,8,0,2,12,.234,.234,.297,.531,.236,0.01
"<a href=""https://www.baseball-reference.com/players/b/brunato01.shtml"">T. Brunansky</a>",MIN,21,545,463,77,126,20,218,46,71,1,101,.272,.377,.471,.848,.380,0.00
"<a href=""https://www.baseball-reference.com/players/b/brusswa01.shtml"">W. Brusstar</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebrusswa01"" style=""display:none;""></input><label for=""footnotebrusswa01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbrusswa01"">PHI, CHA</div></span>",30,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bucknbi01.shtml"">Bill Buckner</a>",CHN,32,709,657,93,201,15,290,105,36,15,26,.306,.342,.441,.783,.344,0.00
"<a href=""https://www.baseball-reference.com/players/b/bullibu01.shtml"">Bud Bulling</a>",SEA,29,173,154,17,34,1,44,8,19,2,16,.221,.306,.286,.592,.273,0.53
"<a href=""https://www.baseball-reference.com/players/b/bumbral01.shtml"">Al Bumbry</a>",BAL,35,618,562,77,147,5,190,40,44,10,77,.262,.314,.338,.652,.295,1.56
"<a href=""https://www.baseball-reference.com/players/b/burleri01.shtml"">R. Burleson</a>",CAL,31,53,45,4,7,0,8,2,6,0,3,.156,.255,.178,.433,.195,0.02
"<a href=""https://www.baseball-reference.com/players/b/burrira01.shtml"">Ray Burris</a>",MON,31,35,28,0,5,0,6,1,3,0,10,.179,.258,.214,.472,.227,0.04
"<a href=""https://www.baseball-reference.com/players/b/burroje01.shtml"">J. Burroughs</a>",OAK,31,334,285,42,79,16,144,48,45,1,61,.277,.372,.505,.878,.388,1.64
"<a href=""https://www.baseball-reference.com/players/b/bushra01.shtml"">Randy Bush</a>",MIN,23,131,119,13,29,4,49,13,8,0,28,.244,.305,.412,.717,.321,0.03
"<a href=""https://www.baseball-reference.com/players/b/butersa01.shtml"">Sal Butera</a>",MIN,29,146,126,9,32,0,34,8,17,0,12,.254,.347,.270,.617,.295,-0.22
"<a href=""https://www.baseball-reference.com/players/b/butlebr01.shtml"">Brett Butler</a>",ATL,25,268,240,35,52,0,54,7,25,21,35,.217,.291,.225,.516,.247,0.00
"<a href=""https://www.baseball-reference.com/players/b/bystrma01.shtml"">M. Bystrom</a>",PHI,23,28,24,2,3,0,4,0,1,0,12,.125,.160,.167,.327,.152,-0.06
"<a href=""https://www.baseball-reference.com/players/c/cabelen01.shtml"">Enos Cabell</a>",DET,32,484,464,45,121,2,150,37,15,15,48,.261,.284,.323,.608,.272,-0.19
"<a href=""https://www.baseball-reference.com/players/c/campbbi02.shtml"">B. Campbell</a>",CHN,33,7,7,0,1,0,1,0,0,0,3,.143,.143,.143,.286,.129,-0.03
"<a href=""https://www.baseball-reference.com/players/c/campri01.shtml"">Rick Camp</a>",ATL,29,48,41,0,1,0,2,0,2,0,23,.024,.070,.049,.119,.063,-0.47
"<a href=""https://www.baseball-reference.com/players/c/candejo01.shtml"">J. Candelaria</a>",PIT,28,64,54,6,12,0,14,9,6,0,20,.222,.295,.259,.554,.260,0.00
"<a href=""https://www.baseball-reference.com/players/c/cappuge01.shtml"">G. Cappuzzello</a>",HOU,28,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/c/caprani01.shtml"">Nick Capra</a>",TEX,24,19,15,2,4,1,7,1,3,2,4,.267,.421,.467,.888,.405,0.30
"<a href=""https://www.baseball-reference.com/players/c/carewro01.shtml"">Rod Carew</a>",CAL,36,612,523,88,167,3,211,44,67,10,49,.319,.396,.403,.799,.361,4.71
"<a href=""https://www.baseball-reference.com/players/c/carltst01.shtml"">S. Carlton</a>",PHI,37,109,101,8,22,2,32,8,0,0,13,.218,.218,.317,.535,.237,0.63
"<a href=""https://www.baseball-reference.com/players/c/cartega01.shtml"">Gary Carter</a>",MON,28,653,557,91,163,29,284,97,78,2,64,.293,.381,.510,.890,.388,8.61
"<a href=""https://www.baseball-reference.com/players/c/castica01.shtml"">C. Castillo</a>",CLE,24,129,120,11,25,2,35,11,6,0,17,.208,.258,.292,.549,.245,-0.34
"<a href=""https://www.baseball-reference.com/players/c/castijo01.shtml"">John Castino</a>",MIN,27,453,410,48,99,6,141,37,36,2,51,.241,.304,.344,.648,.294,1.51
"<a href=""https://www.baseball-reference.com/players/c/castima01.shtml"">M. Castillo</a>",SEA,25,541,506,49,130,3,170,49,22,2,35,.257,.286,.336,.622,.277,-1.12
"<a href=""https://www.baseball-reference.com/players/c/cedence01.shtml"">Cesar Cedeno</a>",CIN,31,543,492,52,142,8,203,57,41,16,41,.289,.346,.413,.758,.340,0.91
"<a href=""https://www.baseball-reference.com/players/c/ceronri01.shtml"">Rick Cerone</a>",NYA,28,329,300,29,68,5,93,28,19,0,27,.227,.271,.310,.581,.262,-1.21
"<a href=""https://www.baseball-reference.com/players/c/ceyro01.shtml"">Ron Cey</a>",LAN,34,627,556,62,141,24,238,79,57,3,99,.254,.323,.428,.751,.332,3.59
"<a href=""https://www.baseball-reference.com/players/c/chambch01.shtml"">C. Chambliss</a>",ATL,33,597,534,57,144,20,233,86,57,7,57,.270,.337,.436,.773,.337,2.82
"<a href=""https://www.baseball-reference.com/players/c/charbjo01.shtml"">J. Charboneau</a>",CLE,27,63,56,7,12,2,22,9,5,0,7,.214,.286,.393,.679,.303,-0.45
"<a href=""https://www.baseball-reference.com/players/c/chifffl01.shtml"">F. Chiffer</a>",SDN,26,8,8,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.10
"<a href=""https://www.baseball-reference.com/players/c/chrisla01.shtml"">L. Christenson</a>",PHI,28,81,67,4,5,1,10,7,2,1,36,.075,.101,.149,.251,.115,-0.15
"<a href=""https://www.baseball-reference.com/players/c/chrismi01.shtml"">Mike Chris</a>",SFN,24,8,7,0,1,0,1,1,0,0,3,.143,.125,.143,.268,.113,-0.02
"<a href=""https://www.baseball-reference.com/players/c/clarkbo04.shtml"">Bobby Clark</a>",CAL,27,93,90,11,19,2,26,8,0,1,29,.211,.209,.289,.498,.220,-0.41
"<a href=""https://www.baseball-reference.com/players/c/clarkja01.shtml"">Jack Clark</a>",SFN,26,659,563,90,154,27,271,103,90,6,91,.274,.372,.481,.853,.376,4.00
"<a href=""https://www.baseball-reference.com/players/c/collida02.shtml"">Dave Collins</a>",NYA,29,393,348,41,88,3,115,25,28,13,49,.253,.315,.330,.646,.293,-0.68
"<a href=""https://www.baseball-reference.com/players/c/conceda01.shtml"">D. Concepcion</a>",CIN,34,623,572,48,164,5,212,53,45,13,61,.287,.337,.371,.707,.318,3.70
"<a href=""https://www.baseball-reference.com/players/c/conceon01.shtml"">O. Concepcion</a>",KCA,24,215,205,17,48,0,59,15,5,2,18,.234,.256,.288,.544,.246,-0.41
"<a href=""https://www.baseball-reference.com/players/c/coopece01.shtml"">Cecil Cooper</a>",ML4,32,696,654,104,205,32,345,121,32,2,53,.313,.342,.528,.870,.378,5.64
"<a href=""https://www.baseball-reference.com/players/c/cowenal01.shtml"">Al Cowens</a>",SEA,30,611,560,72,151,20,266,78,46,11,81,.270,.325,.475,.800,.351,2.85
"<a href=""https://www.baseball-reference.com/players/c/cowlejo01.shtml"">Joe Cowley</a>",ATL,23,16,15,0,3,0,3,0,0,0,4,.200,.200,.200,.400,.181,-0.01
"<a href=""https://www.baseball-reference.com/players/c/coxla01.shtml"">Larry Cox</a>",CHN,34,6,4,1,0,0,0,0,2,0,1,.000,.333,.000,.333,.141,-0.05
"<a href=""https://www.baseball-reference.com/players/c/craigro02.shtml"">Rod Craig</a>",CLE,24,71,65,7,15,0,17,1,4,3,6,.231,.275,.262,.537,.249,-0.52
"<a href=""https://www.baseball-reference.com/players/c/cromawa01.shtml"">W. Cromartie</a>",MON,28,574,497,59,126,14,198,62,69,3,60,.254,.346,.398,.744,.328,2.71
"<a href=""https://www.baseball-reference.com/players/c/crowdo01.shtml"">Don Crow</a>",LAN,23,4,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/c/crowlte01.shtml"">T. Crowley</a>",BAL,35,114,93,8,22,3,33,17,21,0,9,.237,.377,.355,.732,.340,0.08
"<a href=""https://www.baseball-reference.com/players/c/cruzhe01.shtml"">Hector Cruz</a>",CHN,29,21,19,1,4,0,5,0,2,0,4,.211,.286,.263,.549,.258,-0.09
"<a href=""https://www.baseball-reference.com/players/c/cruzjo01.shtml"">Jose Cruz</a>",HOU,34,640,570,62,157,9,215,68,60,21,67,.275,.342,.377,.719,.319,2.35
"<a href=""https://www.baseball-reference.com/players/c/cruzju01.shtml"">Julio Cruz</a>",SEA,27,617,549,83,133,8,189,49,57,46,71,.242,.316,.344,.660,.302,0.00
"<a href=""https://www.baseball-reference.com/players/c/cruzto02.shtml"">Todd Cruz</a>",SEA,26,519,492,44,113,16,185,57,12,2,95,.230,.246,.376,.622,.274,0.00
"<a href=""https://www.baseball-reference.com/players/c/curtijo01.shtml"">John Curtis</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecurtijo01"" style=""display:none;""></input><label for=""footnotecurtijo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcurtijo01"">SDN, CAL</div></span>",34,41,37,1,11,0,13,5,0,0,15,.297,.297,.351,.649,.269,0.40
"<a href=""https://www.baseball-reference.com/players/d/dauerri01.shtml"">Rich Dauer</a>",BAL,29,626,558,75,156,8,208,57,50,0,34,.280,.337,.373,.709,.321,2.06
"<a href=""https://www.baseball-reference.com/players/d/davisch01.shtml"">Chili Davis</a>",SFN,22,701,641,86,167,19,263,76,45,24,115,.261,.308,.410,.719,.319,1.90
"<a href=""https://www.baseball-reference.com/players/d/davisdi02.shtml"">Dick Davis</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedavisdi02"" style=""display:none;""></input><label for=""footnotedavisdi02"" class=""footnoteLabel"">3</label><div class=""footnoteDiv"" id=""footnoteDivdavisdi02"">PHI, TOR, PIT</div></span>",28,165,152,12,35,4,56,19,7,2,19,.230,.256,.368,.625,.262,-0.56
"<a href=""https://www.baseball-reference.com/players/d/davisjo02.shtml"">Jody Davis</a>",CHN,25,466,418,41,109,12,169,52,36,0,92,.261,.316,.404,.720,.318,0.00
"<a href=""https://www.baseball-reference.com/players/d/davismi02.shtml"">Mike Davis</a>",OAK,23,77,75,12,30,1,37,10,2,3,8,.400,.416,.493,.909,.407,1.00
"<a href=""https://www.baseball-reference.com/players/d/dawsoan01.shtml"">Andre Dawson</a>",MON,27,660,608,107,183,23,303,83,34,39,96,.301,.343,.498,.841,.368,7.90
"<a href=""https://www.baseball-reference.com/players/d/dayleke01.shtml"">Ken Dayley</a>",ATL,23,23,20,1,5,0,5,1,2,0,9,.250,.318,.250,.568,.270,0.13
"<a href=""https://www.baseball-reference.com/players/d/decindo01.shtml"">D. DeCinces</a>",CAL,31,655,575,94,173,30,315,97,66,7,80,.301,.369,.548,.916,.397,7.59
"<a href=""https://www.baseball-reference.com/players/d/dejesiv01.shtml"">I. de Jesus</a>",PHI,29,606,536,53,128,3,168,59,54,14,70,.239,.309,.313,.623,.281,1.28
"<a href=""https://www.baseball-reference.com/players/d/dejohma01.shtml"">Mark DeJohn</a>",DET,28,28,21,1,4,0,6,1,4,1,4,.190,.320,.286,.606,.289,0.02
"<a href=""https://www.baseball-reference.com/players/d/deleolu01.shtml"">Luis DeLeon</a>",SDN,23,13,11,0,1,0,2,0,1,0,7,.091,.167,.182,.348,.166,-0.06
"<a href=""https://www.baseball-reference.com/players/d/dempsma01.shtml"">Mark Dempsey</a>",SFN,24,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/d/dempsri01.shtml"">Rick Dempsey</a>",BAL,32,402,344,35,88,5,120,36,46,0,37,.256,.339,.349,.688,.315,1.61
"<a href=""https://www.baseball-reference.com/players/d/dennyjo01.shtml"">John Denny</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedennyjo01"" style=""display:none;""></input><label for=""footnotedennyjo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdennyjo01"">CLE, PHI</div></span>",29,8,6,0,1,0,1,0,2,0,2,.167,.375,.167,.542,.289,0.07
"<a href=""https://www.baseball-reference.com/players/d/dentbu01.shtml"">Bucky Dent</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedentbu01"" style=""display:none;""></input><label for=""footnotedentbu01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdentbu01"">NYA, TEX</div></span>",30,337,306,27,59,1,74,23,21,0,21,.193,.242,.242,.484,.221,-0.57
"<a href=""https://www.baseball-reference.com/players/d/dernibo01.shtml"">Bob Dernier</a>",PHI,25,412,370,56,92,4,118,21,36,42,69,.249,.315,.319,.634,.292,1.67
"<a href=""https://www.baseball-reference.com/players/d/diazbo01.shtml"">Bo Diaz</a>",PHI,29,572,525,69,151,18,236,85,36,3,87,.288,.333,.450,.782,.344,0.00
