Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamssp01.shtml"">Sparky Adams</a>",CHN,32,705,647,100,189,0,220,49,42,26,26,.292,.335,.340,.675,.320,0.00
"<a href=""https://www.baseball-reference.com/players/a/adamssp02.shtml"">S. Adams</a>",SLA,29,294,259,32,69,0,86,29,24,1,33,.266,.333,.332,.665,.318,-0.59
"<a href=""https://www.baseball-reference.com/players/a/aldrivi01.shtml"">Vic Aldridge</a>",PIT,33,100,96,5,21,0,26,9,1,0,3,.219,.227,.271,.498,.230,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",SLN,40,102,94,7,23,0,28,6,5,0,14,.245,.283,.298,.581,.274,0.34
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",CIN,23,388,359,54,106,2,146,20,14,12,23,.295,.325,.407,.732,.337,0.00
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",CIN,23,11,11,1,6,0,6,1,0,0,0,.545,.545,.545,1.091,.512,0.00
"<a href=""https://www.baseball-reference.com/players/a/atkinle01.shtml"">L. Atkinson</a>",WS1,23,1,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/attredi01.shtml"">Dick Attreau</a>",PHI,30,100,83,17,17,1,23,11,14,1,18,.205,.320,.277,.597,.295,-0.46
"<a href=""https://www.baseball-reference.com/players/a/autrych02.shtml"">Chick Autry</a>",CLE,24,46,43,5,11,0,17,7,0,0,6,.256,.256,.395,.651,.292,0.05
"<a href=""https://www.baseball-reference.com/players/b/baeched01.shtml"">Ed Baecht</a>",PHI,20,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bakerne01.shtml"">Neal Baker</a>",PHA,23,6,6,0,1,0,1,2,0,0,2,.167,.167,.167,.333,.156,-0.05
"<a href=""https://www.baseball-reference.com/players/b/baldwhe01.shtml"">H. Baldwin</a>",PHI,33,17,16,1,5,0,5,1,1,0,2,.312,.353,.312,.665,.320,0.04
"<a href=""https://www.baseball-reference.com/players/b/ballowi01.shtml"">Win Ballou</a>",SLA,29,30,28,1,1,0,2,0,1,0,8,.036,.069,.071,.140,.071,-0.43
"<a href=""https://www.baseball-reference.com/players/b/bancrda01.shtml"">D. Bancroft</a>",BSN,36,427,375,44,91,1,115,31,43,5,36,.243,.322,.307,.629,.304,0.09
"<a href=""https://www.baseball-reference.com/players/b/barnach01.shtml"">C. Barnabe</a>",CHA,27,24,19,3,3,0,6,5,4,0,4,.158,.304,.316,.620,.301,0.11
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",BRO,34,24,23,1,5,0,5,0,0,0,3,.217,.217,.217,.435,.204,-0.04
"<a href=""https://www.baseball-reference.com/players/b/barnere01.shtml"">Red Barnes</a>",WS1,23,12,11,5,4,0,5,0,1,0,3,.364,.417,.455,.871,.406,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnevi01.shtml"">V. Barnes</a>",NY1,30,87,83,5,9,0,9,4,0,0,29,.108,.108,.108,.217,.102,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnhcl01.shtml"">C. Barnhart</a>",PIT,31,419,360,65,115,3,155,54,37,2,19,.319,.384,.431,.815,.380,2.32
"<a href=""https://www.baseball-reference.com/players/b/barrebi02.shtml"">Bill Barrett</a>",CHA,27,634,556,62,159,4,224,83,52,20,46,.286,.347,.403,.750,.349,0.00
"<a href=""https://www.baseball-reference.com/players/b/barrebo01.shtml"">Bob Barrett</a>",BRO,28,382,355,29,92,5,121,38,14,1,22,.259,.289,.341,.630,.294,-0.34
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",PIT,19,4,2,0,0,0,0,0,2,0,0,.000,.500,.000,.500,.372,0.02
"<a href=""https://www.baseball-reference.com/players/b/bassljo01.shtml"">J. Bassler</a>",DET,32,254,200,19,57,0,64,24,45,1,9,.285,.416,.320,.736,.366,1.49
"<a href=""https://www.baseball-reference.com/players/b/batesch01.shtml"">C. Bates</a>",PHA,19,41,38,5,9,0,15,2,3,3,5,.237,.293,.395,.687,.314,-0.03
"<a href=""https://www.baseball-reference.com/players/b/battlji01.shtml"">Jim Battle</a>",CHA,26,9,8,1,3,0,5,0,0,0,1,.375,.375,.625,1.000,.442,0.11
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">B. Beck</a>",SLA,22,4,4,0,1,0,1,1,0,0,0,.250,.250,.250,.500,.235,0.00
"<a href=""https://www.baseball-reference.com/players/b/beckcl01.shtml"">Clyde Beck</a>",CHN,27,450,391,44,101,2,137,44,43,0,37,.258,.332,.350,.682,.323,1.27
"<a href=""https://www.baseball-reference.com/players/b/beckmji01.shtml"">Jim Beckman</a>",CIN,22,2,1,0,0,0,0,0,1,0,1,.000,.500,.000,.500,.372,0.02
"<a href=""https://www.baseball-reference.com/players/b/bellhi01.shtml"">Hi Bell</a>",SLN,29,11,11,1,1,0,1,0,0,0,4,.091,.091,.091,.182,.085,-0.14
"<a href=""https://www.baseball-reference.com/players/b/bellle01.shtml"">Les Bell</a>",SLN,25,438,390,48,101,9,166,65,34,5,63,.259,.320,.426,.746,.342,0.42
"<a href=""https://www.baseball-reference.com/players/b/bengobe01.shtml"">B. Bengough</a>",NYA,28,90,85,6,21,0,30,10,4,0,4,.247,.281,.353,.634,.292,-0.15
"<a href=""https://www.baseball-reference.com/players/b/bennefr01.shtml"">F. Bennett</a>",BOS,22,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bennehe01.shtml"">H. Bennett</a>",SLA,30,283,256,40,68,3,93,30,14,6,21,.266,.311,.363,.675,.315,-0.11
"<a href=""https://www.baseball-reference.com/players/b/bentlja01.shtml"">Jack Bentley</a>",NY1,32,10,9,1,2,1,5,2,1,0,1,.222,.300,.556,.856,.379,0.10
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",2,29,82,68,5,12,0,13,7,1,0,19,.176,.211,.191,.402,.191,0.00
"<a href=""https://www.baseball-reference.com/players/b/bergejo02.shtml"">J. Berger</a>",WS1,25,17,15,1,4,0,4,1,2,0,3,.267,.353,.267,.620,.309,-0.09
"<a href=""https://www.baseball-reference.com/players/b/bergmo01.shtml"">Moe Berg</a>",CHA,25,77,69,4,17,0,21,4,4,0,10,.246,.288,.304,.592,.280,0.00
"<a href=""https://www.baseball-reference.com/players/b/billijo02.shtml"">J. Billings</a>",DET,19,28,27,4,7,0,8,1,1,0,8,.259,.286,.296,.582,.275,0.06
