playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
aasedo01,1985,1,BAL,AL,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abregjo01,1985,1,CHN,NL,6,9,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
ackerji01,1985,1,TOR,AL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamsri02,1985,1,SFN,NL,54,121,12,23,3,1,2,10,1,1,5,23,3,1,3,0,2
agostju01,1985,1,CHA,AL,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aguaylu01,1985,1,PHI,NL,91,165,27,46,7,3,6,21,1,0,22,26,5,6,4,3,7
aguilri01,1985,1,NYN,NL,22,36,1,10,2,0,0,2,0,0,1,5,0,0,7,0,1
aikenwi01,1985,1,TOR,AL,12,20,2,4,1,0,1,5,0,0,3,6,0,0,0,1,1
alexado01,1985,1,TOR,AL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenga01,1985,1,TOR,AL,14,34,2,4,1,0,0,3,0,0,0,10,0,0,0,0,1
allenne01,1985,1,SLN,NL,23,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
allenne01,1985,2,NYA,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonbi01,1985,1,PIT,NL,88,244,33,66,17,0,6,29,10,7,22,61,0,1,4,3,6
anderda02,1985,1,LAN,NL,77,221,24,44,6,0,4,18,5,4,35,42,3,1,4,1,4
anderla02,1985,1,PHI,NL,57,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andujjo01,1985,1,SLN,NL,38,94,2,10,2,0,0,8,3,1,5,50,0,0,7,0,2
armasto01,1985,1,BOS,AL,103,385,50,102,17,5,23,64,0,0,18,90,4,2,0,5,14
armstmi01,1985,1,NYA,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashbyal01,1985,1,HOU,NL,65,189,20,53,8,0,8,25,0,0,24,27,2,1,1,1,9
atherke01,1985,1,OAK,AL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ayalabe01,1985,1,CLE,AL,46,76,10,19,7,0,2,15,0,0,4,17,1,0,0,1,2
backmwa01,1985,1,NYN,NL,145,520,77,142,24,5,1,38,30,12,36,72,1,1,14,3,3
bailema01,1985,1,HOU,NL,114,332,47,88,14,0,10,45,0,2,67,70,13,1,1,1,16
bailobo01,1985,1,LAN,NL,74,118,8,29,3,1,0,7,1,0,3,5,0,1,8,0,3
baineha01,1985,1,CHA,AL,160,640,86,198,29,3,22,113,1,1,42,89,8,1,0,10,23
bairdo01,1985,1,DET,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bairdo01,1985,2,SLN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakerdo01,1985,1,DET,AL,15,27,4,5,1,0,0,1,0,0,0,9,0,0,0,0,0
