Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenha01.shtml"">Ham Allen</a>",MID,26,70,70,9,19,0,22,11,0,0,1,.271,.271,.314,.586,.271,0.14
"<a href=""https://www.baseball-reference.com/players/a/allisan01.shtml"">Andy Allison</a>",BR1,?,93,92,9,15,0,17,10,1,0,2,.163,.172,.185,.357,.168,-0.52
"<a href=""https://www.baseball-reference.com/players/a/allisar01.shtml"">Art Allison</a>",CL1,23,87,87,13,23,0,27,8,0,0,2,.264,.264,.310,.575,.265,0.00
"<a href=""https://www.baseball-reference.com/players/a/allisbi01.shtml"">Bill Allison</a>",BR1,21,19,19,5,3,0,3,1,0,0,1,.158,.158,.158,.316,.150,-0.12
"<a href=""https://www.baseball-reference.com/players/a/allisdo01.shtml"">Doug Allison</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteallisdo01"" style=""display:none;""></input><label for=""footnoteallisdo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivallisdo01"">TRO, BR1</div></span>",25,199,197,41,63,0,75,24,2,1,8,.320,.327,.381,.707,.314,0.00
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",PH1,20,233,217,60,90,0,114,48,16,6,3,.415,.455,.525,.980,.451,2.59
"<a href=""https://www.baseball-reference.com/players/a/arnolbi01.shtml"">Billy Arnold</a>",MID,21,7,7,2,1,0,1,0,0,1,0,.143,.143,.143,.286,.136,-0.04
"<a href=""https://www.baseball-reference.com/players/b/barloto01.shtml"">Tom Barlow</a>",BR2,?,174,171,34,54,0,55,8,3,7,2,.316,.328,.322,.649,.310,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnero01.shtml"">Ross Barnes</a>",BS1,22,239,230,81,99,1,134,44,9,12,4,.430,.452,.583,1.034,.467,4.17
"<a href=""https://www.baseball-reference.com/players/b/barre01.shtml"">John Barrett</a>",BR2,?,34,34,6,7,0,8,2,0,1,1,.206,.206,.235,.441,.204,-0.21
"<a href=""https://www.baseball-reference.com/players/b/barrebi01.shtml"">Bill Barrett</a>",WS3,?,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.11
"<a href=""https://www.baseball-reference.com/players/b/bassjo01.shtml"">John Bass</a>",BR2,?,7,7,0,1,0,2,1,0,0,0,.143,.143,.286,.429,.179,-0.04
"<a href=""https://www.baseball-reference.com/players/b/bealsto01.shtml"">Tommy Beals</a>",WS3,21,37,36,6,11,0,14,5,1,0,1,.306,.324,.389,.713,.327,0.08
"<a href=""https://www.baseball-reference.com/players/b/beavee.01.shtml"">E. Beavens</a>",BR2,?,44,43,6,9,0,11,2,1,0,0,.209,.227,.256,.483,.226,-0.25
"<a href=""https://www.baseball-reference.com/players/b/bechtge01.shtml"">G. Bechtel</a>",NY2,23,254,247,61,74,0,91,42,7,9,3,.300,.319,.368,.687,.318,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellast01.shtml"">Steve Bellan</a>",TRO,22,115,115,22,30,0,34,17,0,1,0,.261,.261,.296,.557,.258,-0.09
"<a href=""https://www.baseball-reference.com/players/b/bentlcy01.shtml"">Cy Bentley</a>",MID,21,115,114,23,25,1,39,11,1,1,2,.219,.226,.342,.568,.248,-0.06
"<a href=""https://www.baseball-reference.com/players/b/besti01.shtml"">W. Bestick</a>",BR1,?,14,14,0,4,0,4,0,0,0,0,.286,.286,.286,.571,.271,0.07
"<a href=""https://www.baseball-reference.com/players/b/bielaos01.shtml"">O. Bielaski</a>",WS4,25,46,46,13,8,0,8,3,0,0,0,.174,.174,.174,.348,.165,-0.56
"<a href=""https://www.baseball-reference.com/players/b/birdsda01.shtml"">D. Birdsall</a>",BS1,33,77,76,11,16,0,19,15,1,0,0,.211,.221,.250,.471,.219,-0.17
"<a href=""https://www.baseball-reference.com/players/b/boothed01.shtml"">Eddie Booth</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteboothed01"" style=""display:none;""></input><label for=""footnoteboothed01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivboothed01"">MID, BR2</div></span>",?,178,178,35,56,0,69,22,0,0,1,.315,.315,.388,.702,.305,0.00
"<a href=""https://www.baseball-reference.com/players/b/boydbi01.shtml"">Bill Boyd</a>",NY2,19,176,170,27,44,1,55,32,6,4,7,.259,.284,.324,.608,.282,0.38
"<a href=""https://www.baseball-reference.com/players/b/brainas01.shtml"">Asa Brainard</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebrainas01"" style=""display:none;""></input><label for=""footnotebrainas01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbrainas01"">WS3, MID</div></span>",?,69,68,10,21,0,24,7,1,0,0,.309,.319,.353,.672,.300,0.32
"<a href=""https://www.baseball-reference.com/players/b/brittji01.shtml"">Jim Britt</a>",BR2,?,160,155,26,41,0,48,11,5,0,5,.265,.288,.310,.597,.281,-0.21
"<a href=""https://www.baseball-reference.com/players/b/brownol01.shtml"">Oliver Brown</a>",BR2,23,15,15,0,2,0,2,0,0,0,1,.133,.133,.133,.267,.127,-0.18
"<a href=""https://www.baseball-reference.com/players/b/burdoja01.shtml"">Jack Burdock</a>",BR2,20,175,174,27,47,0,50,14,1,0,1,.270,.274,.287,.562,.265,0.00
"<a href=""https://www.baseball-reference.com/players/b/burrohe01.shtml"">H. Burroughs</a>",WS3,27,8,7,1,1,0,1,0,1,0,0,.143,.250,.143,.393,.218,-0.01
"<a href=""https://www.baseball-reference.com/players/b/buttefr01.shtml"">F. Buttery</a>",MID,21,93,93,16,20,0,20,7,0,0,2,.215,.215,.215,.430,.204,-0.46
"<a href=""https://www.baseball-reference.com/players/c/careyto01.shtml"">Tom Carey</a>",BL1,25,198,196,42,57,2,70,27,2,4,2,.291,.298,.357,.655,.300,0.17
"<a href=""https://www.baseball-reference.com/players/c/carleji01.shtml"">Jim Carleton</a>",CL1,23,39,38,8,12,0,13,4,1,1,0,.316,.333,.342,.675,.320,0.25
"<a href=""https://www.baseball-reference.com/players/c/clappjo01.shtml"">John Clapp</a>",MID,20,98,97,30,27,1,39,16,1,2,0,.278,.286,.402,.688,.305,0.46
"<a href=""https://www.baseball-reference.com/players/c/clarede01.shtml"">Denny Clare</a>",BR2,19,7,7,1,1,0,1,0,0,0,0,.143,.143,.143,.286,.136,-0.05
"<a href=""https://www.baseball-reference.com/players/c/clintji01.shtml"">Jim Clinton</a>",BR1,21,98,98,11,24,0,30,6,0,0,3,.245,.245,.306,.551,.251,-0.24
"<a href=""https://www.baseball-reference.com/players/c/coughde01.shtml"">D. Coughlin</a>",WS4,28,37,37,5,11,0,12,7,0,0,0,.297,.297,.324,.622,.290,-0.10
"<a href=""https://www.baseball-reference.com/players/c/cravebi01.shtml"">Bill Craver</a>",BL1,28,183,178,55,50,0,59,24,5,9,2,.281,.301,.331,.632,.295,0.00
"<a href=""https://www.baseball-reference.com/players/c/cummica01.shtml"">C. Cummings</a>",NY2,23,253,249,37,52,0,67,26,4,0,14,.209,.221,.269,.490,.225,-0.52
"<a href=""https://www.baseball-reference.com/players/c/cuthbne01.shtml"">Ned Cuthbert</a>",PH1,27,266,260,83,88,1,101,47,6,14,10,.338,.353,.388,.742,.346,1.16
"<a href=""https://www.baseball-reference.com/players/d/dehlmhe01.shtml"">H. Dehlman</a>",BR2,?,167,164,30,37,0,43,15,3,4,1,.226,.240,.262,.502,.235,-0.51
"<a href=""https://www.baseball-reference.com/players/d/doschhe01.shtml"">Herm Doscher</a>",BR2,19,24,24,4,9,0,9,5,0,0,1,.375,.375,.375,.750,.356,0.00
"<a href=""https://www.baseball-reference.com/players/d/doylejo01.shtml"">Jacob Doyle</a>",WS4,16,41,41,6,11,0,12,9,0,0,0,.268,.268,.293,.561,.262,-0.43
"<a href=""https://www.baseball-reference.com/players/e/eggleda01.shtml"">Dave Eggler</a>",NY2,23,298,290,94,97,0,117,19,8,18,9,.334,.352,.403,.756,.351,2.78
"<a href=""https://www.baseball-reference.com/players/f/fergubo01.shtml"">Bob Ferguson</a>",BR2,27,167,164,33,46,0,49,19,3,4,0,.280,.293,.299,.592,.281,1.34
"<a href=""https://www.baseball-reference.com/players/f/fieldge01.shtml"">G. Fields</a>",MID,19,86,86,17,19,0,24,14,0,0,2,.221,.221,.279,.500,.227,-0.51
"<a href=""https://www.baseball-reference.com/players/f/fishech01.shtml"">C. Fisher</a>",BL1,27,227,225,39,52,1,71,36,2,1,5,.231,.238,.316,.553,.249,-0.83
"<a href=""https://www.baseball-reference.com/players/f/fislewe01.shtml"">Wes Fisler</a>",PH1,28,248,244,49,85,0,104,48,4,3,4,.348,.359,.426,.785,.361,2.34
"<a href=""https://www.baseball-reference.com/players/f/fleetfr01.shtml"">Frank Fleet</a>",BR1,?,53,53,9,12,0,13,6,0,1,2,.226,.226,.245,.472,.221,0.00
"<a href=""https://www.baseball-reference.com/players/f/fletcge01.shtml"">G. Fletcher</a>",BR1,27,8,8,1,2,0,2,1,0,0,1,.250,.250,.250,.500,.237,0.00
"<a href=""https://www.baseball-reference.com/players/f/flowedi01.shtml"">D. Flowers</a>",PH1,?,17,15,1,4,0,4,4,2,0,2,.267,.353,.267,.620,.316,0.05
"<a href=""https://www.baseball-reference.com/players/f/flynncl01.shtml"">C. Flynn</a>",WS3,23,40,40,4,9,0,10,2,0,0,0,.225,.225,.250,.475,.221,-0.08
"<a href=""https://www.baseball-reference.com/players/f/forceda01.shtml"">Davy Force</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteforceda01"" style=""display:none;""></input><label for=""footnoteforceda01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivforceda01"">TRO, BL1</div></span>",22,227,225,69,94,0,111,33,2,7,0,.418,.423,.493,.916,.408,1.61
"<a href=""https://www.baseball-reference.com/players/f/fulmech01.shtml"">Chick Fulmer</a>",NY2,21,168,165,29,50,1,56,15,3,1,3,.303,.315,.339,.655,.306,0.82
"<a href=""https://www.baseball-reference.com/players/g/galvijo01.shtml"">John Galvin</a>",BR2,29,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.13
"<a href=""https://www.baseball-reference.com/players/g/gedneco01.shtml"">Count Gedney</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotegedneco01"" style=""display:none;""></input><label for=""footnotegedneco01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivgedneco01"">TRO, BR1</div></span>",23,118,118,19,33,3,46,24,0,3,3,.280,.280,.390,.669,.288,0.59
"<a href=""https://www.baseball-reference.com/players/g/glennjo01.shtml"">John Glenn</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteglennjo01"" style=""display:none;""></input><label for=""footnoteglennjo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivglennjo01"">WS3, WS4</div></span>",22,44,43,6,8,0,8,3,1,0,0,.186,.205,.186,.391,.191,-0.20
"<a href=""https://www.baseball-reference.com/players/g/goldswa01.shtml"">W. Goldsmith</a>",WS3,23,41,41,4,10,0,12,5,0,0,0,.244,.244,.293,.537,.246,-0.18
"<a href=""https://www.baseball-reference.com/players/g/gouldch01.shtml"">C. Gould</a>",BS1,24,214,212,40,54,0,79,32,2,0,3,.255,.262,.373,.634,.281,0.38
"<a href=""https://www.baseball-reference.com/players/h/hallge01.shtml"">George Hall</a>",BL1,23,253,250,69,84,1,116,37,3,8,1,.336,.344,.464,.808,.362,1.41
"<a href=""https://www.baseball-reference.com/players/h/hallji01.shtml"">Jim Hall</a>",BR2,?,58,57,9,18,0,20,6,1,0,1,.316,.328,.351,.678,.318,-0.11
"<a href=""https://www.baseball-reference.com/players/h/hastisc01.shtml"">S. Hastings</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotehastisc01"" style=""display:none;""></input><label for=""footnotehastisc01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivhastisc01"">CL1, BL1</div></span>",24,181,177,50,64,0,73,20,4,5,4,.362,.376,.412,.788,.361,0.90
"<a href=""https://www.baseball-reference.com/players/h/hatfijo01.shtml"">J. Hatfield</a>",NY2,24,297,288,76,93,1,115,47,9,12,6,.323,.343,.399,.743,.343,2.49
"<a href=""https://www.baseball-reference.com/players/h/heubege01.shtml"">G. Heubel</a>",WS3,23,23,23,2,3,0,3,1,0,0,0,.130,.130,.130,.261,.124,-0.23
"<a href=""https://www.baseball-reference.com/players/h/hicksna01.shtml"">Nat Hicks</a>",NY2,27,273,267,54,82,0,98,32,6,3,3,.307,.322,.367,.689,.320,1.74
"<a href=""https://www.baseball-reference.com/players/h/higby01.shtml""> Higby</a>",BR2,?,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.08
"<a href=""https://www.baseball-reference.com/players/h/highadi01.shtml"">Dick Higham</a>",BL1,20,247,245,72,84,2,102,37,2,4,3,.343,.348,.416,.765,.350,1.11
"<a href=""https://www.baseball-reference.com/players/h/hinespa01.shtml"">Paul Hines</a>",WS4,17,49,49,9,11,0,12,5,0,0,0,.224,.224,.245,.469,.219,0.00
"<a href=""https://www.baseball-reference.com/players/h/hodesch01.shtml"">C. Hodes</a>",TRO,?,63,62,17,15,0,18,10,1,0,0,.242,.254,.290,.544,.253,0.11
"<a href=""https://www.baseball-reference.com/players/h/holdsji01.shtml"">J. Holdsworth</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteholdsji01"" style=""display:none;""></input><label for=""footnoteholdsji01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivholdsji01"">CL1, BR1</div></span>",21,122,121,20,36,0,42,11,1,3,2,.298,.303,.347,.650,.289,0.19
"<a href=""https://www.baseball-reference.com/players/h/holliho01.shtml"">H. Hollingsh</a>",WS4,19,45,44,12,14,0,17,6,1,0,0,.318,.333,.386,.720,.333,-0.21
"<a href=""https://www.baseball-reference.com/players/h/huntdi01.shtml"">Dick Hunt</a>",BR1,?,47,46,10,15,0,18,4,1,0,0,.326,.340,.391,.732,.339,0.02
"<a href=""https://www.baseball-reference.com/players/h/hurledi01.shtml"">Dick Hurley</a>",WS3,?,7,7,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.11
"<a href=""https://www.baseball-reference.com/players/j/jackssa01.shtml"">Sam Jackson</a>",BR2,23,12,12,0,2,0,2,0,0,0,0,.167,.167,.167,.333,.158,-0.09
"<a href=""https://www.baseball-reference.com/players/j/jewetna01.shtml"">Nat Jewett</a>",BR1,27,8,8,1,1,0,1,0,0,0,0,.125,.125,.125,.250,.119,-0.03
"<a href=""https://www.baseball-reference.com/players/k/kavan01.shtml"">J. Cavanagh</a>",BR1,?,23,23,3,6,0,7,4,0,0,0,.261,.261,.304,.565,.261,0.00
"<a href=""https://www.baseball-reference.com/players/k/kennejo01.shtml"">John Kenney</a>",BR2,?,19,19,0,0,0,0,1,0,0,1,.000,.000,.000,.000,.000,-0.47
"<a href=""https://www.baseball-reference.com/players/k/kingma01.shtml"">M. King</a>",TRO,22,11,11,0,0,0,0,1,0,0,1,.000,.000,.000,.000,.000,-0.20
"<a href=""https://www.baseball-reference.com/players/k/kingst01.shtml"">Steve King</a>",TRO,?,129,128,33,39,0,47,20,1,1,2,.305,.310,.367,.677,.312,0.35
"<a href=""https://www.baseball-reference.com/players/l/lennobi01.shtml"">Bill Lennon</a>",WS4,27,54,54,11,11,0,12,6,0,0,0,.204,.204,.222,.426,.199,-0.36
"<a href=""https://www.baseball-reference.com/players/l/leonaan01.shtml"">Andy Leonard</a>",BS1,26,241,241,57,84,2,99,42,0,8,2,.349,.349,.411,.759,.349,1.13
"<a href=""https://www.baseball-reference.com/players/l/leutz01.shtml"">David Lenz</a>",BR1,21,12,12,2,1,0,1,0,0,0,0,.083,.083,.083,.167,.079,-0.08
"<a href=""https://www.baseball-reference.com/players/l/lowech01.shtml"">Charlie Lowe</a>",BR2,?,31,31,2,5,0,5,3,0,0,2,.161,.161,.161,.323,.153,-0.37
"<a href=""https://www.baseball-reference.com/players/m/mackde01.shtml"">Denny Mack</a>",PH1,22,228,205,68,59,0,70,34,23,9,9,.288,.360,.341,.701,.340,1.52
"<a href=""https://www.baseball-reference.com/players/m/malonfe01.shtml"">Fergy Malone</a>",PH1,27,217,213,46,60,0,71,39,4,3,5,.282,.295,.333,.628,.292,0.76
"<a href=""https://www.baseball-reference.com/players/m/malonma01.shtml"">M. Malone</a>",BR1,?,17,16,2,6,0,6,3,1,0,3,.375,.412,.375,.787,.381,0.12
"<a href=""https://www.baseball-reference.com/players/m/martial01.shtml"">Al Martin</a>",BR1,24,18,18,2,5,0,5,1,0,0,0,.278,.278,.278,.556,.264,-0.05
"<a href=""https://www.baseball-reference.com/players/m/martiph01.shtml"">P. Martin</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotemartiph01"" style=""display:none;""></input><label for=""footnotemartiph01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivmartiph01"">TRO, BR1</div></span>",26,199,197,40,51,0,58,23,2,3,4,.259,.266,.294,.561,.256,0.28
"<a href=""https://www.baseball-reference.com/players/m/mathebo01.shtml"">B. Mathews</a>",BL1,20,225,222,36,50,0,52,22,3,3,2,.225,.236,.234,.470,.224,0.00
"<a href=""https://www.baseball-reference.com/players/m/mcatebu01.shtml"">Bub McAtee</a>",TRO,27,129,126,30,28,0,33,15,3,0,2,.222,.240,.262,.502,.236,0.04
"<a href=""https://www.baseball-reference.com/players/m/mcbridi01.shtml"">Dick McBride</a>",PH1,25,261,258,57,74,0,82,37,3,2,2,.287,.295,.318,.613,.287,0.26
"<a href=""https://www.baseball-reference.com/players/m/mccarfr01.shtml"">F. McCarton</a>",MID,17,85,82,19,25,0,30,12,3,0,4,.305,.329,.366,.695,.325,0.15
"<a href=""https://www.baseball-reference.com/players/m/mcderjo01.shtml"">J. McDermott</a>",BR1,?,33,32,3,9,0,12,3,1,0,3,.281,.303,.375,.678,.311,0.11
"<a href=""https://www.baseball-reference.com/players/m/mcdonja01.shtml"">J. McDonald</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotemcdonja01"" style=""display:none;""></input><label for=""footnotemcdonja01"" class=""footnoteLabel"">3</label><div class=""footnoteDiv"" id=""footnoteDivmcdonja01"">BR2, BR1, BR2</div></span>",?,66,66,9,16,0,21,4,0,0,1,.242,.242,.318,.561,.253,-0.34
