Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/acostme01.shtml"">M. Acosta</a>",WS1,20,10,8,0,1,0,1,0,2,0,0,.125,.300,.125,.425,.241,0.00
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,34,25,22,1,6,0,8,2,2,0,1,.273,.333,.364,.697,.336,0.29
"<a href=""https://www.baseball-reference.com/players/a/adamsbe01.shtml"">Bert Adams</a>",PHI,25,13,13,2,3,0,3,1,0,0,3,.231,.231,.231,.462,.222,0.08
"<a href=""https://www.baseball-reference.com/players/a/agnewsa01.shtml"">Sam Agnew</a>",BOS,29,78,67,4,14,0,18,7,6,0,4,.209,.293,.269,.562,.281,0.93
"<a href=""https://www.baseball-reference.com/players/a/ainsmed01.shtml"">E. Ainsmith</a>",WS1,26,116,100,11,17,0,21,8,8,3,14,.170,.231,.210,.441,.222,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",PHI,29,146,138,10,33,0,48,9,5,1,15,.239,.266,.348,.614,.293,1.03
"<a href=""https://www.baseball-reference.com/players/a/alexawa01.shtml"">W. Alexander</a>",NYA,25,93,78,8,20,0,28,3,13,0,20,.256,.376,.359,.735,.363,1.37
"<a href=""https://www.baseball-reference.com/players/a/allenfr01.shtml"">Frank Allen</a>",BSN,27,45,34,4,7,0,9,4,8,0,14,.206,.357,.265,.622,.319,0.42
"<a href=""https://www.baseball-reference.com/players/a/allenni01.shtml"">Nick Allen</a>",CHN,27,16,16,1,1,0,1,1,0,0,3,.062,.062,.062,.125,.060,-0.29
"<a href=""https://www.baseball-reference.com/players/a/allismi01.shtml"">Milo Allison</a>",CLE,25,25,18,10,5,0,5,0,6,0,1,.278,.458,.278,.736,.381,0.17
