Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsri02.shtml"">Ricky Adams</a>",CAL,24,123,112,22,28,2,36,6,5,1,12,.250,.300,.321,.621,.286,.85
"<a href=""https://www.baseball-reference.com/players/a/adducji01.shtml"">Jim Adduci</a>",SLN,23,21,20,0,1,0,1,0,1,0,6,.050,.095,.050,.145,.077,-.44
"<a href=""https://www.baseball-reference.com/players/a/aguaylu01.shtml"">Luis Aguayo</a>",PHI,24,5,4,1,1,0,1,0,1,0,2,.250,.400,.250,.650,.322,.00
"<a href=""https://www.baseball-reference.com/players/a/aikenwi01.shtml"">Willie Aikens</a>",KCA,28,458,410,49,124,23,221,72,45,0,75,.302,.373,.539,.912,.396,2.08
"<a href=""https://www.baseball-reference.com/players/a/allenga01.shtml"">Gary Allenson</a>",BOS,28,269,230,19,53,3,73,30,27,0,43,.230,.311,.317,.628,.290,.05
"<a href=""https://www.baseball-reference.com/players/a/allenja02.shtml"">Jamie Allen</a>",SEA,25,313,273,23,61,4,83,21,33,6,52,.223,.309,.304,.613,.287,-.38
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",2,25,56,49,2,5,0,7,3,0,0,22,.102,.102,.143,.245,.108,-.22
"<a href=""https://www.baseball-reference.com/players/a/allenro02.shtml"">Rod Allen</a>",SEA,23,12,12,1,2,0,2,0,0,0,1,.167,.167,.167,.333,.151,-.27
"<a href=""https://www.baseball-reference.com/players/a/almonbi01.shtml"">Bill Almon</a>",OAK,30,495,451,45,120,4,163,63,26,26,67,.266,.302,.361,.663,.294,.00
"<a href=""https://www.baseball-reference.com/players/a/altampo01.shtml"">Porfi Altamirano</a>",PHI,31,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.03
"<a href=""https://www.baseball-reference.com/players/a/anderda02.shtml"">Dave Anderson</a>",LAN,22,131,115,12,19,1,30,2,12,6,15,.165,.244,.261,.505,.232,-.57
"<a href=""https://www.baseball-reference.com/players/a/anderji01.shtml"">Jim Anderson</a>",TEX,26,111,102,8,22,0,25,6,5,1,8,.216,.252,.245,.497,.230,-.12
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">Larry Andersen</a>",PHI,30,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.00
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">Joaquin Andujar</a>",SLN,30,80,73,2,6,0,7,2,2,2,38,.082,.107,.096,.203,.096,-.62
"<a href=""https://www.baseball-reference.com/players/a/armasto01.shtml"">Tony Armas</a>",BOS,29,613,574,77,125,36,260,107,29,0,131,.218,.254,.453,.707,.309,-.83
"<a href=""https://www.baseball-reference.com/players/a/ashbyal01.shtml"">Alan Ashby</a>",HOU,31,311,275,31,63,8,107,34,31,0,38,.229,.303,.389,.692,.306,.34
"<a href=""https://www.baseball-reference.com/players/a/ashfotu01.shtml"">Tucker Ashford</a>",NYN,28,63,56,3,10,0,12,2,7,0,4,.179,.270,.214,.484,.226,-.35
"<a href=""https://www.baseball-reference.com/players/a/atherke01.shtml"">Keith Atherton</a>",OAK,24,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,.00
"<a href=""https://www.baseball-reference.com/players/a/ayalabe01.shtml"">Benny Ayala</a>",BAL,32,115,104,12,23,4,42,13,9,0,18,.221,.278,.404,.682,.302,-.23
"<a href=""https://www.baseball-reference.com/players/b/backmwa01.shtml"">Wally Backman</a>",NYN,23,45,42,6,7,0,9,3,2,0,8,.167,.205,.214,.419,.193,-.55
"<a href=""https://www.baseball-reference.com/players/b/bailobo01.shtml"">Bob Bailor</a>",NYN,31,368,340,33,85,1,96,30,20,18,23,.250,.290,.282,.573,.261,1.58
