Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abstebi01.shtml"">Bill Abstein</a>",PIT,23,21,20,2,4,0,4,3,0,2,1,0.2,0.2,0.2,0.4,0,0
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",SLN,24,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0
"<a href=""https://www.baseball-reference.com/players/a/alperwh01.shtml"">Whitey Alpermann</a>",BRO,26,487,441,38,111,3,149,46,6,13,38,0.25170068027210885,0.2841648590021692,0.3378684807256236,0.6220333397277928,0,0
"<a href=""https://www.baseball-reference.com/players/a/altizda01.shtml"">Dave Altizer</a>",WS1,29,493,433,56,111,1,133,27,35,37,30,0.25635103926096997,0.3235294117647059,0.3071593533487298,0.6306887651134356,0,0
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",CHA,29,110,100,4,16,0,18,3,8,2,15,0.16,0.2222222222222222,0.18,0.4022222222222222,0,0
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,23,70,61,2,4,0,4,0,8,0,31,0.06557377049180328,0.17391304347826086,0.06557377049180328,0.23948681397006416,0,0
"<a href=""https://www.baseball-reference.com/players/a/anderjo01.shtml"">John Anderson</a>",WS1,32,607,583,62,158,3,200,70,19,39,37,0.27101200686106347,0.29635761589403975,0.34305317324185247,0.6394107891358922,0,0
"<a href=""https://www.baseball-reference.com/players/a/armbrch01.shtml"">Charlie Armbruster</a>",BOS,25,231,201,9,29,0,37,6,25,2,26,0.14427860696517414,0.2422907488986784,0.18407960199004975,0.42637035088872816,0,0
"<a href=""https://www.baseball-reference.com/players/a/armbrha01.shtml"">Harry Armbruster</a>",PHA,24,330,265,40,63,2,81,24,43,13,39,0.23773584905660378,0.3525641025641026,0.30566037735849055,0.6582244799225931,0,0
"<a href=""https://www.baseball-reference.com/players/a/arndtha01.shtml"">Harry Arndt</a>",SLN,27,279,256,30,69,2,100,26,19,5,22,0.26953125,0.32,0.390625,0.7106250000000001,0,0
"<a href=""https://www.baseball-reference.com/players/b/barbeja01.shtml"">Jap Barbeau</a>",CLE,24,143,129,8,25,0,36,12,9,5,19,0.1937984496124031,0.2571428571428571,0.27906976744186046,0.5362126245847176,0,0
