Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbated01.shtml"">E. Abbaticchio</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteabbated01"" style=""display:none;""></input><label for=""footnoteabbated01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivabbated01"">PIT, BSN</div></span>",33,201,181,20,44,0,52,10,12,2,16,.243,.290,.287,.577,.285,-0.04
"<a href=""https://www.baseball-reference.com/players/a/abbotod01.shtml"">Ody Abbott</a>",SLN,23,82,70,2,13,0,17,6,6,3,20,.186,.250,.243,.493,.247,-0.41
"<a href=""https://www.baseball-reference.com/players/a/abstebi01.shtml"">Bill Abstein</a>",SLA,27,90,87,1,13,0,15,3,2,3,15,.149,.169,.172,.341,.168,-0.98
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,28,97,83,9,16,0,19,6,9,0,23,.193,.272,.229,.501,.255,0.03
"<a href=""https://www.baseball-reference.com/players/a/adamsbe01.shtml"">Bert Adams</a>",CLE,19,13,13,1,3,0,3,0,0,0,3,.231,.231,.231,.462,.224,0.37
"<a href=""https://www.baseball-reference.com/players/a/ainsmed01.shtml"">E. Ainsmith</a>",WS1,20,111,104,4,20,0,25,9,6,0,21,.192,.236,.240,.477,.236,0.00
"<a href=""https://www.baseball-reference.com/players/a/albercy01.shtml"">Cy Alberts</a>",SLN,28,10,7,0,0,0,0,0,2,0,3,.000,.222,.000,.222,.164,-0.06
"<a href=""https://www.baseball-reference.com/players/a/allensl01.shtml"">Sled Allen</a>",SLA,23,27,23,3,3,0,4,1,1,0,4,.130,.231,.174,.405,.217,-0.50
"<a href=""https://www.baseball-reference.com/players/a/altizda01.shtml"">Dave Altizer</a>",CIN,33,13,10,3,6,0,6,0,3,0,0,.600,.692,.600,1.292,.618,0.32
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,27,65,62,1,11,1,15,6,1,0,21,.177,.190,.242,.432,.211,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderwi01.shtml"">W. Anderson</a>",CIN,23,5,5,1,1,0,1,0,0,0,0,.200,.200,.200,.400,.194,-0.01
"<a href=""https://www.baseball-reference.com/players/a/archeji01.shtml"">Jimmy Archer</a>",CHN,27,344,313,36,81,2,116,41,14,6,49,.259,.293,.371,.663,.320,0.00
"<a href=""https://www.baseball-reference.com/players/a/arellfr01.shtml"">F. Arellanes</a>",BOS,28,36,34,2,6,1,10,4,1,0,7,.176,.200,.294,.494,.241,0.07
"<a href=""https://www.baseball-reference.com/players/a/atkinto01.shtml"">Tommy Atkins</a>",PHA,22,17,17,0,2,0,2,0,0,0,5,.118,.118,.118,.235,.114,-0.14
"<a href=""https://www.baseball-reference.com/players/a/austiji01.shtml"">Jimmy Austin</a>",NYA,30,511,432,46,94,2,119,36,47,22,56,.218,.305,.275,.580,.293,1.61
"<a href=""https://www.baseball-reference.com/players/b/backmle01.shtml"">Les Backman</a>",SLN,22,41,35,2,4,0,7,3,4,0,12,.114,.244,.200,.444,.236,-0.01
