Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ML1,22,660,609,106,200,26,340,92,37,2,54,.328,.365,.558,.923,.399,7.16
"<a href=""https://www.baseball-reference.com/players/a/aberal01.shtml"">Al Aber</a>",DET,28,13,10,0,3,0,3,0,1,0,4,.300,.364,.300,.664,.312,.10
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">Ted Abernathy</a>",WS1,23,11,11,1,2,0,2,1,0,0,5,.182,.182,.182,.364,.165,.00
"<a href=""https://www.baseball-reference.com/players/a/abramca01.shtml"">Cal Abrams</a>",CHA,32,5,3,0,1,0,1,0,2,0,1,.333,.600,.333,.933,.466,.13
"<a href=""https://www.baseball-reference.com/players/a/ackerto01.shtml"">Tom Acker</a>",CIN,26,22,19,3,1,0,1,1,3,0,12,.053,.182,.053,.234,.138,-.16
"<a href=""https://www.baseball-reference.com/players/a/adamsbo03.shtml"">Bobby Adams</a>",BAL,34,143,111,19,25,0,33,7,25,1,15,.225,.362,.297,.660,.315,.22
"<a href=""https://www.baseball-reference.com/players/a/adcocjo01.shtml"">Joe Adcock</a>",ML1,28,500,454,76,132,38,271,103,32,1,86,.291,.337,.597,.934,.400,4.81
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",CLE,25,21,18,1,2,0,2,2,0,0,11,.111,.111,.111,.222,.101,-.20
"<a href=""https://www.baseball-reference.com/players/a/alstoto01.shtml"">Tom Alston</a>",SLN,30,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.02
"<a href=""https://www.baseball-reference.com/players/a/amorosa01.shtml"">Sandy Amoros</a>",BRO,26,361,292,53,76,16,151,58,59,3,51,.260,.385,.517,.902,.393,.00
"<a href=""https://www.baseball-reference.com/players/a/antonjo02.shtml"">Johnny Antonelli</a>",NY1,26,97,89,7,14,3,26,4,2,0,26,.157,.176,.292,.468,.207,-.08
"<a href=""https://www.baseball-reference.com/players/a/aparilu01.shtml"">Luis Aparicio</a>",CHA,22,583,533,69,142,3,182,56,34,21,63,.266,.311,.341,.653,.295,1.54
"<a href=""https://www.baseball-reference.com/players/a/arroylu01.shtml"">Luis Arroyo</a>",PIT,29,6,4,0,2,0,2,1,0,0,0,.500,.500,.500,1.000,.454,.15
