playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
adamsbe01,1917,1,PHI,NL,43,107,4,22,4,1,1,7,0,,0,20,,0,4,,
agnewsa01,1917,1,BOS,AL,85,260,17,54,6,2,0,16,2,,19,30,,2,6,,
ainsmed01,1917,1,WS1,AL,125,350,38,67,17,4,0,42,16,,40,48,,3,16,,
aldrivi01,1917,1,CHN,NL,30,29,3,4,0,0,0,1,0,,0,3,,0,1,,
alexape01,1917,1,PHI,NL,47,139,17,30,8,2,1,13,1,,3,23,,0,7,,
alexawa01,1917,1,NYA,AL,20,51,1,7,2,1,0,4,1,,4,11,,0,4,,
allenfr01,1917,1,BSN,NL,29,29,2,5,0,0,0,5,1,,7,7,,0,0,,
allismi01,1917,1,CLE,AL,32,35,4,5,0,0,0,0,3,,9,7,,0,2,,
altenje01,1917,1,PIT,NL,11,17,1,3,0,0,0,3,0,,0,4,,0,1,,
amesre01,1917,1,SLN,NL,43,64,3,12,1,2,0,7,0,,6,23,,0,3,,
anderfr01,1917,1,NY1,NL,38,42,2,3,0,0,0,1,0,,3,14,,0,5,,
anderwa01,1917,1,PHA,AL,14,7,0,3,0,0,0,0,0,,1,3,,0,0,,
aragoan01,1917,1,NYA,AL,14,45,2,3,1,0,0,2,0,,2,2,,0,3,,
archeji01,1917,1,CHN,NL,2,2,0,0,0,0,0,0,0,,0,1,,0,0,,
austiji01,1917,1,SLA,AL,127,455,61,109,18,8,0,19,13,,50,46,,3,26,,
ayersdo01,1917,1,WS1,AL,40,63,2,13,1,0,0,5,0,,1,13,,0,3,,
baconed01,1917,1,PHA,AL,4,6,1,3,1,0,0,2,0,,0,0,,0,0,,
baderlo01,1917,1,BOS,AL,15,10,1,3,0,0,0,1,0,,0,0,,1,1,,
bagbyji01,1917,1,CLE,AL,49,108,12,25,6,1,0,8,1,,2,19,,1,3,,
bailefr01,1917,1,BSN,NL,50,110,9,21,2,1,1,5,3,,9,25,,3,2,,
bailege01,1917,1,PHA,AL,5,12,1,1,0,0,0,0,0,,1,1,,0,1,,
bairdal01,1917,1,NY1,NL,10,24,1,7,0,0,0,4,2,,2,2,,0,0,,
bairddo01,1917,1,PIT,NL,43,135,17,35,6,1,0,18,8,,20,19,,0,6,,
bairddo01,1917,2,SLN,NL,104,364,38,92,19,12,0,24,18,,23,52,,2,18,,
bakerfr01,1917,1,NYA,AL,146,553,57,156,24,2,6,71,18,,48,27,,5,7,,
bancrda01,1917,1,PHI,NL,127,478,56,116,22,5,4,43,14,,44,42,,0,18,,
barbetu01,1917,1,CHN,NL,7,28,2,6,1,0,0,2,1,,2,8,,0,0,,
barneje01,1917,1,BSN,NL,53,101,4,24,1,1,0,5,0,,5,12,,1,1,,
barryja01,1917,1,BOS,AL,116,388,45,83,9,0,2,30,12,,47,27,,4,54,,
batesra01,1917,1,PHA,AL,127,485,47,115,20,7,2,66,12,,21,39,,6,14,,
baumapa01,1917,1,NYA,AL,49,110,10,24,2,1,0,8,2,,4,9,,0,1,,
bendech01,1917,1,PHI,NL,20,39,3,8,0,0,1,4,0,,2,3,,0,0,,
bentoru01,1917,1,NY1,NL,35,72,1,12,1,1,0,2,0,,2,18,,0,5,,
benzjo01,1917,1,CHA,AL,19,30,4,5,1,0,0,0,0,,0,11,,0,3,,
beschbo01,1917,1,SLN,NL,42,110,10,17,1,1,1,8,3,,20,13,,1,3,,
betzebr01,1917,1,SLN,NL,106,328,24,71,4,3,1,17,9,,20,47,,2,8,,
bigbeca01,1917,1,PIT,NL,133,469,46,112,11,6,0,21,19,,37,16,,5,19,,
biglepe01,1917,1,SLA,AL,1,0,0,0,0,0,0,0,0,,0,0,,0,0,,
billijo01,1917,1,CLE,AL,66,129,8,23,3,2,0,9,2,,8,21,,3,7,,
blackea01,1917,1,CHN,NL,2,2,0,0,0,0,0,0,0,,0,0,,0,0,,
blackfr01,1917,1,PIT,NL,3,10,1,2,0,0,0,2,0,,0,3,,0,0,,
bodiepi01,1917,1,PHA,AL,148,557,51,162,28,11,7,74,13,,53,40,,3,22,,
