Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbeybe01.shtml"">Bert Abbey</a>",CHN,23,28,26,2,6,0,7,2,2,0,3,.231,.286,.269,.555,.276,.00
"<a href=""https://www.baseball-reference.com/players/a/abbeych01.shtml"">Charlie Abbey</a>",WAS,26,129,116,11,30,0,39,12,12,9,6,.259,.333,.336,.670,.328,.07
"<a href=""https://www.baseball-reference.com/players/a/allenbo01.shtml"">Bob Allen</a>",PHI,25,547,471,86,126,8,193,90,71,8,40,.268,.369,.410,.779,.374,3.04
"<a href=""https://www.baseball-reference.com/players/a/allenpe01.shtml"">Pete Allen</a>",CL4,25,4,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.16
"<a href=""https://www.baseball-reference.com/players/a/alvorbi01.shtml"">Billy Alvord</a>",CL4,29,12,12,2,2,0,2,2,0,0,1,.167,.167,.167,.333,.162,-.21
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,41,467,398,70,125,0,153,91,68,13,12,.314,.415,.384,.800,.397,2.41
"<a href=""https://www.baseball-reference.com/players/b/bakerki01.shtml"">Kirtley Baker</a>",BLN,24,65,57,9,17,0,20,6,8,1,6,.298,.385,.351,.735,.366,.28
"<a href=""https://www.baseball-reference.com/players/b/baldwma01.shtml"">Mark Baldwin</a>",2,29,143,135,12,17,0,25,9,8,2,39,.126,.175,.185,.360,.178,-.03
"<a href=""https://www.baseball-reference.com/players/b/bannoji01.shtml"">Jimmy Bannon</a>",SLN,22,112,107,9,36,0,47,15,4,8,5,.336,.366,.439,.805,.379,.06
"<a href=""https://www.baseball-reference.com/players/b/becklja01.shtml"">Jake Beckley</a>",PIT,25,616,542,108,164,5,249,106,54,15,26,.303,.386,.459,.846,.400,.00
"<a href=""https://www.baseball-reference.com/players/b/bennech01.shtml"">Charlie Bennett</a>",BSN,38,233,191,34,40,4,58,27,40,5,36,.209,.352,.304,.656,.335,-.02
"<a href=""https://www.baseball-reference.com/players/b/bierblo01.shtml"">Lou Bierbauer</a>",PIT,27,568,528,84,150,4,203,94,36,11,12,.284,.335,.384,.719,.343,2.84
"<a href=""https://www.baseball-reference.com/players/b/boydfr01.shtml"">Frank Boyd</a>",CL4,25,6,5,3,1,0,2,3,1,0,0,.200,.333,.400,.733,.350,.10
"<a href=""https://www.baseball-reference.com/players/b/boyleja01.shtml"">Jack Boyle</a>",PHI,27,555,504,105,144,4,203,81,41,22,30,.286,.351,.403,.754,.360,1.24
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">Theodore Breitenstein</a>",SLN,24,179,160,20,29,1,35,14,18,3,15,.181,.268,.219,.487,.252,-.49
"<a href=""https://www.baseball-reference.com/players/b/brodist01.shtml"">Steve Brodie</a>",2,24,625,566,89,184,2,233,98,45,49,18,.325,.389,.412,.800,.370,.00
"<a href=""https://www.baseball-reference.com/players/b/broutda01.shtml"">Dan Brouthers</a>",BRO,35,340,282,57,95,2,144,59,52,9,10,.337,.450,.511,.961,.454,3.84
"<a href=""https://www.baseball-reference.com/players/b/brownpe01.shtml"">Pete Browning</a>",LS3,32,266,220,38,78,1,98,37,44,8,15,.355,.466,.445,.912,.447,.00
"<a href=""https://www.baseball-reference.com/players/b/brownst01.shtml"">Stub Brown</a>",BLN,22,5,5,1,1,0,1,1,0,0,1,.200,.200,.200,.400,.194,-.04
"<a href=""https://www.baseball-reference.com/players/b/brownto01.shtml"">Tom Brown</a>",LS3,32,590,529,104,127,5,171,54,56,66,63,.240,.319,.323,.642,.315,.11
"<a href=""https://www.baseball-reference.com/players/b/brownwi01.shtml"">William Brown</a>",2,?,545,493,85,144,1,187,90,51,9,35,.292,.360,.379,.739,.356,1.79
"<a href=""https://www.baseball-reference.com/players/b/buckldi01.shtml"">Dick Buckley</a>",SLN,34,23,23,2,4,0,5,1,0,0,0,.174,.174,.217,.391,.183,.00
"<a href=""https://www.baseball-reference.com/players/b/burkeed01.shtml"">Eddie Burke</a>",NY1,26,613,537,122,150,9,220,80,51,54,32,.279,.369,.410,.778,.374,.00
"<a href=""https://www.baseball-reference.com/players/b/burkeje01.shtml"">Jesse Burkett</a>",CL4,24,616,511,145,178,6,251,82,98,39,23,.348,.459,.491,.951,.455,4.03
"<a href=""https://www.baseball-reference.com/players/b/burnsoy01.shtml"">Oyster Burns</a>",BRO,28,455,415,68,112,7,171,60,36,14,16,.270,.334,.412,.746,.351,.91
"<a href=""https://www.baseball-reference.com/players/c/cample01.shtml"">Lew Camp</a>",CHN,25,176,156,37,41,2,68,17,19,30,19,.263,.347,.436,.782,.366,.16
"<a href=""https://www.baseball-reference.com/players/c/canavji01.shtml"">Jim Canavan</a>",CIN,26,514,461,65,104,5,146,64,51,31,20,.226,.305,.317,.622,.305,-.75
