Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/anderjo01.shtml"">John Anderson</a>",BRO,25,472,439,65,118,4,162,92,27,25,24,.269,.317,.369,.686,.328,.49
"<a href=""https://www.baseball-reference.com/players/a/atherch01.shtml"">Charlie Atherton</a>",WAS,25,269,242,28,60,0,77,23,21,2,26,.248,.313,.318,.631,.309,-.60
"<a href=""https://www.baseball-reference.com/players/b/baileha01.shtml"">Harvey Bailey</a>",BSN,22,37,34,3,8,0,10,2,2,0,3,.235,.297,.294,.591,.292,.05
"<a href=""https://www.baseball-reference.com/players/b/bakerki01.shtml"">Kirtley Baker</a>",WAS,30,20,19,1,3,0,3,1,1,0,6,.158,.200,.158,.358,.183,-.14
"<a href=""https://www.baseball-reference.com/players/b/barreji01.shtml"">Jimmy Barrett</a>",CIN,24,114,92,30,34,0,44,10,18,4,7,.370,.477,.478,.956,.460,1.08
"<a href=""https://www.baseball-reference.com/players/b/barrysh01.shtml"">Shad Barry</a>",WAS,20,266,247,31,71,1,91,33,12,11,14,.287,.328,.368,.697,.334,.00
"<a href=""https://www.baseball-reference.com/players/b/batesfr01.shtml"">Frank Bates</a>",2,22,78,68,7,15,0,16,4,9,0,19,.221,.321,.235,.556,.290,.09
"<a href=""https://www.baseball-reference.com/players/b/beaumgi01.shtml"">Ginger Beaumont</a>",PIT,22,489,437,90,154,3,194,38,41,31,27,.352,.416,.444,.860,.413,3.54
"<a href=""https://www.baseball-reference.com/players/b/becker01.shtml"">Erve Beck</a>",BRO,20,24,24,2,4,0,6,2,0,0,4,.167,.167,.250,.417,.192,-.11
"<a href=""https://www.baseball-reference.com/players/b/becklja01.shtml"">Jake Beckley</a>",CIN,31,583,517,87,172,3,240,99,40,20,21,.333,.392,.464,.856,.405,4.68
"<a href=""https://www.baseball-reference.com/players/b/bergema01.shtml"">Marty Bergen</a>",BSN,27,272,260,32,67,1,87,34,10,4,29,.258,.290,.335,.625,.299,.07
"<a href=""https://www.baseball-reference.com/players/b/bernhbi01.shtml"">Bill Bernhard</a>",PHI,28,56,54,5,13,0,14,2,2,1,7,.241,.268,.259,.527,.258,.00
"<a href=""https://www.baseball-reference.com/players/b/blakeha01.shtml"">Harry Blake</a>",SLN,25,345,292,50,70,2,93,41,43,16,15,.240,.341,.318,.660,.329,.35
"<a href=""https://www.baseball-reference.com/players/b/bonnefr01.shtml"">Frank Bonner</a>",WAS,29,370,347,41,95,2,129,44,18,6,13,.274,.313,.372,.685,.326,.28
"<a href=""https://www.baseball-reference.com/players/b/bowerfr01.shtml"">Frank Bowerman</a>",PIT,30,457,427,51,111,3,156,53,12,10,16,.260,.288,.365,.654,.308,1.26
"<a href=""https://www.baseball-reference.com/players/b/bradlbi01.shtml"">Bill Bradley</a>",CHN,21,144,129,26,40,2,54,18,12,4,17,.310,.378,.419,.796,.382,.62
"<a href=""https://www.baseball-reference.com/players/b/brashki01.shtml"">Kitty Brashear</a>",LS3,21,2,2,0,1,0,1,0,0,0,0,.500,.500,.500,1.000,.482,.03
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">Theodore Breitenstein</a>",CIN,30,119,105,18,37,1,46,11,10,1,11,.352,.409,.438,.847,.406,1.06
"<a href=""https://www.baseball-reference.com/players/b/bristge01.shtml"">George Bristow</a>",CL4,29,9,8,0,1,0,2,0,0,0,1,.125,.222,.250,.472,.238,-.05
"<a href=""https://www.baseball-reference.com/players/b/brodist01.shtml"">Steve Brodie</a>",BLN,30,602,531,82,164,3,201,87,31,19,23,.309,.373,.379,.751,.367,1.81
