Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ATL,35,639,547,100,164,44,332,97,87,9,47,.300,.396,.607,1.003,.435,8.07
"<a href=""https://www.baseball-reference.com/players/a/aaronto01.shtml"">Tommie Aaron</a>",ATL,29,66,60,13,15,1,20,5,6,0,6,.250,.318,.333,.652,.303,0.01
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",CHN,36,8,8,1,2,0,3,1,0,0,2,.250,.250,.375,.625,.279,0.02
"<a href=""https://www.baseball-reference.com/players/a/adairje01.shtml"">Jerry Adair</a>",KCA,32,461,432,29,108,5,134,48,20,1,36,.250,.285,.310,.596,.270,-0.60
"<a href=""https://www.baseball-reference.com/players/a/adamsdo01.shtml"">Doug Adams</a>",CHA,26,15,14,1,3,0,3,1,1,0,3,.214,.267,.214,.481,.230,-0.10
"<a href=""https://www.baseball-reference.com/players/a/adamsmi01.shtml"">Mike Adamson</a>",BAL,21,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.03
"<a href=""https://www.baseball-reference.com/players/a/ageeto01.shtml"">Tommie Agee</a>",NYN,26,635,565,97,153,26,262,76,59,12,137,.271,.342,.464,.806,.363,5.19
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",CHN,38,5,5,2,2,0,2,0,0,0,1,.400,.400,.400,.800,.365,0.07
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnoteakerja01"" style=""display:none;""></input><label for=""footnoteakerja01"" class=""footnoteLabel"">2</label><div id=""footnoteDivakerja01"">SE1, NYA</div></span>",28,11,10,0,1,0,1,0,0,0,6,.100,.182,.100,.282,.150,0.00
"<a href=""https://www.baseball-reference.com/players/a/alcarlu01.shtml"">Luis Alcaraz</a>",KCA,28,86,79,15,20,1,27,7,7,0,9,.253,.314,.342,.656,.303,0.40
"<a href=""https://www.baseball-reference.com/players/a/allenbe01.shtml"">Bernie Allen</a>",WS2,30,417,365,33,90,9,142,45,50,5,35,.247,.337,.389,.726,.332,0.00
"<a href=""https://www.baseball-reference.com/players/a/allendi01.shtml"">Dick Allen</a>",PHI,27,506,438,79,126,32,251,89,64,9,144,.288,.375,.573,.949,.415,3.65
"<a href=""https://www.baseball-reference.com/players/a/allenha02.shtml"">Hank Allen</a>",WS2,28,286,271,42,75,1,93,17,13,12,28,.277,.311,.343,.654,.298,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenll01.shtml"">Lloyd Allen</a>",CAL,19,2,2,0,1,0,2,0,0,0,0,.500,.500,1.000,1.500,.658,0.08
"<a href=""https://www.baseball-reference.com/players/a/alleyge01.shtml"">Gene Alley</a>",PIT,28,309,285,28,70,8,101,32,19,4,48,.246,.293,.354,.648,.295,0.72
"<a href=""https://www.baseball-reference.com/players/a/allisbo01.shtml"">Bob Allison</a>",MIN,34,220,189,18,43,8,79,27,29,2,39,.228,.333,.418,.751,.336,-0.01
