Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamssp01.shtml"">Sparky Adams</a>",2,38,631,568,60,146,1,173,22,45,3,33,.257,.315,.305,.620,.295,-.10
"<a href=""https://www.baseball-reference.com/players/a/alexada01.shtml"">Dale Alexander</a>",BOS,30,339,313,40,88,5,119,40,25,0,22,.281,.336,.380,.716,.335,.05
"<a href=""https://www.baseball-reference.com/players/a/allenet01.shtml"">Ethan Allen</a>",SLN,29,281,261,25,63,0,76,36,13,3,22,.241,.280,.291,.571,.269,.00
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",NYA,28,78,72,7,13,0,16,3,4,0,16,.181,.224,.222,.446,.213,.00
"<a href=""https://www.baseball-reference.com/players/a/almadme01.shtml"">Mel Almada</a>",BOS,20,56,44,11,15,1,18,3,11,3,3,.341,.473,.409,.882,.423,.00
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",WS1,56,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.03
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",BOS,26,48,42,1,9,0,9,2,2,0,6,.214,.250,.214,.464,.224,-.04
"<a href=""https://www.baseball-reference.com/players/a/applilu01.shtml"">Luke Appling</a>",CHA,26,670,612,90,197,6,271,85,56,6,29,.322,.379,.443,.822,.380,5.30
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",DET,22,18,17,1,2,0,2,1,0,0,5,.118,.118,.118,.235,.110,-.20
"<a href=""https://www.baseball-reference.com/players/a/averiea01.shtml"">Earl Averill</a>",CLE,31,658,599,83,180,11,284,92,54,3,29,.301,.363,.474,.837,.383,4.14
"<a href=""https://www.baseball-reference.com/players/b/barredi01.shtml"">Dick Barrett</a>",PHA,26,25,21,5,6,0,7,2,2,0,3,.286,.348,.333,.681,.324,.20
"<a href=""https://www.baseball-reference.com/players/b/bartedi01.shtml"">Dick Bartell</a>",PHI,25,685,587,78,159,1,197,37,56,6,46,.271,.340,.336,.675,.321,1.27
"<a href=""https://www.baseball-reference.com/players/b/beanbe01.shtml"">Belve Bean</a>",CLE,28,23,22,1,4,0,4,1,1,0,6,.182,.217,.182,.399,.194,-.10
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">Boom-Boom Beck</a>",BRO,28,98,95,5,18,0,23,6,1,0,22,.189,.198,.242,.440,.203,.05
"<a href=""https://www.baseball-reference.com/players/b/bellhi01.shtml"">Hi Bell</a>",NY1,35,32,29,5,4,0,4,0,2,0,8,.138,.194,.138,.331,.168,-.11
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",BRO,31,84,76,5,14,0,17,4,2,0,12,.184,.205,.224,.429,.201,.13
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",CIN,35,57,53,4,9,0,9,2,1,0,14,.170,.200,.170,.370,.180,-.17
"<a href=""https://www.baseball-reference.com/players/b/bergewa01.shtml"">Wally Berger</a>",BSN,27,574,528,84,165,27,299,106,41,2,77,.312,.365,.566,.932,.419,.00
"<a href=""https://www.baseball-reference.com/players/b/bergmo01.shtml"">Moe Berg</a>",WS1,31,72,65,8,12,2,21,9,4,0,5,.185,.232,.323,.555,.257,.00
"<a href=""https://www.baseball-reference.com/players/b/berlyja01.shtml"">Jack Berly</a>",PHI,30,14,13,1,4,0,4,2,0,0,4,.308,.308,.308,.615,.287,.04
"<a href=""https://www.baseball-reference.com/players/b/berrych02.shtml"">Charlie Berry</a>",CHA,30,291,271,25,69,2,89,28,17,0,16,.255,.301,.328,.629,.296,-.46
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",BSN,36,88,76,3,17,0,18,5,2,0,7,.224,.253,.237,.490,.234,.33
