Name,Tm,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/allisdo01.shtml"">Doug Allison</a>",PRO,31,77,76,9,22,0,24,7,1,0,8,.289,.299,.316,.614,.287,0.47
"<a href=""https://www.baseball-reference.com/players/a/ansonca01.shtml"">Cap Anson</a>",CHN,26,274,261,55,89,0,105,40,13,0,1,.341,.372,.402,.775,.362,1.68
"<a href=""https://www.baseball-reference.com/players/b/bennech01.shtml"">C. Bennett</a>",ML2,23,194,184,16,45,1,57,12,10,0,26,.245,.284,.310,.593,.280,0.23
"<a href=""https://www.baseball-reference.com/players/b/blissfr01.shtml"">Frank Bliss</a>",ML2,25,8,8,1,1,0,1,0,0,0,0,.125,.125,.125,.250,.117,-0.15
"<a href=""https://www.baseball-reference.com/players/b/bondto01.shtml"">Tommy Bond</a>",BSN,22,236,236,22,50,0,56,23,0,0,9,.212,.212,.237,.449,.208,-0.45
"<a href=""https://www.baseball-reference.com/players/b/brownle01.shtml"">Lew Brown</a>",PRO,20,250,243,44,74,1,110,43,7,0,37,.305,.324,.453,.777,.355,0.00
"<a href=""https://www.baseball-reference.com/players/b/burdoja01.shtml"">Jack Burdock</a>",BSN,26,249,246,37,64,0,88,25,3,0,17,.260,.269,.358,.627,.287,0.00
"<a href=""https://www.baseball-reference.com/players/c/careyto01.shtml"">Tom Carey</a>",PRO,31,253,253,33,60,0,76,24,0,0,14,.237,.237,.300,.538,.247,0.77
"<a href=""https://www.baseball-reference.com/players/c/cassijo01.shtml"">John Cassidy</a>",CHN,?,265,256,33,68,0,77,29,9,0,11,.266,.291,.301,.591,.278,0.57
"<a href=""https://www.baseball-reference.com/players/c/clappjo01.shtml"">John Clapp</a>",IN1,26,276,263,42,80,0,94,29,13,0,8,.304,.337,.357,.694,.326,2.12
"<a href=""https://www.baseball-reference.com/players/c/coreyfr01.shtml"">Fred Corey</a>",PRO,?,21,21,3,3,0,3,1,0,0,2,.143,.143,.143,.286,.134,-0.04
"<a href=""https://www.baseball-reference.com/players/c/creamge01.shtml"">G. Creamer</a>",ML2,?,198,193,30,41,0,54,15,5,0,15,.212,.232,.280,.512,.238,-0.18
"<a href=""https://www.baseball-reference.com/players/c/croftar01.shtml"">Art Croft</a>",IN1,23,227,222,22,35,0,41,16,5,0,23,.158,.176,.185,.361,.171,-0.89
"<a href=""https://www.baseball-reference.com/players/d/dalryab01.shtml"">A. Dalrymple</a>",ML2,20,277,271,52,96,0,114,15,6,0,29,.354,.368,.421,.789,.366,2.25
"<a href=""https://www.baseball-reference.com/players/d/dickebu01.shtml"">B. Dickerson</a>",CN1,19,123,123,17,38,0,45,9,0,0,7,.309,.309,.366,.675,.312,0.00
"<a href=""https://www.baseball-reference.com/players/e/ellicjo01.shtml"">Joe Ellick</a>",ML2,24,13,13,2,2,0,2,1,0,0,1,.154,.154,.154,.308,.144,0.00
"<a href=""https://www.baseball-reference.com/players/f/fergubo01.shtml"">Bob Ferguson</a>",CHN,33,269,259,44,91,0,105,39,10,0,12,.351,.375,.405,.781,.364,3.12
"<a href=""https://www.baseball-reference.com/players/f/fishech01.shtml"">C. Fisher</a>",PRO,33,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-0.05
"<a href=""https://www.baseball-reference.com/players/f/flintsi01.shtml"">Silver Flint</a>",IN1,22,256,254,23,57,0,64,18,2,0,15,.224,.230,.252,.482,.225,1.34
"<a href=""https://www.baseball-reference.com/players/f/foleywi01.shtml"">Will Foley</a>",ML2,22,236,229,33,62,0,80,22,7,0,14,.271,.292,.349,.642,.298,0.23
"<a href=""https://www.baseball-reference.com/players/g/geerbi01.shtml"">Billy Geer</a>",CN1,?,247,237,31,52,0,69,20,10,0,18,.219,.251,.291,.542,.254,0.00
"<a href=""https://www.baseball-reference.com/players/g/gerhajo01.shtml"">Joe Gerhardt</a>",CN1,23,266,259,46,77,0,88,28,7,0,14,.297,.316,.340,.656,.307,2.49
"<a href=""https://www.baseball-reference.com/players/g/goldemi01.shtml"">Mike Golden</a>",ML2,26,217,214,16,44,0,56,20,3,0,35,.206,.217,.262,.478,.222,-1.44
"<a href=""https://www.baseball-reference.com/players/g/goodmja01.shtml"">Jake Goodman</a>",ML2,24,259,252,28,62,1,75,27,7,0,33,.246,.266,.298,.564,.264,0.13
"<a href=""https://www.baseball-reference.com/players/h/haguebi01.shtml"">Bill Hague</a>",PRO,?,255,250,21,51,0,54,25,5,0,34,.204,.220,.216,.436,.206,0.88
"<a href=""https://www.baseball-reference.com/players/h/halliji01.shtml"">J. Hallinan</a>","<span style=""white-space:nowrap""><input type=""checkbox"" id=""footnotehalliji01"" style=""display:none;""></input><label for=""footnotehalliji01"" class=""footnoteLabel"">2</label><div id=""footnoteDivhalliji01"">CHN, IN1</div></span>",29,84,79,14,22,0,27,3,5,0,8,.278,.321,.342,.663,.298,0.11
"<a href=""https://www.baseball-reference.com/players/h/hankifr01.shtml"">F. Hankinson</a>",CHN,22,245,240,38,64,1,81,27,5,0,36,.267,.282,.338,.619,.287,0.97
