Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbated01.shtml"">Ed Abbaticchio</a>",PIT,32,107,87,13,20,1,23,16,19,2,11,.230,.368,.264,.632,.328,.00
"<a href=""https://www.baseball-reference.com/players/a/ablesha01.shtml"">Harry Ables</a>",CLE,25,12,12,0,0,0,0,0,0,1,7,.000,.000,.000,.000,.000,-.22
"<a href=""https://www.baseball-reference.com/players/a/abstebi01.shtml"">Bill Abstein</a>",PIT,26,570,512,51,133,1,176,70,27,16,59,.260,.302,.344,.646,.316,.78
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,27,46,39,0,2,0,4,1,2,0,15,.051,.098,.103,.200,.104,-.41
"<a href=""https://www.baseball-reference.com/players/a/alperwh01.shtml"">Whitey Alpermann</a>",BRO,29,442,420,35,104,1,150,41,2,7,44,.248,.262,.357,.619,.299,-.07
"<a href=""https://www.baseball-reference.com/players/a/altizda01.shtml"">Dave Altizer</a>",CHA,32,458,382,47,89,1,112,20,39,27,33,.233,.330,.293,.623,.315,2.54
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",2,32,24,22,2,1,0,1,0,1,0,3,.045,.125,.045,.170,.103,-.22
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,26,89,81,5,6,0,7,6,5,0,33,.074,.128,.086,.214,.115,.00
"<a href=""https://www.baseball-reference.com/players/a/anderfr01.shtml"">Fred Anderson</a>",BOS,23,4,3,0,0,0,0,0,1,0,0,.000,.250,.000,.250,.182,.00
"<a href=""https://www.baseball-reference.com/players/a/archeji01.shtml"">Jimmy Archer</a>",CHN,26,286,261,31,60,1,76,30,12,5,31,.230,.266,.291,.558,.274,.00
"<a href=""https://www.baseball-reference.com/players/a/arellfr01.shtml"">Frank Arellanes</a>",BOS,27,86,78,5,13,0,13,1,2,3,10,.167,.188,.167,.354,.176,-.15
"<a href=""https://www.baseball-reference.com/players/a/atkinto01.shtml"">Tommy Atkins</a>",PHA,21,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-.03
"<a href=""https://www.baseball-reference.com/players/a/atzja01.shtml"">Jake Atz</a>",CHA,29,440,381,39,90,0,114,22,38,14,33,.236,.309,.299,.608,.303,2.17
"<a href=""https://www.baseball-reference.com/players/a/austiji01.shtml"">Jimmy Austin</a>",NYA,29,500,437,37,101,1,125,39,32,30,61,.231,.285,.286,.571,.283,1.37
"<a href=""https://www.baseball-reference.com/players/a/autrych01.shtml"">Chick Autry</a>",2,24,271,232,19,45,0,51,17,23,6,26,.194,.272,.220,.492,.248,-.15
