Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/acostjo01.shtml"">Jose Acosta</a>",WS1,30,37,30,2,2,0,2,0,6,1,14,.067,.222,.067,.289,.176,-0.22
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,39,66,63,7,16,0,26,6,1,1,7,.254,.266,.413,.678,.301,0.38
"<a href=""https://www.baseball-reference.com/players/a/ainsmed01.shtml"">E. Ainsmith</a>",2,31,181,160,11,45,0,56,17,16,1,11,.281,.347,.350,.697,.311,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",CHN,34,102,95,8,29,1,37,14,2,0,13,.305,.320,.389,.709,.325,0.75
"<a href=""https://www.baseball-reference.com/players/a/austiji01.shtml"">Jimmy Austin</a>",SLA,41,75,66,8,18,0,22,2,4,2,7,.273,.324,.333,.657,.310,-0.15
"<a href=""https://www.baseball-reference.com/players/b/bagbyji01.shtml"">Jim Bagby</a>",CLE,31,78,76,8,15,0,24,11,0,0,8,.197,.197,.316,.513,.228,-0.15
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",SLN,33,23,22,0,2,0,2,0,1,0,5,.091,.130,.091,.221,.114,-0.21
"<a href=""https://www.baseball-reference.com/players/b/bailesw01.shtml"">S. Bailey</a>",2,26,6,5,0,0,0,0,0,1,0,4,.000,.167,.000,.167,.124,0.00
"<a href=""https://www.baseball-reference.com/players/b/bakerfr01.shtml"">H. Baker</a>",NYA,35,369,330,46,97,9,144,71,26,8,12,.294,.353,.436,.789,.363,2.40
"<a href=""https://www.baseball-reference.com/players/b/bancrda01.shtml"">D. Bancroft</a>",NY1,30,698,606,121,193,6,267,67,66,17,23,.318,.389,.441,.830,.384,7.40
"<a href=""https://www.baseball-reference.com/players/b/barbawa01.shtml"">W. Barbare</a>",BSN,29,600,550,66,166,0,202,49,24,11,28,.302,.331,.367,.698,.324,2.49
"<a href=""https://www.baseball-reference.com/players/b/barbetu01.shtml"">T. Barber</a>",CHN,27,513,452,73,142,1,167,54,41,5,24,.314,.379,.369,.748,.355,0.90
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",NY1,28,99,92,8,19,0,21,6,3,1,3,.207,.232,.228,.460,.218,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnesa01.shtml"">Sam Barnes</a>",DET,21,14,11,2,2,0,3,0,2,0,1,.182,.357,.273,.630,.321,0.03
"<a href=""https://www.baseball-reference.com/players/b/barnhcl01.shtml"">C. Barnhart</a>",PIT,25,505,449,66,116,3,166,62,32,3,36,.258,.312,.370,.682,.315,0.14
"<a href=""https://www.baseball-reference.com/players/b/barrebi02.shtml"">Bill Barrett</a>",PHA,21,30,30,3,7,0,11,3,0,0,5,.233,.233,.367,.600,.266,0.00
"<a href=""https://www.baseball-reference.com/players/b/bassljo01.shtml"">J. Bassler</a>",DET,26,463,388,37,119,0,147,56,58,2,16,.307,.401,.379,.780,.372,3.05
"<a href=""https://www.baseball-reference.com/players/b/baumgst01.shtml"">S. Baumgartner</a>",PHI,26,35,30,5,6,0,7,1,5,0,4,.200,.314,.233,.548,.277,0.06
"<a href=""https://www.baseball-reference.com/players/b/baynebi01.shtml"">Bill Bayne</a>",SLA,22,69,60,11,18,1,24,5,6,0,8,.300,.391,.400,.791,.374,0.59
"<a href=""https://www.baseball-reference.com/players/b/behanpe01.shtml"">Petie Behan</a>",PHI,33,4,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,.000,-0.09
"<a href=""https://www.baseball-reference.com/players/b/bentoru01.shtml"">Rube Benton</a>",NY1,31,24,21,1,3,0,4,1,1,0,4,.143,.182,.190,.372,.178,-0.11
"<a href=""https://www.baseball-reference.com/players/b/berryjo02.shtml"">Joe Berry</a>",NY1,26,7,6,0,2,0,4,2,1,0,1,.333,.429,.667,1.095,.474,0.09
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",PHI,24,31,30,2,8,0,9,0,1,0,8,.267,.290,.300,.590,.277,0.06
"<a href=""https://www.baseball-reference.com/players/b/bigbeca01.shtml"">C. Bigbee</a>",PIT,26,684,632,100,204,3,270,42,41,21,19,.323,.364,.427,.791,.364,2.78
"<a href=""https://www.baseball-reference.com/players/b/bigbely01.shtml"">Lyle Bigbee</a>",PIT,27,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.04
"<a href=""https://www.baseball-reference.com/players/b/billijo01.shtml"">J. Billings</a>",SLA,29,47,46,2,10,0,10,4,0,0,7,.217,.217,.217,.435,.203,-0.49
"<a href=""https://www.baseball-reference.com/players/b/birdre01.shtml"">Red Bird</a>",WS1,31,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.02
"<a href=""https://www.baseball-reference.com/players/b/bishobi02.shtml"">Bill Bishop</a>",PHA,20,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bluelu01.shtml"">Lu Blue</a>",DET,24,709,585,103,180,5,250,75,103,13,47,.308,.416,.427,.843,.396,2.84
"<a href=""https://www.baseball-reference.com/players/b/bodiepi01.shtml"">Ping Bodie</a>",NYA,33,97,87,5,15,0,21,12,8,0,8,.172,.242,.241,.483,.233,-1.14
"<a href=""https://www.baseball-reference.com/players/b/boeckto01.shtml"">Tony Boeckel</a>",BSN,28,663,592,93,185,10,261,84,52,20,41,.312,.370,.441,.811,.373,3.42
"<a href=""https://www.baseball-reference.com/players/b/bohnesa01.shtml"">Sam Bohne</a>",CIN,24,691,613,98,175,3,244,44,54,26,38,.285,.347,.398,.745,.346,0.00
"<a href=""https://www.baseball-reference.com/players/b/bolanbe01.shtml"">B. Boland</a>",SLA,29,11,10,1,1,0,1,0,1,0,2,.100,.182,.100,.282,.153,-0.09
